maxdepth,AUC,seed,level
1,0.5434458652903775,1,asv
2,0.5637053113653724,1,asv
4,0.5726030379246843,1,asv
8,0.5738636705084876,1,asv
16,0.5714878432439409,1,asv
30,0.5712499363474973,1,asv
1,0.5348510479120235,10,asv
2,0.555865237624384,10,asv
4,0.5607975867853917,10,asv
8,0.5590120608413292,10,asv
16,0.5529964417815028,10,asv
30,0.553266768728659,10,asv
1,0.5387172207050256,100,asv
2,0.548748074729782,100,asv
4,0.5525111012580525,100,asv
8,0.5576253949942974,100,asv
16,0.5488639835392884,100,asv
30,0.5486374242273633,100,asv
1,0.5528464038951844,11,asv
2,0.5478500857128906,11,asv
4,0.5532111050510441,11,asv
8,0.5578969062703819,11,asv
16,0.5584185402737232,11,asv
30,0.5584984921768459,11,asv
1,0.5456947404721795,12,asv
2,0.5627266037814819,12,asv
4,0.5602219493012176,12,asv
8,0.5592729859650591,12,asv
16,0.5543862994091653,12,asv
30,0.5544505396075519,12,asv
1,0.5537205964675477,13,asv
2,0.5753269868300356,13,asv
4,0.5830090151126737,13,asv
8,0.5787961550400574,13,asv
16,0.5698828349255178,13,asv
30,0.5697937362449558,13,asv
1,0.5336500110737915,14,asv
2,0.5475533351295546,14,asv
4,0.5495979625095478,14,asv
8,0.5469675411474192,14,asv
16,0.5424948051274271,14,asv
30,0.5424196446010471,14,asv
1,0.5483087717508449,15,asv
2,0.5692985441887881,15,asv
4,0.5724477190605239,15,asv
8,0.5697813122355805,15,asv
16,0.5655668322939664,15,asv
30,0.5654804235856066,15,asv
1,0.540256062682892,16,asv
2,0.5609493365316536,16,asv
4,0.5596710656649682,16,asv
8,0.5598658503887163,16,asv
16,0.5569593090477237,16,asv
30,0.5568716721948429,16,asv
1,0.5397808871589359,17,asv
2,0.5824834534011364,17,asv
4,0.5688345793528721,17,asv
8,0.5648378951686879,17,asv
16,0.5643833467613956,17,asv
30,0.5643587995661167,17,asv
1,0.5350536132822719,18,asv
2,0.5496062517221054,18,asv
4,0.5477712542682055,18,asv
8,0.5457521118679656,18,asv
16,0.5424153648421941,18,asv
30,0.542293499509963,18,asv
1,0.5570384125414614,19,asv
2,0.5744902646548988,19,asv
4,0.5636550779873951,19,asv
8,0.5571037043140702,19,asv
16,0.5491737796158528,19,asv
30,0.5493456579401701,19,asv
1,0.5543096236480383,2,asv
2,0.5723325939179598,2,asv
4,0.5702663584751999,2,asv
8,0.5646738990732894,2,asv
16,0.5613496174746175,2,asv
30,0.5613636314886314,2,asv
1,0.5349594232734477,20,asv
2,0.5581008774453896,20,asv
4,0.5557016406650553,20,asv
8,0.5512128169109877,20,asv
16,0.550122969441567,20,asv
30,0.5501704847268871,20,asv
1,0.524733927307098,21,asv
2,0.5451394438863951,21,asv
4,0.5505691213861945,21,asv
8,0.5474195229637303,21,asv
16,0.5469836382549798,21,asv
30,0.547141835650982,21,asv
1,0.5473467788345837,22,asv
2,0.5645845545022374,22,asv
4,0.5707157209474283,22,asv
8,0.571281812736081,22,asv
16,0.5664606106542083,22,asv
30,0.5663697153163617,22,asv
1,0.5427549827702267,23,asv
2,0.5534611889764329,23,asv
4,0.5574942100201247,23,asv
8,0.550493336324129,23,asv
16,0.5449025578278627,23,asv
30,0.5449503185676966,23,asv
1,0.5462202520464715,24,asv
2,0.5763716360088311,24,asv
4,0.5800237724658457,24,asv
8,0.5794497415534001,24,asv
16,0.5775215561816172,24,asv
30,0.5776261777892876,24,asv
1,0.537596476703184,25,asv
2,0.5541887331582454,25,asv
4,0.5643546671671672,25,asv
8,0.5698909157415255,25,asv
16,0.56955170828494,25,asv
30,0.5696443723776041,25,asv
1,0.5421785988950623,26,asv
2,0.5809900270479539,26,asv
4,0.5708577689187445,26,asv
8,0.5656246490392832,26,asv
16,0.5638906181878743,26,asv
30,0.5638744886000984,26,asv
1,0.550695231817183,27,asv
2,0.5564345735107931,27,asv
4,0.5584140961519011,27,asv
8,0.5643029019873532,27,asv
16,0.5644610213436433,27,asv
30,0.5643393848988362,27,asv
1,0.5439598335269067,28,asv
2,0.5467386515435296,28,asv
4,0.552984308786138,28,asv
8,0.5526786568798764,28,asv
16,0.5509905959966935,28,asv
