nrounds,max_depth,eta,gamma,colsample_bytree,min_child_weight,subsample,AUC,seed,level
100,1,0.001,0,0.8,1,0.4,0.6257419200559444,1,family
100,1,0.001,0,0.8,1,0.5,0.6241366924415706,1,family
100,1,0.001,0,0.8,1,0.6,0.6193728401746694,1,family
100,1,0.001,0,0.8,1,0.7,0.6148777126429565,1,family
100,1,0.01,0,0.8,1,0.4,0.6352200719883647,1,family
100,1,0.01,0,0.8,1,0.5,0.6292937942297698,1,family
100,1,0.01,0,0.8,1,0.6,0.6262285342834123,1,family
100,1,0.01,0,0.8,1,0.7,0.6221303215236142,1,family
100,1,0.1,0,0.8,1,0.4,0.6464161269283221,1,family
100,1,0.1,0,0.8,1,0.5,0.647391759355174,1,family
100,1,0.1,0,0.8,1,0.6,0.6426809684248709,1,family
100,1,0.1,0,0.8,1,0.7,0.638457529829481,1,family
100,1,1,0,0.8,1,0.4,0.5797350224789249,1,family
100,1,1,0,0.8,1,0.5,0.5914790574546672,1,family
100,1,1,0,0.8,1,0.6,0.6041923909972691,1,family
100,1,1,0,0.8,1,0.7,0.6105576639357128,1,family
100,2,0.001,0,0.8,1,0.4,0.6512364372211933,1,family
100,2,0.001,0,0.8,1,0.5,0.6466281054573737,1,family
100,2,0.001,0,0.8,1,0.6,0.642040898040898,1,family
100,2,0.001,0,0.8,1,0.7,0.6391280875823558,1,family
100,2,0.01,0,0.8,1,0.4,0.6536471209885845,1,family
100,2,0.01,0,0.8,1,0.5,0.6501349712081419,1,family
100,2,0.01,0,0.8,1,0.6,0.6460719238402165,1,family
100,2,0.01,0,0.8,1,0.7,0.6406519428836502,1,family
100,2,0.1,0,0.8,1,0.4,0.6508356108721962,1,family
100,2,0.1,0,0.8,1,0.5,0.6510051366697708,1,family
100,2,0.1,0,0.8,1,0.6,0.650899005277054,1,family
100,2,0.1,0,0.8,1,0.7,0.6471400215546557,1,family
100,2,1,0,0.8,1,0.4,0.5771252227837593,1,family
100,2,1,0,0.8,1,0.5,0.5926476424159351,1,family
100,2,1,0,0.8,1,0.6,0.6034793107567498,1,family
100,2,1,0,0.8,1,0.7,0.608893141399239,1,family
100,4,0.001,0,0.8,1,0.4,0.6578334449432011,1,family
100,4,0.001,0,0.8,1,0.5,0.655288962307255,1,family
100,4,0.001,0,0.8,1,0.6,0.6559630606215973,1,family
100,4,0.001,0,0.8,1,0.7,0.6520938019901434,1,family
100,4,0.01,0,0.8,1,0.4,0.6595646814061449,1,family
100,4,0.01,0,0.8,1,0.5,0.6588054526652087,1,family
100,4,0.01,0,0.8,1,0.6,0.6571670764841496,1,family
100,4,0.01,0,0.8,1,0.7,0.6519134448036887,1,family
100,4,0.1,0,0.8,1,0.4,0.6437753807814783,1,family
100,4,0.1,0,0.8,1,0.5,0.6479877813353423,1,family
100,4,0.1,0,0.8,1,0.6,0.6479718472828229,1,family
100,4,0.1,0,0.8,1,0.7,0.646805321872395,1,family
100,4,1,0,0.8,1,0.4,0.5786732808592565,1,family
100,4,1,0,0.8,1,0.5,0.5902792086511599,1,family
100,4,1,0,0.8,1,0.6,0.5976217890364232,1,family
100,4,1,0,0.8,1,0.7,0.6040901912365327,1,family
100,8,0.001,0,0.8,1,0.4,0.6576525401708329,1,family
100,8,0.001,0,0.8,1,0.5,0.6582632868059697,1,family
100,8,0.001,0,0.8,1,0.6,0.6547148193489657,1,family
100,8,0.001,0,0.8,1,0.7,0.6549953463916879,1,family
100,8,0.01,0,0.8,1,0.4,0.6591625719796451,1,family
100,8,0.01,0,0.8,1,0.5,0.6580990624771113,1,family
100,8,0.01,0,0.8,1,0.6,0.6579362385033117,1,family
100,8,0.01,0,0.8,1,0.7,0.6545471237788311,1,family
100,8,0.1,0,0.8,1,0.4,0.6442334843554356,1,family
100,8,0.1,0,0.8,1,0.5,0.6480171582732558,1,family
100,8,0.1,0,0.8,1,0.6,0.6487400928803367,1,family
100,8,0.1,0,0.8,1,0.7,0.6486618360520799,1,family
100,8,1,0,0.8,1,0.4,0.5858192848772117,1,family
100,8,1,0,0.8,1,0.5,0.5883165081457764,1,family
100,8,1,0,0.8,1,0.6,0.6001641432373139,1,family
100,8,1,0,0.8,1,0.7,0.6037862269935441,1,family
100,16,0.001,0,0.8,1,0.4,0.6569509714418251,1,family
100,16,0.001,0,0.8,1,0.5,0.6573470927373366,1,family
100,16,0.001,0,0.8,1,0.6,0.6558704593094837,1,family
100,16,0.001,0,0.8,1,0.7,0.6550269058256863,1,family
100,16,0.01,0,0.8,1,0.4,0.6578871292895683,1,family
100,16,0.01,0,0.8,1,0.5,0.657197433496214,1,family
100,16,0.01,0,0.8,1,0.6,0.6579853878268512,1,family
100,16,0.01,0,0.8,1,0.7,0.6562026530014335,1,family
100,16,0.1,0,0.8,1,0.4,0.6447042443140004,1,family
100,16,0.1,0,0.8,1,0.5,0.647302766180815,1,family
100,16,0.1,0,0.8,1,0.6,0.6513695158573207,1,family
100,16,0.1,0,0.8,1,0.7,0.648655620341596,1,family
100,16,1,0,0.8,1,0.4,0.5796641179507033,1,family
100,16,1,0,0.8,1,0.5,0.5857526346032443,1,family
100,16,1,0,0.8,1,0.6,0.600276768929208,1,family
100,16,1,0,0.8,1,0.7,0.60260419827493,1,family
100,30,0.001,0,0.8,1,0.4,0.6563911751472727,1,family
100,30,0.001,0,0.8,1,0.5,0.6565538962307255,1,family
100,30,0.001,0,0.8,1,0.6,0.6552188006822153,1,family
100,30,0.001,0,0.8,1,0.7,0.6550351122027951,1,family
100,30,0.01,0,0.8,1,0.4,0.6583290925943365,1,family
100,30,0.01,0,0.8,1,0.5,0.6584995247861102,1,family
100,30,0.01,0,0.8,1,0.6,0.6560843718282743,1,family
100,30,0.01,0,0.8,1,0.7,0.6546862934362935,1,family
100,30,0.1,0,0.8,1,0.4,0.6422954949723243,1,family
100,30,0.1,0,0.8,1,0.5,0.6497369695479451,1,family
100,30,0.1,0,0.8,1,0.6,0.6493043513897172,1,family
100,30,0.1,0,0.8,1,0.7,0.6500144177278324,1,family
100,30,1,0,0.8,1,0.4,0.5799364870096577,1,family
100,30,1,0,0.8,1,0.5,0.5915215215215215,1,family
100,30,1,0,0.8,1,0.6,0.6003125233247184,1,family
100,30,1,0,0.8,1,0.7,0.6046969635140367,1,family
100,1,0.001,0,0.8,1,0.4,0.6406354438061755,10,family
100,1,0.001,0,0.8,1,0.5,0.6336658954250418,10,family
100,1,0.001,0,0.8,1,0.6,0.6346698292369024,10,family
100,1,0.001,0,0.8,1,0.7,0.6328533847436286,10,family
100,1,0.01,0,0.8,1,0.4,0.6414698984698984,10,family
100,1,0.01,0,0.8,1,0.5,0.6409276214367677,10,family
100,1,0.01,0,0.8,1,0.6,0.6391049385622556,10,family
100,1,0.01,0,0.8,1,0.7,0.6363457704219899,10,family
100,1,0.1,0,0.8,1,0.4,0.6572962431072187,10,family
100,1,0.1,0,0.8,1,0.5,0.6634121176926056,10,family
100,1,0.1,0,0.8,1,0.6,0.6648108081949545,10,family
100,1,0.1,0,0.8,1,0.7,0.663693705901023,10,family
100,1,1,0,0.8,1,0.4,0.5897185931576175,10,family
100,1,1,0,0.8,1,0.5,0.610226938611085,10,family
100,1,1,0,0.8,1,0.6,0.6176308616979349,10,family
100,1,1,0,0.8,1,0.7,0.6246234596966305,10,family
100,2,0.001,0,0.8,1,0.4,0.6477824152549763,10,family
100,2,0.001,0,0.8,1,0.5,0.6451820252308057,10,family
100,2,0.001,0,0.8,1,0.6,0.6410786361274167,10,family
100,2,0.001,0,0.8,1,0.7,0.6360922141653849,10,family
100,2,0.01,0,0.8,1,0.4,0.6529317217914778,10,family
100,2,0.01,0,0.8,1,0.5,0.6512743562377709,10,family
100,2,0.01,0,0.8,1,0.6,0.6457912956510518,10,family
100,2,0.01,0,0.8,1,0.7,0.6431407069089996,10,family
100,2,0.1,0,0.8,1,0.4,0.6606044127751445,10,family
100,2,0.1,0,0.8,1,0.5,0.6644694834207029,10,family
100,2,0.1,0,0.8,1,0.6,0.6666141873580897,10,family
100,2,0.1,0,0.8,1,0.7,0.6669360283628576,10,family
100,2,1,0,0.8,1,0.4,0.5864203288654508,10,family
100,2,1,0,0.8,1,0.5,0.5950591806963759,10,family
100,2,1,0,0.8,1,0.6,0.6115418371333006,10,family
100,2,1,0,0.8,1,0.7,0.6177924195972977,10,family
100,4,0.001,0,0.8,1,0.4,0.6540747167027655,10,family
100,4,0.001,0,0.8,1,0.5,0.6511829730427291,10,family
