perf_metric,perf_metric_diff,names,method,perf_metric_name,seed,level
0.5425213675213675,0,Otu12,rpart2,AUC,1,phylum
0.5425213675213675,0,Otu04,rpart2,AUC,1,phylum
0.5552884615384616,-0.012767094017094083,Otu07,rpart2,AUC,1,phylum
0.5425213675213675,0,Otu01,rpart2,AUC,1,phylum
0.5120982905982906,0.030423076923076886,Otu02,rpart2,AUC,1,phylum
0.5425213675213675,0,Otu06,rpart2,AUC,1,phylum
0.5586794871794872,-0.01615811965811975,Otu03,rpart2,AUC,1,phylum
0.5368867521367521,0.0056346153846154046,Otu08,rpart2,AUC,1,phylum
0.5425213675213675,0,Otu05,rpart2,AUC,1,phylum
0.564957264957265,0,Otu12,rpart2,AUC,10,phylum
0.5581410256410256,0.006816239316239314,Otu02,rpart2,AUC,10,phylum
0.564957264957265,0,Otu04,rpart2,AUC,10,phylum
0.564957264957265,0,Otu06,rpart2,AUC,10,phylum
0.5628482905982906,0.0021089743589743914,Otu03,rpart2,AUC,10,phylum
0.5732264957264958,-0.008269230769230806,Otu07,rpart2,AUC,10,phylum
0.5721025641025641,-0.0071452991452991554,Otu05,rpart2,AUC,10,phylum
0.564957264957265,0,Otu01,rpart2,AUC,10,phylum
0.5148760683760684,0.050081196581196585,Otu08,rpart2,AUC,10,phylum
0.5561965811965812,0,Otu07,rpart2,AUC,100,phylum
0.5561965811965812,0,Otu06,rpart2,AUC,100,phylum
0.5561965811965812,0,Otu03,rpart2,AUC,100,phylum
0.5561965811965812,0,Otu01,rpart2,AUC,100,phylum
0.5498141025641026,0.00638247863247865,Otu02,rpart2,AUC,100,phylum
0.5561965811965812,0,Otu05,rpart2,AUC,100,phylum
0.5561965811965812,0,Otu12,rpart2,AUC,100,phylum
0.5561965811965812,0,Otu04,rpart2,AUC,100,phylum
0.5077136752136753,0.048482905982905944,Otu08,rpart2,AUC,100,phylum
0.5025982905982906,0.029239316239316193,Otu02,rpart2,AUC,11,phylum
0.49967307692307694,0.032164529914529894,Otu08,rpart2,AUC,11,phylum
0.564241452991453,-0.03240384615384617,Otu01,rpart2,AUC,11,phylum
0.5037008547008547,0.028136752136752152,Otu07,rpart2,AUC,11,phylum
0.5318376068376068,0,Otu05,rpart2,AUC,11,phylum
0.5768482905982907,-0.045010683760683845,Otu04,rpart2,AUC,11,phylum
0.5318376068376068,0,Otu12,rpart2,AUC,11,phylum
0.5880042735042735,-0.0561666666666667,Otu03,rpart2,AUC,11,phylum
0.5318376068376068,0,Otu06,rpart2,AUC,11,phylum
0.5550235042735043,0.08258333333333323,Otu02,rpart2,AUC,12,phylum
0.6376068376068376,0,Otu12,rpart2,AUC,12,phylum
0.6303247863247863,0.007282051282051283,Otu07,rpart2,AUC,12,phylum
0.6231538461538462,0.014452991452991393,Otu03,rpart2,AUC,12,phylum
0.6367307692307693,8.760683760682397e-4,Otu05,rpart2,AUC,12,phylum
0.6376068376068376,0,Otu01,rpart2,AUC,12,phylum
0.62346794871794875,0.014138888888888812,Otu08,rpart2,AUC,12,phylum
0.6376068376068376,0,Otu06,rpart2,AUC,12,phylum
0.6376068376068376,0,Otu04,rpart2,AUC,12,phylum
0.5399444444444444,0.019029914529914538,Otu08,rpart2,AUC,13,phylum
0.5166410256410257,0.042333333333333334,Otu03,rpart2,AUC,13,phylum
0.558974358974359,0,Otu05,rpart2,AUC,13,phylum
0.5424380341880342,0.01653632478632483,Otu02,rpart2,AUC,13,phylum
0.5485534188034188,0.010420940170940196,Otu07,rpart2,AUC,13,phylum
0.558974358974359,0,Otu06,rpart2,AUC,13,phylum
0.558974358974359,0,Otu04,rpart2,AUC,13,phylum
0.558974358974359,0,Otu12,rpart2,AUC,13,phylum
0.5523910256410257,0.006583333333333274,Otu01,rpart2,AUC,13,phylum
0.6237179487179487,0,Otu12,rpart2,AUC,14,phylum
0.6237179487179487,0,Otu01,rpart2,AUC,14,phylum
0.6237179487179487,0,Otu03,rpart2,AUC,14,phylum
0.6237179487179487,0,Otu04,rpart2,AUC,14,phylum
0.6237179487179487,0,Otu07,rpart2,AUC,14,phylum
0.6237179487179487,0,Otu06,rpart2,AUC,14,phylum
0.5326709401709402,0.09104700854700853,Otu02,rpart2,AUC,14,phylum
0.6237179487179487,0,Otu05,rpart2,AUC,14,phylum
0.5931239316239316,0.0305940170940171,Otu08,rpart2,AUC,14,phylum
0.5636111111111112,-0.07215811965811969,Otu05,rpart2,AUC,15,phylum
0.5341645299145299,-0.04271153846153841,Otu07,rpart2,AUC,15,phylum
0.47447649572649575,0.016976495726495733,Otu02,rpart2,AUC,15,phylum
0.4808696581196581,0.010583333333333389,Otu08,rpart2,AUC,15,phylum
0.49973076923076926,-0.008277777777777773,Otu01,rpart2,AUC,15,phylum
0.4890811965811966,0.0023717948717948967,Otu06,rpart2,AUC,15,phylum
0.4914529914529915,0,Otu12,rpart2,AUC,15,phylum
0.5112970085470085,-0.019844017094017063,Otu03,rpart2,AUC,15,phylum
0.5197948717948718,-0.028341880341880343,Otu04,rpart2,AUC,15,phylum
0.6335790598290598,0.0036004273504273154,Otu01,rpart2,AUC,16,phylum
0.6337735042735043,0.0034059829059828184,Otu07,rpart2,AUC,16,phylum
0.5952307692307692,0.041948717948717906,Otu03,rpart2,AUC,16,phylum
0.633602564102564,0.003576923076923144,Otu05,rpart2,AUC,16,phylum
0.569292735042735,0.0678867521367521,Otu08,rpart2,AUC,16,phylum
0.641801282051282,-0.004621794871794815,Otu04,rpart2,AUC,16,phylum
0.5847393162393163,0.05244017094017084,Otu02,rpart2,AUC,16,phylum
0.6371794871794871,0,Otu06,rpart2,AUC,16,phylum
0.6371794871794871,0,Otu12,rpart2,AUC,16,phylum
0.5021538461538462,0.060666666666666647,Otu02,rpart2,AUC,17,phylum
0.5600149572649573,0.0028055555555555056,Otu08,rpart2,AUC,17,phylum
0.5628205128205128,0,Otu01,rpart2,AUC,17,phylum
0.5628205128205128,0,Otu06,rpart2,AUC,17,phylum
0.5628205128205128,0,Otu04,rpart2,AUC,17,phylum
0.5628205128205128,0,Otu03,rpart2,AUC,17,phylum
0.5628205128205128,0,Otu05,rpart2,AUC,17,phylum
0.5628205128205128,0,Otu07,rpart2,AUC,17,phylum
0.5628205128205128,0,Otu12,rpart2,AUC,17,phylum
0.6454401709401709,-0.002705128205128249,Otu01,rpart2,AUC,18,phylum
0.5923482905982906,0.05038675213675203,Otu08,rpart2,AUC,18,phylum
0.6427350427350427,0,Otu04,rpart2,AUC,18,phylum
0.5923012820512821,0.0504337606837606,Otu02,rpart2,AUC,18,phylum
0.6427350427350427,0,Otu12,rpart2,AUC,18,phylum
0.611215811965812,0.03151923076923069,Otu07,rpart2,AUC,18,phylum
0.6427350427350427,0,Otu03,rpart2,AUC,18,phylum
0.6427350427350427,0,Otu06,rpart2,AUC,18,phylum
0.6427350427350427,0,Otu05,rpart2,AUC,18,phylum
0.5957264957264957,0,Otu06,rpart2,AUC,19,phylum
0.6158846153846154,-0.020158119658119644,Otu03,rpart2,AUC,19,phylum
0.5957264957264957,0,Otu05,rpart2,AUC,19,phylum
0.5718696581196582,0.023856837606837544,Otu02,rpart2,AUC,19,phylum
0.5957264957264957,0,Otu01,rpart2,AUC,19,phylum
0.5347649572649573,0.0609615384615384,Otu08,rpart2,AUC,19,phylum
0.5915918803418804,0.004134615384615348,Otu07,rpart2,AUC,19,phylum
0.5957264957264957,0,Otu04,rpart2,AUC,19,phylum
0.5957264957264957,0,Otu12,rpart2,AUC,19,phylum
0.5639188034188034,-0.011568376068376018,Otu05,rpart2,AUC,2,phylum
0.5661752136752137,-0.013824786324786342,Otu07,rpart2,AUC,2,phylum
0.5523504273504274,0,Otu06,rpart2,AUC,2,phylum
0.5162094017094017,0.036141025641025726,Otu08,rpart2,AUC,2,phylum
0.5797777777777777,-0.02742735042735034,Otu01,rpart2,AUC,2,phylum
0.5523504273504274,0,Otu12,rpart2,AUC,2,phylum
0.5523504273504274,0,Otu04,rpart2,AUC,2,phylum
0.5180641025641025,0.03428632478632487,Otu02,rpart2,AUC,2,phylum
0.5234038461538462,0.028946581196581223,Otu03,rpart2,AUC,2,phylum
0.5914529914529915,0,Otu06,rpart2,AUC,20,phylum
0.5914529914529915,0,Otu07,rpart2,AUC,20,phylum
0.6043418803418803,-0.012888888888888839,Otu03,rpart2,AUC,20,phylum
0.5383931623931624,0.05305982905982909,Otu02,rpart2,AUC,20,phylum
0.5844230769230769,0.007029914529914527,Otu01,rpart2,AUC,20,phylum
0.5914529914529915,0,Otu12,rpart2,AUC,20,phylum
0.5894444444444444,0.0020085470085470236,Otu05,rpart2,AUC,20,phylum
0.5914529914529915,0,Otu04,rpart2,AUC,20,phylum
0.5466965811965812,0.044756410256410306,Otu08,rpart2,AUC,20,phylum
0.5623888888888888,0.004277777777777825,Otu01,rpart2,AUC,21,phylum
0.5652222222222222,0.0014444444444444704,Otu03,rpart2,AUC,21,phylum
0.5666666666666667,0,Otu12,rpart2,AUC,21,phylum
0.5338717948717949,0.03279487179487173,Otu02,rpart2,AUC,21,phylum
0.5666666666666667,0,Otu05,rpart2,AUC,21,phylum
0.5305235042735043,0.0361431623931624,Otu08,rpart2,AUC,21,phylum
0.5666666666666667,0,Otu04,rpart2,AUC,21,phylum
0.5666666666666667,0,Otu06,rpart2,AUC,21,phylum
0.5529572649572649,0.013709401709401714,Otu07,rpart2,AUC,21,phylum
0.64508547008547,0,Otu06,rpart2,AUC,22,phylum
0.64508547008547,0,Otu01,rpart2,AUC,22,phylum
0.5907371794871795,0.054348290598290494,Otu02,rpart2,AUC,22,phylum
0.64508547008547,0,Otu12,rpart2,AUC,22,phylum
0.64508547008547,0,Otu04,rpart2,AUC,22,phylum
0.64508547008547,0,Otu05,rpart2,AUC,22,phylum
0.5624594017094018,0.08262606837606823,Otu03,rpart2,AUC,22,phylum
0.5866495726495726,0.05843589743589739,Otu08,rpart2,AUC,22,phylum
0.64508547008547,0,Otu07,rpart2,AUC,22,phylum
0.4852970085470086,0.01534401709401706,Otu08,rpart2,AUC,23,phylum
0.5535705128205128,-0.0529294871794872,Otu03,rpart2,AUC,23,phylum
0.491224358974359,0.009416666666666629,Otu01,rpart2,AUC,23,phylum
0.5006410256410256,0,Otu12,rpart2,AUC,23,phylum
0.5006410256410256,0,Otu05,rpart2,AUC,23,phylum
0.46536324786324784,0.0352777777777778,Otu02,rpart2,AUC,23,phylum
0.5006410256410256,0,Otu07,rpart2,AUC,23,phylum
0.5006410256410256,0,Otu06,rpart2,AUC,23,phylum
0.5006410256410256,0,Otu04,rpart2,AUC,23,phylum
0.5819123931623931,0.014241452991453074,Otu07,rpart2,AUC,24,phylum
0.5742414529914529,0.02191239316239324,Otu03,rpart2,AUC,24,phylum
0.5961538461538461,0,Otu12,rpart2,AUC,24,phylum
0.5762628205128205,0.019891025641025628,Otu02,rpart2,AUC,24,phylum
0.5186410256410255,0.0775128205128206,Otu08,rpart2,AUC,24,phylum
0.5961538461538461,0,Otu01,rpart2,AUC,24,phylum
0.5961538461538461,0,Otu06,rpart2,AUC,24,phylum
0.5928782051282051,0.0032756410256410406,Otu05,rpart2,AUC,24,phylum
0.5961538461538461,0,Otu04,rpart2,AUC,24,phylum
0.6025128205128205,0.040649572649572696,Otu07,rpart2,AUC,25,phylum
