mtry,AUC,seed,level
10,0.6557922242800291,59,order
1,0.6518909314366631,6,order
2,0.6550977576008064,6,order
5,0.6516546032094813,6,order
10,0.6457147120988584,6,order
1,0.644709893255625,60,order
2,0.646631311625214,60,order
5,0.6444406401174694,60,order
10,0.6410684364678267,60,order
1,0.6576635080202153,61,order
2,0.6594367302842913,61,order
5,0.6564375577668261,61,order
10,0.6527656131741497,61,order
1,0.6742006017341383,62,order
2,0.6779525056415301,62,order
5,0.6779078028376809,62,order
10,0.6756812130074326,62,order
1,0.6837259049118806,63,order
2,0.6849200498407816,63,order
5,0.6799994035847694,63,order
10,0.6744861699678772,63,order
1,0.6602655364423657,64,order
2,0.661745738334153,64,order
5,0.6580770674856041,64,order
10,0.6543159862824497,64,order
1,0.6542586044232386,65,order
2,0.6534687339778803,65,order
5,0.6514241148814319,65,order
10,0.648205479870114,65,order
1,0.6517148058337083,66,order
2,0.6551839374217423,66,order
5,0.6559908601981773,66,order
10,0.6558643918308552,66,order
1,0.6639871997432973,67,order
2,0.6674762092231604,67,order
5,0.6669613598790428,67,order
10,0.6627425038278697,67,order
1,0.6307736412370559,68,order
2,0.6295797142961778,68,order
5,0.6238690471830716,68,order
10,0.6196044764276472,68,order
1,0.6586660144465023,69,order
2,0.6604576453631332,69,order
5,0.6556349215068727,69,order
10,0.6503104781610879,69,order
1,0.6356950478352917,7,order
2,0.6408555942702284,7,order
5,0.6383975822512408,7,order
10,0.6336967028003614,7,order
1,0.6535485677314946,70,order
2,0.6555646875098095,70,order
5,0.652278361113727,70,order
10,0.6494409287336117,70,order
1,0.6189111550574965,71,order
2,0.6187289393051588,71,order
5,0.6172958040793407,71,order
10,0.6133054578969214,71,order
1,0.6597617225239176,72,order
2,0.6596386164038603,72,order
5,0.6574916785252152,72,order
10,0.6517082108240645,72,order
1,0.6492587709660881,73,order
2,0.649979103232152,73,order
5,0.6515404707843733,73,order
10,0.6489034853669,73,order
1,0.628920054636518,74,order
2,0.6302664493762055,74,order
5,0.6296167277905083,74,order
10,0.6277542821567211,74,order
1,0.6487465100117539,75,order
2,0.6554129338397631,75,order
5,0.6573709423709424,75,order
10,0.6538388048327073,75,order
1,0.647180969296823,76,order
2,0.6528274995378655,76,order
5,0.6566226422415447,76,order
10,0.6528289291033194,76,order
1,0.6327468862590814,77,order
2,0.6295372301744253,77,order
5,0.6240971206398036,77,order
10,0.6174929036179037,77,order
1,0.6507705750175262,78,order
2,0.6570554238907897,78,order
5,0.6568598629116922,78,order
10,0.6513519085287378,78,order
1,0.6542507551105112,79,order
2,0.6524376035443109,79,order
5,0.6478946585958781,79,order
10,0.64188290686156535,79,order
1,0.6842976604653433,8,order
2,0.6851284943480066,8,order
5,0.6800642070642071,8,order
10,0.6744549994245116,8,order
1,0.6679682125505296,80,order
2,0.6727024371932908,80,order
5,0.6707049292323682,80,order
10,0.6675974973231071,80,order
1,0.6522868944728701,81,order
2,0.6516339553839554,81,order
5,0.6469602638352638,81,order
10,0.6417512983366642,81,order
1,0.6654536744933086,82,order
2,0.6652738832037612,82,order
5,0.6632946749013823,82,order
10,0.659515520311252,82,order
1,0.6401749850896192,83,order
2,0.6405654753185241,83,order
5,0.6368378195268439,83,order
10,0.6345620032052959,83,order
1,0.622579440067245,84,order
2,0.6277448890528159,84,order
5,0.6278938555280019,84,order
10,0.6254586555196311,84,order
1,0.6377106104362202,85,order
2,0.6394543092744313,85,order
5,0.640532717822352,85,order
10,0.6382465932831787,85,order
1,0.657340766724913,86,order
2,0.6562320630735264,86,order
5,0.6518088933881617,86,order
10,0.6492574782971124,86,order
1,0.6449322353712598,87,order
2,0.6472762152396299,87,order
5,0.6458104415391,87,order
10,0.6407899371496932,87,order
1,0.6755304420273932,88,order
2,0.6758345100326808,88,order
5,0.672671064793016,88,order
10,0.668340632008315,88,order
1,0.6633984773100627,89,order
2,0.6662716200521078,89,order
5,0.6620615476103281,89,order
10,0.6558120319797149,89,order
1,0.6696011891682624,9,order
2,0.673731638868834,9,order
5,0.6739664067377482,9,order
10,0.6702038562953198,9,order
1,0.6539617086598793,90,order
2,0.6576707391189098,90,order
5,0.6601699007369739,90,order
10,0.6590135732422318,90,order
1,0.6250299332433479,91,order
2,0.6282999772420504,91,order
5,0.626287265488485,91,order
10,0.6235007062811941,91,order
1,0.6543269754946585,92,order
2,0.6544663143108265,92,order
5,0.6522760125107686,92,order
10,0.6510663049809391,92,order
1,0.6402873369885566,93,order
2,0.6400241469692689,93,order
5,0.638183772622797,93,order
10,0.6343698672540136,93,order
1,0.6878653631854852,94,order
2,0.6913508922685752,94,order
5,0.6885160382507943,94,order
10,0.6843002946326117,94,order
1,0.633233021348875,95,order
2,0.6337941255715646,95,order
5,0.6306704217283485,95,order
10,0.6252193569876496,95,order
1,0.6742479452448965,96,order
2,0.6749257218891366,96,order
5,0.6751979601552772,96,order
10,0.6735946608629535,96,order
1,0.6334723307802577,97,order
2,0.6380796837778545,97,order
5,0.6373110680366778,97,order
10,0.635233144730096,97,order
1,0.6597987037560208,98,order
2,0.6648411529996896,98,order
5,0.6635810911085301,98,order
10,0.6600497439948659,98,order
1,0.6571320492966835,99,order
2,0.6601608581578093,99,order
5,0.6593535717773523,99,order
10,0.6574610036866134,99,order
