alpha,lambda,AUC,seed,level
0,1,0.5709166448678644,18,class
0,1e-6,0.6012334895871482,19,class
0,1e-4,0.6012334895871482,19,class
0,0.001,0.6012334895871482,19,class
0,0.01,0.6010706656133485,19,class
0,0.1,0.5995685389221974,19,class
0,1,0.6017247334442456,19,class
0,1e-6,0.5904027459515264,2,class
0,1e-4,0.5904027459515264,2,class
0,0.001,0.5904027459515264,2,class
0,0.01,0.5896847117151995,2,class
0,0.1,0.5866000390634537,2,class
0,1,0.5863205531315288,2,class
0,1e-6,0.5858771855479172,20,class
0,1e-4,0.5858771855479172,20,class
0,0.001,0.5858771855479172,20,class
0,0.01,0.5853451910098252,20,class
0,0.1,0.5821575591270713,20,class
0,1,0.5757875558485315,20,class
0,1e-6,0.5990892233697112,21,class
0,1e-4,0.5990892233697112,21,class
0,0.001,0.5990892233697112,21,class
0,0.01,0.5986547331303429,21,class
0,0.1,0.5935310074883245,21,class
0,1,0.5889078372797885,21,class
0,1e-6,0.5730498808913443,22,class
0,1e-4,0.5730498808913443,22,class
0,0.001,0.5730498808913443,22,class
0,0.01,0.5723841890671159,22,class
0,0.1,0.5694733243696658,22,class
0,1,0.5678450837597179,22,class
0,1e-6,0.5907619963168744,23,class
0,1e-4,0.5907619963168744,23,class
0,0.001,0.5907619963168744,23,class
0,0.01,0.5902510175680907,23,class
0,0.1,0.5872686963967452,23,class
0,1,0.5859622715049544,23,class
0,1e-6,0.6134489550526135,24,class
0,1e-4,0.6134489550526135,24,class
0,0.001,0.6134489550526135,24,class
0,0.01,0.612594035673304,24,class
0,0.1,0.6042885132519279,24,class
0,1,0.5982141993910287,24,class
0,1e-6,0.5729173903869026,25,class
0,1e-4,0.5729173903869026,25,class
0,0.001,0.5729173903869026,25,class
0,0.01,0.5715657015900918,25,class
0,0.1,0.5622626084272426,25,class
0,1,0.5572786863518571,25,class
0,1e-6,0.5634792614914567,26,class
0,1e-4,0.5634792614914567,26,class
0,0.001,0.5634792614914567,26,class
0,0.01,0.5618294548904305,26,class
0,0.1,0.557202305964501,26,class
0,1,0.5570818928684782,26,class
0,1e-6,0.5741625972662558,27,class
0,1e-4,0.5741625972662558,27,class
0,0.001,0.5741625972662558,27,class
0,0.01,0.5727802375546278,27,class
0,0.1,0.562622702842215,27,class
0,1,0.5563822672847063,27,class
0,1e-6,0.5969058640522055,28,class
0,1e-4,0.5969058640522055,28,class
0,0.001,0.5969058640522055,28,class
0,0.01,0.5965659274256835,28,class
0,0.1,0.5921113709528344,28,class
0,1,0.5881331880661149,28,class
0,1e-6,0.60846943633529,29,class
0,1e-4,0.60846943633529,29,class
0,0.001,0.60846943633529,29,class
0,0.01,0.6080673818417721,29,class
0,0.1,0.6048447463142586,29,class
0,1,0.5990676425554474,29,class
0,1e-6,0.5976918189966971,3,class
0,1e-4,0.5976918189966971,3,class
0,0.001,0.5976918189966971,3,class
0,0.01,0.5967552944930994,3,class
0,0.1,0.5917896956189639,3,class
0,1,0.5883026475953306,3,class
0,1e-6,0.5738504314418948,30,class
0,1e-4,0.5738504314418948,30,class
0,0.001,0.5738504314418948,30,class
0,0.01,0.5721086373830276,30,class
0,0.1,0.5581143103033347,30,class
0,1,0.5461975172036148,30,class
0,1e-6,0.5919409348372763,31,class
0,1e-4,0.5919409348372763,31,class
0,0.001,0.5919409348372763,31,class
0,0.01,0.590584111114599,31,class
0,0.1,0.5815132257693233,31,class
0,1,0.5780813923679777,31,class
0,1e-6,0.5622581170020194,32,class
0,1e-4,0.5622581170020194,32,class
0,0.001,0.5622581170020194,32,class
0,0.01,0.5613475034267718,32,class
0,0.1,0.55594625200113,32,class
0,1,0.5554108359230311,32,class
0,1e-6,0.5945959626874261,33,class
0,1e-4,0.5945959626874261,33,class
0,0.001,0.5945959626874261,33,class
0,0.01,0.5942319226892397,33,class
0,0.1,0.5906210452612892,33,class
0,1,0.5902416458270117,33,class
0,1e-6,0.5749549846013261,34,class
0,1e-4,0.5749549846013261,34,class
0,0.001,0.5749549846013261,34,class
0,0.01,0.5738155298155299,34,class
0,0.1,0.5705919970493142,34,class
0,1,0.5790866083853888,34,class
0,1e-6,0.5691878298158786,35,class
0,1e-4,0.5691878298158786,35,class
0,0.001,0.5691878298158786,35,class
0,0.01,0.5677198077868809,35,class
0,0.1,0.5672908300286349,35,class
0,1,0.5733555009713547,35,class
0,1e-6,0.5872649330515184,36,class
0,1e-4,0.5872649330515184,36,class
0,0.001,0.5872649330515184,36,class
0,0.01,0.5856143259984723,36,class
0,0.1,0.5798949890657208,36,class
0,1,0.5788431759285417,36,class
0,1e-6,0.5787181231754402,37,class
0,1e-4,0.5787181231754402,37,class
0,0.001,0.5787181231754402,37,class
0,0.01,0.5779074928587123,37,class
0,0.1,0.568772174613638,37,class
0,1,0.5624293962952499,37,class
0,1e-6,0.6005897604921995,38,class
0,1e-4,0.6005897604921995,38,class
0,0.001,0.6005897604921995,38,class
0,0.01,0.6000294327428474,38,class
0,0.1,0.597995003714516,38,class
0,1,0.5992837236190894,38,class
0,1e-6,0.6001674828138243,39,class
0,1e-4,0.6001674828138243,39,class
0,0.001,0.6001674828138243,39,class
0,0.01,0.5987102825822338,39,class
0,0.1,0.5886995523397962,39,class
0,1,0.5789876339754388,39,class
0,1e-6,0.6080028050698782,4,class
0,1e-4,0.6080028050698782,4,class
0,0.001,0.6080028050698782,4,class
0,0.01,0.6070265631485143,4,class
0,0.1,0.603176555475336,4,class
0,1,0.5994376153156641,4,class
0,1e-6,0.5741270451636306,40,class
0,1e-4,0.5741270451636306,40,class
0,0.001,0.5741270451636306,40,class
0,0.01,0.5726726543616788,40,class
0,0.1,0.5594372124737979,40,class
0,1,0.5507163400334132,40,class
0,1e-6,0.5702712337773314,41,class
0,1e-4,0.5702712337773314,41,class
0,0.001,0.5702712337773314,41,class
0,0.01,0.5686737007041885,41,class
0,0.1,0.5636588095063705,41,class
0,1,0.5599513930306613,41,class
0,1e-6,0.5942786924555218,42,class
0,1e-4,0.5942786924555218,42,class
0,0.001,0.5942786924555218,42,class
0,0.01,0.5936577082308789,42,class
0,0.1,0.5905555520677472,42,class
0,1,0.5900335710274734,42,class
0,1e-6,0.5667287060579743,43,class
0,1e-4,0.5667287060579743,43,class
0,0.001,0.5667287060579743,43,class
0,0.01,0.5664700737322689,43,class
0,0.1,0.5605146514109929,43,class
0,1,0.5541484716423741,43,class
0,1e-6,0.5990154693020546,44,class
0,1e-4,0.5990154693020546,44,class
0,0.001,0.5990154693020546,44,class
0,0.01,0.598842501037623,44,class
0,0.1,0.5946505015468431,44,class
0,1,0.5922792784073272,44,class
0,1e-6,0.5582946762093104,45,class
0,1e-4,0.5582946762093104,45,class
0,0.001,0.5582946762093104,45,class
0,0.01,0.5580621265865169,45,class
0,0.1,0.558098669226718,45,class
0,1,0.5621061601671358,45,class
0,1e-6,0.5988317071426827,46,class
0,1e-4,0.5988317071426827,46,class
0,0.001,0.5988317071426827,46,class
0,0.01,0.5980886016678699,46,class
0,0.1,0.5935204123984612,46,class
0,1,0.584270086288379,46,class
0,1e-6,0.57644405904162,47,class
0,1e-4,0.57644405904162,47,class
0,0.001,0.57644405904162,47,class
0,0.01,0.575187214217702,47,class
0,0.1,0.5669639535005389,47,class
0,1,0.5631131070094485,47,class
0,1e-6,0.612568906014028,48,class
0,1e-4,0.612568906014028,48,class
0,0.001,0.612568906014028,48,class
0,0.01,0.612439177853812,48,class
0,0.1,0.6106627019005068,48,class
0,1,0.6114484065947481,48,class
0,1e-6,0.5596577474687231,49,class
0,1e-4,0.5596577474687231,49,class
0,0.001,0.5596577474687231,49,class
0,0.01,0.5585212102346249,49,class
0,0.1,0.5539472983436398,49,class
0,1,0.5472147059951938,49,class
0,1e-6,0.5708470814019595,5,class
0,1e-4,0.5708470814019595,5,class
0,0.001,0.5708470814019595,5,class
0,0.01,0.5692813885313885,5,class
0,0.1,0.5599267996219216,5,class
0,1,0.5554158365682756,5,class
0,1e-6,0.5757138575858088,50,class
0,1e-4,0.5757138575858088,50,class
0,0.001,0.5757138575858088,50,class
0,0.01,0.5735199746785112,50,class
0,0.1,0.5646445775043336,50,class
0,1,0.5589549113573504,50,class
0,1e-6,0.5374329686829686,51,class
0,1e-4,0.5374329686829686,51,class
0,0.001,0.5374329686829686,51,class
0,0.01,0.5366707848963946,51,class
0,0.1,0.5354178446739423,51,class
0,1,0.5442704132704133,51,class
0,1e-6,0.5478756169061048,52,class
0,1e-4,0.5478756169061048,52,class
0,0.001,0.5478756169061048,52,class
0,0.01,0.5456055480567675,52,class
0,0.1,0.5349154075678466,52,class
0,1,0.5306562721257844,52,class
0,1e-6,0.5899843257892038,53,class
0,1e-4,0.5899843257892038,53,class
0,0.001,0.5899843257892038,53,class
0,0.01,0.5889036745805039,53,class
0,0.1,0.5859051220209757,53,class
0,1,0.58297448929766,53,class
0,1e-6,0.5827021498850767,54,class
0,1e-4,0.5827021498850767,54,class
0,0.001,0.5827021498850767,54,class
0,0.01,0.5818690205885327,54,class
0,0.1,0.5784139514078539,54,class
0,1,0.5796964490623028,54,class
0,1e-6,0.5838867168562291,55,class
0,1e-4,0.5838867168562291,55,class
0,0.001,0.5838867168562291,55,class
0,0.01,0.583565607419266,55,class
0,0.1,0.5819929537551489,55,class
0,1,0.580403847227018,55,class
0,1e-6,0.582065627474164,56,class
0,1e-4,0.582065627474164,56,class
0,0.001,0.582065627474164,56,class
0,0.01,0.5807044038812331,56,class
0,0.1,0.5731657485011143,56,class
0,1,0.5671772556528654,56,class
0,1e-6,0.5609492837785521,57,class
0,1e-4,0.5609492837785521,57,class
0,0.001,0.5609492837785521,57,class
0,0.01,0.5589003524430354,57,class
0,0.1,0.5525459361800825,57,class
0,1,0.5516515941028136,57,class
0,1e-6,0.5593554216237143,58,class
0,1e-4,0.5593554216237143,58,class
0,0.001,0.5593554216237143,58,class
0,0.01,0.5578337379191037,58,class
0,0.1,0.5543629997593412,58,class
0,1,0.5558955968163285,58,class
0,1e-6,0.5570739232263623,59,class
0,1e-4,0.5570739232263623,59,class
0,0.001,0.5570739232263623,59,class
0,0.01,0.5556625841869745,59,class
0,0.1,0.5492933595616523,59,class
0,1,0.549295063356039,59,class
0,1e-6,0.5564536365633926,6,class
0,1e-4,0.5564536365633926,6,class
0,0.001,0.5564536365633926,6,class
0,0.01,0.556237482255775,6,class
0,0.1,0.5554171192098022,6,class
0,1,0.5628376172339588,6,class
0,1e-6,0.5414775620568304,60,class
0,1e-4,0.5414775620568304,60,class
0,0.001,0.5414775620568304,60,class
0,0.01,0.5394683551146966,60,class
0,0.1,0.5313786295005807,60,class
0,1,0.5265214770519648,60,class
0,1e-6,0.6150845462186926,61,class
0,1e-4,0.6150845462186926,61,class
0,0.001,0.6150845462186926,61,class
0,0.01,0.6145930608308657,61,class
0,0.1,0.6086638249748005,61,class
0,1,0.6032378493476055,61,class
0,1e-6,0.5846150322796664,62,class
0,1e-4,0.5846150322796664,62,class
0,0.001,0.5846150322796664,62,class
0,0.01,0.5830921356896966,62,class
0,0.1,0.5749751737800518,62,class
0,1,0.5722551331819624,62,class
0,1e-6,0.5701339239936801,63,class
0,1e-4,0.5701339239936801,63,class
0,0.001,0.5701339239936801,63,class
0,0.01,0.5689278450924793,63,class
0,0.1,0.5636285885188325,63,class
0,1,0.5590725786762373,63,class
0,1e-6,0.5901714231653256,64,class
0,1e-4,0.5901714231653256,64,class
0,0.001,0.5901714231653256,64,class
0,0.01,0.5896930510650022,64,class
0,0.1,0.5871228222996516,64,class
0,1,0.5834690239019508,64,class
0,1e-6,0.6123027129917374,65,class
0,1e-4,0.6123027129917374,65,class
0,0.001,0.6123027129917374,65,class
0,0.01,0.6121206284681895,65,class
0,0.1,0.6101588574637355,65,class
0,1,0.6065100693027522,65,class
0,1e-6,0.5779911087045233,66,class
0,1e-4,0.5779911087045233,66,class
0,0.001,0.5779911087045233,66,class
0,0.01,0.5774125196625197,66,class
0,0.1,0.5706007261617018,66,class
0,1,0.5629549043817337,66,class
0,1e-6,0.5661495127531713,67,class
0,1e-4,0.5661495127531713,67,class
0,0.001,0.5661495127531713,67,class
0,0.01,0.5644274762567446,67,class
0,0.1,0.5581786315932658,67,class
0,1,0.5629689358347895,67,class
0,1e-6,0.6108320018624896,68,class
0,1e-4,0.6108320018624896,68,class
0,0.001,0.6108320018624896,68,class
0,0.01,0.610460361057922,68,class
0,0.1,0.6086780098914245,68,class
0,1,0.6075779385657435,68,class
0,1e-6,0.5608285192858363,69,class
0,1e-4,0.5608285192858363,69,class
0,0.001,0.5608285192858363,69,class
0,0.01,0.5600149470027519,69,class
0,0.1,0.5529242247473954,69,class
0,1,0.5475041792663744,69,class
0,1e-6,0.5851742073083537,7,class
0,1e-4,0.5851742073083537,7,class
0,0.001,0.5851742073083537,7,class
0,0.01,0.584485681674706,7,class
0,0.1,0.5839609827597633,7,class
0,1,0.5854270123782319,7,class
0,1e-6,0.5837721301440814,70,class
0,1e-4,0.5837721301440814,70,class
0,0.001,0.5837721301440814,70,class
0,0.01,0.5812911753216632,70,class
0,0.1,0.5726102461346364,70,class
0,1,0.5712922626459211,70,class
0,1e-6,0.5825435365679268,71,class
0,1e-4,0.5825435365679268,71,class
0,0.001,0.5825435365679268,71,class
0,0.01,0.5816483234105185,71,class
0,0.1,0.5731863248265687,71,class
0,1,0.5669421076128394,71,class
0,1e-6,0.5881825204995936,72,class
0,1e-4,0.5881825204995936,72,class
0,0.001,0.5881825204995936,72,class
0,0.01,0.5873483239336897,72,class
0,0.1,0.5829721289233485,72,class
0,1,0.5780767117291508,72,class
0,1e-6,0.5834466888491279,73,class
0,1e-4,0.5834466888491279,73,class
0,0.001,0.5834466888491279,73,class
0,0.01,0.5824210525856868,73,class
0,0.1,0.5767822055504982,73,class
0,1,0.5722755813304594,73,class
0,1e-6,0.548675411474192,74,class
0,1e-4,0.548675411474192,74,class
0,0.001,0.548675411474192,74,class
0,0.01,0.5475867365623464,74,class
0,0.1,0.5440981913969719,74,class
0,1,0.5412337572764402,74,class
0,1e-6,0.594004651864408,75,class
0,1e-4,0.594004651864408,75,class
0,0.001,0.594004651864408,75,class
0,0.01,0.5940010803486413,75,class
0,0.1,0.5915738430067699,75,class
0,1,0.5890817891061794,75,class
0,1e-6,0.5951456604688312,76,class
0,1e-4,0.5951456604688312,76,class
0,0.001,0.5951456604688312,76,class
0,0.01,0.5934557667423521,76,class
0,0.1,0.5824759611527904,76,class
0,1,0.5737810371346956,76,class
0,1e-6,0.579736481254774,77,class
0,1e-4,0.579736481254774,77,class
0,0.001,0.579736481254774,77,class
0,0.01,0.5783375840997792,77,class
0,0.1,0.5672812350678205,77,class
0,1,0.561952457684165,77,class
0,1e-6,0.5640969357859602,78,class
0,1e-4,0.5640969357859602,78,class
0,0.001,0.5640969357859602,78,class
0,0.01,0.5635347263639947,78,class
0,0.1,0.5622438440182342,78,class
0,1,0.5619441410051166,78,class
0,1e-6,0.6059321028345419,79,class
0,1e-4,0.6059321028345419,79,class
0,0.001,0.6059321028345419,79,class
0,0.01,0.6053313906240736,79,class
0,0.1,0.6032109295706857,79,class
0,1,0.599006663457883,79,class
0,1e-6,0.6034921559189852,8,class
0,1e-4,0.6034921559189852,8,class
0,0.001,0.6034921559189852,8,class
0,0.01,0.6024986371388811,8,class
0,0.1,0.5968299597506914,8,class
0,1,0.5980123573050402,8,class
0,1e-6,0.5750524156560742,80,class
0,1e-4,0.5750524156560742,80,class
0,0.001,0.5750524156560742,80,class
0,0.01,0.5746399744692428,80,class
0,0.1,0.5709812355909917,80,class
0,1,0.5669537786915836,80,class
0,1e-6,0.5856469683969684,81,class
0,1e-4,0.5856469683969684,81,class
0,0.001,0.5856469683969684,81,class
0,0.01,0.5846208386086434,81,class
0,0.1,0.5783515309734822,81,class
0,1,0.5769388168656462,81,class
0,1e-6,0.5896292102206736,82,class
0,1e-4,0.5896292102206736,82,class
0,0.001,0.5896292102206736,82,class
0,0.01,0.5886669517950006,82,class
0,0.1,0.5848739139836701,82,class
0,1,0.5884564634320731,82,class
0,1e-6,0.6106519080055666,83,class
0,1e-4,0.6106519080055666,83,class
0,0.001,0.6106519080055666,83,class
0,0.01,0.6102205925437633,83,class
0,0.1,0.6067588538015367,83,class
0,1,0.6031283016465944,83,class
0,1e-6,0.5343492072211584,84,class
0,1e-4,0.5343492072211584,84,class
0,0.001,0.5343492072211584,84,class
0,0.01,0.5337647263988727,84,class
0,0.1,0.5308677083006351,84,class
0,1,0.5324769734891687,84,class
0,1e-6,0.5507923637923638,85,class
0,1e-4,0.5507923637923638,85,class
0,0.001,0.5507923637923638,85,class
0,0.01,0.54942890015451,85,class
0,0.1,0.539476309933627,85,class
0,1,0.5334334744151817,85,class
0,1e-6,0.5663813953326149,86,class
0,1e-4,0.5663813953326149,86,class
0,0.001,0.5663813953326149,86,class
0,0.01,0.566028017564603,86,class
0,0.1,0.5625163674127089,86,class
0,1,0.5616361814776449,86,class
0,1e-6,0.6147659541074175,87,class
0,1e-4,0.6147659541074175,87,class
0,0.001,0.6147659541074175,87,class
0,0.01,0.6143499117584483,87,class
0,0.1,0.6121569818947867,87,class
0,1,0.6099303650340235,87,class
0,1e-6,0.5799131701387799,88,class
0,1e-4,0.5799131701387799,88,class
0,0.001,0.5799131701387799,88,class
0,0.01,0.5795504668431498,88,class
0,0.1,0.577580822983262,88,class
0,1,0.5785714817605061,88,class
0,1e-6,0.6056383892603405,89,class
0,1e-4,0.6056383892603405,89,class
0,0.001,0.6056383892603405,89,class
0,0.01,0.6045008318422953,89,class
0,0.1,0.5968648892795234,89,class
0,1,0.591594493448152,89,class
0,1e-6,0.6121594948607144,9,class
0,1e-4,0.6121594948607144,9,class
0,0.001,0.6121594948607144,9,class
0,0.01,0.6113024854122415,9,class
0,0.1,0.6060241164509457,9,class
0,1,0.6042197136160551,9,class
0,1e-6,0.5621811654860436,90,class
0,1e-4,0.5621811654860436,90,class
0,0.001,0.5621811654860436,90,class
0,0.01,0.5608797735017247,90,class
0,0.1,0.5535190399458693,90,class
0,1,0.5464913589547736,90,class
0,1e-6,0.5805767396316177,91,class
0,1e-4,0.5805767396316177,91,class
0,0.001,0.5805767396316177,91,class
0,0.01,0.5788778822376384,91,class
0,0.1,0.5731612143502387,91,class
0,1,0.5733244254707669,91,class
0,1e-6,0.5644685190416898,92,class
0,1e-4,0.5644685190416898,92,class
0,0.001,0.5644685190416898,92,class
0,0.01,0.5641443150467541,92,class
0,0.1,0.560288752166801,92,class
0,1,0.5573823998214242,92,class
0,1e-6,0.5997291516254931,93,class
0,1e-4,0.5997291516254931,93,class
0,0.001,0.5997291516254931,93,class
0,0.01,0.5996119045875143,93,class
0,0.1,0.5988507871983482,93,class
0,1,0.5945567640811543,93,class
0,1e-6,0.5808652624750186,94,class
0,1e-4,0.5808652624750186,94,class
0,0.001,0.5808652624750186,94,class
0,0.01,0.5805235427064696,94,class
0,0.1,0.5810032767959598,94,class
0,1,0.5829538048501464,94,class
0,1e-6,0.594684335031896,95,class
0,1e-4,0.594684335031896,95,class
0,0.001,0.594684335031896,95,class
0,0.01,0.5941979932894567,95,class
0,0.1,0.5912863150607053,95,class
0,1,0.5906577579321481,95,class
0,1e-6,0.5672150922699704,96,class
0,1e-4,0.5672150922699704,96,class
0,0.001,0.5672150922699704,96,class
0,0.01,0.5662340833865224,96,class
0,0.1,0.5593297792566085,96,class
0,1,0.5537708457586507,96,class
0,1e-6,0.5726749903213318,97,class
0,1e-4,0.5726749903213318,97,class
0,0.001,0.5726749903213318,97,class
0,0.01,0.5714522431839505,97,class
0,0.1,0.5646618264606069,97,class
0,1,0.5623500765573937,97,class
0,1e-6,0.5767375650912236,98,class
0,1e-4,0.5767375650912236,98,class
0,0.001,0.5767375650912236,98,class
0,0.01,0.575842262994702,98,class
0,0.1,0.5702482805104756,98,class
0,1,0.5652170611377928,98,class
0,1e-6,0.5923564357039967,99,class
0,1e-4,0.5923564357039967,99,class
0,0.001,0.5923564357039967,99,class
0,0.01,0.5918590977737319,99,class
0,0.1,0.5841818987977525,99,class
0,1,0.5761924267473048,99,class
