sigma,C,AUC,seed,level
1e-7,1e-4,0.5855809725230458,13,class
1e-7,0.001,0.5863234488844244,13,class
1e-7,0.01,0.5850329911793326,13,class
1e-7,0.1,0.5819399347082274,13,class
1e-7,1,0.5847372311335726,13,class
1e-7,10,0.583870271839784,13,class
1e-7,100,0.5811173691112715,13,class
1e-6,1e-4,0.5864645416322246,13,class
1e-6,0.001,0.5854360710885101,13,class
1e-6,0.01,0.5820145432889335,13,class
1e-6,0.1,0.581610975958537,13,class
1e-6,1,0.5822528512833391,13,class
1e-6,10,0.581778847662994,13,class
1e-6,100,0.5800797007809203,13,class
1e-5,1e-4,0.5854364538754783,13,class
1e-5,0.001,0.5830326441424003,13,class
1e-5,0.01,0.580231352432572,13,class
1e-5,0.1,0.5774235463686683,13,class
1e-5,1,0.5813402234987601,13,class
1e-5,10,0.5826525323232641,13,class
1e-5,100,0.5805962460718558,13,class
1e-4,1e-4,0.5850812301848888,13,class
1e-4,0.001,0.5838715536093585,13,class
1e-4,0.01,0.5823168464631879,13,class
1e-4,0.1,0.5826106603118798,13,class
1e-4,1,0.5829328021401192,13,class
1e-4,10,0.5833027905954735,13,class
1e-4,100,0.5840661096636707,13,class
0.001,1e-4,0.5814062145769463,13,class
0.001,0.001,0.5795547045303143,13,class
0.001,0.01,0.5827594258021087,13,class
0.001,0.1,0.5813104306396989,13,class
0.001,1,0.5819023326462351,13,class
0.001,10,0.5824051377161134,13,class
0.001,100,0.5844354746732796,13,class
0.01,1e-4,0.5722815751291361,13,class
0.01,0.001,0.5682497488777977,13,class
0.01,0.01,0.5673371925932902,13,class
0.01,0.1,0.5670120416583831,13,class
0.01,1,0.5728593471520301,13,class
0.01,10,0.5708613979833492,13,class
0.01,100,0.5315298756945098,13,class
0.1,1e-4,0.5581106311014847,13,class
0.1,0.001,0.5531843241324949,13,class
0.1,0.01,0.5472979739321203,13,class
0.1,0.1,0.5524775786239201,13,class
0.1,1,0.5291352327937694,13,class
0.1,10,0.4828132191424874,13,class
0.1,100,0.48742031578616946,13,class
1,1e-4,0.4959805262579653,13,class
1,0.001,0.49673296249210885,13,class
1,0.01,0.49550063521709864,13,class
1,0.1,0.4949738488488489,13,class
1,1,0.49115161023392734,13,class
1,10,0.4876297181327669,13,class
1,100,0.4882308244655806,13,class
1e-7,1e-4,0.5593792743091524,14,class
1e-7,0.001,0.5591425301608228,14,class
1e-7,0.01,0.5574837816910988,14,class
1e-7,0.1,0.5553872609543341,14,class
1e-7,1,0.5518319338502266,14,class
1e-7,10,0.5556985304119451,14,class
1e-7,100,0.5662684051647466,14,class
1e-6,1e-4,0.5590953850191656,14,class
1e-6,0.001,0.5584133026754978,14,class
1e-6,0.01,0.5520279469364835,14,class
1e-6,0.1,0.552231152755543,14,class
1e-6,1,0.5529615573761916,14,class
1e-6,10,0.5655238914873061,14,class
1e-6,100,0.5684293771123039,14,class
1e-5,1e-4,0.5600332100393076,14,class
1e-5,0.001,0.5544793722293723,14,class
1e-5,0.01,0.5513595616522445,14,class
1e-5,0.1,0.5539050862709399,14,class
1e-5,1,0.564822938792451,14,class
1e-5,10,0.5672697758734344,14,class
1e-5,100,0.5647062001025416,14,class
1e-4,1e-4,0.556425783797735,14,class
1e-4,0.001,0.5505386937460108,14,class
1e-4,0.01,0.5552628386225947,14,class
1e-4,0.1,0.5646140966750723,14,class
1e-4,1,0.5665881883625786,14,class
1e-4,10,0.565639080718349,14,class
1e-4,100,0.5694802258704698,14,class
0.001,1e-4,0.5543810796859577,14,class
0.001,0.001,0.5546964944038115,14,class
0.001,0.01,0.5618948356021527,14,class
0.001,0.1,0.5644357345150028,14,class
0.001,1,0.5659801770411527,14,class
0.001,10,0.568318315702462,14,class
0.001,100,0.5736027473466498,14,class
0.01,1e-4,0.5489750081091544,14,class
0.01,0.001,0.5483226275055544,14,class
0.01,0.01,0.5447628482140677,14,class
0.01,0.1,0.5468383174114881,14,class
0.01,1,0.5483113156710717,14,class
0.01,10,0.5313901235730504,14,class
0.01,100,0.4839662789967668,14,class
0.1,1e-4,0.5043114072260414,14,class
0.1,0.001,0.49033773494749106,14,class
0.1,0.01,0.48741471610983805,14,class
0.1,0.1,0.48486488056000254,14,class
0.1,1,0.4759334351773376,14,class
0.1,10,0.49798043339506753,14,class
0.1,100,0.4840380022880023,14,class
1,1e-4,0.5084418416674514,14,class
1,0.001,0.5059509522588791,14,class
1,0.01,0.5002997649217161,14,class
1,0.1,0.5050525630159777,14,class
1,1,0.5041265132728547,14,class
1,10,0.4988192639503615,14,class
1,100,0.492723345296516,14,class
1e-7,1e-4,0.5433072789688643,15,class
1e-7,0.001,0.5427524767799158,15,class
1e-7,0.01,0.5395093272715225,15,class
1e-7,0.1,0.5304879365428146,15,class
1e-7,1,0.5280250921653361,15,class
1e-7,10,0.530330135885014,15,class
1e-7,100,0.5325477289135826,15,class
1e-6,1e-4,0.5427278607004217,15,class
1e-6,0.001,0.5408234968417895,15,class
1e-6,0.01,0.5272864475974233,15,class
1e-6,0.1,0.5273299431836017,15,class
1e-6,1,0.5278031916934356,15,class
1e-6,10,0.5322238039433161,15,class
1e-6,100,0.5382914962000328,15,class
1e-5,1e-4,0.5397540650406504,15,class
1e-5,0.001,0.5297011959694886,15,class
1e-5,0.01,0.5269957875994461,15,class
1e-5,0.1,0.5299992100114052,15,class
1e-5,1,0.5289663722956406,15,class
1e-5,10,0.5394724925273706,15,class
1e-5,100,0.5367396917823747,15,class
1e-4,1e-4,0.5264675032175032,15,class
1e-4,0.001,0.5259048072462706,15,class
1e-4,0.01,0.527572328425987,15,class
1e-4,0.1,0.5290925646901257,15,class
1e-4,1,0.5363111866221623,15,class
1e-4,10,0.5392232345586004,15,class
1e-4,100,0.5389316189011311,15,class
0.001,1e-4,0.5228184081293837,15,class
0.001,0.001,0.523692772040333,15,class
0.001,0.01,0.5237168230948719,15,class
0.001,0.1,0.5325278858998371,15,class
0.001,1,0.5325028015820699,15,class
0.001,10,0.5340228198581857,15,class
0.001,100,0.5423296153296153,15,class
0.01,1e-4,0.5062000040109796,15,class
0.01,0.001,0.5051768170609634,15,class
0.01,0.01,0.5053229457680677,15,class
0.01,0.1,0.5061358806541734,15,class
0.01,1,0.512933667988546,15,class
0.01,10,0.49546349572569087,15,class
0.01,100,0.4836369766979523,15,class
0.1,1e-4,0.4820363473229327,15,class
0.1,0.001,0.48206002692588057,15,class
0.1,0.01,0.47938121571048403,15,class
0.1,0.1,0.48058428114525675,15,class
0.1,1,0.4747580350385229,15,class
0.1,10,0.4895644233083258,15,class
0.1,100,0.4884748921395263,15,class
1,1e-4,0.4892916418160321,15,class
1,0.001,0.48307838674911846,15,class
1,0.01,0.48625819809356396,15,class
1,0.1,0.4888780143383802,15,class
1,1,0.48629773545322325,15,class
1,10,0.48053477083355134,15,class
1,100,0.4860037145159096,15,class
1e-7,1e-4,0.5448591492189053,16,class
1e-7,0.001,0.5442168091436385,16,class
1e-7,0.01,0.5405710723789993,16,class
1e-7,0.1,0.5299879374147667,16,class
1e-7,1,0.5295844529198188,16,class
1e-7,10,0.5207191015056869,16,class
1e-7,100,0.5353784054088933,16,class
1e-6,1e-4,0.5441366863379059,16,class
1e-6,0.001,0.538961314101558,16,class
1e-6,0.01,0.5223548688060883,16,class
1e-6,0.1,0.5152007312190239,16,class
1e-6,1,0.5214495715227423,16,class
1e-6,10,0.5289635593781935,16,class
1e-6,100,0.5414844452466404,16,class
1e-5,1e-4,0.5394072957975397,16,class
1e-5,0.001,0.5190984852448267,16,class
1e-5,0.01,0.5189080291092486,16,class
1e-5,0.1,0.517807418917175,16,class
1e-5,1,0.5340981818054988,16,class
1e-5,10,0.5398975107511693,16,class
1e-5,100,0.532200265596607,16,class
1e-4,1e-4,0.5205832731686391,16,class
1e-4,0.001,0.5233816935402301,16,class
1e-4,0.01,0.5189365393267832,16,class
1e-4,0.1,0.5303963266402291,16,class
1e-4,1,0.5308204415216611,16,class
1e-4,10,0.5400850318960075,16,class
1e-4,100,0.5277148472514326,16,class
0.001,1e-4,0.5190391785513737,16,class
0.001,0.001,0.5182741862071131,16,class
0.001,0.01,0.5204379344501295,16,class
0.001,0.1,0.5287135175244931,16,class
0.001,1,0.533175888431986,16,class
0.001,10,0.5225048689804788,16,class
0.001,100,0.5326387886143984,16,class
0.01,1e-4,0.5045701197713393,16,class
0.01,0.001,0.5108795005807201,16,class
0.01,0.01,0.5085428956831396,16,class
0.01,0.1,0.5074702934641959,16,class
0.01,1,0.5090435749338188,16,class
0.01,10,0.5101213626518505,16,class
0.01,100,0.4867698299344641,16,class
0.1,1e-4,0.5225492020766411,16,class
0.1,0.001,0.5241400110912307,16,class
0.1,0.01,0.5207480468273151,16,class
0.1,0.1,0.5176491796674724,16,class
0.1,1,0.5138913556413557,16,class
0.1,10,0.47962917883039835,16,class
0.1,100,0.4863551059770572,16,class
1,1e-4,0.5105767435554021,16,class
1,0.001,0.5125592260378846,16,class
1,0.01,0.505926070233997,16,class
1,0.1,0.5041525515062101,16,class
1,1,0.5066375844485601,16,class
1,10,0.5007882926480488,16,class
1,100,0.49816173098185296,16,class
1e-7,1e-4,0.5579223500503988,17,class
1e-7,0.001,0.5582216999229195,17,class
1e-7,0.01,0.554693180985864,17,class
1e-7,0.1,0.5483522808522808,17,class
1e-7,1,0.549640406085528,17,class
1e-7,10,0.549476758117002,17,class
1e-7,100,0.557262412238022,17,class
1e-6,1e-4,0.5582947625325674,17,class
1e-6,0.001,0.5568105056275788,17,class
1e-6,0.01,0.5496615875457339,17,class
1e-6,0.1,0.5473205906254687,17,class
1e-6,1,0.5509184001074245,17,class
1e-6,10,0.5575257783916321,17,class
1e-6,100,0.5610066233480868,17,class
1e-5,1e-4,0.5542812263482996,17,class
1e-5,0.001,0.5521339824144702,17,class
1e-5,0.01,0.5490091441615832,17,class
1e-5,0.1,0.5488824312116996,17,class
1e-5,1,0.5550925237083774,17,class
1e-5,10,0.5622472821253309,17,class
1e-5,100,0.5593689883263054,17,class
1e-4,1e-4,0.5489183722049575,17,class
1e-4,0.001,0.5491471410434825,17,class
1e-4,0.01,0.5495630970691946,17,class
1e-4,0.1,0.5553299614945957,17,class
1e-4,1,0.5581160725185116,17,class
1e-4,10,0.559971248251736,17,class
1e-4,100,0.5612974673279552,17,class
0.001,1e-4,0.5512571718059524,17,class
0.001,0.001,0.547990399807473,17,class
0.001,0.01,0.5510499018181945,17,class
0.001,0.1,0.5549822557749388,17,class
0.001,1,0.5539079532494167,17,class
0.001,10,0.5552316454084747,17,class
0.001,100,0.5661644222619833,17,class
0.01,1e-4,0.5405185647319793,17,class
0.01,0.001,0.5327241631875779,17,class
0.01,0.01,0.5357445250128177,17,class
0.01,0.1,0.5330678186897699,17,class
0.01,1,0.5418784237198871,17,class
0.01,10,0.5239739853093511,17,class
0.01,100,0.48458031899495313,17,class
0.1,1e-4,0.49703611145989196,17,class
0.1,0.001,0.4936026108861475,17,class
0.1,0.01,0.4957848192268924,17,class
0.1,0.1,0.4957009561826635,17,class
0.1,1,0.48141060790755913,17,class
0.1,10,0.4935066987719427,17,class
0.1,100,0.48507254859389004,17,class
1,1e-4,0.4853014621764622,17,class
1,0.001,0.4849331949545364,17,class
1,0.01,0.482092167079972,17,class
1,0.1,0.47731885892861503,17,class
1,1,0.4811917030270689,17,class
1,10,0.4903785213785214,17,class
1,100,0.4825326729168193,17,class
1e-7,1e-4,0.5715338108142987,18,class
1e-7,0.001,0.5707951754018827,18,class
1e-7,0.01,0.5670995664654201,18,class
1e-7,0.1,0.5530460626131358,18,class
1e-7,1,0.5528249686969199,18,class
1e-7,10,0.5529020632130388,18,class
1e-7,100,0.5576337339081242,18,class
1e-6,1e-4,0.5722912219711,18,class
1e-6,0.001,0.5681245147586611,18,class
1e-6,0.01,0.5617387291472657,18,class
1e-6,0.1,0.5555567047884121,18,class
1e-6,1,0.5532589366369854,18,class
1e-6,10,0.5639695810793371,18,class
1e-6,100,0.5608945452421062,18,class
1e-5,1e-4,0.5693985540418467,18,class
1e-5,0.001,0.5561873624495576,18,class
1e-5,0.01,0.5506828753840949,18,class
1e-5,0.1,0.5546287698848674,18,class
1e-5,1,0.5590384129774374,18,class
1e-5,10,0.5637595827534851,18,class
1e-5,100,0.5604355060635549,18,class
1e-4,1e-4,0.554215203879838,18,class
1e-4,0.001,0.5562965012050378,18,class
1e-4,0.01,0.5564186477418185,18,class
1e-4,0.1,0.5537432912006083,18,class
1e-4,1,0.560508141416678,18,class
1e-4,10,0.5609976971745264,18,class
1e-4,100,0.5521521190179727,18,class
0.001,1e-4,0.5547115756871854,18,class
0.001,0.001,0.548438148950344,18,class
0.001,0.01,0.5528454517235005,18,class
0.001,0.1,0.5534432786444982,18,class
0.001,1,0.5544490657905292,18,class
0.001,10,0.5484003995284483,18,class
0.001,100,0.553369346698615,18,class
0.01,1e-4,0.5308930568198861,18,class
0.01,0.001,0.5327918946821386,18,class
0.01,0.01,0.5278065923065923,18,class
0.01,0.1,0.5268996592411227,18,class
0.01,1,0.5326928540038296,18,class
0.01,10,0.518914372560714,18,class
0.01,100,0.4814345817943379,18,class
0.1,1e-4,0.534572729087973,18,class
0.1,0.001,0.525654486367901,18,class
0.1,0.01,0.5212204835497518,18,class
0.1,0.1,0.5257043724909579,18,class
0.1,1,0.501579821110309,18,class
0.1,10,0.4806958282324136,18,class
0.1,100,0.48145995298434324,18,class
1,1e-4,0.49383543604580193,18,class
1,0.001,0.4896223531894264,18,class
1,0.01,0.489229417134905,18,class
1,0.1,0.4888955392674905,18,class
1,1,0.48711485047765535,18,class
1,10,0.4925908499963378,18,class
1,100,0.4871073311987946,18,class
1e-7,1e-4,0.60114503876699,19,class
1e-7,0.001,0.6005628219683098,19,class
1e-7,0.01,0.5999051455636821,19,class
1e-7,0.1,0.5970369079881275,19,class
1e-7,1,0.5978510548876402,19,class
1e-7,10,0.5967124633344145,19,class
1e-7,100,0.589182303383523,19,class
1e-6,1e-4,0.5994172674416577,19,class
1e-6,0.001,0.5983528947065533,19,class
1e-6,0.01,0.5969962706609048,19,class
1e-6,0.1,0.5928684773623798,19,class
1e-6,1,0.5971202221385148,19,class
1e-6,10,0.5915757822282213,19,class
1e-6,100,0.5917543344738466,19,class
1e-5,1e-4,0.5999511462682194,19,class
1e-5,0.001,0.5948160782733953,19,class
1e-5,0.01,0.5950311705433656,19,class
1e-5,0.1,0.5984726756373098,19,class
1e-5,1,0.5891746118941241,19,class
1e-5,10,0.5908891984318814,19,class
1e-5,100,0.5905570256667818,19,class
1e-4,1e-4,0.5954369840223499,19,class
1e-4,0.001,0.5949866312305336,19,class
1e-4,0.01,0.5945311827506949,19,class
1e-4,0.1,0.5921237561603415,19,class
1e-4,1,0.5894403105195788,19,class
1e-4,10,0.5908326872168336,19,class
1e-4,100,0.589684001074245,19,class
0.001,1e-4,0.5938276900593974,19,class
0.001,0.001,0.596083262705214,19,class
0.001,0.01,0.5866599814099814,19,class
0.001,0.1,0.5883497888132034,19,class
0.001,1,0.5875898860533006,19,class
0.001,10,0.5866326945412311,19,class
0.001,100,0.5956444685103222,19,class
0.01,1e-4,0.5747627200371103,19,class
0.01,0.001,0.572143599174087,19,class
0.01,0.01,0.5718589286150262,19,class
0.01,0.1,0.5703454682905903,19,class
0.01,1,0.5729249571871523,19,class
0.01,10,0.5768863340692609,19,class
0.01,100,0.5235373500678379,19,class
0.1,1e-4,0.5529880904423587,19,class
0.1,0.001,0.5500984237722043,19,class
0.1,0.01,0.5508040762888324,19,class
0.1,0.1,0.5515974127437542,19,class
0.1,1,0.5372767471304056,19,class
0.1,10,0.4811064431155895,19,class
0.1,100,0.48332089537272466,19,class
1,1e-4,0.5149111659568977,19,class
1,0.001,0.5123928758898271,19,class
1,0.01,0.512183981455323,19,class
1,0.1,0.5070865081108984,19,class
1,1,0.5081844806478953,19,class
1,10,0.5022415451165452,19,class
1,100,0.5043493942548821,19,class
1e-7,1e-4,0.5787405571948255,2,class
1e-7,0.001,0.5798111094544022,2,class
1e-7,0.01,0.5785670034145644,2,class
1e-7,0.1,0.5725965373038544,2,class
1e-7,1,0.5743382485272729,2,class
1e-7,10,0.5753613046844754,2,class
1e-7,100,0.580868374472033,2,class
1e-6,1e-4,0.5790250184853843,2,class
1e-6,0.001,0.5778626980639175,2,class
1e-6,0.01,0.5758226867982965,2,class
1e-6,0.1,0.5756295895198335,2,class
