nrounds,max_depth,eta,gamma,colsample_bytree,min_child_weight,subsample,AUC,seed,level
100,1,0.001,0,0.8,1,0.4,0.6235242010302986,1,asv
100,1,0.001,0,0.8,1,0.5,0.6267824932946884,1,asv
100,1,0.001,0,0.8,1,0.6,0.6284583102266029,1,asv
100,1,0.001,0,0.8,1,0.7,0.6263757280799964,1,asv
100,1,0.01,0,0.8,1,0.4,0.6309573048658415,1,asv
100,1,0.01,0,0.8,1,0.5,0.6335176286914092,1,asv
100,1,0.01,0,0.8,1,0.6,0.6341478525563892,1,asv
100,1,0.01,0,0.8,1,0.7,0.6326690736904151,1,asv
100,1,0.1,0,0.8,1,0.4,0.6462706704962803,1,asv
100,1,0.1,0,0.8,1,0.5,0.6508448675155992,1,asv
100,1,0.1,0,0.8,1,0.6,0.659248084321255,1,asv
100,1,0.1,0,0.8,1,0.7,0.6596897001531148,1,asv
100,1,1,0,0.8,1,0.4,0.5776146342335367,1,asv
100,1,1,0,0.8,1,0.5,0.5938923322276981,1,asv
100,1,1,0,0.8,1,0.6,0.6087224637529516,1,asv
100,1,1,0,0.8,1,0.7,0.6156925592840227,1,asv
100,2,0.001,0,0.8,1,0.4,0.6381307047465584,1,asv
100,2,0.001,0,0.8,1,0.5,0.6411160681587511,1,asv
100,2,0.001,0,0.8,1,0.6,0.6414117244422123,1,asv
100,2,0.001,0,0.8,1,0.7,0.634626344114149,1,asv
100,2,0.01,0,0.8,1,0.4,0.6443111159940428,1,asv
100,2,0.01,0,0.8,1,0.5,0.649206614279785,1,asv
100,2,0.01,0,0.8,1,0.6,0.6511119534168315,1,asv
100,2,0.01,0,0.8,1,0.7,0.6504161121051365,1,asv
100,2,0.1,0,0.8,1,0.4,0.6506336859507591,1,asv
100,2,0.1,0,0.8,1,0.5,0.660787370122736,1,asv
100,2,0.1,0,0.8,1,0.6,0.6624746366575635,1,asv
100,2,0.1,0,0.8,1,0.7,0.6679384157676841,1,asv
100,2,1,0,0.8,1,0.4,0.5749732175555347,1,asv
100,2,1,0,0.8,1,0.5,0.5928553283248406,1,asv
100,2,1,0,0.8,1,0.6,0.6043583631540949,1,asv
100,2,1,0,0.8,1,0.7,0.6146512304987914,1,asv
100,4,0.001,0,0.8,1,0.4,0.6514028566894421,1,asv
100,4,0.001,0,0.8,1,0.5,0.6512512656384608,1,asv
100,4,0.001,0,0.8,1,0.6,0.6546982261006651,1,asv
100,4,0.001,0,0.8,1,0.7,0.6511054198798101,1,asv
100,4,0.01,0,0.8,1,0.4,0.6564940397714788,1,asv
100,4,0.01,0,0.8,1,0.5,0.6617880031599543,1,asv
100,4,0.01,0,0.8,1,0.6,0.6609277962631621,1,asv
100,4,0.01,0,0.8,1,0.7,0.6632939812634935,1,asv
100,4,0.1,0,0.8,1,0.4,0.6544381454625358,1,asv
100,4,0.1,0,0.8,1,0.5,0.6649944317139439,1,asv
100,4,0.1,0,0.8,1,0.6,0.6699466748978944,1,asv
100,4,0.1,0,0.8,1,0.7,0.6719672669184864,1,asv
100,4,1,0,0.8,1,0.4,0.5737105816618012,1,asv
100,4,1,0,0.8,1,0.5,0.5896266798157042,1,asv
100,4,1,0,0.8,1,0.6,0.5930597147670319,1,asv
100,4,1,0,0.8,1,0.7,0.604915248872566,1,asv
100,8,0.001,0,0.8,1,0.4,0.6564394551345771,1,asv
100,8,0.001,0,0.8,1,0.5,0.6589581724581725,1,asv
100,8,0.001,0,0.8,1,0.6,0.6614121142047972,1,asv
100,8,0.001,0,0.8,1,0.7,0.660402016563602,1,asv
100,8,0.01,0,0.8,1,0.4,0.6602206413730805,1,asv
100,8,0.01,0,0.8,1,0.5,0.6660636647100062,1,asv
100,8,0.01,0,0.8,1,0.6,0.6691204261753042,1,asv
100,8,0.01,0,0.8,1,0.7,0.6689115762103567,1,asv
