maxdepth,AUC,seed,level
16,0.6247948630250459,81,family
30,0.6246629990181819,81,family
1,0.5756139763456837,82,family
2,0.604435831301685,82,family
4,0.5926318823178579,82,family
8,0.5886255617551349,82,family
16,0.5880658596314084,82,family
30,0.5881736638642127,82,family
1,0.5757895700578627,83,family
2,0.5967828063254893,83,family
4,0.5896200887298448,83,family
8,0.5926490532344191,83,family
16,0.5935695961641083,83,family
30,0.5938654922343947,83,family
1,0.5654170939231915,84,family
2,0.5826624982996934,84,family
4,0.567869460488363,84,family
8,0.5682579973265949,84,family
16,0.572032803055669,84,family
30,0.5719181609745634,84,family
1,0.5680774790469912,85,family
2,0.5947812407355091,85,family
4,0.5890461493723689,85,family
8,0.5899313100121027,85,family
16,0.5898603544746838,85,family
30,0.5902313404432307,85,family
1,0.550733793462452,86,family
2,0.5865353049042074,86,family
4,0.5789581929490466,86,family
8,0.5736359674134065,86,family
16,0.576126315993694,86,family
30,0.5761550655620777,86,family
1,0.5541505242175974,87,family
2,0.5663280214011921,87,family
4,0.573748550597636,87,family
8,0.5794194087380063,87,family
16,0.5835397241753949,87,family
30,0.5834559474544231,87,family
1,0.558853540823053,88,family
2,0.579778065521968,88,family
4,0.5710123625367528,88,family
8,0.5792190557282021,88,family
16,0.5817488684241733,88,family
30,0.5813942594598083,88,family
1,0.5551095642681009,89,family
2,0.5847745537349196,89,family
4,0.5808162033985205,89,family
8,0.5772452631202631,89,family
16,0.57472572855957,89,family
30,0.5742636968414407,89,family
1,0.5609875633473195,9,family
2,0.6174833954163222,9,family
4,0.6038095719848768,9,family
8,0.5988101261104309,9,family
16,0.602052699912456,9,family
30,0.6024031457415604,9,family
1,0.5529501496269789,90,family
2,0.574864999581463,90,family
4,0.5628995968965481,90,family
8,0.5663928811215396,90,family
16,0.5717632698029039,90,family
30,0.5719705642053203,90,family
1,0.5603857027759467,91,family
2,0.5792741548168377,91,family
4,0.5814648542270494,91,family
8,0.589091852959231,91,family
16,0.587102425160352,91,family
30,0.5871002282770575,91,family
1,0.5644767049279245,92,family
2,0.5929110778897364,92,family
4,0.607073987750817,92,family
8,0.5996183799217336,92,family
16,0.5986551239828679,92,family
30,0.5984991561683635,92,family
1,0.5603564505271822,93,family
2,0.5666280256737574,93,family
4,0.5782000092426922,93,family
8,0.5825362027968736,93,family
16,0.5838157486755048,93,family
30,0.5838514450862012,93,family
1,0.5677060488188537,94,family
2,0.5930401965554405,94,family
4,0.5863895450328377,94,family
8,0.5907423037148647,94,family
16,0.5917569945816897,94,family
30,0.5921415712315102,94,family
1,0.564031526299819,95,family
2,0.593128583723096,95,family
4,0.5892747704150143,95,family
8,0.5949787749421895,95,family
16,0.5991316972460266,95,family
30,0.598901740372777,95,family
1,0.5564254716388862,96,family
2,0.5621291387206021,96,family
4,0.5669130288825411,96,family
8,0.5711545092566435,96,family
16,0.5690925849630118,96,family
30,0.5694210314408485,96,family
1,0.557669549776257,97,family
2,0.6001816808097296,97,family
4,0.596026721407819,97,family
8,0.5935060077499102,97,family
16,0.5925349369404248,97,family
30,0.5927821715443666,97,family
1,0.5644012318067196,98,family
2,0.5955963602975798,98,family
4,0.5856993101551028,98,family
8,0.5819310329493257,98,family
16,0.5813022678601947,98,family
30,0.5816444118334362,98,family
1,0.569268151426688,99,family
2,0.5727774320487735,99,family
4,0.5726143948826876,99,family
8,0.5791018651491212,99,family
16,0.5807658080554422,99,family
30,0.5810775549068232,99,family
