nrounds,max_depth,eta,gamma,colsample_bytree,min_child_weight,subsample,AUC,seed,level
100,1,0.001,0,0.8,1,0.4,0.6356828596889572,1,class
100,1,0.001,0,0.8,1,0.5,0.6371736392315661,1,class
100,1,0.001,0,0.8,1,0.6,0.6390273731920073,1,class
100,1,0.001,0,0.8,1,0.7,0.6371517998835072,1,class
100,1,0.01,0,0.8,1,0.4,0.6450086440970587,1,class
100,1,0.01,0,0.8,1,0.5,0.6487289754911706,1,class
100,1,0.01,0,0.8,1,0.6,0.6481283360887019,1,class
100,1,0.01,0,0.8,1,0.7,0.649016111058794,1,class
100,1,0.1,0,0.8,1,0.4,0.6496855906429078,1,class
100,1,0.1,0,0.8,1,0.5,0.6519481886067252,1,class
100,1,0.1,0,0.8,1,0.6,0.6556821163497992,1,class
100,1,0.1,0,0.8,1,0.7,0.6542405362679753,1,class
100,1,1,0,0.8,1,0.4,0.5780500953915588,1,class
100,1,1,0,0.8,1,0.5,0.5850898677423068,1,class
100,1,1,0,0.8,1,0.6,0.5893366214646703,1,class
100,1,1,0,0.8,1,0.7,0.593888613352028,1,class
100,2,0.001,0,0.8,1,0.4,0.6583272301046691,1,class
100,2,0.001,0,0.8,1,0.5,0.6629963439048805,1,class
100,2,0.001,0,0.8,1,0.6,0.6659625261149651,1,class
100,2,0.001,0,0.8,1,0.7,0.6674765702113263,1,class
100,2,0.01,0,0.8,1,0.4,0.6590812833739663,1,class
100,2,0.01,0,0.8,1,0.5,0.6625160587416685,1,class
100,2,0.01,0,0.8,1,0.6,0.6641848093738337,1,class
100,2,0.01,0,0.8,1,0.7,0.6669464917879552,1,class
100,2,0.1,0,0.8,1,0.4,0.6278769919745529,1,class
100,2,0.1,0,0.8,1,0.5,0.6331261165346531,1,class
100,2,0.1,0,0.8,1,0.6,0.6341865131682205,1,class
100,2,0.1,0,0.8,1,0.7,0.6373670639280395,1,class
100,2,1,0,0.8,1,0.4,0.5578131733650027,1,class
100,2,1,0,0.8,1,0.5,0.5637539957204591,1,class
100,2,1,0,0.8,1,0.6,0.5689369299613202,1,class
100,2,1,0,0.8,1,0.7,0.5758422124214807,1,class
100,4,0.001,0,0.8,1,0.4,0.6554721507221507,1,class
100,4,0.001,0,0.8,1,0.5,0.6601988983757276,1,class
100,4,0.001,0,0.8,1,0.6,0.6654166562032415,1,class
100,4,0.001,0,0.8,1,0.7,0.6683427687269151,1,class
100,4,0.01,0,0.8,1,0.4,0.6506530589823273,1,class
100,4,0.01,0,0.8,1,0.5,0.654731991573455,1,class
100,4,0.01,0,0.8,1,0.6,0.658625857564882,1,class
100,4,0.01,0,0.8,1,0.7,0.6614860130165008,1,class
100,4,0.1,0,0.8,1,0.4,0.6092324397568301,1,class
100,4,0.1,0,0.8,1,0.5,0.6124485731375975,1,class
100,4,0.1,0,0.8,1,0.6,0.6132605793947258,1,class
100,4,0.1,0,0.8,1,0.7,0.6149123600952869,1,class
100,4,1,0,0.8,1,0.4,0.5612207067694872,1,class
100,4,1,0,0.8,1,0.5,0.5637154436666632,1,class
100,4,1,0,0.8,1,0.6,0.567170492792444,1,class
100,4,1,0,0.8,1,0.7,0.573479608528389,1,class
100,8,0.001,0,0.8,1,0.4,0.6488514315709438,1,class
100,8,0.001,0,0.8,1,0.5,0.6495588881564491,1,class
100,8,0.001,0,0.8,1,0.6,0.6511988460586021,1,class
100,8,0.001,0,0.8,1,0.7,0.6523502169416804,1,class
100,8,0.01,0,0.8,1,0.4,0.6420768372902519,1,class
100,8,0.01,0,0.8,1,0.5,0.6442043140701678,1,class
100,8,0.01,0,0.8,1,0.6,0.6445190791837133,1,class
100,8,0.01,0,0.8,1,0.7,0.6456604557519192,1,class
100,8,0.1,0,0.8,1,0.4,0.6043858710627004,1,class
100,8,0.1,0,0.8,1,0.5,0.6077791755169804,1,class
100,8,0.1,0,0.8,1,0.6,0.6113954512003292,1,class
100,8,0.1,0,0.8,1,0.7,0.613672952569294,1,class
100,8,1,0,0.8,1,0.4,0.5599295998960633,1,class
100,8,1,0,0.8,1,0.5,0.5591573829927489,1,class
100,8,1,0,0.8,1,0.6,0.571401016870529,1,class
100,8,1,0,0.8,1,0.7,0.5696773716224935,1,class
100,16,0.001,0,0.8,1,0.4,0.6497235092235092,1,class
100,16,0.001,0,0.8,1,0.5,0.6509497302180229,1,class
100,16,0.001,0,0.8,1,0.6,0.6504916379794429,1,class
100,16,0.001,0,0.8,1,0.7,0.6516645430273479,1,class
100,16,0.01,0,0.8,1,0.4,0.6425215494239884,1,class
100,16,0.01,0,0.8,1,0.5,0.644345094223143,1,class
100,16,0.01,0,0.8,1,0.6,0.6443357817748062,1,class
100,16,0.01,0,0.8,1,0.7,0.6445499332084698,1,class
100,16,0.1,0,0.8,1,0.4,0.6073162491760052,1,class
100,16,0.1,0,0.8,1,0.5,0.6091955335126067,1,class
100,16,0.1,0,0.8,1,0.6,0.6120679547142962,1,class
100,16,0.1,0,0.8,1,0.7,0.6127361359617457,1,class
100,16,1,0,0.8,1,0.4,0.55602978195966,1,class
100,16,1,0,0.8,1,0.5,0.5590021040203967,1,class
100,16,1,0,0.8,1,0.6,0.5685155852716829,1,class
100,16,1,0,0.8,1,0.7,0.5769038201965031,1,class
100,30,0.001,0,0.8,1,0.4,0.6489522902693634,1,class
100,30,0.001,0,0.8,1,0.5,0.6497780158206987,1,class
100,30,0.001,0,0.8,1,0.6,0.651082967985407,1,class
100,30,0.001,0,0.8,1,0.7,0.6511696766452864,1,class
100,30,0.01,0,0.8,1,0.4,0.6429998944937969,1,class
100,30,0.01,0,0.8,1,0.5,0.6428256549232159,1,class
100,30,0.01,0,0.8,1,0.6,0.6426422886300935,1,class
100,30,0.01,0,0.8,1,0.7,0.6443298725554824,1,class
100,30,0.1,0,0.8,1,0.4,0.6066004881187808,1,class
100,30,0.1,0,0.8,1,0.5,0.6080194488914001,1,class
100,30,0.1,0,0.8,1,0.6,0.6086689651323798,1,class
100,30,0.1,0,0.8,1,0.7,0.6145341229731474,1,class
100,30,1,0,0.8,1,0.4,0.5537290055735178,1,class
100,30,1,0,0.8,1,0.5,0.5674915207018866,1,class
100,30,1,0,0.8,1,0.6,0.564555198055198,1,class
100,30,1,0,0.8,1,0.7,0.575589955809468,1,class
100,1,0.001,0,0.8,1,0.4,0.6000542406518017,10,class
100,1,0.001,0,0.8,1,0.5,0.5961301715478545,10,class
100,1,0.001,0,0.8,1,0.6,0.5939330816007645,10,class
100,1,0.001,0,0.8,1,0.7,0.5911868867996917,10,class
100,1,0.01,0,0.8,1,0.4,0.6055819748319748,10,class
100,1,0.01,0,0.8,1,0.5,0.6032557112861991,10,class
100,1,0.01,0,0.8,1,0.6,0.5997872763878862,10,class
100,1,0.01,0,0.8,1,0.7,0.5970857604119799,10,class
100,1,0.1,0,0.8,1,0.4,0.6106706602072456,10,class
100,1,0.1,0,0.8,1,0.5,0.6129635628660018,10,class
