sigma,C,AUC,seed,level
1,0.1,0.4890746159922989,100,genus
1,1,0.48689457968421385,100,genus
1,10,0.48599026596282696,100,genus
1,100,0.48591339379449133,100,genus
1e-7,1e-4,0.6163166393745663,11,genus
1e-7,0.001,0.6161489041306114,11,genus
1e-7,0.01,0.6162094507399386,11,genus
1e-7,0.1,0.616054519676471,11,genus
1e-7,1,0.6162976094561461,11,genus
1e-7,10,0.6178995833812907,11,genus
1e-7,100,0.6194061796988626,11,genus
1e-6,1e-4,0.6166611171275805,11,genus
1e-6,0.001,0.6164851715827325,11,genus
1e-6,0.01,0.6163041987981013,11,genus
1e-6,0.1,0.6163935486008657,11,genus
1e-6,1,0.6177952482098824,11,genus
1e-6,10,0.6195505566542152,11,genus
1e-6,100,0.619548818853697,11,genus
1e-5,1e-4,0.615995748361602,11,genus
1e-5,0.001,0.6160232985598839,11,genus
1e-5,0.01,0.6160299951519463,11,genus
1e-5,0.1,0.6170434563483344,11,genus
1e-5,1,0.6182994545067716,11,genus
1e-5,10,0.6184268458353824,11,genus
1e-5,100,0.6105539572673719,11,genus
1e-4,1e-4,0.6122316349450496,11,genus
1e-4,0.001,0.6122329219463366,11,genus
1e-4,0.01,0.6131674191613216,11,genus
1e-4,0.1,0.613064892418551,11,genus
1e-4,1,0.6130048977548977,11,genus
1e-4,10,0.6081425170815414,11,genus
1e-4,100,0.587754947456167,11,genus
0.001,1e-4,0.5953297613815907,11,genus
0.001,0.001,0.5959779217370681,11,genus
0.001,0.01,0.5956408638603761,11,genus
0.001,0.1,0.5948925615510982,11,genus
0.001,1,0.5986701265725656,11,genus
0.001,10,0.586532594441131,11,genus
0.001,100,0.5366748420894762,11,genus
0.01,1e-4,0.5525529218242633,11,genus
0.01,0.001,0.5473607605863704,11,genus
0.01,0.01,0.5423241255192475,11,genus
0.01,0.1,0.5434737950058072,11,genus
0.01,1,0.5494792765326302,11,genus
0.01,10,0.4938494365445585,11,genus
0.01,100,0.5008117315922194,11,genus
0.1,1e-4,0.5175015978522076,11,genus
0.1,0.001,0.5148806633288341,11,genus
0.1,0.01,0.5376588583356876,11,genus
0.1,0.1,0.5358635861471227,11,genus
0.1,1,0.539363606855985,11,genus
0.1,10,0.5406148421941105,11,genus
0.1,100,0.5396204000167415,11,genus
1,1e-4,0.5066309746157307,11,genus
1,0.001,0.5088297125522735,11,genus
1,0.01,0.4798666562904368,11,genus
1,0.1,0.48031521198899246,11,genus
1,1,0.479342481854677,11,genus
1,10,0.47867179330898846,11,genus
1,100,0.4784347034316547,11,genus
1e-7,1e-4,0.6324400920955799,12,genus
1e-7,0.001,0.632974012339866,12,genus
1e-7,0.01,0.6331125472162058,12,genus
1e-7,0.1,0.6326949397132324,12,genus
1e-7,1,0.6325051445173396,12,genus
1e-7,10,0.6350133007572032,12,genus
1e-7,100,0.6364215827325583,12,genus
1e-6,1e-4,0.6322897139299578,12,genus
1e-6,0.001,0.6321934164129286,12,genus
1e-6,0.01,0.6322986357437577,12,genus
1e-6,0.1,0.6322148446355763,12,genus
1e-6,1,0.6346001532891777,12,genus
1e-6,10,0.6363065260382333,12,genus
1e-6,100,0.636346123126611,12,genus
1e-5,1e-4,0.6328657368169563,12,genus
1e-5,0.001,0.6328889028401223,12,genus
1e-5,0.01,0.6328575387233923,12,genus
1e-5,0.1,0.6351648512624123,12,genus
1e-5,1,0.6362185713588152,12,genus
1e-5,10,0.6362986339998535,12,genus
1e-5,100,0.6332202158604597,12,genus
1e-4,1e-4,0.6324622531939605,12,genus
1e-4,0.001,0.6324635401952475,12,genus
1e-4,0.01,0.6342677939263305,12,genus
1e-4,0.1,0.6368047385364458,12,genus
1e-4,1,0.6370974458779337,12,genus
1e-4,10,0.635494147457562,12,genus
1e-4,100,0.6221869822784457,12,genus
0.001,1e-4,0.6236037553232675,12,genus
0.001,0.001,0.6235352172730222,12,genus
0.001,0.01,0.6262668844802991,12,genus
0.001,0.1,0.6264030956043152,12,genus
0.001,1,0.6296733200971006,12,genus
0.001,10,0.6301194195066147,12,genus
0.001,100,0.6241788142672289,12,genus
0.01,1e-4,0.599822947947948,12,genus
0.01,0.001,0.6032492697401234,12,genus
0.01,0.01,0.604630329371183,12,genus
0.01,0.1,0.6052432776853509,12,genus
0.01,1,0.6223467042826799,12,genus
0.01,10,0.592435020822216,12,genus
0.01,100,0.5913706768615306,12,genus
0.1,1e-4,0.5789375512271854,12,genus
0.1,0.001,0.5800981813695228,12,genus
0.1,0.01,0.5810567562335855,12,genus
0.1,0.1,0.5813195721854258,12,genus
0.1,1,0.5814319192886266,12,genus
0.1,10,0.5816452314684022,12,genus
0.1,100,0.5816233147345953,12,genus
1,1e-4,0.5029888407571335,12,genus
1,0.001,0.5072897950215023,12,genus
1,0.01,0.47844912551924745,12,genus
1,0.1,0.4751937098248074,12,genus
1,1,0.4723181578791335,12,genus
1,10,0.470811317850952,12,genus
1,100,0.4710745994252092,12,genus
1e-7,1e-4,0.5930145768590891,13,genus
1e-7,0.001,0.5929347867030794,13,genus
1e-7,0.01,0.5924687570846108,13,genus
1e-7,0.1,0.5925458053872689,13,genus
1e-7,1,0.5929705620254401,13,genus
1e-7,10,0.5901957994579946,13,genus
1e-7,100,0.5936520667008472,13,genus
1e-6,1e-4,0.5927387282753136,13,genus
1e-6,0.001,0.5928317437646706,13,genus
1e-6,0.01,0.59281764778716,13,genus
1e-6,0.1,0.5929737420347176,13,genus
1e-6,1,0.5908588806576611,13,genus
1e-6,10,0.5934816706950853,13,genus
1e-6,100,0.5940370187260431,13,genus
1e-5,1e-4,0.5909645699706675,13,genus
1e-5,0.001,0.5908773363956291,13,genus
1e-5,0.01,0.5909928839989815,13,genus
1e-5,0.1,0.588971247379784,13,genus
1e-5,1,0.5913033643399497,13,genus
1e-5,10,0.5912062550355234,13,genus
1e-5,100,0.5863994822348481,13,genus
1e-4,1e-4,0.5892675480358407,13,genus
1e-4,0.001,0.5892523551425991,13,genus
1e-4,0.01,0.5886158545304887,13,genus
1e-4,0.1,0.5882389759097076,13,genus
1e-4,1,0.5885167719984793,13,genus
1e-4,10,0.5857586070390949,13,genus
1e-4,100,0.5858875478265723,13,genus
0.001,1e-4,0.5752726881934199,13,genus
0.001,0.001,0.5763193685846125,13,genus
0.001,0.01,0.5768117908849616,13,genus
0.001,0.1,0.5769649030563665,13,genus
0.001,1,0.577208445379177,13,genus
0.001,10,0.587168060918061,13,genus
0.001,100,0.5441281455671699,13,genus
0.01,1e-4,0.5541351564979614,13,genus
0.01,0.001,0.5524526530014335,13,genus
0.01,0.01,0.549710618283789,13,genus
0.01,0.1,0.5444454659363196,13,genus
0.01,1,0.5391863496772034,13,genus
0.01,10,0.5040892373209447,13,genus
0.01,100,0.5065789304112475,13,genus
0.1,1e-4,0.5503411482039531,13,genus
0.1,0.001,0.5486650295766149,13,genus
0.1,0.01,0.5601537587238807,13,genus
0.1,0.1,0.5567885708007659,13,genus
0.1,1,0.5580725069581777,13,genus
0.1,10,0.5607970963123402,13,genus
0.1,100,0.56084447382923,13,genus
1,1e-4,0.5073589913955767,13,genus
1,0.001,0.5106773724944457,13,genus
1,0.01,0.4736111115470872,13,genus
1,0.1,0.4734955277577229,13,genus
1,1,0.4746415182604207,13,genus
1,10,0.4737531612623076,13,genus
1,100,0.47421081883277005,13,genus
1e-7,1e-4,0.5915258394282784,14,genus
1e-7,0.001,0.5914475852158779,14,genus
1e-7,0.01,0.5923740700630945,14,genus
1e-7,0.1,0.5907948915814769,14,genus
1e-7,1,0.5920714974556438,14,genus
1e-7,10,0.5926630384740141,14,genus
1e-7,100,0.5963082969729311,14,genus
1e-6,1e-4,0.5921607731424805,14,genus
1e-6,0.001,0.5917320002929759,14,genus
1e-6,0.01,0.5919191552179357,14,genus
1e-6,0.1,0.5911275892617356,14,genus
1e-6,1,0.591638261083383,14,genus
1e-6,10,0.595716852741243,14,genus
1e-6,100,0.596905810863128,14,genus
1e-5,1e-4,0.5906210783954686,14,genus
1e-5,0.001,0.5906072187169749,14,genus
1e-5,0.01,0.5905776019922362,14,genus
1e-5,0.1,0.5913502875697998,14,genus
1e-5,1,0.5942909303031254,14,genus
1e-5,10,0.5947381004698078,14,genus
1e-5,100,0.5861962188669506,14,genus
1e-4,1e-4,0.5863910853362073,14,genus
1e-4,0.001,0.5863910853362073,14,genus
1e-4,0.01,0.5876627838640034,14,genus
1e-4,0.1,0.589266396187128,14,genus
1e-4,1,0.5888411843899649,14,genus
1e-4,10,0.5835416854136366,14,genus
1e-4,100,0.5715722168161192,14,genus
0.001,1e-4,0.5844029669913816,14,genus
0.001,0.001,0.5843057870588358,14,genus
0.001,0.01,0.5819724816279694,14,genus
0.001,0.1,0.5815058220241147,14,genus
0.001,1,0.5811250597287183,14,genus
0.001,10,0.580421197329734,14,genus
0.001,100,0.5363912039216917,14,genus
0.01,1e-4,0.5663419835340567,14,genus
0.01,0.001,0.55664580172507,14,genus
0.01,0.01,0.5577458861300325,14,genus
0.01,0.1,0.5576623731745683,14,genus
0.01,1,0.5576222904088758,14,genus
0.01,10,0.5020763699239309,14,genus
0.01,100,0.5057770728045118,14,genus
0.1,1e-4,0.5322918515205101,14,genus
0.1,0.001,0.5324660204629716,14,genus
0.1,0.01,0.5526018753945583,14,genus
0.1,0.1,0.5494304844914601,14,genus
0.1,1,0.552700665386641,14,genus
0.1,10,0.5535788634889245,14,genus
0.1,100,0.5541875980946103,14,genus
1,1e-4,0.5071276424508132,14,genus
1,0.001,0.5105939550177355,14,genus
1,0.01,0.4775926183151793,14,genus
1,0.1,0.4775708661623296,14,genus
1,1,0.4786659499220475,14,genus
1,10,0.4783672736325175,14,genus
1,100,0.4781454481484969,14,genus
1e-7,1e-4,0.6075504101662639,15,genus
1e-7,0.001,0.6076325711600102,15,genus
1e-7,0.01,0.6080064864516084,15,genus
1e-7,0.1,0.6076394207796647,15,genus
1e-7,1,0.6075067515250442,15,genus
1e-7,10,0.609481866884306,15,genus
1e-7,100,0.613536627219554,15,genus
1e-6,1e-4,0.6080120926675805,15,genus
1e-6,0.001,0.6079462502572259,15,genus
1e-6,0.01,0.606980095077656,15,genus
1e-6,0.1,0.6081257895526189,15,genus
1e-6,1,0.6101603467579078,15,genus
1e-6,10,0.6135819242587536,15,genus
1e-6,100,0.6131982731860781,15,genus
1e-5,1e-4,0.6081020611203538,15,genus
1e-5,0.001,0.6080775008457935,15,genus
1e-5,0.01,0.6080958981629714,15,genus
1e-5,0.1,0.6102641439348756,15,genus
1e-5,1,0.6137993847506042,15,genus
1e-5,10,0.6139766360437092,15,genus
1e-5,100,0.6110846177187641,15,genus
1e-4,1e-4,0.6078983347458957,15,genus
1e-4,0.001,0.6070373308848919,15,genus
1e-4,0.01,0.6088491034588596,15,genus
1e-4,0.1,0.61353208958087,15,genus
1e-4,1,0.6140419923407728,15,genus
1e-4,10,0.6127227558569022,15,genus
1e-4,100,0.5895161555283507,15,genus
0.001,1e-4,0.599774681475901,15,genus
0.001,0.001,0.5997799463226292,15,genus
0.001,0.01,0.6017493207493207,15,genus
0.001,0.1,0.6020744978427905,15,genus
0.001,1,0.6029799328945671,15,genus
0.001,10,0.5901797485638949,15,genus
0.001,100,0.5691141053945932,15,genus
0.01,1e-4,0.5778212533090582,15,genus
0.01,0.001,0.5796036519969446,15,genus
0.01,0.01,0.5733106992009431,15,genus
0.01,0.1,0.5792122300872301,15,genus
0.01,1,0.5685581047074949,15,genus
0.01,10,0.5121231300987399,15,genus
0.01,100,0.5148582838064546,15,genus
0.1,1e-4,0.5154061988818086,15,genus
0.1,0.001,0.5168516739736252,15,genus
0.1,0.01,0.5408871750670531,15,genus
0.1,0.1,0.5399478895271578,15,genus
0.1,1,0.539126001001001,15,genus
0.1,10,0.5374032420922665,15,genus
0.1,100,0.5359151503419796,15,genus
1,1e-4,0.5058373517245468,15,genus
1,0.001,0.5060938543072689,15,genus
1,0.01,0.4812446361867094,15,genus
1,0.1,0.4791343146282171,15,genus
1,1,0.47958656042802383,15,genus
1,10,0.47795917607502975,15,genus
1,100,0.47876630506813433,15,genus
1e-7,1e-4,0.6208282079989397,16,genus
1e-7,0.001,0.620539772350748,16,genus
1e-7,0.01,0.620358326968083,16,genus
1e-7,0.1,0.6206053544834033,16,genus
1e-7,1,0.6210496742386986,16,genus
1e-7,10,0.6196457938775012,16,genus
1e-7,100,0.6231116020201386,16,genus
1e-6,1e-4,0.6209304945189091,16,genus
1e-6,0.001,0.6208391806440587,16,genus
1e-6,0.01,0.620988627128871,16,genus
1e-6,0.1,0.6209239649056723,16,genus
1e-6,1,0.621317456829652,16,genus
1e-6,10,0.6228804379292184,16,genus
1e-6,100,0.6229326225179884,16,genus
1e-5,1e-4,0.6203653749568384,16,genus
1e-5,0.001,0.6203563659478294,16,genus
1e-5,0.01,0.6203679489594124,16,genus
1e-5,0.1,0.6195753209655649,16,genus
1e-5,1,0.6226799892226722,16,genus
1e-5,10,0.6226025651086626,16,genus
1e-5,100,0.616355200147883,16,genus
1e-4,1e-4,0.6207294794794795,16,genus
1e-4,0.001,0.6201546555266068,16,genus
1e-4,0.01,0.6208381029112736,16,genus
1e-4,0.1,0.6227420033273692,16,genus
1e-4,1,0.6229291599962332,16,genus
1e-4,10,0.6188171481586116,16,genus
1e-4,100,0.5885883374663863,16,genus
0.001,1e-4,0.6105001600032088,16,genus
0.001,0.001,0.6098888753736315,16,genus
0.001,0.01,0.613348525790599,16,genus
0.001,0.1,0.6131509658613317,16,genus
0.001,1,0.6141406018387726,16,genus
0.001,10,0.5918333407449261,16,genus
0.001,100,0.5644230768224671,16,genus
0.01,1e-4,0.5800399894668188,16,genus
0.01,0.001,0.579422885428983,16,genus
0.01,0.01,0.5809327964724307,16,genus
0.01,0.1,0.5771629778733437,16,genus
0.01,1,0.5834339635803051,16,genus
0.01,10,0.520728999033877,16,genus
0.01,100,0.521878088890284,16,genus
0.1,1e-4,0.5446459665240153,16,genus
0.1,0.001,0.5421794765148423,16,genus
0.1,0.01,0.565637564829638,16,genus
0.1,0.1,0.5653488013274599,16,genus
0.1,1,0.5654279274919519,16,genus
0.1,10,0.5625456392803954,16,genus
0.1,100,0.5627683428201721,16,genus
1,1e-4,0.5024315979742809,16,genus
1,0.001,0.5058623253043985,16,genus
1,0.01,0.47981481001907833,16,genus
1,0.1,0.4768577715346008,16,genus
1,1,0.47407913749986924,16,genus
1,10,0.4726350366045488,16,genus
1,100,0.4725709093239581,16,genus
1e-7,1e-4,0.6180207380725673,17,genus
1e-7,0.001,0.6177234054612103,17,genus
1e-7,0.01,0.6179175115882433,17,genus
1e-7,0.1,0.6182049758818051,17,genus
1e-7,1,0.6175346330651209,17,genus
1e-7,10,0.6180915985672083,17,genus
1e-7,100,0.6232666063275819,17,genus
1e-6,1e-4,0.6176137343789783,17,genus
1e-6,0.001,0.6176073329426988,17,genus
1e-6,0.01,0.6176899268606586,17,genus
1e-6,0.1,0.6174050618562814,17,genus
1e-6,1,0.6182455277577229,17,genus
1e-6,10,0.6230565469650835,17,genus
1e-6,100,0.623171760610785,17,genus
1e-5,1e-4,0.6167601730650512,17,genus
1e-5,0.001,0.6167639983188764,17,genus
1e-5,0.01,0.6168075087282404,17,genus
1e-5,0.1,0.6172474129181447,17,genus
1e-5,1,0.6209419960029716,17,genus
1e-5,10,0.621912789967668,17,genus
1e-5,100,0.6175780711024613,17,genus
1e-4,1e-4,0.6137067520482155,17,genus
1e-4,0.001,0.6137144740559375,17,genus
1e-4,0.01,0.6139865231084743,17,genus
1e-4,0.1,0.6177218926243316,17,genus
1e-4,1,0.6178721674636309,17,genus
1e-4,10,0.6140685284587724,17,genus
1e-4,100,0.5804005416566392,17,genus
0.001,1e-4,0.6061839326260058,17,genus
0.001,0.001,0.6062293691775399,17,genus
0.001,0.01,0.6077889112980577,17,genus
0.001,0.1,0.6078062971508094,17,genus
0.001,1,0.6089613642388033,17,genus
0.001,10,0.5870539080020788,17,genus
0.001,100,0.5549191643734327,17,genus
0.01,1e-4,0.5947307878435927,17,genus
0.01,0.001,0.596298457429555,17,genus
0.01,0.01,0.5955546103594884,17,genus
0.01,0.1,0.5951504936992742,17,genus
0.01,1,0.5952054197054197,17,genus
0.01,10,0.5294550587172538,17,genus
0.01,100,0.5227398225751885,17,genus
0.1,1e-4,0.5446238237366287,17,genus
0.1,0.001,0.5391587807319514,17,genus
0.1,0.01,0.5787468182468183,17,genus
0.1,0.1,0.5783020442044833,17,genus
0.1,1,0.5785607759327271,17,genus
0.1,10,0.5767878540561467,17,genus
0.1,100,0.5775698337710533,17,genus
1,1e-4,0.5000115202310325,17,genus
1,0.001,0.5004445595421205,17,genus
1,0.01,0.47821752458032946,17,genus
1,0.1,0.48246673328380646,17,genus
1,1,0.48395053110601893,17,genus
1,10,0.4822770379264282,17,genus
1,100,0.48308308090320284,17,genus
1e-7,1e-4,0.6072246554045334,18,genus
1e-7,0.001,0.6070201516847858,18,genus
1e-7,0.01,0.6070622660988515,18,genus
1e-7,0.1,0.6067171797232773,18,genus
1e-7,1,0.6068111220977075,18,genus
1e-7,10,0.6092780951683391,18,genus
1e-7,100,0.6113812566922323,18,genus
1e-6,1e-4,0.6071007749910189,18,genus
1e-6,0.001,0.6069998535120487,18,genus
1e-6,0.01,0.606899795265649,18,genus
1e-6,0.1,0.6070740871533554,18,genus
1e-6,1,0.6094735249186469,18,genus
1e-6,10,0.6113258092587361,18,genus
1e-6,100,0.6115586605769533,18,genus
1e-5,1e-4,0.6067074670489304,18,genus
1e-5,0.001,0.6066809762724397,18,genus
1e-5,0.01,0.6066946467373296,18,genus
1e-5,0.1,0.6087415028268687,18,genus
1e-5,1,0.6102516819955844,18,genus
1e-5,10,0.6105594287667458,18,genus
1e-5,100,0.6051206127730518,18,genus
1e-4,1e-4,0.6043132365815292,18,genus
1e-4,0.001,0.6043353981158859,18,genus
1e-4,0.01,0.6056161283234454,18,genus
1e-4,0.1,0.6075954700344944,18,genus
1e-4,1,0.6078721997258583,18,genus
1e-4,10,0.6035254235071308,18,genus
1e-4,100,0.5860833708272732,18,genus
0.001,1e-4,0.6029159956995322,18,genus
0.001,0.001,0.6028658043932434,18,genus
0.001,0.01,0.6010029942834821,18,genus
0.001,0.1,0.6010875466058393,18,genus
0.001,1,0.6001659002207783,18,genus
0.001,10,0.5914994724689847,18,genus
0.001,100,0.5597099521123912,18,genus
0.01,1e-4,0.5921592703330508,18,genus
0.01,0.001,0.5892092401635085,18,genus
0.01,0.01,0.5878210218057779,18,genus
0.01,0.1,0.5895455006400129,18,genus
0.01,1,0.5794502054319127,18,genus
0.01,10,0.537422570654278,18,genus
0.01,100,0.5376617383934457,18,genus
0.1,1e-4,0.5306866273939445,18,genus
0.1,0.001,0.5298889455657748,18,genus
0.1,0.01,0.5513419525797575,18,genus
0.1,0.1,0.5523752389148731,18,genus
0.1,1,0.5524165373997691,18,genus
0.1,10,0.5523872844970406,18,genus
0.1,100,0.552788666497508,18,genus
1,1e-4,0.5031992026870076,18,genus
1,0.001,0.5058997263814337,18,genus
1,0.01,0.483170521130887,18,genus
1,0.1,0.4791272792827671,18,genus
1,1,0.47308828514926077,18,genus
1,10,0.47156755230840597,18,genus
1,100,0.47161519228287524,18,genus
1e-7,1e-4,0.6045457081646106,19,genus
1e-7,0.001,0.6049285679407631,19,genus
1e-7,0.01,0.6053401110169403,19,genus
1e-7,0.1,0.6053261153139202,19,genus
1e-7,1,0.6051832782259612,19,genus
1e-7,10,0.6056096985487229,19,genus
1e-7,100,0.6109575019270141,19,genus
1e-6,1e-4,0.6048074555391628,19,genus
1e-6,0.001,0.6039361957776592,19,genus
1e-6,0.01,0.6045684220806172,19,genus
1e-6,0.1,0.6047092440872929,19,genus
1e-6,1,0.6049815834998762,19,genus
1e-6,10,0.6109921315043266,19,genus
1e-6,100,0.6114098785196346,19,genus
1e-5,1e-4,0.6035979088844943,19,genus
1e-5,0.001,0.6035953348819203,19,genus
1e-5,0.01,0.6035637562649758,19,genus
1e-5,0.1,0.6039868500905087,19,genus
1e-5,1,0.6096608673133064,19,genus
1e-5,10,0.6100480585114731,19,genus
1e-5,100,0.6087951322402542,19,genus
1e-4,1e-4,0.6030231782304953,19,genus
1e-4,0.001,0.6030321872395044,19,genus
1e-4,0.01,0.6031860963751208,19,genus
1e-4,0.1,0.6081012266622022,19,genus
1e-4,1,0.6081655592875105,19,genus
1e-4,10,0.6057544748581334,19,genus
1e-4,100,0.5903940822355457,19,genus
0.001,1e-4,0.6013570608936463,19,genus
0.001,0.001,0.6012773853993366,19,genus
0.001,0.01,0.6047673736454224,19,genus
0.001,0.1,0.6048700608273779,19,genus
0.001,1,0.605690311391531,19,genus
0.001,10,0.5967990246343905,19,genus
