mtry,AUC,seed,level
11,0.6805519766281961,1,asv
22,0.6846196985312839,1,asv
44,0.6874221054678372,1,asv
100,0.6879384262311091,1,asv
11,0.6552041004419054,10,asv
22,0.6569053199541004,10,asv
44,0.6571151730999292,10,asv
100,0.6548058428637697,10,asv
11,0.6538333324613812,100,asv
22,0.6536274732921075,100,asv
44,0.6547276492520395,100,asv
100,0.649841289896168,100,asv
11,0.6857700657975049,11,asv
22,0.6864225318524099,11,asv
44,0.6855490364057437,11,asv
100,0.6808850897936264,11,asv
11,0.6491246481673311,12,asv
22,0.6518776572739987,12,asv
44,0.653687270894588,12,asv
100,0.6534165467732541,12,asv
11,0.6775334768566476,13,asv
22,0.6797435867923672,13,asv
44,0.6809474875572437,13,asv
100,0.6800444856877784,13,asv
11,0.6354731695981696,14,asv
22,0.6359717483162606,14,asv
44,0.6371043172963905,14,asv
100,0.6354674578759945,14,asv
11,0.670421111878429,15,asv
22,0.6760961187668505,15,asv
44,0.6781477130440545,15,asv
100,0.6796727794868039,15,asv
11,0.6672198213021384,16,asv
22,0.6673083401345596,16,asv
44,0.6671616315793145,16,asv
100,0.6648181016382236,16,asv
11,0.6715955027326979,17,asv
22,0.672365457356311,17,asv
44,0.6733759281930014,17,asv
100,0.6715874519990374,17,asv
11,0.656997378476037,18,asv
22,0.6568332077722322,18,asv
44,0.6563012197737808,18,asv
100,0.6519160602239871,18,asv
11,0.6598287329140988,19,asv
22,0.6620052997248119,19,asv
44,0.6623961369906491,19,asv
100,0.6596631679588997,19,asv
11,0.6646190088171795,2,asv
22,0.6676909902062341,2,asv
44,0.6682283773320359,2,asv
100,0.667727006187372,2,asv
11,0.6821927955830395,20,asv
22,0.683394028174516,20,asv
44,0.6839919566779323,20,asv
100,0.6796890335457408,20,asv
11,0.6606551080697423,21,asv
22,0.661307380115307,21,asv
44,0.6610440383763555,21,asv
100,0.6605489138964749,21,asv
11,0.6515755577005578,22,asv
22,0.65587225465884,22,asv
44,0.6579533043496458,22,asv
100,0.6591898292020243,22,asv
11,0.651979818232867,23,asv
22,0.6535373361166044,23,asv
44,0.6561257328757328,23,asv
100,0.6528128821330041,23,asv
11,0.686681884846519,24,asv
