threshold,sensitivity,specificity,seed,level
0,1,0,1,asv
0.01,1,0,1,asv
0.02,1,0,1,asv
0.03,1,0,1,asv
0.04,1,0,1,asv
0.05,1,0,1,asv
0.06,1,0,1,asv
0.07,1,0,1,asv
0.08,1,0,1,asv
0.09,1,0,1,asv
0.1,1,0,1,asv
0.11,1,0,1,asv
0.12,1,0,1,asv
0.13,1,0,1,asv
0.14,1,0,1,asv
0.15,1,0,1,asv
0.16,1,0,1,asv
0.17,1,0,1,asv
0.18,1,0,1,asv
0.19,0.9777777777777777,0,1,asv
0.2,0.9777777777777777,0,1,asv
0.21,0.9777777777777777,0,1,asv
0.22,0.9777777777777777,0,1,asv
0.23,0.9777777777777777,0,1,asv
0.24,0.9777777777777777,0,1,asv
0.25,0.9777777777777777,0,1,asv
0.26,0.9777777777777777,0.019230769230769232,1,asv
0.27,0.9777777777777777,0.019230769230769232,1,asv
0.28,0.9777777777777777,0.038461538461538464,1,asv
0.29,0.9777777777777777,0.057692307692307696,1,asv
0.3,0.9555555555555556,0.07692307692307693,1,asv
0.31,0.9333333333333333,0.07692307692307693,1,asv
0.32,0.9333333333333333,0.09615384615384616,1,asv
0.33,0.9333333333333333,0.09615384615384616,1,asv
0.34,0.9333333333333333,0.09615384615384616,1,asv
0.35000000000000003,0.9333333333333333,0.09615384615384616,1,asv
0.36,0.9333333333333333,0.1346153846153846,1,asv
0.37,0.9333333333333333,0.15384615384615385,1,asv
0.38,0.8222222222222222,0.25,1,asv
0.39,0.8,0.28846153846153844,1,asv
0.4,0.8,0.34615384615384615,1,asv
0.41000000000000003,0.8,0.38461538461538464,1,asv
0.42,0.7777777777777778,0.4230769230769231,1,asv
0.43,0.7555555555555555,0.46153846153846156,1,asv
0.44,0.7555555555555555,0.46153846153846156,1,asv
0.45,0.6444444444444445,0.5192307692307693,1,asv
0.46,0.6222222222222222,0.5576923076923077,1,asv
0.47000000000000003,0.6,0.5769230769230769,1,asv
0.48,0.5111111111111111,0.5961538461538461,1,asv
0.49,0.4666666666666667,0.6346153846153846,1,asv
0.5,0.4666666666666667,0.75,1,asv
0.51,0.4,0.8269230769230769,1,asv
0.52,0.4,0.8653846153846154,1,asv
0.53,0.37777777777777777,0.8846153846153846,1,asv
0.54,0.3111111111111111,0.9230769230769231,1,asv
0.55,0.26666666666666666,0.9423076923076923,1,asv
0.56,0.2222222222222222,0.9615384615384616,1,asv
0.5700000000000001,0.2,0.9807692307692307,1,asv
0.58,0.17777777777777778,0.9807692307692307,1,asv
0.59,0.17777777777777778,0.9807692307692307,1,asv
0.6,0.15555555555555556,0.9807692307692307,1,asv
0.61,0.08888888888888889,0.9807692307692307,1,asv
0.62,0.06666666666666667,0.9807692307692307,1,asv
0.63,0.044444444444444446,0.9807692307692307,1,asv
0.64,0.022222222222222223,0.9807692307692307,1,asv
0.65,0.022222222222222223,1,1,asv
0.66,0.022222222222222223,1,1,asv
0.67,0.022222222222222223,1,1,asv
0.68,0.022222222222222223,1,1,asv
0.6900000000000001,0.022222222222222223,1,1,asv
0.7000000000000001,0.022222222222222223,1,1,asv
0.71,0.022222222222222223,1,1,asv
0.72,0,1,1,asv
0.73,0,1,1,asv
0.74,0,1,1,asv
0.75,0,1,1,asv
0.76,0,1,1,asv
0.77,0,1,1,asv
0.78,0,1,1,asv
0.79,0,1,1,asv
0.8,0,1,1,asv
0.81,0,1,1,asv
0.8200000000000001,0,1,1,asv
0.8300000000000001,0,1,1,asv
0.84,0,1,1,asv
0.85,0,1,1,asv
0.86,0,1,1,asv
0.87,0,1,1,asv
0.88,0,1,1,asv
0.89,0,1,1,asv
0.9,0,1,1,asv
0.91,0,1,1,asv
0.92,0,1,1,asv
0.93,0,1,1,asv
0.9400000000000001,0,1,1,asv
0.9500000000000001,0,1,1,asv
0.96,0,1,1,asv
0.97,0,1,1,asv
0.98,0,1,1,asv
0.99,0,1,1,asv
1,0,1,1,asv
0,1,0,10,asv
0.01,1,0,10,asv
0.02,1,0,10,asv
