mtry,AUC,seed,level
2,0.5778453518849861,71,class
4,0.578055150097833,71,class
8,0.5762546854345635,71,class
1,0.6070537170445707,72,class
2,0.5999697846801505,72,class
4,0.5971446367970759,72,class
8,0.5941936636113465,72,class
1,0.578788800560142,73,class
2,0.5778823278853766,73,class
4,0.5786414668152473,73,class
8,0.5764435210471796,73,class
1,0.5737465645087596,74,class
2,0.5633500333957651,74,class
4,0.5634393121344341,74,class
8,0.5618103299292324,74,class
1,0.6182605488764026,75,class
2,0.6169361587196953,75,class
4,0.6185672763355691,75,class
8,0.6174913545950131,75,class
1,0.6326330215232654,76,class
2,0.6323864705297633,76,class
4,0.6310711499827354,76,class
8,0.6292914456268115,76,class
1,0.6070144260113772,77,class
2,0.6051333471973716,77,class
4,0.6069199552339797,77,class
8,0.6067420573883988,77,class
1,0.57260642872838,78,class
2,0.5670838704558216,78,class
4,0.5670679643057692,78,class
8,0.5655445807305564,78,class
1,0.6204881937686816,79,class
2,0.6181554119450461,79,class
4,0.6198506734086002,79,class
8,0.6191676694115719,79,class
1,0.6211468035980231,8,class
2,0.6130300300300301,8,class
4,0.6102138462504316,8,class
8,0.6058429335258604,8,class
1,0.6268517703243313,80,class
2,0.6242297480407236,80,class
4,0.6226617658599366,80,class
8,0.6176624625496577,80,class
1,0.5964497276021666,81,class
2,0.5902674303223083,81,class
4,0.5881094421948081,81,class
8,0.5863032352910402,81,class
1,0.603574025244757,82,class
2,0.5967850328551548,82,class
4,0.5944827615071517,82,class
8,0.5918379145696219,82,class
1,0.6039467686327442,83,class
2,0.5975687704254777,83,class
4,0.5952739106702521,83,class
8,0.5910519007683642,83,class
1,0.598731286164213,84,class
2,0.5942029093553484,84,class
4,0.5917738670726476,84,class
8,0.5884508855545441,84,class
1,0.5915083345540663,85,class
2,0.5910715580563142,85,class
4,0.5914230929535808,85,class
8,0.5895182961707351,85,class
1,0.5605515214692044,86,class
2,0.5582007076763175,86,class
4,0.5561220676251164,86,class
8,0.5526875028338443,86,class
1,0.6535631275875179,87,class
2,0.6556057926393293,87,class
4,0.6554304212749335,87,class
8,0.6512947259105796,87,class
1,0.5892894444967616,88,class
2,0.5895942401460694,88,class
4,0.5932212456358797,88,class
8,0.5920995333312407,88,class
1,0.6223224975846927,89,class
2,0.6194898299867813,89,class
4,0.6185806878306879,89,class
8,0.6172483607300681,89,class
1,0.6363050036098816,9,class
2,0.6291482218280999,9,class
4,0.6287288752166801,9,class
8,0.626411445417543,9,class
1,0.589264213255067,90,class
2,0.5900351623400404,90,class
4,0.5901597433670605,90,class
8,0.5876164744884257,90,class
1,0.5945822058992791,91,class
2,0.5914361447684618,91,class
4,0.5928717210241601,91,class
8,0.5933873141434117,91,class
1,0.5692815031930886,92,class
2,0.5695968097888829,92,class
4,0.5700390922281167,92,class
8,0.5694482265366412,92,class
1,0.6007421772818115,93,class
2,0.5967825979289394,93,class
4,0.5965345144796365,93,class
8,0.594729332555552,93,class
1,0.6254090828633512,94,class
2,0.6271323488122269,94,class
4,0.6291439191805046,94,class
8,0.6273720767806134,94,class
1,0.6454582661930223,95,class
2,0.6444517662261565,95,class
4,0.6441434539940638,95,class
8,0.642502126691151,95,class
1,0.6254721986795158,96,class
2,0.6287565426925183,96,class
4,0.6293928152891568,96,class
8,0.6273158445902348,96,class
1,0.6012693686718077,97,class
2,0.6019858447297471,97,class
4,0.6045182905030466,97,class
8,0.6038860262701726,97,class
1,0.5949925988706477,98,class
2,0.5919816815944865,98,class
4,0.5928677706452097,98,class
8,0.5909178673446966,98,class
1,0.6077556990788698,99,class
2,0.6117205567937275,99,class
4,0.6159795261289164,99,class
8,0.6166869683272123,99,class
