sigma,C,AUC,seed,level
0.1,100,0.49701899155252816,100,asv
1,1e-4,0.5,100,asv
1,0.001,0.5,100,asv
1,0.01,0.5,100,asv
1,0.1,0.5,100,asv
1,1,0.5,100,asv
1,10,0.5,100,asv
1,100,0.5,100,asv
1e-7,1e-4,0.6354807690966228,11,asv
1e-7,0.001,0.6350966890235183,11,asv
1e-7,0.01,0.635327333430992,11,asv
1e-7,0.1,0.6350541229382692,11,asv
1e-7,1,0.6352847525225574,11,asv
1e-7,10,0.6298457359798824,11,asv
1e-7,100,0.6276453509258387,11,asv
1e-6,1e-4,0.6352687644090084,11,asv
1e-6,0.001,0.6353028725589701,11,asv
1e-6,0.01,0.6353549054280762,11,asv
1e-6,0.1,0.6352358403699867,11,asv
1e-6,1,0.6296363393009734,11,asv
1e-6,10,0.6285133835926519,11,asv
1e-6,100,0.6284324402800012,11,asv
1e-5,1e-4,0.6340855018781848,11,asv
1e-5,0.001,0.6340855018781848,11,asv
1e-5,0.01,0.634101919864115,11,asv
1e-5,0.1,0.6284225785018468,11,asv
1e-5,1,0.6265383109590427,11,asv
1e-5,10,0.6272077556650727,11,asv
1e-5,100,0.61830866755257,11,asv
1e-4,1e-4,0.6273119957937031,11,asv
1e-4,0.001,0.6272391171659465,11,asv
1e-4,0.01,0.6202140651104066,11,asv
1e-4,0.1,0.6176612309173285,11,asv
1e-4,1,0.6174672425038279,11,asv
1e-4,10,0.6161499966865821,11,asv
1e-4,100,0.5533405809991175,11,asv
0.001,1e-4,0.5926709536191244,11,asv
0.001,0.001,0.591053223955663,11,asv
0.001,0.01,0.5936147192488656,11,asv
0.001,0.1,0.5964027154332032,11,asv
0.001,1,0.6001378591134688,11,asv
0.001,10,0.5567749840432767,11,asv
0.001,100,0.5570805265195509,11,asv
0.01,1e-4,0.5088401515627126,11,asv
0.01,0.001,0.5143140091310823,11,asv
0.01,0.01,0.5070553135888501,11,asv
0.01,0.1,0.504798038456575,11,asv
0.01,1,0.5053378430695504,11,asv
0.01,10,0.5052119916083331,11,asv
0.01,100,0.5043587986941646,11,asv
0.1,1e-4,0.4988825807514832,11,asv
0.1,0.001,0.5009373410867313,11,asv
0.1,0.01,0.47824416315269974,11,asv
0.1,0.1,0.47794475137158066,11,asv
0.1,1,0.4827814072783585,11,asv
0.1,10,0.48341361352641843,11,asv
0.1,100,0.48591001628806507,11,asv
1,1e-4,0.5,11,asv
1,0.001,0.5,11,asv
1,0.01,0.5,11,asv
1,0.1,0.5,11,asv
1,1,0.5,11,asv
1,10,0.5,11,asv
1,100,0.5,11,asv
1e-7,1e-4,0.6369808157460597,12,asv
1e-7,0.001,0.636896925671316,12,asv
1e-7,0.01,0.6370678457202847,12,asv
1e-7,0.1,0.6368646730354047,12,asv
1e-7,1,0.6369509928046514,12,asv
1e-7,10,0.6371323509921071,12,asv
1e-7,100,0.6375359941823356,12,asv
1e-6,1e-4,0.6366874723155211,12,asv
1e-6,0.001,0.6365720467854614,12,asv
1e-6,0.01,0.6342403021488388,12,asv
1e-6,0.1,0.6366130119666705,12,asv
1e-6,1,0.637100242228291,12,asv
1e-6,10,0.6374975053450663,12,asv
1e-6,100,0.6375278065521968,12,asv
1e-5,1e-4,0.6349045447886912,12,asv
1e-5,0.001,0.6358013344354808,12,asv
1e-5,0.01,0.6357631385741142,12,asv
1e-5,0.1,0.6356553461126632,12,asv
1e-5,1,0.6371483905508296,12,asv
1e-5,10,0.6357921030786885,12,asv
1e-5,100,0.6350968067370506,12,asv
1e-4,1e-4,0.6318139358871067,12,asv
1e-4,0.001,0.631958682550146,12,asv
1e-4,0.01,0.6318965542197249,12,asv
1e-4,0.1,0.6326992419248517,12,asv
1e-4,1,0.6327125365783902,12,asv
1e-4,10,0.6313546246595028,12,asv
1e-4,100,0.572155249325981,12,asv
0.001,1e-4,0.5988736824803899,12,asv
0.001,0.001,0.6003596283565796,12,asv
0.001,0.01,0.6065422003013466,12,asv
0.001,0.1,0.6036201868244552,12,asv
0.001,1,0.61097191485911,12,asv
0.001,10,0.582149986659133,12,asv
0.001,100,0.5824308825375899,12,asv
0.01,1e-4,0.5239372203213667,12,asv
0.01,0.001,0.5149400955833883,12,asv
0.01,0.01,0.5257363901357804,12,asv
0.01,0.1,0.5253995663782249,12,asv
0.01,1,0.5258351574571087,12,asv
0.01,10,0.5230085015328918,12,asv
0.01,100,0.5220865748152334,12,asv
0.1,1e-4,0.4988300909794812,12,asv
0.1,0.001,0.5051363576119674,12,asv
0.1,0.01,0.48233711542553004,12,asv
0.1,0.1,0.48672689065371993,12,asv
0.1,1,0.48657034560693097,12,asv
0.1,10,0.487448691723082,12,asv
0.1,100,0.48754014772612336,12,asv
1,1e-4,0.5,12,asv
1,0.001,0.5,12,asv
1,0.01,0.5,12,asv
1,0.1,0.5,12,asv
1,1,0.5,12,asv
1,10,0.5,12,asv
1,100,0.5,12,asv
1e-7,1e-4,0.6469358334815652,13,asv
1e-7,0.001,0.6468266594120252,13,asv
1e-7,0.01,0.6469005556078727,13,asv
1e-7,0.1,0.6470197479709675,13,asv
1e-7,1,0.6469011869011869,13,asv
1e-7,10,0.6468512911866571,13,asv
1e-7,100,0.6456973585083341,13,asv
1e-6,1e-4,0.6470158634244,13,asv
1e-6,0.001,0.64709298758689,13,asv
1e-6,0.01,0.6470040920711653,13,asv
1e-6,0.1,0.6470382534102046,13,asv
1e-6,1,0.6468783217014924,13,asv
1e-6,10,0.6456026296331174,13,asv
1e-6,100,0.6456512697366356,13,asv
1e-5,1e-4,0.6465737810981713,13,asv
1e-5,0.001,0.6465943731187633,13,asv
1e-5,0.01,0.6466665724958408,13,asv
1e-5,0.1,0.646376353705622,13,asv
1e-5,1,0.6455474612242905,13,asv
1e-5,10,0.6454393461405656,13,asv
1e-5,100,0.6374140089566919,13,asv
1e-4,1e-4,0.6407125836638032,13,asv
1e-4,0.001,0.6407783890161939,13,asv
1e-4,0.01,0.6398235570064839,13,asv
1e-4,0.1,0.6379283490807881,13,asv
1e-4,1,0.6378997996254094,13,asv
1e-4,10,0.6387916993648701,13,asv
1e-4,100,0.5580751387275777,13,asv
0.001,1e-4,0.6065103021139606,13,asv
0.001,0.001,0.6085637641125446,13,asv
0.001,0.01,0.6148187769651184,13,asv
0.001,0.1,0.6148750658323829,13,asv
0.001,1,0.6255809380809381,13,asv
0.001,10,0.5800793179939522,13,asv
0.001,100,0.5778749071371023,13,asv
0.01,1e-4,0.5463668232692623,13,asv
0.01,0.001,0.5482620551736406,13,asv
0.01,0.01,0.5439382575083794,13,asv
0.01,0.1,0.5428602260797383,13,asv
0.01,1,0.5460906376760035,13,asv
0.01,10,0.549746215727923,13,asv
0.01,100,0.5542966472570131,13,asv
0.1,1e-4,0.49949043860934106,13,asv
0.1,0.001,0.506541717675864,13,asv
0.1,0.01,0.47529017650054234,13,asv
0.1,0.1,0.48249697083843424,13,asv
0.1,1,0.48493696571135597,13,asv
0.1,10,0.4847879652300384,13,asv
0.1,100,0.4838410440056782,13,asv
1,1e-4,0.5,13,asv
1,0.001,0.5,13,asv
1,0.01,0.5,13,asv
1,0.1,0.5,13,asv
1,1,0.5,13,asv
1,10,0.5,13,asv
1,100,0.5,13,asv
1e-7,1e-4,0.6002778872077653,14,asv
1e-7,0.001,0.6002551488771001,14,asv
1e-7,0.01,0.59978203116008,14,asv
1e-7,0.1,0.5970303979938126,14,asv
1e-7,1,0.5996886607862217,14,asv
1e-7,10,0.5995137367332489,14,asv
1e-7,100,0.5996358405443771,14,asv
1e-6,1e-4,0.600546369540272,14,asv
1e-6,0.001,0.6005760438138487,14,asv
1e-6,0.01,0.5971285100431442,14,asv
1e-6,0.1,0.5987009160728674,14,asv
1e-6,1,0.6010958711324565,14,asv
1e-6,10,0.5999740358825725,14,asv
1e-6,100,0.5994919867602795,14,asv
1e-5,1e-4,0.5981520257190989,14,asv
1e-5,0.001,0.5973669549340281,14,asv
1e-5,0.01,0.5987569058605644,14,asv
1e-5,0.1,0.5996956765127497,14,asv
1e-5,1,0.5972327615071518,14,asv
1e-5,10,0.5995075650563455,14,asv
1e-5,100,0.6073658397073032,14,asv
1e-4,1e-4,0.5933463402426817,14,asv
1e-4,0.001,0.5966725723981822,14,asv
1e-4,0.01,0.5973902221036368,14,asv
1e-4,0.1,0.5939976099793173,14,asv
1e-4,1,0.5938664282749648,14,asv
1e-4,10,0.6039076288832387,14,asv
1e-4,100,0.5813038064196601,14,asv
0.001,1e-4,0.5773140195945075,14,asv
0.001,0.001,0.5781853464963221,14,asv
0.001,0.01,0.583129699821773,14,asv
0.001,0.1,0.5806228371228371,14,asv
0.001,1,0.5865316967664529,14,asv
0.001,10,0.5700017077181712,14,asv
0.001,100,0.5640984643179765,14,asv
0.01,1e-4,0.5159689576335917,14,asv
0.01,0.001,0.516957604817361,14,asv
0.01,0.01,0.5227138479943358,14,asv
0.01,0.1,0.5234816013748941,14,asv
0.01,1,0.5231885025269172,14,asv
0.01,10,0.512988493284225,14,asv
0.01,100,0.5175456597712695,14,asv
0.1,1e-4,0.4980481980238078,14,asv
0.1,0.001,0.5022380512045146,14,asv
0.1,0.01,0.4625428952471635,14,asv
0.1,0.1,0.4641838384551799,14,asv
0.1,1,0.4644417849905655,14,asv
0.1,10,0.46365481640176764,14,asv
0.1,100,0.46439828286474627,14,asv
1,1e-4,0.5,14,asv
1,0.001,0.5,14,asv
1,0.01,0.5,14,asv
1,0.1,0.5,14,asv
1,1,0.5,14,asv
1,10,0.5,14,asv
1,100,0.5,14,asv
1e-7,1e-4,0.6236400498930986,15,asv
1e-7,0.001,0.6231477348428568,15,asv
1e-7,0.01,0.6235841738951495,15,asv
1e-7,0.1,0.6234905210088137,15,asv
1e-7,1,0.6238656653168848,15,asv
1e-7,10,0.6278612358002602,15,asv
1e-7,100,0.628893532033776,15,asv
1e-6,1e-4,0.6228240784338346,15,asv
1e-6,0.001,0.6227773138992652,15,asv
1e-6,0.01,0.622813538276953,15,asv
1e-6,0.1,0.6222468234785308,15,asv
1e-6,1,0.6278571097229634,15,asv
1e-6,10,0.6280499846536431,15,asv
1e-6,100,0.6287217731668951,15,asv
1e-5,1e-4,0.6241003590698713,15,asv
1e-5,0.001,0.6241132290827412,15,asv
1e-5,0.01,0.6241180152277713,15,asv
1e-5,0.1,0.6258153763519617,15,asv
1e-5,1,0.6277642311300848,15,asv
1e-5,10,0.6276950356279625,15,asv
1e-5,100,0.6247538784429029,15,asv
1e-4,1e-4,0.6226375957839373,15,asv
1e-4,0.001,0.6217520848374507,15,asv
1e-4,0.01,0.6244535572157524,15,asv
1e-4,0.1,0.6226578677981117,15,asv
1e-4,1,0.6230274473079351,15,asv
1e-4,10,0.6250861471227325,15,asv
1e-4,100,0.5874140848165238,15,asv
0.001,1e-4,0.5964479592833252,15,asv
0.001,0.001,0.5982442730186632,15,asv
0.001,0.01,0.6035064114637285,15,asv
0.001,0.1,0.6035813505142773,15,asv
0.001,1,0.6062497445180373,15,asv
0.001,10,0.5970218049059512,15,asv
0.001,100,0.5957642686240248,15,asv
0.01,1e-4,0.554968721334575,15,asv
0.01,0.001,0.560130672048355,15,asv
0.01,0.01,0.5355618863637156,15,asv
0.01,0.1,0.5358502060422792,15,asv
0.01,1,0.5364094990024868,15,asv
0.01,10,0.5388898885819617,15,asv
0.01,100,0.5410914154572691,15,asv
0.1,1e-4,0.49993430407759676,15,asv
0.1,0.001,0.5050429789545643,15,asv
0.1,0.01,0.46984146908232277,15,asv
0.1,0.1,0.47202314204448353,15,asv
0.1,1,0.4740675300736276,15,asv
0.1,10,0.4759891751507605,15,asv
0.1,100,0.47446881724930506,15,asv
1,1e-4,0.5,15,asv
1,0.001,0.5,15,asv
1,0.01,0.5,15,asv
1,0.1,0.5,15,asv
1,1,0.5,15,asv
1,10,0.5,15,asv
1,100,0.5,15,asv
1e-7,1e-4,0.6129367315922194,16,asv
1e-7,0.001,0.612570288494069,16,asv
1e-7,0.01,0.6126228728728729,16,asv
1e-7,0.1,0.6114783572771377,16,asv
1e-7,1,0.6104354642098545,16,asv
1e-7,10,0.6115782332855504,16,asv
1e-7,100,0.6115379063732722,16,asv
1e-6,1e-4,0.6124008995929727,16,asv
1e-6,0.001,0.6116762520360082,16,asv
1e-6,0.01,0.6123922589837224,16,asv
1e-6,0.1,0.6116265725655969,16,asv
1e-6,1,0.6113184517269883,16,asv
1e-6,10,0.6100429218417024,16,asv
1e-6,100,0.6114764372386323,16,asv
1e-5,1e-4,0.6122616396884689,16,asv
1e-5,0.001,0.6122397606665899,16,asv
1e-5,0.01,0.6123628663506713,16,asv
1e-5,0.1,0.6112589750028774,16,asv
1e-5,1,0.6106365668804693,16,asv
1e-5,10,0.6106335787006518,16,asv
1e-5,100,0.6030835181871768,16,asv
1e-4,1e-4,0.607812042007164,16,asv
1e-4,0.001,0.6078298777871949,16,asv
1e-4,0.01,0.6068607876168852,16,asv
1e-4,0.1,0.6043827050046562,16,asv
1e-4,1,0.6049494721202038,16,asv
1e-4,10,0.602644419681005,16,asv
1e-4,100,0.5648430320564467,16,asv
0.001,1e-4,0.5781233293397927,16,asv
0.001,0.001,0.5797336835964885,16,asv
0.001,0.01,0.5851863008478863,16,asv
0.001,0.1,0.586388183915623,16,asv
0.001,1,0.5864657645450329,16,asv
0.001,10,0.5714825831929491,16,asv
0.001,100,0.5691638698803333,16,asv
0.01,1e-4,0.537361530084091,16,asv
0.01,0.001,0.536137689082811,16,asv
0.01,0.01,0.5414689824842264,16,asv
0.01,0.1,0.5468479616375957,16,asv
0.01,1,0.544114865300841,16,asv
0.01,10,0.5402736512645049,16,asv
0.01,100,0.5439709312971508,16,asv
0.1,1e-4,0.500635562827636,16,asv
0.1,0.001,0.5045371251041982,16,asv
0.1,0.01,0.4753836933623519,16,asv
0.1,0.1,0.47909798605225434,16,asv
0.1,1,0.47847118023947294,16,asv
0.1,10,0.477398966911162,16,asv
0.1,100,0.4778955680419095,16,asv
1,1e-4,0.5,16,asv
1,0.001,0.5,16,asv
1,0.01,0.5,16,asv
1,0.1,0.5,16,asv
1,1,0.5,16,asv
1,10,0.5,16,asv
1,100,0.5,16,asv
1e-7,1e-4,0.6264626660632758,17,asv
1e-7,0.001,0.6264260044016141,17,asv
1e-7,0.01,0.6263903467927858,17,asv
1e-7,0.1,0.6243319600087893,17,asv
1e-7,1,0.6257791293035195,17,asv
1e-7,10,0.6273043906275614,17,asv
1e-7,100,0.6286420026298075,17,asv
1e-6,1e-4,0.626884848262897,17,asv
1e-6,0.001,0.6268181291047145,17,asv
1e-6,0.01,0.626156831047075,17,asv
1e-6,0.1,0.6269140525542964,17,asv
1e-6,1,0.6272188250968739,17,asv
1e-6,10,0.6284171436244607,17,asv
1e-6,100,0.6284317566695615,17,asv
1e-5,1e-4,0.6265535178035178,17,asv
1e-5,0.001,0.6271380675100188,17,asv
1e-5,0.01,0.6270526196928636,17,asv
1e-5,0.1,0.627229626839383,17,asv
1e-5,1,0.6273805024536732,17,asv
1e-5,10,0.6274256992183822,17,asv
1e-5,100,0.6218167209020867,17,asv
1e-4,1e-4,0.62028266070949,17,asv
1e-4,0.001,0.6208392416807051,17,asv
1e-4,0.01,0.6224845690638373,17,asv
1e-4,0.1,0.6214321595114278,17,asv
1e-4,1,0.6213390446195324,17,asv
1e-4,10,0.6204548529365602,17,asv
1e-4,100,0.5856276825606094,17,asv
0.001,1e-4,0.5903803890999013,17,asv
0.001,0.001,0.5916940176238957,17,asv
0.001,0.01,0.5947385674001527,17,asv
0.001,0.1,0.5956440137873065,17,asv
0.001,1,0.6040597099712953,17,asv
0.001,10,0.5834609587810807,17,asv
0.001,100,0.5846789075661027,17,asv
0.01,1e-4,0.5437172477355404,17,asv
0.01,0.001,0.5433961522498107,17,asv
0.01,0.01,0.5488404720051061,17,asv
0.01,0.1,0.5467583480693237,17,asv
0.01,1,0.5487238141887533,17,asv
0.01,10,0.5516848392381929,17,asv
0.01,100,0.550337714892593,17,asv
0.1,1e-4,0.5033964360702166,17,asv
0.1,0.001,0.5063068129104714,17,asv
0.1,0.01,0.4669460876381608,17,asv
0.1,0.1,0.46485868882820103,17,asv
0.1,1,0.46727383829822855,17,asv
0.1,10,0.46728400656754315,17,asv
0.1,100,0.467652732000293,17,asv
1,1e-4,0.5,17,asv
1,0.001,0.5,17,asv
1,0.01,0.5,17,asv
1,0.1,0.5,17,asv
1,1,0.5,17,asv
1,10,0.5,17,asv
1,100,0.5,17,asv
1e-7,1e-4,0.6121921437988511,18,asv
1e-7,0.001,0.6119934150178052,18,asv
1e-7,0.01,0.6124085208902282,18,asv
1e-7,0.1,0.6100031320519126,18,asv
1e-7,1,0.6102612769563989,18,asv
1e-7,10,0.6103296667747887,18,asv
1e-7,100,0.6095779281023184,18,asv
1e-6,1e-4,0.6125779298462225,18,asv
1e-6,0.001,0.6111374274971836,18,asv
1e-6,0.01,0.6105933834531395,18,asv
1e-6,0.1,0.6121149956576786,18,asv
1e-6,1,0.6103679594228375,18,asv
1e-6,10,0.6093698594064447,18,asv
1e-6,100,0.6082184745721331,18,asv
1e-5,1e-4,0.6108199401492085,18,asv
1e-5,0.001,0.610056283635552,18,asv
1e-5,0.01,0.610891158580183,18,asv
1e-5,0.1,0.6083121989585404,18,asv
1e-5,1,0.6055925725376945,18,asv
1e-5,10,0.6079641305068134,18,asv
1e-5,100,0.5894368820039552,18,asv
1e-4,1e-4,0.6059288644044741,18,asv
1e-4,0.001,0.6054219690073349,18,asv
1e-4,0.01,0.605922847063091,18,asv
1e-4,0.1,0.6021804618207057,18,asv
1e-4,1,0.6044314567180421,18,asv
1e-4,10,0.59023753021314,18,asv
1e-4,100,0.5374032883057274,18,asv
0.001,1e-4,0.5764778933986251,18,asv
0.001,0.001,0.5781325096873877,18,asv
0.001,0.01,0.5843368551478307,18,asv
0.001,0.1,0.5837599393818906,18,asv
0.001,1,0.5870024475695208,18,asv
0.001,10,0.5396646895152993,18,asv
0.001,100,0.5372334006480348,18,asv
0.01,1e-4,0.5156914165908069,18,asv
0.01,0.001,0.5093502614112371,18,asv
0.01,0.01,0.5183069524228061,18,asv
0.01,0.1,0.5252328957877739,18,asv
0.01,1,0.5198655497832327,18,asv
0.01,10,0.5183538669331352,18,asv
0.01,100,0.5179613563912344,18,asv
0.1,1e-4,0.5011788020598996,18,asv
0.1,0.001,0.49873528014076796,18,asv
0.1,0.01,0.48739368811320033,18,asv
0.1,0.1,0.49556218849511535,18,asv
0.1,1,0.5018722507350556,18,asv
0.1,10,0.5027278698559187,18,asv
0.1,100,0.5023113431375626,18,asv
1,1e-4,0.5,18,asv
1,0.001,0.5,18,asv
1,0.01,0.5,18,asv
1,0.1,0.5,18,asv
1,1,0.5,18,asv
1,10,0.5,18,asv
1,100,0.5,18,asv
1e-7,1e-4,0.6066139628304262,19,asv
1e-7,0.001,0.6062909015287065,19,asv
1e-7,0.01,0.6064553682602463,19,asv
1e-7,0.1,0.6055846996822607,19,asv
1e-7,1,0.6056061688866567,19,asv
1e-7,10,0.6080280672658721,19,asv
1e-7,100,0.6076599892575503,19,asv
1e-6,1e-4,0.6059728857777639,19,asv
1e-6,0.001,0.6070199241052899,19,asv
1e-6,0.01,0.6062355517538445,19,asv
1e-6,0.1,0.6052290827412778,19,asv
1e-6,1,0.6089006401872256,19,asv
1e-6,10,0.6083854028244272,19,asv
1e-6,100,0.6081323143701193,19,asv
1e-5,1e-4,0.6064205547010425,19,asv
1e-5,0.001,0.6040415694440084,19,asv
1e-5,0.01,0.6048806236550139,19,asv
1e-5,0.1,0.6078812610519928,19,asv
1e-5,1,0.6083266846986359,19,asv
1e-5,10,0.6079287370994688,19,asv
1e-5,100,0.6069193461754437,19,asv
1e-4,1e-4,0.6061156548534598,19,asv
1e-4,0.001,0.6068162692309034,19,asv
1e-4,0.01,0.6102577211357699,19,asv
1e-4,0.1,0.6077851283339089,19,asv
1e-4,1,0.6102063989076184,19,asv
1e-4,10,0.6102225518201128,19,asv
1e-4,100,0.561906716821351,19,asv
0.001,1e-4,0.5944885067994824,19,asv
0.001,0.001,0.5946264705472023,19,asv
0.001,0.01,0.6013026824734142,19,asv
0.001,0.1,0.6006809457541165,19,asv
0.001,1,0.6056569470167031,19,asv
0.001,10,0.5792530047469072,19,asv
0.001,100,0.5800248855126904,19,asv
0.01,1e-4,0.5742201452323403,19,asv
0.01,0.001,0.5753248963248964,19,asv
0.01,0.01,0.5564873702099312,19,asv
0.01,0.1,0.555499675633822,19,asv
0.01,1,0.5574500388890633,19,asv
0.01,10,0.5636867117553094,19,asv
0.01,100,0.5621121731487585,19,asv
0.1,1e-4,0.4994006994799678,19,asv
0.1,0.001,0.5031066968536481,19,asv
0.1,0.01,0.4759718350754936,19,asv
0.1,0.1,0.4748742745358599,19,asv
0.1,1,0.47124575141343433,19,asv
0.1,10,0.4713268577811261,19,asv
0.1,100,0.4700256493427225,19,asv
1,1e-4,0.5,19,asv
1,0.001,0.5,19,asv
1,0.01,0.5,19,asv
1,0.1,0.5,19,asv
1,1,0.5,19,asv
