nrounds,max_depth,eta,gamma,colsample_bytree,min_child_weight,subsample,AUC,seed,level
100,30,1,0,0.8,1,0.4,0.589777465182953,10,order
100,30,1,0,0.8,1,0.5,0.5924270032227349,10,order
100,30,1,0,0.8,1,0.6,0.5987055853763171,10,order
100,30,1,0,0.8,1,0.7,0.6070423960545912,10,order
100,1,0.001,0,0.8,1,0.4,0.6260635086305818,100,order
100,1,0.001,0,0.8,1,0.5,0.6229065847206091,100,order
100,1,0.001,0,0.8,1,0.6,0.6190385149958321,100,order
100,1,0.001,0,0.8,1,0.7,0.6136311703689753,100,order
100,1,0.01,0,0.8,1,0.4,0.6407970487909512,100,order
100,1,0.01,0,0.8,1,0.5,0.6365713605591654,100,order
100,1,0.01,0,0.8,1,0.6,0.6331336044232386,100,order
100,1,0.01,0,0.8,1,0.7,0.6305285690743008,100,order
100,1,0.1,0,0.8,1,0.4,0.6794639630920118,100,order
100,1,0.1,0,0.8,1,0.5,0.6844430746077088,100,order
100,1,0.1,0,0.8,1,0.6,0.6889822453115136,100,order
100,1,0.1,0,0.8,1,0.7,0.6923610082207643,100,order
100,1,1,0,0.8,1,0.4,0.6148808451308452,100,order
100,1,1,0,0.8,1,0.5,0.6260222757600806,100,order
100,1,1,0,0.8,1,0.6,0.6371459081032251,100,order
100,1,1,0,0.8,1,0.7,0.6428884520408911,100,order
100,2,0.001,0,0.8,1,0.4,0.6594341449463401,100,order
100,2,0.001,0,0.8,1,0.5,0.657369365445585,100,order
100,2,0.001,0,0.8,1,0.6,0.6523658985640693,100,order
100,2,0.001,0,0.8,1,0.7,0.6476934983764252,100,order
100,2,0.01,0,0.8,1,0.4,0.6694497058033644,100,order
100,2,0.01,0,0.8,1,0.5,0.6680315925681779,100,order
100,2,0.01,0,0.8,1,0.6,0.6665175140297092,100,order
100,2,0.01,0,0.8,1,0.7,0.6622945462884487,100,order
100,2,0.1,0,0.8,1,0.4,0.6793913251230325,100,order
100,2,0.1,0,0.8,1,0.5,0.6831436052777516,100,order
100,2,0.1,0,0.8,1,0.6,0.687499656450876,100,order
100,2,0.1,0,0.8,1,0.7,0.6886350339886925,100,order
100,2,1,0,0.8,1,0.4,0.6099490339642779,100,order
100,2,1,0,0.8,1,0.5,0.6226411952021708,100,order
100,2,1,0,0.8,1,0.6,0.6334534220631781,100,order
100,2,1,0,0.8,1,0.7,0.6401283347807738,100,order
100,4,0.001,0,0.8,1,0.4,0.6706601549284477,100,order
100,4,0.001,0,0.8,1,0.5,0.6695664000237171,100,order
100,4,0.001,0,0.8,1,0.6,0.6675753340448463,100,order
100,4,0.001,0,0.8,1,0.7,0.6651058610875684,100,order
100,4,0.01,0,0.8,1,0.4,0.6754668370461053,100,order
100,4,0.01,0,0.8,1,0.5,0.677563805966245,100,order
100,4,0.01,0,0.8,1,0.6,0.6759867018586531,100,order
100,4,0.01,0,0.8,1,0.7,0.6739607272778004,100,order
100,4,0.1,0,0.8,1,0.4,0.6696829599634477,100,order
100,4,0.1,0,0.8,1,0.5,0.6708056122324415,100,order
100,4,0.1,0,0.8,1,0.6,0.6731677400396913,100,order
100,4,0.1,0,0.8,1,0.7,0.6757262236103699,100,order
100,4,1,0,0.8,1,0.4,0.6067895482590605,100,order
100,4,1,0,0.8,1,0.5,0.6159097172084977,100,order
100,4,1,0,0.8,1,0.6,0.6287604869678041,100,order
100,4,1,0,0.8,1,0.7,0.6297461974169292,100,order
100,8,0.001,0,0.8,1,0.4,0.6694385160421746,100,order
100,8,0.001,0,0.8,1,0.5,0.6689601169113364,100,order
100,8,0.001,0,0.8,1,0.6,0.6657253054448177,100,order
100,8,0.001,0,0.8,1,0.7,0.6626316752292362,100,order
100,8,0.01,0,0.8,1,0.4,0.6725207315329267,100,order
100,8,0.01,0,0.8,1,0.5,0.6751179960448254,100,order
100,8,0.01,0,0.8,1,0.6,0.6719730436010923,100,order
100,8,0.01,0,0.8,1,0.7,0.668393237313969,100,order
100,8,0.1,0,0.8,1,0.4,0.6677633408669994,100,order
100,8,0.1,0,0.8,1,0.5,0.6717658032597057,100,order
100,8,0.1,0,0.8,1,0.6,0.6702511283060064,100,order
100,8,0.1,0,0.8,1,0.7,0.6697228168935486,100,order
100,8,1,0,0.8,1,0.4,0.6086261012754915,100,order
100,8,1,0,0.8,1,0.5,0.6173526871819555,100,order
100,8,1,0,0.8,1,0.6,0.6248708028586077,100,order
100,8,1,0,0.8,1,0.7,0.627907823328555,100,order
100,16,0.001,0,0.8,1,0.4,0.6678461989864429,100,order
100,16,0.001,0,0.8,1,0.5,0.668567694872573,100,order
100,16,0.001,0,0.8,1,0.6,0.6660430936162643,100,order
100,16,0.001,0,0.8,1,0.7,0.6630633150572175,100,order
100,16,0.01,0,0.8,1,0.4,0.6726679510520974,100,order
100,16,0.01,0,0.8,1,0.5,0.6738683195390512,100,order
100,16,0.01,0,0.8,1,0.6,0.6715641730580755,100,order
100,16,0.01,0,0.8,1,0.7,0.6689100572698133,100,order
100,16,0.1,0,0.8,1,0.4,0.6641983167836827,100,order
100,16,0.1,0,0.8,1,0.5,0.6680237362798338,100,order
100,16,0.1,0,0.8,1,0.6,0.6715100318088123,100,order
100,16,0.1,0,0.8,1,0.7,0.670018580427117,100,order
100,16,1,0,0.8,1,0.4,0.6086164125798272,100,order
100,16,1,0,0.8,1,0.5,0.6170351946022677,100,order
100,16,1,0,0.8,1,0.6,0.6228781037134695,100,order
100,16,1,0,0.8,1,0.7,0.6300566149773467,100,order
100,30,0.001,0,0.8,1,0.4,0.6695691449289011,100,order
100,30,0.001,0,0.8,1,0.5,0.6692737676701092,100,order
100,30,0.001,0,0.8,1,0.6,0.6645942030881056,100,order
100,30,0.001,0,0.8,1,0.7,0.6622581789106179,100,order
100,30,0.01,0,0.8,1,0.4,0.6738498271790955,100,order
100,30,0.01,0,0.8,1,0.5,0.6742506408847873,100,order
100,30,0.01,0,0.8,1,0.6,0.67221081883277,100,order
100,30,0.01,0,0.8,1,0.7,0.6685586544732887,100,order
100,30,0.1,0,0.8,1,0.4,0.6671456909871544,100,order
100,30,0.1,0,0.8,1,0.5,0.6683241377265767,100,order
100,30,0.1,0,0.8,1,0.6,0.6693919442090174,100,order
100,30,0.1,0,0.8,1,0.7,0.670077381388357,100,order
100,30,1,0,0.8,1,0.4,0.6088265608814389,100,order
100,30,1,0,0.8,1,0.5,0.6135345493577201,100,order
100,30,1,0,0.8,1,0.6,0.6245874262764507,100,order
100,30,1,0,0.8,1,0.7,0.6299965069599216,100,order
100,1,0.001,0,0.8,1,0.4,0.5815989761538543,11,order
100,1,0.001,0,0.8,1,0.5,0.5768274245499855,11,order
100,1,0.001,0,0.8,1,0.6,0.5682042185914137,11,order
100,1,0.001,0,0.8,1,0.7,0.5604337586715635,11,order
100,1,0.01,0,0.8,1,0.4,0.5944416079842909,11,order
100,1,0.01,0,0.8,1,0.5,0.5874701822903042,11,order
100,1,0.01,0,0.8,1,0.6,0.5810264790051376,11,order
100,1,0.01,0,0.8,1,0.7,0.5731048609585195,11,order
100,1,0.1,0,0.8,1,0.4,0.6212158081426374,11,order
100,1,0.1,0,0.8,1,0.5,0.6213768611817393,11,order
100,1,0.1,0,0.8,1,0.6,0.6229868561941733,11,order
100,1,0.1,0,0.8,1,0.7,0.6222024890744403,11,order
100,1,1,0,0.8,1,0.4,0.5676808454796259,11,order
100,1,1,0,0.8,1,0.5,0.5757584213132994,11,order
100,1,1,0,0.8,1,0.6,0.5753990793929818,11,order
100,1,1,0,0.8,1,0.7,0.5838127491603101,11,order
100,2,0.001,0,0.8,1,0.4,0.6073917672027428,11,order
100,2,0.001,0,0.8,1,0.5,0.6016547693163546,11,order
100,2,0.001,0,0.8,1,0.6,0.5939697942716236,11,order
100,2,0.001,0,0.8,1,0.7,0.5853583269680831,11,order
100,2,0.01,0,0.8,1,0.4,0.6156334191334192,11,order
100,2,0.01,0,0.8,1,0.5,0.6111750051445174,11,order
100,2,0.01,0,0.8,1,0.6,0.6055916125184418,11,order
100,2,0.01,0,0.8,1,0.7,0.6001904892697576,11,order
100,2,0.1,0,0.8,1,0.4,0.623689397585739,11,order
100,2,0.1,0,0.8,1,0.5,0.6251913402949988,11,order
100,2,0.1,0,0.8,1,0.6,0.6253087006867495,11,order
100,2,0.1,0,0.8,1,0.7,0.6281951585732074,11,order
100,2,1,0,0.8,1,0.4,0.5730038400770108,11,order
100,2,1,0,0.8,1,0.5,0.5759086006738445,11,order
100,2,1,0,0.8,1,0.6,0.5846532987691524,11,order
100,2,1,0,0.8,1,0.7,0.5884809792370768,11,order
100,4,0.001,0,0.8,1,0.4,0.6200355377154158,11,order
100,4,0.001,0,0.8,1,0.5,0.616311974866853,11,order
100,4,0.001,0,0.8,1,0.6,0.6121054408066603,11,order
100,4,0.001,0,0.8,1,0.7,0.6078932817835256,11,order
100,4,0.01,0,0.8,1,0.4,0.6214790871010383,11,order
100,4,0.01,0,0.8,1,0.5,0.6205161537844465,11,order
100,4,0.01,0,0.8,1,0.6,0.6204424328509694,11,order
100,4,0.01,0,0.8,1,0.7,0.6159853590524322,11,order
100,4,0.1,0,0.8,1,0.4,0.6201853665512203,11,order
100,4,0.1,0,0.8,1,0.5,0.6220788628349604,11,order
100,4,0.1,0,0.8,1,0.6,0.62335065248175,11,order
100,4,0.1,0,0.8,1,0.7,0.6224925081876301,11,order
100,4,1,0,0.8,1,0.4,0.5734280438975561,11,order
100,4,1,0,0.8,1,0.5,0.5791980089845944,11,order
100,4,1,0,0.8,1,0.6,0.5852737293042171,11,order
100,4,1,0,0.8,1,0.7,0.5919225636786613,11,order
100,8,0.001,0,0.8,1,0.4,0.6177042164115335,11,order
100,8,0.001,0,0.8,1,0.5,0.61622941669892894,11,order
100,8,0.001,0,0.8,1,0.6,0.6146078936078936,11,order
100,8,0.001,0,0.8,1,0.7,0.6119936059753133,11,order
100,8,0.01,0,0.8,1,0.4,0.6199260645663085,11,order
100,8,0.01,0,0.8,1,0.5,0.6213093502910576,11,order
100,8,0.01,0,0.8,1,0.6,0.6205175218772779,11,order
100,8,0.01,0,0.8,1,0.7,0.6171495886130033,11,order
100,8,0.1,0,0.8,1,0.4,0.6163698899247679,11,order
100,8,0.1,0,0.8,1,0.5,0.6178784306955039,11,order
100,8,0.1,0,0.8,1,0.6,0.6176111625562846,11,order
100,8,0.1,0,0.8,1,0.7,0.6181399980119492,11,order
100,8,1,0,0.8,1,0.4,0.5700693419900738,11,order
100,8,1,0,0.8,1,0.5,0.5816446490044052,11,order
100,8,1,0,0.8,1,0.6,0.5843801920387286,11,order
100,8,1,0,0.8,1,0.7,0.5870543409262922,11,order
100,16,0.001,0,0.8,1,0.4,0.6187058382424236,11,order
100,16,0.001,0,0.8,1,0.5,0.6163715440178855,11,order
100,16,0.001,0,0.8,1,0.6,0.6152660081684472,11,order
100,16,0.001,0,0.8,1,0.7,0.6114623307976966,11,order
100,16,0.01,0,0.8,1,0.4,0.6215405326929717,11,order
100,16,0.01,0,0.8,1,0.5,0.6211192368326515,11,order
100,16,0.01,0,0.8,1,0.6,0.6177784208424453,11,order
100,16,0.01,0,0.8,1,0.7,0.6165404638087565,11,order
100,16,0.1,0,0.8,1,0.4,0.6165945588445588,11,order
100,16,0.1,0,0.8,1,0.5,0.617865361877557,11,order
100,16,0.1,0,0.8,1,0.6,0.6203139698932382,11,order
100,16,0.1,0,0.8,1,0.7,0.6183213056261837,11,order
100,16,1,0,0.8,1,0.4,0.5667641247519296,11,order
100,16,1,0,0.8,1,0.5,0.5739929999686098,11,order
100,16,1,0,0.8,1,0.6,0.5827308615235445,11,order
100,16,1,0,0.8,1,0.7,0.5874070350838644,11,order
100,30,0.001,0,0.8,1,0.4,0.6190381566235225,11,order
100,30,0.001,0,0.8,1,0.5,0.6189294050147709,11,order
100,30,0.001,0,0.8,1,0.6,0.6147001295720808,11,order
100,30,0.001,0,0.8,1,0.7,0.6106554886768302,11,order
100,30,0.01,0,0.8,1,0.4,0.6209040713187055,11,order
100,30,0.01,0,0.8,1,0.5,0.621907698639406,11,order
100,30,0.01,0,0.8,1,0.6,0.6193581351386229,11,order
100,30,0.01,0,0.8,1,0.7,0.6156803641620715,11,order
100,30,0.1,0,0.8,1,0.4,0.6157008288776582,11,order
100,30,0.1,0,0.8,1,0.5,0.6183080868324771,11,order
100,30,0.1,0,0.8,1,0.6,0.6197947259105796,11,order
100,30,0.1,0,0.8,1,0.7,0.616533880570466,11,order
100,30,1,0,0.8,1,0.4,0.5745405902418098,11,order
100,30,1,0,0.8,1,0.5,0.5799163327090157,11,order
100,30,1,0,0.8,1,0.6,0.5854922832239905,11,order
100,30,1,0,0.8,1,0.7,0.5870903612671905,11,order
100,1,0.001,0,0.8,1,0.4,0.6210930141814288,12,order
100,1,0.001,0,0.8,1,0.5,0.6167724370712175,12,order
100,1,0.001,0,0.8,1,0.6,0.6147232633330194,12,order
100,1,0.001,0,0.8,1,0.7,0.6119428457202848,12,order
100,1,0.01,0,0.8,1,0.4,0.6286058523680474,12,order
100,1,0.01,0,0.8,1,0.5,0.6278967081192691,12,order
100,1,0.01,0,0.8,1,0.6,0.6247121564072784,12,order
100,1,0.01,0,0.8,1,0.7,0.6200914411798558,12,order
100,1,0.1,0,0.8,1,0.4,0.6569747037978745,12,order
100,1,0.1,0,0.8,1,0.5,0.6547099861185227,12,order
100,1,0.1,0,0.8,1,0.6,0.6532703051483539,12,order
100,1,0.1,0,0.8,1,0.7,0.6528101324320836,12,order
100,1,1,0,0.8,1,0.4,0.5912266203485715,12,order
100,1,1,0,0.8,1,0.5,0.5981449184376014,12,order
100,1,1,0,0.8,1,0.6,0.6010226707543781,12,order
100,1,1,0,0.8,1,0.7,0.6110049274012689,12,order
100,2,0.001,0,0.8,1,0.4,0.649472114972115,12,order
100,2,0.001,0,0.8,1,0.5,0.6451212318590367,12,order
100,2,0.001,0,0.8,1,0.6,0.6417153643190229,12,order
100,2,0.001,0,0.8,1,0.7,0.6367665082329717,12,order
100,2,0.01,0,0.8,1,0.4,0.6555568870263992,12,order
100,2,0.01,0,0.8,1,0.5,0.6520347307237552,12,order
100,2,0.01,0,0.8,1,0.6,0.6488616839836352,12,order
100,2,0.01,0,0.8,1,0.7,0.6430691737033201,12,order
100,2,0.1,0,0.8,1,0.4,0.6595206234108674,12,order
100,2,0.1,0,0.8,1,0.5,0.6641184233013502,12,order
100,2,0.1,0,0.8,1,0.6,0.6624468928859173,12,order
100,2,0.1,0,0.8,1,0.7,0.6617984561216269,12,order
100,2,1,0,0.8,1,0.4,0.5929388255851671,12,order
100,2,1,0,0.8,1,0.5,0.6012911012057354,12,order
100,2,1,0,0.8,1,0.6,0.6108671467634882,12,order
100,2,1,0,0.8,1,0.7,0.6219926668829108,12,order
100,4,0.001,0,0.8,1,0.4,0.6616712339517218,12,order
100,4,0.001,0,0.8,1,0.5,0.6620477934380373,12,order
100,4,0.001,0,0.8,1,0.6,0.6585666119080753,12,order
100,4,0.001,0,0.8,1,0.7,0.6547887486789926,12,order
100,4,0.01,0,0.8,1,0.4,0.6638994708994709,12,order
100,4,0.01,0,0.8,1,0.5,0.663921131933327,12,order
100,4,0.01,0,0.8,1,0.6,0.6628933306128428,12,order
100,4,0.01,0,0.8,1,0.7,0.6605835181871768,12,order
