sigma,C,AUC,seed,level
0.001,1,0.6036259412722828,100,order
0.001,10,0.6068104236640822,100,order
0.001,100,0.602575540697492,100,order
0.01,1e-4,0.5863656722925016,100,order
0.01,0.001,0.587675811700202,100,order
0.01,0.01,0.5914009139801822,100,order
0.01,0.1,0.5894265022862584,100,order
0.01,1,0.5914916929124246,100,order
0.01,10,0.5908449363998145,100,order
0.01,100,0.540832109984549,100,order
0.1,1e-4,0.5885099982386568,100,order
0.1,0.001,0.5919362158325573,100,order
0.1,0.01,0.5945189178725764,100,order
0.1,0.1,0.5927655848357068,100,order
0.1,1,0.5868211534705438,100,order
0.1,10,0.5368681220419025,100,order
0.1,100,0.5502459362672777,100,order
1,1e-4,0.5257075860703909,100,order
1,0.001,0.5232642128190909,100,order
1,0.01,0.5321580317251049,100,order
1,0.1,0.5291537600318088,100,order
1,1,0.5361511337121093,100,order
1,10,0.5358639052815882,100,order
1,100,0.540534167442704,100,order
1e-7,1e-4,0.5857248402583769,11,order
1e-7,0.001,0.5855223520558887,11,order
1e-7,0.01,0.5830176587737563,11,order
1e-7,0.1,0.572915086689477,11,order
1e-7,1,0.5719134648585869,11,order
1e-7,10,0.5762104761555981,11,order
1e-7,100,0.5798614982578397,11,order
1e-6,1e-4,0.5849634346890444,11,order
1e-6,0.001,0.5827984038045013,11,order
1e-6,0.01,0.5770259789406131,11,order
1e-6,0.1,0.5751087237062847,11,order
1e-6,1,0.5738156021875535,11,order
1e-6,10,0.5796120571791303,11,order
1e-6,100,0.5818875861924643,11,order
1e-5,1e-4,0.585296483765996,11,order
1e-5,0.001,0.5757264102081175,11,order
1e-5,0.01,0.5755670077743249,11,order
1e-5,0.1,0.5726802133143597,11,order
1e-5,1,0.5764623386452655,11,order
1e-5,10,0.5805541953102928,11,order
1e-5,100,0.5726123885209251,11,order
1e-4,1e-4,0.5729781331854502,11,order
1e-4,0.001,0.5713002654222167,11,order
1e-4,0.01,0.5747758926173561,11,order
1e-4,0.1,0.5829020021763924,11,order
1e-4,1,0.578859394237443,11,order
1e-4,10,0.5755329266548779,11,order
1e-4,100,0.5672878871903262,11,order
0.001,1e-4,0.5554069653276971,11,order
0.001,0.001,0.5620971677252166,11,order
0.001,0.01,0.5601545404289306,11,order
0.001,0.1,0.5678038221147977,11,order
0.001,1,0.5676849785325395,11,order
0.001,10,0.558749990408527,11,order
0.001,100,0.5494279209523112,11,order
0.01,1e-4,0.5308080711373394,11,order
0.01,0.001,0.5286327939437696,11,order
0.01,0.01,0.5246356635381025,11,order
0.01,0.1,0.5317067354811257,11,order
0.01,1,0.5386227813179033,11,order
0.01,10,0.5058541991468821,11,order
0.01,100,0.48090438173365,11,order
0.1,1e-4,0.5117848641324251,11,order
0.1,0.001,0.5073031232451964,11,order
0.1,0.01,0.510034948711778,11,order
0.1,0.1,0.5051163205888816,11,order
0.1,1,0.5186585745152819,11,order
0.1,10,0.5367232428421452,11,order
0.1,100,0.553443686718077,11,order
1,1e-4,0.5086004562925295,11,order
1,0.001,0.5104038986721914,11,order
1,0.01,0.5002135519666008,11,order
1,0.1,0.5050943805303562,11,order
1,1,0.506053376983255,11,order
1,10,0.5359853664640251,11,order
1,100,0.534606848573312,11,order
1e-7,1e-4,0.6065543840879207,12,order
1e-7,0.001,0.6056516023863585,12,order
1e-7,0.01,0.6063016256674794,12,order
1e-7,0.1,0.6063012376487986,12,order
1e-7,1,0.6046051251600032,12,order
1e-7,10,0.6053670299219079,12,order
1e-7,100,0.6062328504462651,12,order
1e-6,1e-4,0.6058500783012978,12,order
1e-6,0.001,0.6055889984060716,12,order
1e-6,0.01,0.605397450586475,12,order
1e-6,0.1,0.604694116590458,12,order
1e-6,1,0.6040649438637243,12,order
1e-6,10,0.6069745189440311,12,order
1e-6,100,0.6044830919769945,12,order
1e-5,1e-4,0.6056265804131657,12,order
1e-5,0.001,0.6047555316640683,12,order
1e-5,0.01,0.6019826533850924,12,order
1e-5,0.1,0.6041912112460893,12,order
1e-5,1,0.6062238257421184,12,order
1e-5,10,0.6056390275292715,12,order
1e-5,100,0.599573795921357,12,order
1e-4,1e-4,0.6020824779483316,12,order
1e-4,0.001,0.6001300377032084,12,order
1e-4,0.01,0.6029449048351487,12,order
1e-4,0.1,0.6034954885198788,12,order
1e-4,1,0.6055082826729168,12,order
1e-4,10,0.5982082012325914,12,order
1e-4,100,0.5857762169835341,12,order
0.001,1e-4,0.5901714501958405,12,order
0.001,0.001,0.5871929839246912,12,order
0.001,0.01,0.5914189171750147,12,order
0.001,0.1,0.589915153829788,12,order
0.001,1,0.590810430639699,12,order
0.001,10,0.5809754214144458,12,order
0.001,100,0.5655861139885531,12,order
0.01,1e-4,0.5593171211280967,12,order
0.01,0.001,0.5547273588919931,12,order
0.01,0.01,0.5546640630177215,12,order
0.01,0.1,0.5566978415697929,12,order
0.01,1,0.5600891972111485,12,order
0.01,10,0.5425147202952081,12,order
0.01,100,0.5085440675867505,12,order
0.1,1e-4,0.5804282941478064,12,order
0.1,0.001,0.5810245506830872,12,order
0.1,0.01,0.5723023458999069,12,order
0.1,0.1,0.5789601971309288,12,order
0.1,1,0.5777803722712259,12,order
0.1,10,0.5491624991716455,12,order
0.1,100,0.5406090554840555,12,order
1,1e-4,0.4909399961808498,12,order
1,0.001,0.49663157364681754,12,order
1,0.01,0.4930220817507403,12,order
1,0.1,0.49206998592669327,12,order
1,1,0.49073668616351546,12,order
1,10,0.5007310995664654,12,order
1,100,0.498459721917039,12,order
1e-7,1e-4,0.587286436698022,13,order
1e-7,0.001,0.5877645254139157,13,order
1e-7,0.01,0.5875494989763282,13,order
1e-7,0.1,0.5853798179712814,13,order
1e-7,1,0.5862256088841454,13,order
1e-7,10,0.5872886719472086,13,order
1e-7,100,0.5871267757304343,13,order
1e-6,1e-4,0.5879378019134117,13,order
1e-6,0.001,0.5866023802548193,13,order
1e-6,0.01,0.5875467688943299,13,order
1e-6,0.1,0.5826698527796089,13,order
1e-6,1,0.5869218687328444,13,order
1e-6,10,0.5868345087247526,13,order
1e-6,100,0.587304872817068,13,order
1e-5,1e-4,0.5874640720860234,13,order
1e-5,0.001,0.5870374677813702,13,order
1e-5,0.01,0.5873653313592339,13,order
1e-5,0.1,0.5860886164910555,13,order
1e-5,1,0.5871069091739823,13,order
1e-5,10,0.5881958116653239,13,order
1e-5,100,0.5824546759302857,13,order
1e-4,1e-4,0.5855239167739168,13,order
1e-4,0.001,0.5863133490633491,13,order
1e-4,0.01,0.5842243314743315,13,order
1e-4,0.1,0.5851408969945555,13,order
1e-4,1,0.5862416719855744,13,order
1e-4,10,0.580708282324136,13,order
1e-4,100,0.5678750335701556,13,order
0.001,1e-4,0.5814947386410801,13,order
0.001,0.001,0.5825553846529457,13,order
0.001,0.01,0.5817928599331038,13,order
0.001,0.1,0.5819143882558517,13,order
0.001,1,0.5793927167585704,13,order
0.001,10,0.5675159305647111,13,order
0.001,100,0.5591991390345049,13,order
0.01,1e-4,0.5888926565938761,13,order
0.01,0.001,0.5891512374744082,13,order
0.01,0.01,0.5885035715157666,13,order
0.01,0.1,0.5888234907381249,13,order
0.01,1,0.5735241391217001,13,order
0.01,10,0.5530682816963305,13,order
0.01,100,0.5060364039998186,13,order
0.1,1e-4,0.585287292954976,13,order
0.1,0.001,0.5820701568293032,13,order
0.1,0.01,0.5780718091785165,13,order
0.1,0.1,0.5803880757935637,13,order
0.1,1,0.573139338380192,13,order
0.1,10,0.5386617824270263,13,order
0.1,100,0.5476256400128351,13,order
1,1e-4,0.5087316903140074,13,order
1,0.001,0.5085448475478963,13,order
1,0.01,0.514704355051916,13,order
1,0.1,0.514175697474478,13,order
1,1,0.5185423031916935,13,order
1,10,0.5239404665990032,13,order
1,100,0.5214017549779745,13,order
1e-7,1e-4,0.6086174689497861,14,order
1e-7,0.001,0.6088470151336005,14,order
1e-7,0.01,0.6080264314837486,14,order
1e-7,0.1,0.6076409623909624,14,order
1e-7,1,0.6073520131629888,14,order
1e-7,10,0.607274290841364,14,order
1e-7,100,0.6146503175649517,14,order
1e-6,1e-4,0.6084454777076729,14,order
1e-6,0.001,0.6091538995441435,14,order
1e-6,0.01,0.6074686254198449,14,order
1e-6,0.1,0.6073426274706762,14,order
1e-6,1,0.6051392446453422,14,order
1e-6,10,0.6128014704600071,14,order
1e-6,100,0.6125808430381601,14,order
1e-5,1e-4,0.6086280156463083,14,order
1e-5,0.001,0.6078595354936819,14,order
1e-5,0.01,0.6059445909323958,14,order
1e-5,0.1,0.6072770793441525,14,order
1e-5,1,0.6133739357824723,14,order
1e-5,10,0.6143433520628643,14,order
1e-5,100,0.6088039250051446,14,order
1e-4,1e-4,0.6072242913645353,14,order
1e-4,0.001,0.6043492979041759,14,order
1e-4,0.01,0.6051116874714436,14,order
1e-4,0.1,0.6121867485952852,14,order
1e-4,1,0.6136860248750493,14,order
1e-4,10,0.6065853013292037,14,order
1e-4,100,0.6071355737270372,14,order
0.001,1e-4,0.5920211587894515,14,order
0.001,0.001,0.5938860968982921,14,order
0.001,0.01,0.5994501810172542,14,order
0.001,0.1,0.6055304886768301,14,order
0.001,1,0.6009175394907103,14,order
0.001,10,0.6014953202331251,14,order
0.001,100,0.5894960317460317,14,order
0.01,1e-4,0.5628863340692609,14,order
0.01,0.001,0.5625100422722374,14,order
0.01,0.01,0.5652308650113528,14,order
0.01,0.1,0.5636151116273067,14,order
0.01,1,0.5733785091711922,14,order
0.01,10,0.5493922755508122,14,order
0.01,100,0.4903813325520643,14,order
0.1,1e-4,0.5256277588564174,14,order
0.1,0.001,0.5205628782092196,14,order
0.1,0.01,0.5218834104138982,14,order
0.1,0.1,0.5180711996840046,14,order
0.1,1,0.5390086451869989,14,order
0.1,10,0.5204219520042691,14,order
0.1,100,0.5379526359983677,14,order
1,1e-4,0.4813882589035028,14,order
1,0.001,0.4834676832756101,14,order
1,0.01,0.4787837602410773,14,order
1,0.1,0.4816097447621838,14,order
1,1,0.48272675201333737,14,order
1,10,0.4907025876050266,14,order
1,100,0.49315986413242513,14,order
1e-7,1e-4,0.581768294862807,15,order
1e-7,0.001,0.5813812048110829,15,order
1e-7,0.01,0.5821690191934095,15,order
1e-7,0.1,0.5815425634693927,15,order
1e-7,1,0.5782293451988574,15,order
1e-7,10,0.5821433532835972,15,order
1e-7,100,0.582322795792308,15,order
1e-6,1e-4,0.5817823812488446,15,order
1e-6,0.001,0.5811395637798077,15,order
1e-6,0.01,0.5808942139003115,15,order
1e-6,0.1,0.5807390055560787,15,order
1e-6,1,0.5804765558241168,15,order
1e-6,10,0.5835229672180892,15,order
1e-6,100,0.5841483818313087,15,order
1e-5,1e-4,0.5810097405768138,15,order
1e-5,0.001,0.5806475308060673,15,order
1e-5,0.01,0.5783331633026755,15,order
1e-5,0.1,0.5801708921465019,15,order
1e-5,1,0.5838636711624516,15,order
1e-5,10,0.5850717023643853,15,order
1e-5,100,0.5797590081370569,15,order
1e-4,1e-4,0.5775473731571292,15,order
1e-4,0.001,0.5798768454866016,15,order
1e-4,0.01,0.5787166059788011,15,order
1e-4,0.1,0.5831359390749635,15,order
1e-4,1,0.583180197619222,15,order
1e-4,10,0.5792395531419922,15,order
1e-4,100,0.5759575307014332,15,order
0.001,1e-4,0.5712736970419897,15,order
0.001,0.001,0.5714777181362547,15,order
0.001,0.01,0.5712874294154782,15,order
0.001,0.1,0.5732961995096142,15,order
0.001,1,0.57262917534259,15,order
0.001,10,0.5720030762469787,15,order
0.001,100,0.5466907482395288,15,order
0.01,1e-4,0.5592936682326927,15,order
0.01,0.001,0.5579597942890626,15,order
0.01,0.01,0.556521459612923,15,order
0.01,0.1,0.5600116344567564,15,order
0.01,1,0.5514434164129286,15,order
0.01,10,0.511667250874568,15,order
0.01,100,0.4795478100051271,15,order
0.1,1e-4,0.5135473238918361,15,order
0.1,0.001,0.5072302123552124,15,order
0.1,0.01,0.506591595515376,15,order
0.1,0.1,0.5034171885299934,15,order
0.1,1,0.5017297358333944,15,order
0.1,10,0.479385915096281,15,order
0.1,100,0.48456394853041196,15,order
1,1e-4,0.485926565066809,15,order
1,0.001,0.48872405375759037,15,order
1,0.01,0.48003541084638646,15,order
1,0.1,0.4808875151283688,15,order
1,1,0.48152055714250835,15,order
1,10,0.48798986181303255,15,order
1,100,0.4889089450949207,15,order
1e-7,1e-4,0.58286762066945,16,order
1e-7,0.001,0.5831398388806925,16,order
1e-7,0.01,0.5814550648209185,16,order
1e-7,0.1,0.5742795600478527,16,order
1e-7,1,0.5756508032422667,16,order
1e-7,10,0.5755483296885736,16,order
1e-7,100,0.5793242938060011,16,order
1e-6,1e-4,0.5834627044291678,16,order
1e-6,0.001,0.581972725338579,16,order
1e-6,0.01,0.5759788481861653,16,order
1e-6,0.1,0.5747850795045917,16,order
1e-6,1,0.5766324216202265,16,order
1e-6,10,0.5793046295424344,16,order
1e-6,100,0.5786328096389072,16,order
1e-5,1e-4,0.582225527792601,16,order
1e-5,0.001,0.5779144501644502,16,order
1e-5,0.01,0.5751461810242298,16,order
1e-5,0.1,0.5758590114504749,16,order
1e-5,1,0.58124111568014,16,order
1e-5,10,0.5791956451224743,16,order
1e-5,100,0.5771151412736779,16,order
1e-4,1e-4,0.5763686064112894,16,order
1e-4,0.001,0.5698940970587312,16,order
1e-4,0.01,0.5722723882419004,16,order
1e-4,0.1,0.5781676118627338,16,order
1e-4,1,0.5799394298479664,16,order
1e-4,10,0.5750094196984441,16,order
1e-4,100,0.559757207555988,16,order
0.001,1e-4,0.5640296332918284,16,order
0.001,0.001,0.5607799105725935,16,order
0.001,0.01,0.5673404127123639,16,order
0.001,0.1,0.5620405693149596,16,order
0.001,1,0.5652004574260672,16,order
0.001,10,0.5505538517611689,16,order
0.001,100,0.5424858124675198,16,order
0.01,1e-4,0.5454604953385441,16,order
0.01,0.001,0.5472534956559347,16,order
0.01,0.01,0.5385423934387349,16,order
0.01,0.1,0.5431188331188331,16,order
0.01,1,0.5360839899132582,16,order
0.01,10,0.5163626038930917,16,order
0.01,100,0.48172985965059134,16,order
0.1,1e-4,0.5415278723845797,16,order
0.1,0.001,0.5422118629953996,16,order
0.1,0.01,0.5398487341871488,16,order
0.1,0.1,0.5415489104086665,16,order
0.1,1,0.5355382529742286,16,order
0.1,10,0.5115708360799824,16,order
0.1,100,0.5201620932779469,16,order
1,1e-4,0.5029674827266291,16,order
1,0.001,0.5039428034306083,16,order
1,0.01,0.5025881316856927,16,order
1,0.1,0.5063132418132418,16,order
1,1,0.5066169034888547,16,order
1,10,0.5076287149518857,16,order
1,100,0.5068769379135233,16,order
1e-7,1e-4,0.6055791187528993,17,order
1e-7,0.001,0.6052109980189249,17,order
1e-7,0.01,0.6046664268798415,17,order
1e-7,0.1,0.6049897083494644,17,order
1e-7,1,0.6051248025028513,17,order
1e-7,10,0.6051119324899813,17,order
1e-7,100,0.609175745431843,17,order
1e-6,1e-4,0.6054420269572709,17,order
1e-6,0.001,0.6051217192802558,17,order
1e-6,0.01,0.6052526829965854,17,order
1e-6,0.1,0.6053269750586824,17,order
1e-6,1,0.6049630187678968,17,order
1e-6,10,0.6109193156571205,17,order
1e-6,100,0.6117981797128139,17,order
1e-5,1e-4,0.6053902901158998,17,order
1e-5,0.001,0.6052994161408796,17,order
1e-5,0.01,0.6047668565778322,17,order
1e-5,0.1,0.6053575587782904,17,order
1e-5,1,0.6101164683847611,17,order
1e-5,10,0.6114905672222746,17,order
1e-5,100,0.6087530858384517,17,order
1e-4,1e-4,0.6030427265244338,17,order
1e-4,0.001,0.6030100806381294,17,order
1e-4,0.01,0.6029178873995947,17,order
1e-4,0.1,0.608195564902882,17,order
1e-4,1,0.6090515454478869,17,order
1e-4,10,0.6062016781589953,17,order
1e-4,100,0.5936344802991145,17,order
0.001,1e-4,0.586149738588763,17,order
0.001,0.001,0.5856445583213876,17,order
0.001,0.01,0.5879553987785695,17,order
0.001,0.1,0.5886015048149195,17,order
0.001,1,0.5883409498348523,17,order
0.001,10,0.5845347036932402,17,order
0.001,100,0.5515950549852989,17,order
0.01,1e-4,0.5394013037427672,17,order
0.01,0.001,0.5397713706738098,17,order
0.01,0.01,0.5406438250096787,17,order
0.01,0.1,0.5415718061266842,17,order
0.01,1,0.5459360100518638,17,order
0.01,10,0.49949149323539566,17,order
0.01,100,0.48170385542336763,17,order
0.1,1e-4,0.5047120888309913,17,order
0.1,0.001,0.4986242527370576,17,order
0.1,0.01,0.49396657589645393,17,order
0.1,0.1,0.49547607494253837,17,order
0.1,1,0.490965079626665,17,order
0.1,10,0.4808569811100299,17,order
0.1,100,0.485651435843509,17,order
1,1e-4,0.48786739962959474,17,order
1,0.001,0.48536800214848996,17,order
1,0.01,0.48185031460031463,17,order
1,0.1,0.4820194824615556,17,order
1,1,0.4857871612902101,17,order
1,10,0.48476110561781294,17,order
1,100,0.4797462113681626,17,order
1e-7,1e-4,0.6182503125948248,18,order
1e-7,0.001,0.6186369614387908,18,order
1e-7,0.01,0.6187642032276178,18,order
1e-7,0.1,0.6183080196921661,18,order
1e-7,1,0.6188630799789336,18,order
1e-7,10,0.6188630799789336,18,order
1e-7,100,0.6255847842616136,18,order
1e-6,1e-4,0.6191031170543366,18,order
1e-6,0.001,0.6192172276806424,18,order
1e-6,0.01,0.6179405119405119,18,order
1e-6,0.1,0.6189550465099246,18,order
1e-6,1,0.6189084485182046,18,order
1e-6,10,0.6248667290984364,18,order
1e-6,100,0.627369947473606,18,order
1e-5,1e-4,0.6188066010261132,18,order
1e-5,0.001,0.6179160205501669,18,order
1e-5,0.01,0.6186970245506831,18,order
1e-5,0.1,0.6179398213544555,18,order
1e-5,1,0.6248040932918981,18,order
1e-5,10,0.6270244155305131,18,order
1e-5,100,0.62153877832536375,18,order
1e-4,1e-4,0.6160891187354602,18,order
1e-4,0.001,0.6150033918936358,18,order
1e-4,0.01,0.616120471516813,18,order
1e-4,0.1,0.6224080064384943,18,order
1e-4,1,0.6246403424330254,18,order
1e-4,10,0.6201102382870676,18,order
1e-4,100,0.6189928081391496,18,order
0.001,1e-4,0.6069958495080446,18,order
0.001,0.001,0.60617207538549,18,order
0.001,0.01,0.609789304984427,18,order
0.001,0.1,0.6129208616281787,18,order
0.001,1,0.6120944716493497,18,order
0.001,10,0.6151695240536704,18,order
0.001,100,0.6018020564118125,18,order
0.01,1e-4,0.5859544561983586,18,order
0.01,0.001,0.5851314371863152,18,order
0.01,0.01,0.5885661009441497,18,order
0.01,0.1,0.584365256371354,18,order
0.01,1,0.593036465036465,18,order
0.01,10,0.5701711179820936,18,order
0.01,100,0.5292061294744221,18,order
0.1,1e-4,0.559374056547837,18,order
0.1,0.001,0.5577346479755017,18,order
0.1,0.01,0.5597403610056049,18,order
0.1,0.1,0.5629632650943627,18,order
0.1,1,0.5590373714306641,18,order
0.1,10,0.5262487064590723,18,order
0.1,100,0.5392059546480278,18,order
1,1e-4,0.4899052842040647,18,order
1,0.001,0.4927842842842843,18,order
1,0.01,0.48665205798132627,18,order
1,0.1,0.4820229598064964,18,order
1,1,0.4899685085782647,18,order
1,10,0.497007216711485,18,order
1,100,0.4984061404610185,18,order
1e-7,1e-4,0.6063426545011911,19,order
1e-7,0.001,0.6061526670398621,19,order
1e-7,0.01,0.6055019165506971,19,order
1e-7,0.1,0.6055882319601832,19,order
1e-7,1,0.604453162221455,19,order
1e-7,10,0.6059975637658565,19,order
1e-7,100,0.6067702816056475,19,order
1e-6,1e-4,0.6060927848580288,19,order
1e-6,0.001,0.6038791831901588,19,order
1e-6,0.01,0.6030653807117222,19,order
1e-6,0.1,0.6044831748124431,19,order
1e-6,1,0.6041991102600859,19,order
1e-6,10,0.6060065640553446,19,order
1e-6,100,0.606136201532543,19,order
1e-5,1e-4,0.6058556518190664,19,order
1e-5,0.001,0.6052509661229174,19,order
1e-5,0.01,0.605093073038195,19,order
1e-5,0.1,0.6038787149518857,19,order
1e-5,1,0.604170787512251,19,order
1e-5,10,0.6051605089409967,19,order
1e-5,100,0.5968763885837056,19,order
1e-4,1e-4,0.6044034060192597,19,order
1e-4,0.001,0.6044123879977539,19,order
1e-4,0.01,0.6025994592153129,19,order
1e-4,0.1,0.6046790100204734,19,order
1e-4,1,0.6048364261474017,19,order
1e-4,10,0.5979322685054392,19,order
1e-4,100,0.5911741942290722,19,order
0.001,1e-4,0.5941275683348854,19,order
0.001,0.001,0.5938340605413777,19,order
0.001,0.01,0.5943599583904462,19,order
0.001,0.1,0.5933617973374071,19,order
0.001,1,0.5943084181742718,19,order
0.001,10,0.5859396391164684,19,order
0.001,100,0.5807192192192192,19,order
0.01,1e-4,0.5737133867316794,19,order
0.01,0.001,0.5777431891822136,19,order
0.01,0.01,0.5785178104934202,19,order
0.01,0.1,0.5812228988570453,19,order
0.01,1,0.5759388308168796,19,order
0.01,10,0.5645724034138668,19,order
0.01,100,0.5020602449139034,19,order
0.1,1e-4,0.566297790386205,19,order
0.1,0.001,0.5645657430078161,19,order
0.1,0.01,0.5623565564693613,19,order
0.1,0.1,0.5631610369079881,19,order
0.1,1,0.5483640072999829,19,order
0.1,10,0.5145555089061187,19,order
0.1,100,0.529196394565297,19,order
1,1e-4,0.48605095382839286,19,order
1,0.001,0.4878908176469152,19,order
1,0.01,0.48365476975233074,19,order
1,0.1,0.48122667048581685,19,order
1,1,0.48705750393250397,19,order
1,10,0.48553136324477786,19,order
1,100,0.4846834966499601,19,order
1e-7,1e-4,0.5951248648474259,2,order
1e-7,0.001,0.5955160386867704,2,order
1e-7,0.01,0.595449168680876,2,order
1e-7,0.1,0.5956773201773202,2,order
1e-7,1,0.5950865002633295,2,order
1e-7,10,0.5922449897632824,2,order
1e-7,100,0.5938442248869078,2,order
1e-6,1e-4,0.5951530363115729,2,order
1e-6,0.001,0.5956320327295938,2,order
1e-6,0.01,0.5941197547721938,2,order
1e-6,0.1,0.5951946109872939,2,order
