maxdepth,AUC,seed,level
1,0.5565775671141525,1,class
2,0.5958586958038178,1,class
4,0.62162826022887,1,class
8,0.6096967169695828,1,class
16,0.6130815316623244,1,class
30,0.6135916223279029,1,class
1,0.5336936753826997,10,class
2,0.5484270490002198,10,class
4,0.5458508469270664,10,class
8,0.544742049758818,10,class
16,0.5464403188031237,10,class
30,0.5465442480808335,10,class
1,0.5447841909854105,100,class
2,0.590232019475922,100,class
4,0.5895102066352067,100,class
8,0.575465613479333,100,class
16,0.5731029581410679,100,class
30,0.5728828804850147,100,class
1,0.5338383849877752,11,class
2,0.55715403774855,11,class
4,0.5609765013271111,11,class
8,0.5619567444186346,11,class
16,0.5577274979683516,11,class
30,0.5580094162106357,11,class
1,0.5516370904877003,12,class
2,0.5707051092904751,12,class
4,0.5697986259342966,12,class
8,0.5704223711952371,12,class
16,0.5704844807786881,12,class
30,0.5705791298702885,12,class
1,0.5381718098760782,13,class
2,0.5724443611730197,13,class
4,0.5859005861261959,13,class
8,0.5848987408575823,13,class
16,0.5801473760345711,13,class
30,0.5798613356387746,13,class
1,0.5586180923955314,14,class
2,0.5746886965362575,14,class
4,0.5814491695528281,14,class
8,0.5781496936832303,14,class
16,0.5752651558352778,14,class
30,0.575193229379205,14,class
1,0.5494397577019529,15,class
2,0.5772309766212206,15,class
4,0.5847193770425477,15,class
8,0.575201829006707,15,class
16,0.574045283087966,15,class
30,0.5742733796514284,15,class
1,0.5365494619183644,16,class
2,0.5470067864031278,16,class
4,0.5566572927457074,16,class
8,0.5585025846839872,16,class
16,0.5579238310610262,16,class
30,0.5577994004457419,16,class
1,0.5375184073446269,17,class
2,0.5583979824772508,17,class
4,0.5796970982306349,17,class
8,0.5706661713978787,17,class
16,0.562344445708775,17,class
30,0.5622292006727982,17,class
1,0.5375888719730183,18,class
2,0.5586534339217266,18,class
4,0.5555174048177097,18,class
8,0.5537183169667926,18,class
16,0.5540245025077343,18,class
30,0.5541640335893385,18,class
1,0.5386721599648429,19,class
2,0.5513804636518052,19,class
4,0.5594079443119078,19,class
8,0.5587705804672268,19,class
16,0.5627131035652377,19,class
30,0.5627282907907908,19,class
1,0.5303687324083666,2,class
2,0.5482684021129143,2,class
4,0.5473999687841151,2,class
8,0.5475943489220928,2,class
16,0.5506627668609376,2,class
30,0.5508137287984849,2,class
1,0.5159926311328751,20,class
2,0.540405009975132,20,class
4,0.5449778101272004,20,class
8,0.544195460268631,20,class
16,0.5384356340225243,20,class
30,0.5385426205822548,20,class
1,0.5544706069309728,21,class
2,0.5650061215396581,21,class
4,0.5750898812575642,21,class
8,0.5772107471147105,21,class
16,0.5743546832982809,21,class
30,0.5737400172384929,21,class
1,0.5449251511964927,22,class
2,0.5509364120217779,22,class
4,0.5538833572248206,22,class
8,0.5575022856044197,22,class
16,0.5530182724100408,22,class
30,0.5527505491118296,22,class
1,0.5526682344365271,23,class
2,0.5673503477344941,23,class
4,0.5650276278020181,23,class
8,0.5683005411770656,23,class
16,0.578928043243592,23,class
30,0.5785327062689868,23,class
1,0.5426658322085152,24,class
2,0.5693366685500832,24,class
4,0.577620452987831,24,class
8,0.5790719635140367,24,class
16,0.574140338727229,24,class
30,0.5743582343231733,24,class
1,0.524327619867254,25,class
2,0.5547589244296561,25,class
4,0.5698515366411708,25,class
8,0.5706651045644948,25,class
16,0.5722843466288589,25,class
30,0.5725391414934098,25,class
1,0.5485893816290157,26,class
2,0.5681793810360883,26,class
4,0.5751005679023972,26,class
8,0.5724516332534625,26,class
16,0.572560946617349,26,class
30,0.5728330104930714,26,class
1,0.5430819076916638,27,class
2,0.5669316494194543,27,class
4,0.5613130676408116,27,class
8,0.5550149929982248,27,class
16,0.5499885935587155,27,class
30,0.5500080890995526,27,class
1,0.5484131243612951,28,class
2,0.5706417458399166,28,class
4,0.5839850311984458,28,class
8,0.580984918934614,28,class
16,0.5773831224517201,28,class
30,0.5777466279432742,28,class
1,0.5307160113074747,29,class
2,0.5594542050761563,29,class
4,0.5757763386208509,29,class
8,0.5723600013340867,29,class
16,0.5709648727560312,29,class
30,0.571138985893559,29,class
1,0.5385355364074876,3,class
2,0.564901979069662,3,class
4,0.5672329485408754,3,class
8,0.5641303247934346,3,class
16,0.5617946855827953,3,class
30,0.5617672997474826,3,class
1,0.5391101105460862,30,class
2,0.5543191372993203,30,class
4,0.5634194322807128,30,class
8,0.5596543791177938,30,class
16,0.5563252385660923,30,class
30,0.5566392538008392,30,class
1,0.5394727379818843,31,class
2,0.5635640278780523,31,class
4,0.5745908486884097,31,class
8,0.5750641865733329,31,class
16,0.5729336758361149,31,class
30,0.572873465364319,31,class
1,0.533811107710498,32,class
2,0.5636496269788953,32,class
4,0.5612737258164088,32,class
8,0.5497318897730483,32,class
16,0.5458683273866201,32,class
30,0.5459850364301584,32,class
1,0.558396773951652,33,class
2,0.6104487370645907,33,class
4,0.6039017000449928,33,class
8,0.5920232920202433,33,class
16,0.5923297439425488,33,class
30,0.5924982630714338,33,class
1,0.55842037856672,34,class
2,0.5979217357601504,34,class
4,0.6147652090243554,34,class
8,0.6116675017787823,34,class
16,0.6013691635886758,34,class
30,0.60127293626379,34,class
1,0.555831747252479,35,class
2,0.590350995594898,35,class
4,0.5797658662582443,35,class
8,0.568657918589321,35,class
16,0.5678265964134867,35,class
30,0.5679760786483348,35,class
1,0.5476053684346367,36,class
2,0.5908296166375435,36,class
4,0.5817334847914116,36,class
8,0.572620252220862,36,class
16,0.569198053236163,36,class
30,0.5693789209505673,36,class
1,0.5219400149278198,37,class
2,0.5383048632255949,37,class
4,0.5371914425313815,37,class
8,0.5405284003515711,37,class
16,0.5431606776637264,37,class
30,0.5434679043154653,37,class
1,0.5650562731721268,38,class
2,0.5934947861624691,38,class
4,0.5896225746652576,38,class
8,0.5785216041389822,38,class
16,0.5760103003700565,38,class
30,0.5753404861743276,38,class
1,0.5518098970050189,39,class
2,0.5804821563724003,39,class
4,0.5901277087191722,39,class
8,0.597044548904305,39,class
16,0.5981979754144389,39,class
30,0.5984512960259911,39,class
1,0.5319834346541663,4,class
2,0.5559411933710714,4,class
4,0.568689845333138,4,class
8,0.5767599393818906,4,class
16,0.578482602157907,4,class
30,0.5786496877975537,4,class
1,0.5341988294915124,40,class
2,0.5536142640898738,40,class
4,0.5618383684206855,40,class
8,0.5692198581421143,40,class
16,0.5663300648209185,40,class
30,0.5666065220272537,40,class
1,0.543949959541423,41,class
2,0.5731309519449763,41,class
4,0.5723543826927974,41,class
8,0.5717022645467768,41,class
16,0.5686891998706023,41,class
30,0.568618221662429,41,class
1,0.5318116173664954,42,class
2,0.5594719493012176,42,class
4,0.5480996144227852,42,class
8,0.5493952098875879,42,class
16,0.552005414822488,42,class
30,0.5522535893907845,42,class
1,0.5241226130311496,43,class
2,0.541950922612508,43,class
4,0.5403121584127681,43,class
8,0.5449415216610338,43,class
16,0.5480058867665575,43,class
30,0.5485480262492458,43,class
1,0.5433575587782905,44,class
2,0.5776597137206894,44,class
4,0.5873522433583409,44,class
8,0.5759082926567682,44,class
16,0.570912798905177,44,class
30,0.5703891524364085,44,class
1,0.5199729851803022,45,class
2,0.5433309877822073,45,class
4,0.5532629402050134,45,class
8,0.5477789304984427,45,class
16,0.54312153028464,45,class
30,0.5433888895428529,45,class
1,0.5418984263008654,46,class
2,0.5570451958927569,46,class
4,0.5533129056757106,46,class
8,0.5466230609965366,46,class
16,0.5470302105241129,46,class
30,0.5473924569168471,46,class
1,0.5190872789165472,47,class
2,0.539256377457597,47,class
4,0.5486282872593848,47,class
8,0.5481178085751257,47,class
16,0.5491771555963629,47,class
30,0.5489311255942354,47,class
1,0.5222573523000352,48,class
2,0.5530693267309121,48,class
4,0.5680509542643689,48,class
8,0.5707141919794358,48,class
16,0.5700651773288968,48,class
30,0.5702627224349786,48,class
1,0.5529472024289097,49,class
2,0.5657055208518623,49,class
4,0.5826936971815021,49,class
8,0.5861354893656723,49,class
16,0.58147721480191,49,class
30,0.5812712959039179,49,class
1,0.5403626684175464,5,class
2,0.5658966941680357,5,class
4,0.5621207435658655,5,class
8,0.5531243105038837,5,class
16,0.5512617715712228,5,class
30,0.5509436398506521,5,class
1,0.5628642959161252,50,class
2,0.6054213451256134,50,class
4,0.6018813983844472,50,class
8,0.5958383961051644,50,class
16,0.5944467490138222,50,class
30,0.5942652861921155,50,class
1,0.5415519770641722,51,class
2,0.5679354349994594,51,class
4,0.5800486680059851,51,class
8,0.5743850701747043,51,class
16,0.5773840116248653,51,class
30,0.577300249727079,51,class
1,0.5379681637212125,52,class
2,0.559557886283496,52,class
