maxdepth,AUC,seed,level
4,0.5517453014861552,52,class
8,0.5489288378099354,52,class
16,0.5448121444615347,52,class
30,0.5444965976429391,52,class
1,0.5294774282121844,53,class
2,0.5568895258498917,53,class
4,0.5567808998022413,53,class
8,0.5535750561101171,53,class
16,0.5497557947756119,53,class
30,0.5498490465639856,53,class
1,0.5211533118484338,54,class
2,0.5340479281546355,54,class
4,0.5422317653018872,54,class
8,0.5433635194427877,54,class
16,0.5422042839878206,54,class
30,0.5420905938604109,54,class
1,0.5316342025823733,55,class
2,0.5527492217827584,55,class
4,0.5442669668797717,55,class
8,0.5369190832818882,55,class
16,0.5365198456296018,55,class
30,0.536167461450998,55,class
1,0.5087663534614754,56,class
2,0.5114110783257125,56,class
4,0.5180102489248831,56,class
8,0.5274300844834382,56,class
16,0.5306622994946166,56,class
30,0.531026406633114,56,class
1,0.5543078309145383,57,class
2,0.5787016842626599,57,class
4,0.5863486509157241,57,class
8,0.5760494998482804,57,class
16,0.5681670788820179,57,class
30,0.5681045971930119,57,class
1,0.5591132146955318,58,class
2,0.5848854416262953,58,class
4,0.571710846735237,58,class
8,0.5595577703138679,58,class
16,0.5547756149006149,58,class
30,0.5550568652275969,58,class
1,0.5326256565799249,59,class
2,0.5390916543721422,59,class
4,0.5537569429185283,59,class
8,0.5629654153282202,59,class
16,0.5649781985818572,59,class
30,0.5654501426513622,59,class
1,0.5403380117922801,6,class
2,0.5542440262562214,6,class
4,0.5391296836906593,6,class
8,0.5348770564990077,6,class
16,0.5377499941143233,6,class
30,0.5378600989927209,6,class
1,0.5348260211430943,60,class
2,0.534566198166808,60,class
4,0.5448325418188223,60,class
8,0.5532444476270696,60,class
16,0.5509163464422611,60,class
30,0.5501898150328028,60,class
1,0.550318858492639,61,class
2,0.5892785590468518,61,class
4,0.5951053427120501,61,class
8,0.5948045087770698,61,class
16,0.5935553244882513,61,class
30,0.5934873065574285,61,class
1,0.5256665480811822,62,class
2,0.5409256887549571,62,class
4,0.5600805393808442,62,class
8,0.5600695665177372,62,class
16,0.5616553829526391,62,class
30,0.5617124164669897,62,class
1,0.5464193252485935,63,class
2,0.5561371593719154,63,class
4,0.5653342850690412,63,class
8,0.5640689326085667,63,class
16,0.5583583396113884,63,class
30,0.5585217473571132,63,class
1,0.5683130953252905,64,class
2,0.5844193509711803,64,class
4,0.5823285142721119,64,class
8,0.5765968459748948,64,class
16,0.5758594932040054,64,class
30,0.576347571875011,64,class
1,0.5389329699908968,65,class
2,0.5738594530942092,65,class
4,0.5804616654982508,65,class
8,0.5750192995696044,65,class
16,0.5732849927453586,65,class
30,0.5726429552374674,65,class
1,0.5462491951882196,66,class
2,0.5895017273370932,66,class
4,0.5841642214950142,66,class
8,0.5792336003250638,66,class
16,0.5828478171115367,66,class
30,0.5834121889746889,66,class
1,0.5462931581407191,67,class
2,0.581857868321283,67,class
4,0.5954792865600792,67,class
8,0.586566331793466,67,class
16,0.5835606388182608,67,class
30,0.5835769077003833,67,class
1,0.5349850996466851,68,class
2,0.5606344005154981,68,class
4,0.582529171593196,68,class
8,0.5791706530136408,68,class
16,0.5775699695775915,68,class
30,0.577903009499046,68,class
1,0.5185127431438407,69,class
2,0.5313411159417257,69,class
4,0.5253739580172507,69,class
8,0.531122549814623,69,class
16,0.5304099247330955,69,class
30,0.530458062592209,69,class
1,0.5357780581103752,7,class
2,0.5610795215947655,7,class
4,0.5528205404882234,7,class
8,0.5523832338435997,7,class
16,0.5541032232145037,7,class
30,0.5542380204682034,7,class
1,0.5539549654183801,70,class
2,0.5908626091248043,70,class
4,0.5990718828584682,70,class
8,0.5928291830593659,70,class
16,0.5954455393982833,70,class
30,0.5955771483591605,70,class
1,0.5401387899223266,71,class
2,0.5654333937596133,71,class
4,0.5596303795084283,71,class
8,0.552980370178541,71,class
16,0.5463345063268844,71,class
30,0.5466378384046067,71,class
1,0.5462703029684737,72,class
2,0.5781935903673708,72,class
4,0.5792404782831613,72,class
8,0.5689121181285816,72,class
16,0.5656422594196985,72,class
30,0.5654591908982153,72,class
1,0.543192094969534,73,class
2,0.5551644955059589,73,class
4,0.5573184626263895,73,class
8,0.5577053900590486,73,class
16,0.5589082067694873,73,class
30,0.5587315640989422,73,class
1,0.5521607186454748,74,class
2,0.5694833635900709,74,class
4,0.5649841882387614,74,class
8,0.5499629675407115,74,class
16,0.5423148156867669,74,class
30,0.5419199125083272,74,class
1,0.5228017342255147,75,class
2,0.5533508111770307,75,class
4,0.5767364895383188,75,class
8,0.5805433259914967,75,class
16,0.5742244345826663,75,class
30,0.5738741282658966,75,class
1,0.5455214600488991,76,class
2,0.5501140578732042,76,class
4,0.5628272466717589,76,class
8,0.5652721305800574,76,class
16,0.5635029506858775,76,class
30,0.5631138207022354,76,class
1,0.5666588923418192,77,class
2,0.6118279010718035,77,class
4,0.5799634856982419,77,class
8,0.5747865003505247,77,class
16,0.5741524276890131,77,class
30,0.5739793369153126,77,class
1,0.5405592038031063,78,class
2,0.5655576464966708,78,class
4,0.5460092352805768,78,class
8,0.5361272332872943,78,class
16,0.5313189932092371,78,class
30,0.5310558197570393,78,class
1,0.5245284910345885,79,class
2,0.5540498346778835,79,class
4,0.5704691906627882,79,class
8,0.575896069196374,79,class
16,0.5772312615315665,79,class
30,0.5769638652153896,79,class
1,0.5395894814675303,8,class
2,0.575259428417965,8,class
4,0.575782584849658,8,class
8,0.5632830661672125,8,class
16,0.5581664155444643,8,class
30,0.5578948874833022,8,class
1,0.5377835610000244,80,class
2,0.5552310773316871,80,class
4,0.5636544994471824,80,class
8,0.5631378900677682,80,class
16,0.5653063002026417,80,class
30,0.5657581706270731,80,class
1,0.5458667552569991,81,class
2,0.5816787458189897,81,class
4,0.5800842966224063,81,class
8,0.5708673608277267,81,class
16,0.5667697274800934,81,class
30,0.5662685852228535,81,class
1,0.5382250983561959,82,class
2,0.5780426380212965,82,class
4,0.5769062385556288,82,class
8,0.565220999527402,82,class
16,0.5607794514898173,82,class
30,0.5606583922772947,82,class
1,0.5604615477847186,83,class
2,0.5796475382176601,83,class
4,0.5614370699096309,83,class
8,0.5582771451765355,83,class
16,0.5584459350465448,83,class
30,0.5585752259227869,83,class
1,0.5293009041271236,84,class
2,0.5507882486144682,84,class
4,0.549337734729503,84,class
8,0.5457721408254945,84,class
16,0.5450375578104236,84,class
30,0.5454965651627237,84,class
1,0.537804082828473,85,class
2,0.5643765315838487,85,class
4,0.560480303910182,85,class
8,0.5600588310435871,85,class
16,0.5564916575983649,85,class
30,0.5561421683007048,85,class
1,0.5213221701666824,86,class
2,0.5332718877414,86,class
4,0.5250434022873047,86,class
8,0.5251212889718987,86,class
16,0.5216449642150862,86,class
30,0.5217639673645771,86,class
1,0.5630541578163529,87,class
2,0.5998881350863058,87,class
4,0.6048593092221142,87,class
8,0.6063510936895083,87,class
16,0.6049562548175353,87,class
30,0.6045703911664277,87,class
1,0.5321052114832603,88,class
2,0.5563420650615772,88,class
4,0.5697493006944226,88,class
8,0.5683065147028562,88,class
16,0.5636753013902405,88,class
30,0.5638215421431885,88,class
1,0.5469987095109047,89,class
2,0.5835595817943379,89,class
4,0.5937333029894005,89,class
8,0.5820878995284483,89,class
16,0.579169806566148,89,class
30,0.5790990437301413,89,class
1,0.558041498815889,9,class
2,0.5956928622873745,9,class
4,0.5928125350960717,9,class
8,0.5846305052875175,9,class
16,0.5847182871024335,9,class
30,0.584926251164056,9,class
1,0.5475218777139509,90,class
2,0.5693742893590454,90,class
4,0.5726836780159951,90,class
8,0.565888699239309,90,class
16,0.5634443038421697,90,class
30,0.5633818659687562,90,class
1,0.5504697864240548,91,class
2,0.578922494794446,91,class
4,0.5832289863905717,91,class
8,0.5730285187190675,91,class
16,0.5677161257511867,91,class
30,0.5676346603572213,91,class
1,0.5327031094683533,92,class
2,0.5336716245862587,92,class
4,0.5419589432638213,92,class
8,0.5470494058954425,92,class
16,0.5442824361818265,92,class
30,0.543966452079257,92,class
1,0.5261132430339748,93,class
2,0.5559820212198261,93,class
4,0.5563090926292146,93,class
8,0.5486962683502318,93,class
16,0.5533527708893563,93,class
30,0.5537776097090121,93,class
1,0.562569792789305,94,class
2,0.5989945782018953,94,class
4,0.5875691078709372,94,class
8,0.5805564865824012,94,class
16,0.5759326890043354,94,class
30,0.576365437519401,94,class
1,0.5157344901521731,95,class
2,0.5487891275421763,95,class
4,0.573259647931904,95,class
8,0.57340518218567,95,class
16,0.575041984275216,95,class
30,0.5750504674971139,95,class
1,0.5429625797400187,96,class
2,0.5681663026266685,96,class
4,0.5710538251666301,96,class
8,0.5678662425491694,96,class
16,0.5665685921112751,96,class
30,0.5667906124765881,96,class
1,0.548174916205404,97,class
2,0.5631004885547568,97,class
4,0.5541216846201602,97,class
8,0.5551052045076436,97,class
16,0.5531560159898574,97,class
30,0.5530007644839962,97,class
1,0.5415834035254767,98,class
2,0.5625672981343713,98,class
4,0.57611449384925,98,class
8,0.5654677916156575,98,class
16,0.5583821521870302,98,class
30,0.5581415718854743,98,class
1,0.554373264379362,99,class
2,0.57000849019751465,99,class
4,0.6063961714327568,99,class
8,0.5886199230589475,99,class
16,0.5832143323637227,99,class
30,0.58310103396079,99,class
