maxdepth,AUC,seed,level
1,0.5215274891616355,51,phylum
2,0.5581778651473773,51,phylum
4,0.5880852838901619,51,phylum
8,0.5762548131755449,51,phylum
16,0.5672694946688849,51,phylum
30,0.567243050105855,51,phylum
1,0.5277570819948869,52,phylum
2,0.536383398642545,52,phylum
4,0.5415642563295002,52,phylum
8,0.5249358690136129,52,phylum
16,0.5190561391094928,52,phylum
30,0.5182572313166826,52,phylum
1,0.5205135932971299,53,phylum
2,0.5329519593635448,53,phylum
4,0.5506689830073976,53,phylum
8,0.5498202248415663,53,phylum
16,0.5448366393396882,53,phylum
30,0.54430161346015,53,phylum
1,0.5371412477372843,54,phylum
2,0.5654779267507926,54,phylum
4,0.5802669439910294,54,phylum
8,0.5778357756711415,54,phylum
16,0.5718479849623143,54,phylum
30,0.571882597972537,54,phylum
1,0.5448022286223506,55,phylum
2,0.5618534946095922,55,phylum
4,0.5693116596561718,55,phylum
8,0.5585019703937387,55,phylum
16,0.5531459479950334,55,phylum
30,0.5531448781098172,55,phylum
1,0.5507227994545068,56,phylum
2,0.5525730573779354,56,phylum
4,0.5532272276632033,56,phylum
8,0.5469949315604804,56,phylum
16,0.5417755144081363,56,phylum
30,0.5413532105711983,56,phylum
1,0.5563058650985481,57,phylum
2,0.5689532097428439,57,phylum
4,0.5820050638617712,57,phylum
8,0.5799957036740574,57,phylum
16,0.5694963711533834,57,phylum
30,0.5697255249587567,57,phylum
1,0.5473779036004646,58,phylum
2,0.5782464964964965,58,phylum
4,0.5580376953608661,58,phylum
8,0.5488602725111872,58,phylum
16,0.539065330792465,58,phylum
30,0.5393030083655084,58,phylum
1,0.538957367646392,59,phylum
2,0.5700357866577379,59,phylum
4,0.5824655855768661,59,phylum
8,0.5819094621625109,59,phylum
16,0.5811344783372222,59,phylum
30,0.5805576746171258,59,phylum
1,0.544482611531392,6,phylum
2,0.5843582284374967,6,phylum
4,0.5837213583356876,6,phylum
8,0.5663003523994378,6,phylum
16,0.5585995579638873,6,phylum
30,0.5584860454967162,6,phylum
1,0.5573068870263992,60,phylum
2,0.5947669049711732,60,phylum
4,0.5949178843477624,60,phylum
8,0.5919241421299348,60,phylum
16,0.5894051233289038,60,phylum
30,0.5895084644749279,60,phylum
1,0.549312213781726,61,phylum
2,0.5620596624499063,61,phylum
4,0.5776841482161604,61,phylum
8,0.573080002694332,61,phylum
16,0.5717637441448418,61,phylum
30,0.5718116243421122,61,phylum
1,0.5426864033022569,62,phylum
2,0.5748308735564833,62,phylum
4,0.5706155384478555,62,phylum
8,0.5628275274403324,62,phylum
16,0.5550172214897825,62,phylum
30,0.5548375073679952,62,phylum
1,0.5325907261791408,63,phylum
2,0.5531795519386983,63,phylum
4,0.5651413026702661,63,phylum
8,0.5574851138159065,63,phylum
16,0.5520197769633746,63,phylum
30,0.5522043225717006,63,phylum
1,0.5496217750851897,64,phylum
2,0.5820565644041253,64,phylum
4,0.5793161977308319,64,phylum
8,0.5745073479402748,64,phylum
16,0.5691457069002801,64,phylum
30,0.5689818453034916,64,phylum
1,0.5550340841712793,65,phylum
2,0.5880208239598483,65,phylum
4,0.5839024089420431,65,phylum
8,0.5837822838081984,65,phylum
16,0.5851212407965457,65,phylum
30,0.5845713697146624,65,phylum
1,0.536671187738261,66,phylum
2,0.5504501269562245,66,phylum
4,0.5706212654291922,66,phylum
8,0.5736638546211718,66,phylum
16,0.5687824518769641,66,phylum
30,0.5689711226906349,66,phylum
1,0.5602159210604333,67,phylum
2,0.6049333187717334,67,phylum
4,0.5988062247787858,67,phylum
8,0.5856829089542505,67,phylum
16,0.5801575815798377,67,phylum
30,0.5800896002710028,67,phylum
1,0.5310024301304789,68,phylum
2,0.5662101844876235,68,phylum
4,0.590466042261774,68,phylum
8,0.5704314658735391,68,phylum
16,0.5621177571299523,68,phylum
30,0.5621487166609118,68,phylum
1,0.5387074134238768,69,phylum
2,0.5674265336765337,69,phylum
4,0.5577388786870494,69,phylum
8,0.5525622950912585,69,phylum
16,0.552314111367465,69,phylum
30,0.5526614757178782,69,phylum
1,0.5438662530125945,7,phylum
2,0.5752352121285048,7,phylum
4,0.5636367687373786,7,phylum
8,0.5583358772535602,7,phylum
16,0.550895296210845,7,phylum
30,0.5505796975110999,7,phylum
1,0.551789934969813,70,phylum
2,0.5996788609166658,70,phylum
4,0.611298133499353,70,phylum
8,0.6003244777878924,70,phylum
16,0.5941610497692815,70,phylum
30,0.5942849236431553,70,phylum
1,0.5407401264504923,71,phylum
2,0.5602894100546539,71,phylum
4,0.5590703517105956,71,phylum
8,0.5459838041438652,71,phylum
16,0.5397204569552131,71,phylum
30,0.5397259886192813,71,phylum
1,0.544806732254903,72,phylum
2,0.5788871680914364,72,phylum
4,0.583977215019898,72,phylum
8,0.5681908517838395,72,phylum
16,0.5619118726740678,72,phylum
30,0.5617041658383122,72,phylum
1,0.5607846797145578,73,phylum
2,0.5710645078876786,73,phylum
4,0.582024605834057,73,phylum
8,0.5769305200235079,73,phylum
16,0.572499389851524,73,phylum
30,0.5720774408990873,73,phylum
1,0.5349320056118837,74,phylum
2,0.5494819684667246,74,phylum
4,0.5667144975986439,74,phylum
8,0.5522252056063032,74,phylum
16,0.5466185501703794,74,phylum
30,0.546667241283095,74,phylum
1,0.5276195699183504,75,phylum
2,0.5611827585425146,75,phylum
4,0.5989476946458654,75,phylum
8,0.5739924702577142,75,phylum
16,0.5620636215483776,75,phylum
30,0.5619022284479601,75,phylum
1,0.547878718003718,76,phylum
2,0.5678361907203371,76,phylum
4,0.5630492020766411,76,phylum
8,0.5534849719057037,76,phylum
16,0.5516350897936264,76,phylum
30,0.5518741014533698,76,phylum
1,0.535568496196545,77,phylum
2,0.557757197528539,77,phylum
4,0.5708486042662873,77,phylum
8,0.5721583914053426,77,phylum
16,0.5685576582680242,77,phylum
30,0.5687332441326344,77,phylum
1,0.5525880261794895,78,phylum
2,0.5798203761252542,78,phylum
4,0.5666153823684311,78,phylum
8,0.5662507751654093,78,phylum
16,0.5587278761775714,78,phylum
30,0.5587834400166717,78,phylum
1,0.5400112189715848,79,phylum
2,0.5637687090400505,79,phylum
4,0.5864206554115091,79,phylum
8,0.5782361983063202,79,phylum
16,0.5749215897081751,79,phylum
30,0.5745172280294232,79,phylum
1,0.5773081426374109,8,phylum
2,0.6251748294461709,8,phylum
4,0.6177731812823276,8,phylum
8,0.6023484183225037,8,phylum
16,0.6002591066676433,8,phylum
30,0.6002053769797673,8,phylum
1,0.5490621871871871,80,phylum
2,0.5769971583081339,80,phylum
4,0.5741413242510803,80,phylum
8,0.567744947255618,80,phylum
16,0.5646844741082546,80,phylum
30,0.5648903228141033,80,phylum
1,0.5566981171066537,81,phylum
2,0.5969438244865074,81,phylum
4,0.5898952898891924,81,phylum
8,0.5788273975194707,81,phylum
16,0.574142331355746,81,phylum
30,0.5744978750527531,81,phylum
1,0.5329403275226446,82,phylum
2,0.5558842117378703,82,phylum
4,0.5541329707320561,82,phylum
8,0.55468166533258,82,phylum
16,0.5494641353025499,82,phylum
30,0.5490477589959297,82,phylum
1,0.5327630496350009,83,phylum
2,0.5612292815463548,83,phylum
4,0.5750905530966507,83,phylum
8,0.5635517392392393,83,phylum
16,0.5581242795495844,83,phylum
30,0.5580479750220604,83,phylum
1,0.5379597336883922,84,phylum
2,0.5867494519781106,84,phylum
4,0.599913009699595,84,phylum
8,0.5806235268369415,84,phylum
16,0.577126067705336,84,phylum
30,0.5770889072870781,84,phylum
1,0.535950180145302,85,phylum
2,0.5561144729223998,85,phylum
4,0.5807480411596265,85,phylum
8,0.5605382279056059,85,phylum
16,0.5519846641066153,85,phylum
30,0.5518530673530674,85,phylum
1,0.5423700852420364,86,phylum
2,0.5744904272739638,86,phylum
4,0.5891229533104533,86,phylum
8,0.5672436909906422,86,phylum
16,0.5617844362219362,86,phylum
30,0.5617904923651875,86,phylum
1,0.5421425493437688,87,phylum
2,0.5654688564871492,87,phylum
4,0.571549048613073,87,phylum
8,0.5692613619717278,87,phylum
16,0.5629201583988169,87,phylum
30,0.5629940354117183,87,phylum
1,0.5242718471956277,88,phylum
2,0.5509455313327265,88,phylum
4,0.564389176197103,88,phylum
8,0.5577080521287838,88,phylum
16,0.5515807159511428,88,phylum
30,0.5516631197835467,88,phylum
1,0.5472492017278603,89,phylum
2,0.5767992548297426,89,phylum
4,0.5885041127800275,89,phylum
8,0.5752356071228023,89,phylum
16,0.5654312406919114,89,phylum
30,0.5653218120123608,89,phylum
1,0.5374834145992683,9,phylum
2,0.5692050438940683,9,phylum
4,0.5766239837398374,9,phylum
8,0.5645103311063677,9,phylum
16,0.554012364498645,9,phylum
30,0.5537955226568032,9,phylum
1,0.5376805102140468,90,phylum
2,0.5540159501836331,90,phylum
4,0.5553228219508708,90,phylum
8,0.5507156566409616,90,phylum
16,0.547772917952796,90,phylum
30,0.5474899372368884,90,phylum
1,0.5421374658630757,91,phylum
2,0.5811520963472183,91,phylum
4,0.576923419935615,91,phylum
8,0.5685328152629981,91,phylum
16,0.5614029157641962,91,phylum
30,0.5615124909316983,91,phylum
1,0.5379874966429844,92,phylum
2,0.5704885146470512,92,phylum
4,0.5700857473326986,92,phylum
8,0.5614097891445452,92,phylum
16,0.5545478769274501,92,phylum
30,0.5545330652952605,92,phylum
1,0.5250783736698371,93,phylum
2,0.548417918353894,93,phylum
4,0.5625332532009362,93,phylum
8,0.5621869554659189,93,phylum
16,0.5557923106032863,93,phylum
30,0.5554109793591501,93,phylum
1,0.5509473053192565,94,phylum
2,0.5804912748113967,94,phylum
4,0.605463239589764,94,phylum
8,0.5983674663339298,94,phylum
16,0.5873206265934925,94,phylum
30,0.5872822048965342,94,phylum
1,0.5282956872377604,95,phylum
2,0.5607771477923917,95,phylum
4,0.5626860375183546,95,phylum
8,0.5473689739390959,95,phylum
16,0.5450403877309365,95,phylum
30,0.5451274708942392,95,phylum
1,0.5578313705691754,96,phylum
2,0.5833641428885331,96,phylum
4,0.5795564985717425,96,phylum
8,0.5689005662892858,96,phylum
16,0.5636600121462927,96,phylum
30,0.56377749417536,96,phylum
1,0.5363338020075825,97,phylum
2,0.554393208103574,97,phylum
4,0.5457807851405413,97,phylum
8,0.5332294735938029,97,phylum
16,0.5293120075650564,97,phylum
30,0.528224804072365,97,phylum
1,0.5331634234408624,98,phylum
2,0.5435372541531078,98,phylum
4,0.5536088008740447,98,phylum
8,0.5456888510897657,98,phylum
16,0.5403472642939107,98,phylum
30,0.5405972080530007,98,phylum
1,0.5630117853044683,99,phylum
2,0.5738320938534354,99,phylum
4,0.575458510775584,99,phylum
8,0.5702726847056115,99,phylum
16,0.5649945300265422,99,phylum
30,0.5646817403204598,99,phylum
