maxdepth,AUC,seed,level
1,0.5396174297119419,1,phylum
2,0.5599434072574316,1,phylum
4,0.5858214712970811,1,phylum
8,0.5638706225825129,1,phylum
16,0.5595062366373342,1,phylum
30,0.559484870323285,1,phylum
1,0.5433228677283556,10,phylum
2,0.5720477411209118,10,phylum
4,0.5753312003205296,10,phylum
8,0.5632201807643881,10,phylum
16,0.5573661802045948,10,phylum
30,0.5578026523910671,10,phylum
1,0.5723296366924415,100,phylum
2,0.6079888285498042,100,phylum
4,0.6026979117619362,100,phylum
8,0.5832452585425146,100,phylum
16,0.579588506189116,100,phylum
30,0.5795705239211337,100,phylum
1,0.5479501287001287,11,phylum
2,0.5630576909662276,11,phylum
4,0.5835949695339939,11,phylum
8,0.5774906491857712,11,phylum
16,0.5736773491697272,11,phylum
30,0.5734319064273332,11,phylum
1,0.5490044639587323,12,phylum
2,0.5720081026148099,12,phylum
4,0.5883489678703093,12,phylum
8,0.5687137106618814,12,phylum
16,0.5612165567135079,12,phylum
30,0.5613437658041317,12,phylum
1,0.5224707555988044,13,phylum
2,0.5564761202840471,13,phylum
4,0.5784879836282275,13,phylum
8,0.5715912916400722,13,phylum
16,0.5658484335816653,13,phylum
30,0.5658671879632245,13,phylum
1,0.5516535067297262,14,phylum
2,0.5828775962373524,14,phylum
4,0.5827149998430486,14,phylum
8,0.5776541709392319,14,phylum
16,0.5707804088932138,14,phylum
30,0.5707915428494696,14,phylum
1,0.5431746751106508,15,phylum
2,0.5687928834758104,15,phylum
4,0.5716629052833321,15,phylum
8,0.5737985860424885,15,phylum
16,0.5768534926477,15,phylum
30,0.576631768746098,15,phylum
1,0.5512026394861761,16,phylum
2,0.583595694998134,16,phylum
4,0.5866919866294866,16,phylum
8,0.5635849553822115,16,phylum
16,0.5593612645746793,16,phylum
30,0.5596129858081078,16,phylum
1,0.5669838204929668,17,phylum
2,0.5966175888431986,17,phylum
4,0.5893436581180483,17,phylum
8,0.584062299886995,17,phylum
16,0.5827721905267637,17,phylum
30,0.5828286564003028,17,phylum
1,0.5257861655209216,18,phylum
2,0.5517076122289537,18,phylum
4,0.5691421744043695,18,phylum
8,0.5602094753725851,18,phylum
16,0.5527045708600586,18,phylum
30,0.5526642439477806,18,phylum
1,0.5307259136314014,19,phylum
2,0.5543846642810057,19,phylum
4,0.565130462779853,19,phylum
8,0.5555595475702183,19,phylum
16,0.5566657118791265,19,phylum
30,0.5567429820935919,19,phylum
1,0.538279619340595,2,phylum
2,0.5644925766358694,2,phylum
4,0.5705020469075347,2,phylum
8,0.5678676555475336,2,phylum
16,0.5609433460027973,2,phylum
30,0.5609448832543344,2,phylum
1,0.539228073456732,20,phylum
2,0.557145010428547,20,phylum
4,0.5815652673579503,20,phylum
8,0.5726261365895512,20,phylum
16,0.5645651437587413,20,phylum
30,0.5642308405966943,20,phylum
1,0.5519778798833677,21,phylum
2,0.577066208194257,21,phylum
4,0.5935510584626439,21,phylum
8,0.5813343988587891,21,phylum
16,0.5792853155856205,21,phylum
30,0.5792288584316023,21,phylum
1,0.5418450004882932,22,phylum
2,0.5741212492980786,22,phylum
4,0.5704628145131194,22,phylum
8,0.5526076939308646,22,phylum
16,0.5499704353743988,22,phylum
30,0.549728388013449,22,phylum
1,0.5440307175642541,23,phylum
2,0.5768958065208065,23,phylum
4,0.5808160551666649,23,phylum
8,0.5750802110908818,23,phylum
16,0.5728730516230516,23,phylum
30,0.5730502479831748,23,phylum
1,0.5473708900538169,24,phylum
2,0.5790233548007938,24,phylum
4,0.5926808755619731,24,phylum
8,0.5729319890447939,24,phylum
16,0.5652373959325179,24,phylum
30,0.5651116403860307,24,phylum
1,0.5525390176762128,25,phylum
2,0.5774981462298535,25,phylum
4,0.5797761834133786,25,phylum
8,0.5738547264599094,25,phylum
16,0.5662913662791712,25,phylum
30,0.5661487602585163,25,phylum
1,0.5558096341114633,26,phylum
2,0.5740702357409675,26,phylum
4,0.6176241071210583,26,phylum
8,0.589256844823918,26,phylum
16,0.5808384667332838,26,phylum
30,0.5806225665997008,26,phylum
1,0.5563555768311866,27,phylum
2,0.5918191575722064,27,phylum
4,0.6031933361933361,27,phylum
8,0.5966691951097439,27,phylum
16,0.5850249707460073,27,phylum
30,0.5850425418885785,27,phylum
1,0.5574657222553564,28,phylum
2,0.5832702746300308,28,phylum
4,0.5831366100420978,28,phylum
8,0.5736096708642441,28,phylum
16,0.5715126901727512,28,phylum
30,0.5717796352537207,28,phylum
1,0.531828325276496,29,phylum
2,0.5460911394844322,29,phylum
4,0.5597157126638834,29,phylum
8,0.5610307984378107,29,phylum
16,0.5550816003285516,29,phylum
30,0.5552672310812555,29,phylum
1,0.5418690149208442,3,phylum
2,0.575036301981424,3,phylum
4,0.5819804048386366,3,phylum
8,0.5721549349872521,3,phylum
16,0.5697206208822062,3,phylum
30,0.5696303398346081,3,phylum
1,0.5544896717274767,30,phylum
2,0.6038123737849348,30,phylum
4,0.591226253256741,30,phylum
8,0.5756723173521954,30,phylum
16,0.5736295871219652,30,phylum
30,0.573259705044766,30,phylum
1,0.5454657026364343,31,phylum
2,0.5806979932894567,31,phylum
4,0.603429072583036,31,phylum
8,0.5846217822787945,31,phylum
16,0.579710818614782,31,phylum
30,0.5796640218179853,31,phylum
1,0.5362686039698235,32,phylum
2,0.554759189503092,32,phylum
4,0.5710808273430225,32,phylum
8,0.5766172729785535,32,phylum
16,0.5746440273025639,32,phylum
30,0.574610738351592,32,phylum
1,0.5653077554906824,33,phylum
2,0.5972183424713913,33,phylum
4,0.5824401417968491,33,phylum
8,0.5699872817067939,33,phylum
16,0.568722591057957,33,phylum
30,0.5685727116489312,33,phylum
1,0.5411347030828738,34,phylum
2,0.5761833013326916,34,phylum
4,0.582283089927907,34,phylum
8,0.5752870348571568,34,phylum
16,0.5693449693160059,34,phylum
30,0.5695830959443764,34,phylum
1,0.5832006623348087,35,phylum
2,0.630417965439307,35,phylum
4,0.6357852203248545,35,phylum
8,0.6276724769194282,35,phylum
16,0.6201126740852351,35,phylum
30,0.6200388441577466,35,phylum
1,0.5723047154297154,36,phylum
2,0.6223653034567669,36,phylum
4,0.5794999688277127,36,phylum
8,0.5669396330128037,36,phylum
16,0.5641617098370147,36,phylum
30,0.5641168670848549,36,phylum
1,0.534989637721345,37,phylum
2,0.5670969022158047,37,phylum
4,0.578871367229599,37,phylum
8,0.5690781715949399,37,phylum
16,0.5681965166385898,37,phylum
30,0.568280878003439,37,phylum
1,0.5560598760781688,38,phylum
2,0.6011159984025838,38,phylum
4,0.5981267859758713,38,phylum
8,0.5980053302431352,38,phylum
16,0.5937222560103658,38,phylum
30,0.5938125248506346,38,phylum
1,0.5732505824639971,39,phylum
2,0.6160446382793944,39,phylum
4,0.5997736804749,39,phylum
8,0.5897771467024516,39,phylum
16,0.5884148255398255,39,phylum
30,0.5885479312064678,39,phylum
1,0.5449493007816179,4,phylum
2,0.5527405955607175,4,phylum
4,0.5568903184543429,4,phylum
8,0.5528839906980151,4,phylum
16,0.547531840856536,4,phylum
30,0.5477807406709846,4,phylum
1,0.5569040874498191,40,phylum
2,0.5730537815690255,40,phylum
4,0.5878899437329316,40,phylum
8,0.5878607143729095,40,phylum
16,0.5809244161408795,40,phylum
30,0.5809911858722835,40,phylum
1,0.5327164965488136,41,phylum
2,0.5528609336688605,41,phylum
4,0.563165745449282,41,phylum
8,0.5498026857432345,41,phylum
16,0.5487883118309947,41,phylum
30,0.5487078262931921,41,phylum
1,0.5383302400832889,42,phylum
2,0.5571182898926802,42,phylum
4,0.5658649259015113,42,phylum
8,0.5598311146512366,42,phylum
16,0.5530548460045411,42,phylum
30,0.5527289434469312,42,phylum
1,0.5501734365027048,43,phylum
2,0.5654574177836373,43,phylum
4,0.5785089379449135,43,phylum
8,0.561138546865681,43,phylum
16,0.5537530679634338,43,phylum
30,0.5538316443621322,43,phylum
1,0.5494481301859351,44,phylum
2,0.5746917961079546,44,phylum
4,0.568724356106978,44,phylum
8,0.5642576422241057,44,phylum
16,0.5568460673216771,44,phylum
30,0.556913094278948,44,phylum
1,0.53809910781862,45,phylum
2,0.5679529281023183,45,phylum
4,0.5709380985951108,45,phylum
8,0.559801211708224,45,phylum
16,0.5549064336549093,45,phylum
30,0.5548262206021353,45,phylum
1,0.5413181121016487,46,phylum
2,0.5729424014606942,46,phylum
4,0.5797479480787407,46,phylum
8,0.5803819987234622,46,phylum
16,0.5739890035941865,46,phylum
30,0.573511106271777,46,phylum
1,0.5354934699507871,47,phylum
2,0.5632119039771479,47,phylum
4,0.5564563734030198,47,phylum
8,0.548339707303122,47,phylum
16,0.5394171628074067,47,phylum
30,0.5391674313686509,47,phylum
1,0.5409895836603154,48,phylum
2,0.5463333124064832,48,phylum
4,0.551102225047347,48,phylum
8,0.5447553629413385,48,phylum
16,0.5374088415506099,48,phylum
30,0.537544702149885,48,phylum
1,0.5511755688615445,49,phylum
2,0.5965647733970905,49,phylum
4,0.5896138416290856,49,phylum
8,0.574567361786874,49,phylum
16,0.5689181016818212,49,phylum
30,0.5686210738177202,49,phylum
1,0.5426428061336598,5,phylum
2,0.5577509711366418,5,phylum
4,0.5427457710323564,5,phylum
8,0.5324622730308706,5,phylum
16,0.5320176014429063,5,phylum
30,0.5321769624589746,5,phylum
1,0.5573075610453659,50,phylum
2,0.579627965509063,50,phylum
4,0.5904313948094436,50,phylum
8,0.582460465474185,50,phylum
16,0.5783262027271173,50,phylum
30,0.5783584113294479,50,phylum
