sigma,C,AUC,seed,level
0.001,1,0.5814566788042398,30,phylum
0.001,10,0.573082567759397,30,phylum
0.001,100,0.5913071930815833,30,phylum
0.01,1e-4,0.5691767124267124,30,phylum
0.01,0.001,0.572377230889426,30,phylum
0.01,0.01,0.5829223544101593,30,phylum
0.01,0.1,0.5807301927362903,30,phylum
0.01,1,0.5790015416112977,30,phylum
0.01,10,0.5948790454217283,30,phylum
0.01,100,0.5898709449867987,30,phylum
0.1,1e-4,0.57066940982794645,30,phylum
0.1,0.001,0.57686537146903,30,phylum
0.1,0.01,0.5729411475935866,30,phylum
0.1,0.1,0.5746930789674692,30,phylum
0.1,1,0.5862087139404213,30,phylum
0.1,10,0.5776934164129286,30,phylum
0.1,100,0.5569990687551664,30,phylum
1,1e-4,0.5132452055714251,30,phylum
1,0.001,0.5091455519107958,30,phylum
1,0.01,0.5084451319786686,30,phylum
1,0.1,0.5136441663789225,30,phylum
1,1,0.5198450658847,30,phylum
1,10,0.4913847641195202,30,phylum
1,100,0.49073260586370343,30,phylum
1e-6,1e-4,0.5729624275843788,31,phylum
1e-6,0.001,0.5711635886757838,31,phylum
1e-6,0.01,0.5654352601730651,31,phylum
1e-6,0.1,0.5621066161980797,31,phylum
1e-6,1,0.5644464019768898,31,phylum
1e-6,10,0.5710858776895362,31,phylum
1e-6,100,0.5756135264184045,31,phylum
1e-5,1e-4,0.572491581738533,31,phylum
1e-5,0.001,0.5638196288623119,31,phylum
1e-5,0.01,0.5637394729223998,31,phylum
1e-5,0.1,0.5608463541939152,31,phylum
1e-5,1,0.5639855831441197,31,phylum
1e-5,10,0.5731524390243903,31,phylum
1e-5,100,0.5768607501229452,31,phylum
1e-4,1e-4,0.5616021465716587,31,phylum
1e-4,0.001,0.5605169856267417,31,phylum
1e-4,0.01,0.5628094906753444,31,phylum
1e-4,0.1,0.5685687429589869,31,phylum
1e-4,1,0.5765611116342824,31,phylum
1e-4,10,0.5752967470955276,31,phylum
1e-4,100,0.5691478386051557,31,phylum
0.001,1e-4,0.5588593584874073,31,phylum
0.001,0.001,0.5583561566793274,31,phylum
0.001,0.01,0.5656355876782706,31,phylum
0.001,0.1,0.5733314917705161,31,phylum
0.001,1,0.5794174758382076,31,phylum
0.001,10,0.5713794212330798,31,phylum
0.001,100,0.5826202273702273,31,phylum
0.01,1e-4,0.5666670651487725,31,phylum
0.01,0.001,0.5627970592543763,31,phylum
0.01,0.01,0.5772548402060598,31,phylum
0.01,0.1,0.5733094052240394,31,phylum
0.01,1,0.5781115662701029,31,phylum
0.01,10,0.585108335687604,31,phylum
0.01,100,0.5882309199443346,31,phylum
0.1,1e-4,0.5738630847746702,31,phylum
0.1,0.001,0.5704358204022838,31,phylum
0.1,0.01,0.5737943671022939,31,phylum
0.1,0.1,0.5727381532229093,31,phylum
0.1,1,0.5785702815184522,31,phylum
0.1,10,0.5425020190050678,31,phylum
0.1,100,0.5123890890018938,31,phylum
1,1e-4,0.5041718430102576,31,phylum
1,0.001,0.5048175828267292,31,phylum
1,0.01,0.5068517092876849,31,phylum
1,0.1,0.5059187615315665,31,phylum
1,1,0.49822174395650004,31,phylum
1,10,0.47814612129551154,31,phylum
1,100,0.4853660825459606,31,phylum
1e-6,1e-4,0.5608579106109594,32,phylum
1e-6,0.001,0.5579276345160492,32,phylum
1e-6,0.01,0.5462975763219665,32,phylum
1e-6,0.1,0.545224794480892,32,phylum
1e-6,1,0.5481021308765212,32,phylum
1e-6,10,0.5485585629183191,32,phylum
1e-6,100,0.5567755787146031,32,phylum
1e-5,1e-4,0.5589409095506657,32,phylum
1e-5,0.001,0.5523443164418774,32,phylum
1e-5,0.01,0.5418609253853156,32,phylum
1e-5,0.1,0.5471660475806818,32,phylum
1e-5,1,0.5487400815449596,32,phylum
1e-5,10,0.5555174137552187,32,phylum
1e-5,100,0.5580271194539487,32,phylum
1e-4,1e-4,0.5495632932584152,32,phylum
1e-4,0.001,0.544522241753949,32,phylum
1e-4,0.01,0.5447296913638378,32,phylum
1e-4,0.1,0.5536853587036514,32,phylum
1e-4,1,0.5582505292749195,32,phylum
1e-4,10,0.5592892195331219,32,phylum
1e-4,100,0.5485099437416511,32,phylum
0.001,1e-4,0.5464328841036158,32,phylum
0.001,0.001,0.5463586670293987,32,phylum
0.001,0.01,0.5469917644124961,32,phylum
0.001,0.1,0.561472505606652,32,phylum
0.001,1,0.5605358895480846,32,phylum
0.001,10,0.5522516863553449,32,phylum
0.001,100,0.580185640344177,32,phylum
0.01,1e-4,0.5760907309748773,32,phylum
0.01,0.001,0.5766371223139516,32,phylum
0.01,0.01,0.5846243011303986,32,phylum
0.01,0.1,0.5853991692040472,32,phylum
0.01,1,0.5792965081806545,32,phylum
0.01,10,0.5939771130015032,32,phylum
0.01,100,0.5776213077188687,32,phylum
0.1,1e-4,0.6053585750384531,32,phylum
0.1,0.001,0.6048091196597294,32,phylum
0.1,0.01,0.6051284869364137,32,phylum
0.1,0.1,0.6052461106576961,32,phylum
0.1,1,0.584782155413253,32,phylum
0.1,10,0.5623082241649315,32,phylum
0.1,100,0.5303416731191122,32,phylum
1,1e-4,0.5598573564854052,32,phylum
1,0.001,0.5647938116688117,32,phylum
1,0.01,0.5607947891271062,32,phylum
1,0.1,0.5565982624610674,32,phylum
1,1,0.5464000616470128,32,phylum
1,10,0.48008315414717856,32,phylum
1,100,0.4868211491107833,32,phylum
1e-6,1e-4,0.587009189503092,33,phylum
1e-6,0.001,0.5875573474171035,33,phylum
1e-6,0.01,0.5847619771339284,33,phylum
1e-6,0.1,0.5848168586705172,33,phylum
1e-6,1,0.5830197261721652,33,phylum
1e-6,10,0.5887381981284421,33,phylum
1e-6,100,0.5914010744193671,33,phylum
1e-5,1e-4,0.5874642168300706,33,phylum
1e-5,0.001,0.5847091664835568,33,phylum
1e-5,0.01,0.585540497814888,33,phylum
1e-5,0.1,0.5838260682285072,33,phylum
1e-5,1,0.5884821589882565,33,phylum
1e-5,10,0.5917857073100976,33,phylum
1e-5,100,0.5919894301967473,33,phylum
1e-4,1e-4,0.5852310062675916,33,phylum
1e-4,0.001,0.5841823269262294,33,phylum
1e-4,0.01,0.5848918552699041,33,phylum
1e-4,0.1,0.5861222947686362,33,phylum
1e-4,1,0.5922125575052405,33,phylum
1e-4,10,0.5898050881892345,33,phylum
1e-4,100,0.5807783305954037,33,phylum
0.001,1e-4,0.582501838946961,33,phylum
0.001,0.001,0.5828705421449324,33,phylum
0.001,0.01,0.5860267994475311,33,phylum
0.001,0.1,0.5902230043632483,33,phylum
0.001,1,0.5903169162193552,33,phylum
0.001,10,0.5794155802143607,33,phylum
0.001,100,0.5927090574895453,33,phylum
0.01,1e-4,0.583093311081116,33,phylum
0.01,0.001,0.5811392960905156,33,phylum
0.01,0.01,0.5876120964169744,33,phylum
0.01,0.1,0.5884828914280134,33,phylum
0.01,1,0.5836814349192398,33,phylum
0.01,10,0.5902551575966211,33,phylum
0.01,100,0.5700132022266169,33,phylum
0.1,1e-4,0.5798329906561613,33,phylum
0.1,0.001,0.5821256779427512,33,phylum
0.1,0.01,0.5813688374785936,33,phylum
0.1,0.1,0.5820679329154939,33,phylum
0.1,1,0.5769016490357954,33,phylum
0.1,10,0.5193297600736625,33,phylum
0.1,100,0.48994402503548845,33,phylum
1,1e-4,0.48169311776933726,33,phylum
1,0.001,0.4808432016511285,33,phylum
1,0.01,0.47870761920457044,33,phylum
1,0.1,0.47991490924722635,33,phylum
1,1,0.47585466694917916,33,phylum
1,10,0.4997996598514891,33,phylum
1,100,0.5102948867857404,33,phylum
1e-6,1e-4,0.5951922423294375,34,phylum
1e-6,0.001,0.5946255218633267,34,phylum
1e-6,0.01,0.589905296411394,34,phylum
1e-6,0.1,0.5860953976624709,34,phylum
1e-6,1,0.5897479875345729,34,phylum
1e-6,10,0.5896625153027593,34,phylum
1e-6,100,0.58201210705479,34,phylum
1e-5,1e-4,0.5953741302277887,34,phylum
1e-5,0.001,0.5883505125334394,34,phylum
1e-5,0.01,0.5879038201965031,34,phylum
1e-5,0.1,0.5836526613721735,34,phylum
1e-5,1,0.587782050343026,34,phylum
1e-5,10,0.5825257173549857,34,phylum
1e-5,100,0.5837666037117256,34,phylum
1e-4,1e-4,0.5877500034878084,34,phylum
1e-4,0.001,0.5866582122191878,34,phylum
1e-4,0.01,0.5877833713504446,34,phylum
1e-4,0.1,0.5913954921820775,34,phylum
1e-4,1,0.5826713272505956,34,phylum
1e-4,10,0.5834014912124669,34,phylum
1e-4,100,0.5767116637543467,34,phylum
0.001,1e-4,0.5946430088625211,34,phylum
0.001,0.001,0.5899357659052781,34,phylum
0.001,0.01,0.5918430930930931,34,phylum
0.001,0.1,0.5865838652241091,34,phylum
0.001,1,0.5868797647822038,34,phylum
0.001,10,0.5797567837872716,34,phylum
0.001,100,0.5966474436108582,34,phylum
0.01,1e-4,0.5986490349234251,34,phylum
0.01,0.001,0.6004348503555821,34,phylum
0.01,0.01,0.5998186426844964,34,phylum
0.01,0.1,0.602662817870135,34,phylum
0.01,1,0.5955565042394311,34,phylum
0.01,10,0.6005880340270584,34,phylum
0.01,100,0.5899314767729402,34,phylum
0.1,1e-4,0.6016890191585313,34,phylum
0.1,0.001,0.6001292686414638,34,phylum
0.1,0.01,0.6010583780644756,34,phylum
0.1,0.1,0.6023051152197494,34,phylum
0.1,1,0.5956322219431975,34,phylum
0.1,10,0.5635851243229292,34,phylum
0.1,100,0.5241914510329144,34,phylum
1,1e-4,0.50162826022887,34,phylum
1,0.001,0.4981747875924705,34,phylum
1,0.01,0.49699126783578,34,phylum
1,0.1,0.5006715674733967,34,phylum
1,1,0.48670788166214995,34,phylum
1,10,0.488167794536697,34,phylum
1,100,0.487677661546564,34,phylum
1e-6,1e-4,0.5655490634362585,35,phylum
1e-6,0.001,0.5631303742767158,35,phylum
1e-6,0.01,0.5512735723528407,35,phylum
1e-6,0.1,0.5456403031951812,35,phylum
1e-6,1,0.5445014169221486,35,phylum
1e-6,10,0.5530782472367838,35,phylum
1e-6,100,0.5487269944160188,35,phylum
1e-5,1e-4,0.5635723175265859,35,phylum
1e-5,0.001,0.5473654865667061,35,phylum
1e-5,0.01,0.5473605670130061,35,phylum
1e-5,0.1,0.5471654842996306,35,phylum
1e-5,1,0.5487524632646584,35,phylum
1e-5,10,0.5465705845218041,35,phylum
1e-5,100,0.5518506380945405,35,phylum
1e-4,1e-4,0.5469779526913673,35,phylum
1e-4,0.001,0.5464412025265684,35,phylum
1e-4,0.01,0.5431638031759983,35,phylum
1e-4,0.1,0.5520189379274745,35,phylum
1e-4,1,0.553575178837374,35,phylum
1e-4,10,0.5493754834974347,35,phylum
1e-4,100,0.5391057581972216,35,phylum
0.001,1e-4,0.5456360646360646,35,phylum
0.001,0.001,0.5448561209292917,35,phylum
0.001,0.01,0.5486268062487575,35,phylum
0.001,0.1,0.5516593257020086,35,phylum
0.001,1,0.5485871193493145,35,phylum
0.001,10,0.5429010840108401,35,phylum
0.001,100,0.5720605884630275,35,phylum
0.01,1e-4,0.5403887258338478,35,phylum
0.01,0.001,0.5475738090006382,35,phylum
0.01,0.01,0.5555040275467105,35,phylum
0.01,0.1,0.5563458127116664,35,phylum
0.01,1,0.5586331348770374,35,phylum
0.01,10,0.583388184351599,35,phylum
0.01,100,0.5726460755180267,35,phylum
0.1,1e-4,0.5673112572502816,35,phylum
0.1,0.001,0.5719427362902972,35,phylum
0.1,0.01,0.5672652922957802,35,phylum
0.1,0.1,0.5706096950609145,35,phylum
0.1,1,0.5684712979530053,35,phylum
0.1,10,0.5340011867267965,35,phylum
0.1,100,0.511246157307133,35,phylum
1,1e-4,0.48094776788984106,35,phylum
1,0.001,0.48046968353370795,35,phylum
1,0.01,0.4840571163497993,35,phylum
1,0.1,0.48231012458451483,35,phylum
1,1,0.47455349426081134,35,phylum
1,10,0.49163907635858856,35,phylum
1,100,0.5013259138929871,35,phylum
1e-6,1e-4,0.574281240299533,36,phylum
1e-6,0.001,0.5733898393166685,36,phylum
1e-6,0.01,0.5650639289114899,36,phylum
1e-6,0.1,0.5600558607387875,36,phylum
1e-6,1,0.5636049429220161,36,phylum
1e-6,10,0.5561399901643804,36,phylum
1e-6,100,0.5545921505128822,36,phylum
1e-5,1e-4,0.5731608834444201,36,phylum
1e-5,0.001,0.5638097374377862,36,phylum
1e-5,0.01,0.5573168830851758,36,phylum
1e-5,0.1,0.5608942200039762,36,phylum
1e-5,1,0.5579415050939441,36,phylum
1e-5,10,0.5563001895623847,36,phylum
1e-5,100,0.5541244511061584,36,phylum
1e-4,1e-4,0.5622998774035359,36,phylum
1e-4,0.001,0.5626347453725502,36,phylum
1e-4,0.01,0.5595111025659806,36,phylum
1e-4,0.1,0.5592525312769215,36,phylum
1e-4,1,0.551490713710226,36,phylum
1e-4,10,0.5562070563594954,36,phylum
1e-4,100,0.5414927593098325,36,phylum
0.001,1e-4,0.558267350102716,36,phylum
0.001,0.001,0.5620521889485304,36,phylum
0.001,0.01,0.5616595654888338,36,phylum
0.001,0.1,0.5591872874616777,36,phylum
0.001,1,0.5610314321289931,36,phylum
0.001,10,0.5506938410535972,36,phylum
0.001,100,0.5768942810406225,36,phylum
0.01,1e-4,0.5690743871048749,36,phylum
0.01,0.001,0.5721257712416249,36,phylum
0.01,0.01,0.5756714440921759,36,phylum
0.01,0.1,0.5798976738062104,36,phylum
0.01,1,0.5741730824901556,36,phylum
0.01,10,0.5937614164687336,36,phylum
0.01,100,0.5994691512069561,36,phylum
0.1,1e-4,0.5849933212829554,36,phylum
0.1,0.001,0.5884373354190428,36,phylum
0.1,0.01,0.5850532039007649,36,phylum
0.1,0.1,0.5848644873096093,36,phylum
0.1,1,0.5930815536791146,36,phylum
0.1,10,0.5729728439240634,36,phylum
0.1,100,0.5475686060625085,36,phylum
1,1e-4,0.5173382088534527,36,phylum
1,0.001,0.516286254460035,36,phylum
1,0.01,0.5184393352411645,36,phylum
1,0.1,0.5173165565391176,36,phylum
1,1,0.5182804184846868,36,phylum
1,10,0.4801789258770966,36,phylum
1,100,0.48346546677339364,36,phylum
1e-6,1e-4,0.5629936774753848,37,phylum
1e-6,0.001,0.5613004733827904,37,phylum
1e-6,0.01,0.5557153730385438,37,phylum
1e-6,0.1,0.5491771074210099,37,phylum
1e-6,1,0.5525070942022161,37,phylum
1e-6,10,0.557498751364605,37,phylum
1e-6,100,0.5785693088558942,37,phylum
1e-5,1e-4,0.560937262175067,37,phylum
1e-5,0.001,0.5562785538151391,37,phylum
1e-5,0.01,0.5533044978776687,37,phylum
1e-5,0.1,0.5532980463041439,37,phylum
1e-5,1,0.5601257267720683,37,phylum
1e-5,10,0.5773880178087495,37,phylum
1e-5,100,0.576634485530827,37,phylum
1e-4,1e-4,0.5592576287088482,37,phylum
1e-4,0.001,0.5577047186559382,37,phylum
1e-4,0.01,0.5517260727626582,37,phylum
1e-4,0.1,0.5583331894612382,37,phylum
1e-4,1,0.5765922891532648,37,phylum
1e-4,10,0.580180654522118,37,phylum
1e-4,100,0.5699165759836492,37,phylum
0.001,1e-4,0.5552007294751197,37,phylum
0.001,0.001,0.5517533561436001,37,phylum
0.001,0.01,0.5636448870473261,37,phylum
0.001,0.1,0.5806033341704073,37,phylum
0.001,1,0.580199577626407,37,phylum
0.001,10,0.5742099364172535,37,phylum
0.001,100,0.5877114230955695,37,phylum
0.01,1e-4,0.5687508641045227,37,phylum
0.01,0.001,0.5710647293635098,37,phylum
0.01,0.01,0.5834466339161462,37,phylum
0.01,0.1,0.5829310582359363,37,phylum
0.01,1,0.5841924293631611,37,phylum
0.01,10,0.6022345027954784,37,phylum
0.01,100,0.5961839766595864,37,phylum
0.1,1e-4,0.596207385957386,37,phylum
0.1,0.001,0.5958328555035872,37,phylum
0.1,0.01,0.5981134418390516,37,phylum
0.1,0.1,0.5977826371667835,37,phylum
0.1,1,0.5965318140440091,37,phylum
0.1,10,0.5628125643064668,37,phylum
0.1,100,0.5293546054765567,37,phylum
1,1e-4,0.5018808372832763,37,phylum
1,0.001,0.5068155193521048,37,phylum
1,0.01,0.5052842537659611,37,phylum
1,0.1,0.5026602211968065,37,phylum
1,1,0.5009698574881501,37,phylum
1,10,0.47826054800445045,37,phylum
1,100,0.48534910869057213,37,phylum
1e-6,1e-4,0.5830738425707938,38,phylum
1e-6,0.001,0.5807016921102287,38,phylum
1e-6,0.01,0.5661666832337564,38,phylum
1e-6,0.1,0.5645210672344819,38,phylum
1e-6,1,0.5575655786448469,38,phylum
1e-6,10,0.5654359307042234,38,phylum
1e-6,100,0.5651696095049754,38,phylum
1e-5,1e-4,0.5829821938663402,38,phylum
1e-5,0.001,0.5671107012936282,38,phylum
1e-5,0.01,0.5668676769103599,38,phylum
1e-5,0.1,0.5683096397791519,38,phylum
1e-5,1,0.5715575305270427,38,phylum
1e-5,10,0.5697382731163219,38,phylum
1e-5,100,0.5698644934132739,38,phylum
1e-4,1e-4,0.5693178561837099,38,phylum
1e-4,0.001,0.5619366509366509,38,phylum
1e-4,0.01,0.567340022077827,38,phylum
1e-4,0.1,0.5668301254215888,38,phylum
1e-4,1,0.5698270116806702,38,phylum
1e-4,10,0.569865599920478,38,phylum
1e-4,100,0.5514012130597497,38,phylum
0.001,1e-4,0.5628635839672426,38,phylum
0.001,0.001,0.5649668963388476,38,phylum
0.001,0.01,0.5696142056690837,38,phylum
0.001,0.1,0.5706649776954655,38,phylum
0.001,1,0.568858116827629,38,phylum
0.001,10,0.552361567142055,38,phylum
0.001,100,0.5930609224206785,38,phylum
0.01,1e-4,0.5647668940717722,38,phylum
0.01,0.001,0.5634935196520563,38,phylum
0.01,0.01,0.5733999600645943,38,phylum
0.01,0.1,0.5755302750485677,38,phylum
0.01,1,0.5765684212086651,38,phylum
0.01,10,0.6110075188428847,38,phylum
0.01,100,0.608381625527967,38,phylum
0.1,1e-4,0.5968631933327055,38,phylum
0.1,0.001,0.5985107616327129,38,phylum
0.1,0.01,0.5971081403703355,38,phylum
0.1,0.1,0.599430673705064,38,phylum
0.1,1,0.6089675276321618,38,phylum
0.1,10,0.5766825937435693,38,phylum
0.1,100,0.5196331296453248,38,phylum
1,1e-4,0.555103045554265,38,phylum
1,0.001,0.5574338362752997,38,phylum
1,0.01,0.5602873282690356,38,phylum
1,0.1,0.5581271855479173,38,phylum
1,1,0.5308558445204786,38,phylum
1,10,0.48364250313030804,38,phylum
1,100,0.48484418826492,38,phylum
1e-6,1e-4,0.5675163225071762,39,phylum
1e-6,0.001,0.5653292861677008,39,phylum
1e-6,0.01,0.5474190453519722,39,phylum
1e-6,0.1,0.5451482388311657,39,phylum
1e-6,1,0.5397703034044498,39,phylum
1e-6,10,0.5445367719636013,39,phylum
1e-6,100,0.5493688427103062,39,phylum
1e-5,1e-4,0.5668984084258475,39,phylum
1e-5,0.001,0.5497659131256692,39,phylum
1e-5,0.01,0.5490392047099364,39,phylum
1e-5,0.1,0.5466416538489709,39,phylum
1e-5,1,0.5420853946280776,39,phylum
1e-5,10,0.547435030849665,39,phylum
1e-5,100,0.545286760628224,39,phylum
1e-4,1e-4,0.5492927047256315,39,phylum
1e-4,0.001,0.5441996107605864,39,phylum
1e-4,0.01,0.5459129913886012,39,phylum
1e-4,0.1,0.5429815085119963,39,phylum
1e-4,1,0.5481088553710505,39,phylum
1e-4,10,0.5476219259329016,39,phylum
1e-4,100,0.5308100618039643,39,phylum
0.001,1e-4,0.5434297782102661,39,phylum
0.001,0.001,0.5471648111526161,39,phylum
0.001,0.01,0.5456294744221574,39,phylum
0.001,0.1,0.5508322904786319,39,phylum
0.001,1,0.551443906450004,39,phylum
0.001,10,0.5411987928695245,39,phylum
0.001,100,0.5767394903614416,39,phylum
0.01,1e-4,0.542900863406961,39,phylum
0.01,0.001,0.5529653957092981,39,phylum
0.01,0.01,0.5679206689267665,39,phylum
0.01,0.1,0.5636581258959308,39,phylum
0.01,1,0.5673416404209087,39,phylum
0.01,10,0.5995145459047898,39,phylum
0.01,100,0.6014209732380464,39,phylum
0.1,1e-4,0.5919530567152519,39,phylum
0.1,0.001,0.5958308351905913,39,phylum
0.1,0.01,0.5949413054169151,39,phylum
0.1,0.1,0.5969940986282449,39,phylum
0.1,1,0.6082752316776707,39,phylum
0.1,10,0.557356886503228,39,phylum
0.1,100,0.5119449536644659,39,phylum
1,1e-4,0.5458918190838923,39,phylum
1,0.001,0.5441840285407359,39,phylum
1,0.01,0.5450272201644153,39,phylum
1,0.1,0.540959035254767,39,phylum
1,1,0.5412350429697991,39,phylum
1,10,0.4925565325778741,39,phylum
1,100,0.4839429442508711,39,phylum
1e-6,1e-4,0.5713366624464186,4,phylum
1e-6,0.001,0.5683553012943257,4,phylum
1e-6,0.01,0.5594393452686136,4,phylum
1e-6,0.1,0.5525347289798509,4,phylum
1e-6,1,0.5546116185872283,4,phylum
1e-6,10,0.558600652045774,4,phylum
1e-6,100,0.5599073690415154,4,phylum
1e-5,1e-4,0.5701594992204748,4,phylum
1e-5,0.001,0.5535478413954024,4,phylum
1e-5,0.01,0.5482713514908637,4,phylum
1e-5,0.1,0.5532303749742774,4,phylum
1e-5,1,0.5571089730845828,4,phylum
1e-5,10,0.565206861914179,4,phylum
1e-5,100,0.5641323143701192,4,phylum
1e-4,1e-4,0.5610879886855497,4,phylum
1e-4,0.001,0.5550817516122394,4,phylum
1e-4,0.01,0.5566629050653441,4,phylum
1e-4,0.1,0.5547514666234179,4,phylum
1e-4,1,0.560622035798865,4,phylum
1e-4,10,0.5581567708823807,4,phylum
1e-4,100,0.546907880005441,4,phylum
0.001,1e-4,0.5515369576893967,4,phylum
0.001,0.001,0.5540344203088106,4,phylum
0.001,0.01,0.5570590180773107,4,phylum
0.001,0.1,0.5591373533812558,4,phylum
0.001,1,0.5638442213990995,4,phylum
0.001,10,0.5546855487892073,4,phylum
0.001,100,0.5789930636211124,4,phylum
0.01,1e-4,0.5533639004858517,4,phylum
0.01,0.001,0.5575983771227674,4,phylum
0.01,0.01,0.5581311363628437,4,phylum
0.01,0.1,0.5676106193301316,4,phylum
0.01,1,0.5651597608061023,4,phylum
0.01,10,0.5783604222689589,4,phylum
0.01,100,0.5658876472291107,4,phylum
0.1,1e-4,0.5647033453313941,4,phylum
0.1,0.001,0.5688670482329019,4,phylum
0.1,0.01,0.5630770683575562,4,phylum
0.1,0.1,0.5683850017264651,4,phylum
0.1,1,0.5640132109461378,4,phylum
0.1,10,0.5247523211364675,4,phylum
0.1,100,0.5022251450056329,4,phylum
1,1e-4,0.4893289879600855,4,phylum
1,0.001,0.4826531675403627,4,phylum
1,0.01,0.48664535746547943,4,phylum
1,0.1,0.4848534828382389,4,phylum
1,1,0.4872329241262168,4,phylum
1,10,0.4843305522421376,4,phylum
1,100,0.48625244277378427,4,phylum
1e-6,1e-4,0.5588505883932713,40,phylum
1e-6,0.001,0.5570694318011391,40,phylum
1e-6,0.01,0.5544338362752997,40,phylum
1e-6,0.1,0.5511930780955171,40,phylum
1e-6,1,0.5507494628775117,40,phylum
1e-6,10,0.5576081203154374,40,phylum
1e-6,100,0.5718643852912145,40,phylum
1e-5,1e-4,0.559138832212003,40,phylum
1e-5,0.001,0.5538229056582715,40,phylum
1e-5,0.01,0.5539376920474481,40,phylum
1e-5,0.1,0.5512099085147866,40,phylum
1e-5,1,0.559076199021321,40,phylum
1e-5,10,0.5719842011000548,40,phylum
1e-5,100,0.5748025891745404,40,phylum
1e-4,1e-4,0.5547553407065602,40,phylum
1e-4,0.001,0.5511805202414959,40,phylum
1e-4,0.01,0.5518847793786819,40,phylum
1e-4,0.1,0.5588067771604357,40,phylum
1e-4,1,0.5705645174791516,40,phylum
1e-4,10,0.5706452925050486,40,phylum
1e-4,100,0.5665308479210919,40,phylum
0.001,1e-4,0.5509229464656294,40,phylum
0.001,0.001,0.5516452855294319,40,phylum
0.001,0.01,0.5559110094414973,40,phylum
0.001,0.1,0.5692131704875607,40,phylum
0.001,1,0.5726885596397792,40,phylum
0.001,10,0.5602751662812638,40,phylum
0.001,100,0.5850978923174045,40,phylum
0.01,1e-4,0.5632235057357009,40,phylum
0.01,0.001,0.5683347145054463,40,phylum
0.01,0.01,0.580225528664553,40,phylum
0.01,0.1,0.5805252874826046,40,phylum
0.01,1,0.5758239999581463,40,phylum
0.01,10,0.5857754679766874,40,phylum
0.01,100,0.5741068978386051,40,phylum
0.1,1e-4,0.5755030518323201,40,phylum
0.1,0.001,0.5786024325719448,40,phylum
0.1,0.01,0.5776854711854712,40,phylum
0.1,0.1,0.5731409030982202,40,phylum
0.1,1,0.5677843357294576,40,phylum
0.1,10,0.5464425183022744,40,phylum
0.1,100,0.5124379937428718,40,phylum
1,1e-4,0.49224093823788945,40,phylum
1,0.001,0.48494798282603163,40,phylum
1,0.01,0.4895006635555416,40,phylum
1,0.1,0.4872183524988403,40,phylum
1,1,0.4918971305800574,40,phylum
1,10,0.48285817699232336,40,phylum
1,100,0.487428433660141,40,phylum
1e-6,1e-4,0.5503057343057343,41,phylum
1e-6,0.001,0.5500440161415772,41,phylum
1e-6,0.01,0.5263986242339901,41,phylum
1e-6,0.1,0.5181961351595498,41,phylum
1e-6,1,0.5262032529044725,41,phylum
1e-6,10,0.5320033334728457,41,phylum
1e-6,100,0.5467568596471035,41,phylum
1e-5,1e-4,0.5482223469113713,41,phylum
1e-5,0.001,0.5324865749896238,41,phylum
1e-5,0.01,0.5236896234213307,41,phylum
1e-5,0.1,0.5225132257693234,41,phylum
1e-5,1,0.5332683737744713,41,phylum
1e-5,10,0.5511430419967005,41,phylum
1e-5,100,0.5486602159650941,41,phylum
1e-4,1e-4,0.5285976830489025,41,phylum
1e-4,0.001,0.528725281030159,41,phylum
1e-4,0.01,0.5262998224705542,41,phylum
1e-4,0.1,0.5313603228664204,41,phylum
1e-4,1,0.5455282852538951,41,phylum
1e-4,10,0.5487756798610457,41,phylum
1e-4,100,0.533829420884299,41,phylum
0.001,1e-4,0.526394485949364,41,phylum
0.001,0.001,0.5273894914077841,41,phylum
0.001,0.01,0.5315570962949012,41,phylum
0.001,0.1,0.5455592194982439,41,phylum
0.001,1,0.5495475902732,41,phylum
0.001,10,0.5423070326423985,41,phylum
0.001,100,0.5704689968714359,41,phylum
0.01,1e-4,0.5391557934240861,41,phylum
0.01,0.001,0.5357118930777467,41,phylum
0.01,0.01,0.5521778163180602,41,phylum
0.01,0.1,0.5519460636594783,41,phylum
0.01,1,0.5519290510022218,41,phylum
0.01,10,0.579525482799873,41,phylum
0.01,100,0.5725920859884275,41,phylum
0.1,1e-4,0.5607713418993907,41,phylum
0.1,0.001,0.5608931963322207,41,phylum
0.1,0.01,0.564318706336999,41,phylum
0.1,0.1,0.5595033404484624,41,phylum
0.1,1,0.5529000838817912,41,phylum
0.1,10,0.5210655803887512,41,phylum
0.1,100,0.5071075936563741,41,phylum
1,1e-4,0.47889245299306277,41,phylum
1,0.001,0.475703239389215,41,phylum
1,0.01,0.47560551710246834,41,phylum
1,0.1,0.4813259265362924,41,phylum
1,1,0.4785169843188136,41,phylum
1,10,0.4840735975522561,41,phylum
1,100,0.49255102794432065,41,phylum
1e-6,1e-4,0.5734803588431637,42,phylum
1e-6,0.001,0.5735861305556428,42,phylum
1e-6,0.01,0.5670826575704625,42,phylum
1e-6,0.1,0.5672199516589761,42,phylum
1e-6,1,0.5684350439289464,42,phylum
1e-6,10,0.5732953816185523,42,phylum
1e-6,100,0.5783511638816516,42,phylum
1e-5,1e-4,0.5729073764531082,42,phylum
1e-5,0.001,0.5678317428927185,42,phylum
1e-5,0.01,0.5695127819457088,42,phylum
1e-5,0.1,0.5668419124699613,42,phylum
1e-5,1,0.5693849563849563,42,phylum
1e-5,10,0.5794392144757998,42,phylum
1e-5,100,0.5798834513956466,42,phylum
