mtry,AUC,seed,level
14,0.6679061081987911,1,otu
27,0.671199473864108,1,otu
54,0.6730857495125788,1,otu
100,0.6724027158691793,1,otu
14,0.6735285211169357,10,otu
27,0.6797219789475887,10,otu
54,0.6838829168890145,10,otu
100,0.6859397297994859,10,otu
14,0.6806951594451595,100,otu
27,0.6837671783281539,100,otu
54,0.683225347298518,100,otu
100,0.683808276482057,100,otu
14,0.6592273118065801,11,otu
27,0.6630541316577901,11,otu
54,0.6661112514953978,11,otu
100,0.6665488990732893,11,otu
14,0.6923780592439129,12,otu
27,0.698222077478175,12,otu
54,0.7005269821214943,12,otu
100,0.7038686264661874,12,otu
14,0.6790987533700948,13,otu
27,0.6832144278424767,13,otu
54,0.682326903994587,13,otu
100,0.6821911807277661,13,otu
14,0.6839682609438708,14,otu
27,0.6860160059885669,14,otu
54,0.6892087623337624,14,otu
100,0.6884116808446077,14,otu
14,0.6781353801536728,15,otu
27,0.6826362830600635,15,otu
54,0.6846177061207549,15,otu
100,0.6843136677618386,15,otu
14,0.6823428764129984,16,otu
27,0.6836022124040417,16,otu
54,0.684950637048198,16,otu
100,0.6849955617638545,16,otu
14,0.6826156443900346,17,otu
27,0.6869227184501575,17,otu
54,0.6904471365965269,17,otu
100,0.6896955208693014,17,otu
14,0.6723751661068734,18,otu
27,0.6782052492387858,18,otu
54,0.6808187582181485,18,otu
100,0.6795800940313136,18,otu
14,0.6669187571718059,19,otu
27,0.6716637608863218,19,otu
54,0.6763546573577062,19,otu
100,0.6776104728421801,19,otu
14,0.67769524097268,2,otu
27,0.6812857796821211,2,otu
54,0.6818053724456163,2,otu
100,0.6800057226215763,2,otu
14,0.6667827313376093,20,otu
27,0.6675638286369994,20,otu
54,0.6663000055804934,20,otu
100,0.6646094975637659,20,otu
14,0.688301269911026,21,otu
27,0.6922265457966678,21,otu
54,0.6944731796256186,21,otu
100,0.6942317413232048,21,otu
14,0.6790265160631014,22,otu
27,0.681896201079128,22,otu
54,0.6821485488101342,22,otu
100,0.6803473368839222,22,otu
14,0.6930725093560459,23,otu
27,0.6962944307547966,23,otu
54,0.6978741533345192,23,otu
100,0.6984965335544604,23,otu
14,0.6557745179848838,24,otu
27,0.6598707113036382,24,otu
54,0.659110938464597,24,otu
100,0.6580087064416332,24,otu
14,0.6865301516673468,25,otu
27,0.6918450780920293,25,otu
54,0.694441008081252,25,otu
100,0.6945524649213674,25,otu
14,0.6522609072487121,26,otu
27,0.6544916732935026,26,otu
54,0.6565597993463848,26,otu
100,0.6571546781973612,26,otu
14,0.7011887880912271,27,otu
27,0.703423257752526,27,otu
54,0.7032561782165441,27,otu
100,0.7023203613020687,27,otu
14,0.6844291111669161,28,otu
27,0.6905208274476567,28,otu
54,0.6960233914227817,28,otu
100,0.6959839700327505,28,otu
14,0.6931310369603053,29,otu
27,0.6972580280629062,29,otu
54,0.6984232586244782,29,otu
100,0.6959730701956311,29,otu
14,0.7044098754678023,3,otu
27,0.7076539566570055,3,otu
54,0.7092946993160408,3,otu
100,0.7083655864052205,3,otu
14,0.6771693823614555,30,otu
27,0.6819221076477174,30,otu
54,0.6843527647856916,30,otu
100,0.6854130633246487,30,otu
14,0.6875862748637139,31,otu
27,0.6917942585442586,31,otu
54,0.6962358442937712,31,otu
100,0.6950689792580037,31,otu
14,0.6605099899551119,32,otu
27,0.6625508125721541,32,otu
