cv_metric_AUC,logLoss,AUC,prAUC,Accuracy,Kappa,F1,Sensitivity,Specificity,Pos_Pred_Value,Neg_Pred_Value,Precision,Recall,Detection_Rate,Balanced_Accuracy,method,seed
0.621179461691657,0.656606442959484,0.664957264957265,0.626605714939347,0.65979381443299,0.306692657569851,0.707964601769911,0.769230769230769,0.533333333333333,0.655737704918033,0.666666666666667,0.655737704918033,0.769230769230769,0.412371134020619,0.651282051282051,glmnet,1
0.624535901755414,0.674397082358298,0.606410256410256,0.576112315021197,0.587628865979381,0.148001756697409,0.672131147540984,0.788461538461538,0.355555555555556,0.585714285714286,0.592592592592593,0.585714285714286,0.788461538461538,0.422680412371134,0.572008547008547,glmnet,2
0.6266005168932,0.683170626356915,0.614529914529915,0.583896660984392,0.597938144329897,0.178144688246795,0.506329113924051,0.444444444444444,0.730769230769231,0.588235294117647,0.603174603174603,0.588235294117647,0.444444444444444,0.206185567010309,0.587606837606838,glmnet,3
0.616266689163031,0.678677239308666,0.605128205128205,0.577317354568692,0.618556701030928,0.195832399731123,0.725925925925926,0.942307692307692,0.244444444444444,0.590361445783132,0.785714285714286,0.590361445783133,0.942307692307692,0.505154639175258,0.593376068376068,glmnet,4
0.598452496922009,0.679984828420813,0.640598290598291,0.611174666266105,0.597938144329897,0.144311241800498,0.723404255319149,0.980769230769231,0.155555555555556,0.573033707865168,0.875,0.573033707865168,0.980769230769231,0.525773195876289,0.568162393162393,glmnet,5
0.617122414226073,0.67965503462116,0.597435897435897,0.600620728087414,0.577319587628866,0.100429767021036,0.709219858156028,0.961538461538462,0.133333333333333,0.561797752808989,0.75,0.561797752808989,0.961538461538462,0.515463917525773,0.547435897435897,glmnet,6
0.613192943814895,0.708683784336425,0.555128205128205,0.553811007330144,0.56701030927835006,0.118944636678201,0.625,0.673076923076923,0.444444444444444,0.583333333333333,0.540540540540541,0.583333333333333,0.673076923076923,0.360824742268041,0.558760683760684,glmnet,7
0.635356698161576,0.697613841942003,0.564102564102564,0.556882086227966,0.536082474226804,0.0574389980565753,0.594594594594595,0.634615384615385,0.422222222222222,0.559322033898305,0.5,0.559322033898305,0.634615384615385,0.34020618556701,0.528418803418803,glmnet,8
0.620545348484373,0.666293713998378,0.616239316239316,0.600215486786024,0.608247422680412,0.205260888313928,0.654545454545455,0.692307692307692,0.511111111111111,0.620689655172414,0.58974358974359,0.620689655172414,0.692307692307692,0.371134020618557,0.601709401709402,glmnet,9
0.601343080885764,0.658764680756993,0.666666666666667,0.618327661224145,0.639175257731959,0.262437540734304,0.695652173913043,0.769230769230769,0.488888888888889,0.634920634920635,0.647058823529412,0.634920634920635,0.769230769230769,0.412371134020619,0.629059829059829,glmnet,10
