maxdepth,AUC,seed,level
1,0.5688640142755996,1,genus
2,0.5898143818906014,1,genus
4,0.5914550111958649,1,genus
8,0.593682733473892,1,genus
16,0.595406763906764,1,genus
30,0.5955357543955105,1,genus
1,0.5708242768029353,10,genus
2,0.6111458937160157,10,genus
4,0.598462276736667,10,genus
8,0.586701332647979,10,genus
16,0.5871761044581166,10,genus
30,0.5874028194134902,10,genus
1,0.5624373227757374,100,genus
2,0.579763222717491,100,genus
4,0.5807059428766745,100,genus
8,0.5774102063736211,100,genus
16,0.5739750277280765,100,genus
30,0.5741776301562888,100,genus
1,0.5714768418244028,11,genus
2,0.5821873319312344,11,genus
4,0.5830646275631032,11,genus
8,0.5837708154583154,11,genus
16,0.5821271748665041,11,genus
30,0.582245947384667,11,genus
1,0.5842825813618496,12,genus
2,0.6401632691053423,12,genus
4,0.6136605762992958,12,genus
8,0.6007275339363755,12,genus
16,0.6071941519045178,12,genus
30,0.6072568613910078,12,genus
1,0.5665613697321015,13,genus
2,0.5810059523809524,13,genus
4,0.5727357370436639,13,genus
8,0.5767057632545437,13,genus
16,0.5771570259283674,13,genus
30,0.5768329339792755,13,genus
1,0.5504074409775629,14,genus
2,0.5714929807856637,14,genus
4,0.5689954327149449,14,genus
8,0.5740305741281351,14,genus
16,0.5786052267424219,14,genus
30,0.5785030823506433,14,genus
1,0.5739366975860878,15,genus
2,0.6133821290802998,15,genus
4,0.6018692773784238,15,genus
8,0.5864923379389843,15,genus
16,0.5869841165207019,15,genus
30,0.5870129027110734,15,genus
1,0.5652557644752767,16,genus
2,0.5876086290994827,16,genus
4,0.5937491023253219,16,genus
8,0.5936435908905421,16,genus
16,0.5960620577023016,16,genus
30,0.596135419827493,16,genus
1,0.5775510061455184,17,genus
2,0.6118765341997049,17,genus
4,0.6130092357165527,17,genus
8,0.618027169809182,17,genus
16,0.6214740755563927,17,genus
30,0.6214662462985634,17,genus
1,0.5662245132763425,18,genus
2,0.600281459595484,18,genus
4,0.5889695060914574,18,genus
8,0.5889841433332287,18,genus
16,0.588993355943051,18,genus
30,0.5895145326075204,18,genus
1,0.5597295379002696,19,genus
2,0.5903850549155427,19,genus
4,0.5848320846979383,19,genus
8,0.5738956282066038,19,genus
16,0.5730378209219673,19,genus
30,0.5729451106158423,19,genus
1,0.568425201333738,2,genus
2,0.5935116457921336,2,genus
4,0.5961956834883664,2,genus
8,0.5902367860020299,2,genus
16,0.5943070492094883,2,genus
30,0.5941758103922739,2,genus
1,0.5728715889234182,20,genus
2,0.5984683917366844,20,genus
4,0.5765260412851876,20,genus
8,0.5800519609330586,20,genus
16,0.5819489075312246,20,genus
30,0.5817937754827999,20,genus
1,0.5688227866368111,21,genus
2,0.5870863284887675,21,genus
4,0.5952190127845616,21,genus
8,0.5959806175949469,21,genus
16,0.598757913183218,21,genus
30,0.5986798425167328,21,genus
1,0.5764402438152438,22,genus
2,0.6132592126098224,22,genus
4,0.6049336926211927,22,genus
