mtry,AUC,seed,level
11,0.6940769576196405,3,genus
22,0.6900374525222086,3,genus
1,0.6665541137827723,30,genus
6,0.6775459854453757,30,genus
11,0.675438377401792,30,genus
22,0.6712159816611036,30,genus
1,0.6291301318740343,31,genus
6,0.6423340779804194,31,genus
11,0.6409088897259629,31,genus
22,0.6387140180249936,31,genus
1,0.6767578419011346,32,genus
6,0.6971808999766317,32,genus
11,0.6976620675553602,32,genus
22,0.6911927467537223,32,genus
1,0.6391658727542874,33,genus
6,0.6593833838193595,33,genus
11,0.6592378694025035,33,genus
22,0.6559941509453705,33,genus
1,0.6627042002804198,34,genus
6,0.6742575210227649,34,genus
11,0.6712524571609938,34,genus
22,0.6649442822613555,34,genus
1,0.6475975766707474,35,genus
6,0.6754583930620516,35,genus
11,0.6779876701614507,35,genus
22,0.6776705355180965,35,genus
1,0.6144656760418956,36,genus
6,0.6313739558373704,36,genus
11,0.6282489763282446,36,genus
22,0.626598344424564,36,genus
1,0.6675587394886175,37,genus
6,0.68343837652984,37,genus
11,0.6824960888588938,37,genus
22,0.6787058216753339,37,genus
1,0.6357805906952249,38,genus
6,0.6399861712758055,38,genus
11,0.6356659538458319,38,genus
22,0.6281985434912264,38,genus
1,0.6494668662565004,39,genus
6,0.656496959067081,39,genus
11,0.6543554578097261,39,genus
22,0.6479782025056415,39,genus
1,0.6801817252792862,4,genus
6,0.6929488948879193,4,genus
11,0.6936760070174705,4,genus
22,0.6891627590133688,4,genus
1,0.6469927597458085,40,genus
6,0.6593010937767035,40,genus
11,0.656496958195129,40,genus
22,0.6502763739349106,40,genus
1,0.6738639562907855,41,genus
6,0.6880073230896402,41,genus
11,0.6872649810088834,41,genus
22,0.6820964056390886,41,genus
1,0.649086676397652,42,genus
6,0.6588310435871412,42,genus
11,0.658054758591344,42,genus
22,0.6544455644669059,42,genus
1,0.6469386634020781,43,genus
6,0.6611804810036518,43,genus
11,0.659362397676422,43,genus
22,0.6551209074928587,43,genus
1,0.6838485310223115,44,genus
6,0.7011989594123741,44,genus
11,0.6989546829059025,44,genus
22,0.6934727440855489,44,genus
1,0.6403403002305441,45,genus
6,0.654502411383509,45,genus
11,0.6518609454402138,45,genus
22,0.6483887921022068,45,genus
1,0.6679736997450412,46,genus
6,0.6819167495021153,46,genus
11,0.6821221299696909,46,genus
22,0.6791279729206559,46,genus
1,0.6445888998754853,47,genus
6,0.650015519875276,47,genus
11,0.6476693819254795,47,genus
22,0.6413125891571013,47,genus
1,0.6518211892205795,48,genus
6,0.675186974866853,48,genus
11,0.6768991944906579,48,genus
22,0.6749853150188516,48,genus
1,0.6623756709671343,49,genus
6,0.6749564342216782,49,genus
11,0.67370165112848035,49,genus
22,0.6683622128225787,49,genus
1,0.6659410774014433,5,genus
6,0.6813198865241549,5,genus
11,0.6815317028701176,5,genus
22,0.6800559025924879,5,genus
1,0.6676712588023563,50,genus
6,0.6793615218005462,50,genus
11,0.6774342766111059,50,genus
22,0.673069145364877,50,genus
1,0.6849705485101827,51,genus
6,0.7032014919972237,51,genus
11,0.7009097411871802,51,genus
22,0.6968273469462494,51,genus
1,0.6390021881637735,52,genus
6,0.6571305822372896,52,genus
11,0.6581489647312818,52,genus
22,0.6581144123217294,52,genus
1,0.6609053979938126,53,genus
6,0.6745650001046343,53,genus
11,0.6732645925542267,53,genus
22,0.6692516645565426,53,genus
1,0.6647866141402727,54,genus
6,0.6744395030919421,54,genus
11,0.6707354920251262,54,genus
22,0.6660004756498659,54,genus
1,0.6717907681200365,55,genus
6,0.6891473411564875,55,genus
11,0.689927518546421,55,genus
22,0.6882895748535992,55,genus
1,0.6856997280381427,56,genus
6,0.7053007977489685,56,genus
11,0.7049305681988609,56,genus
22,0.700648938136743,56,genus
1,0.635869908671738,57,genus
6,0.6442942607241388,57,genus
11,0.6432085177512007,57,genus
22,0.6392126848102458,57,genus
1,0.6622384959000813,58,genus
6,0.6759314048368926,58,genus
11,0.6752009021216339,58,genus
22,0.6713688143718631,58,genus
1,0.6555441534740315,59,genus
6,0.6709282344190881,59,genus
11,0.6681048199767712,59,genus
22,0.6628516382235895,59,genus
1,0.641974288748679,6,genus
6,0.6593916351020009,6,genus
11,0.6578676655749827,6,genus
22,0.6547715010306474,6,genus
1,0.6395967173619612,60,genus
6,0.6553379115177895,60,genus
11,0.6542164546951132,60,genus
22,0.6491798736890201,60,genus
1,0.6482767174840346,61,genus
6,0.6648802452278062,61,genus
11,0.6639142796978162,61,genus
22,0.6585276988661135,61,genus
1,0.6640864060925037,62,genus
6,0.6774266522620181,62,genus
11,0.676983040531821,62,genus
22,0.672365418118467,62,genus
1,0.632291192324729,63,genus
6,0.6455861148605051,63,genus
11,0.6480273592407739,63,genus
22,0.6461630563490319,63,genus
1,0.674867602794432,64,genus
6,0.6912024249859616,64,genus
11,0.6898299632384999,64,genus
22,0.6825742829065999,64,genus
1,0.6530221563026442,65,genus
6,0.66903719922012606,65,genus
11,0.6669164425749792,65,genus
22,0.6638297212717944,65,genus
1,0.6566804857993882,66,genus
6,0.6779499809042492,66,genus
11,0.6807557531398994,66,genus
22,0.6774401949859267,66,genus
1,0.652691914039475,67,genus
6,0.6652472655582412,67,genus
11,0.6644924667699058,67,genus
22,0.6639208171586221,67,genus
1,0.6624274352749963,68,genus
6,0.6770101891961648,68,genus
11,0.6764678166842801,68,genus
22,0.6711877735749687,68,genus
1,0.6690411583185973,69,genus
6,0.6915417590935884,69,genus
11,0.6918488902665731,69,genus
22,0.6892655229271083,69,genus
1,0.6622634376536816,7,genus
6,0.6799447422160837,7,genus
11,0.6785659849745216,7,genus
22,0.6735721636270416,7,genus
1,0.6306744222445442,70,genus
6,0.6495642689728056,70,genus
11,0.6514857257082867,70,genus
22,0.6503588911210862,70,genus
1,0.6235597605445167,71,genus
6,0.632323519512544,71,genus
11,0.6303705556601898,71,genus
22,0.6258272375162619,71,genus
1,0.6728796283217015,72,genus
6,0.6854481811951324,72,genus
11,0.6860382416388514,72,genus
22,0.6821001995026386,72,genus
1,0.6586733754660584,73,genus
6,0.6746729399259888,73,genus
11,0.6730569053373932,73,genus
22,0.6671596653273483,73,genus
1,0.6748331288605679,74,genus
6,0.6916620235217796,74,genus
11,0.6900949019577068,74,genus
22,0.6889431897053848,74,genus
1,0.6641286447597423,75,genus
6,0.6737613597918476,75,genus
11,0.6713702918946821,75,genus
22,0.6650077895840091,75,genus
1,0.6571052699040504,76,genus
6,0.6750368992686065,76,genus
11,0.6752317875366656,76,genus
22,0.6738687947529411,76,genus
1,0.6714563644655108,77,genus
6,0.6888120459309484,77,genus
11,0.6876335468744006,77,genus
22,0.6835676020096751,77,genus
1,0.6424528727333605,78,genus
6,0.6574046925845707,78,genus
11,0.6569285770962601,78,genus
22,0.65304108856243,78,genus
1,0.6771862899484851,79,genus
6,0.6964677909616934,79,genus
11,0.6960561641781154,79,genus
22,0.6912207429554991,79,genus
1,0.6845945087073136,8,genus
6,0.6983399601692285,8,genus
11,0.6970935722307674,8,genus
22,0.6925412163034115,8,genus
1,0.6767273841786037,80,genus
6,0.6829608689700153,80,genus
11,0.6807532331983551,80,genus
22,0.6778509301984912,80,genus
1,0.6629338781290001,81,genus
6,0.6782093530813043,81,genus
11,0.6769544448629815,81,genus
22,0.6727643697704674,81,genus
1,0.6617236552754846,82,genus
6,0.6810616465768905,82,genus
11,0.6813478269209977,82,genus
22,0.6789070015137089,82,genus
1,0.672010953898149,83,genus
6,0.6932926445609372,83,genus
11,0.6926887083076108,83,genus
22,0.6893484678057848,83,genus
1,0.6308016522620181,84,genus
6,0.6508909950891658,84,genus
11,0.6504709099343245,84,genus
22,0.6453525712123274,84,genus
1,0.6379390906586029,85,genus
6,0.655492478541259,85,genus
11,0.6542105075458734,85,genus
22,0.6501076355100746,85,genus
1,0.6559546493357469,86,genus
6,0.6755388563650759,86,genus
11,0.676007120796755,86,genus
22,0.67517013049635,86,genus
1,0.6816612871582384,87,genus
6,0.6984785377712207,87,genus
11,0.6951172862758229,87,genus
22,0.6894371370499419,87,genus
1,0.678337334285505,88,genus
6,0.6949455339485827,88,genus
11,0.6952789304984427,88,genus
22,0.6940655250197934,88,genus
1,0.6545744581689704,89,genus
6,0.6624246428484234,89,genus
11,0.6608975185987381,89,genus
22,0.6564230105541081,89,genus
1,0.6339070050015172,9,genus
6,0.6511698218253097,9,genus
11,0.6523463698890528,9,genus
22,0.649852568160495,9,genus
1,0.6482386319246075,90,genus
6,0.6627627209090624,90,genus
11,0.6614423487075927,90,genus
22,0.6573624133715598,90,genus
1,0.6709314357911919,91,genus
6,0.6789808732948976,91,genus
11,0.6785831476075379,91,genus
22,0.6743499959018252,91,genus
1,0.6686931888334328,92,genus
6,0.6800373365525805,92,genus
11,0.6770284932144688,92,genus
22,0.6726209619898644,92,genus
1,0.6375169808310053,93,genus
6,0.6541542304499621,93,genus
11,0.6535713601231894,93,genus
22,0.6510906215448898,93,genus
1,0.6588961814602059,94,genus
6,0.6765486318199733,94,genus
11,0.6761559804578098,94,genus
22,0.672703859347152,94,genus
1,0.6528601410644094,95,genus
6,0.6679167686850613,95,genus
11,0.6669685739746716,95,genus
22,0.6650282316288414,95,genus
1,0.6712093849075557,96,genus
6,0.6883679001300953,96,genus
11,0.6879771631387485,96,genus
22,0.6866506327756328,96,genus
1,0.6505334925517853,97,genus
6,0.6658941354246233,97,genus
11,0.663530210524113,97,genus
22,0.6574750573744477,97,genus
1,0.6364853446652227,98,genus
6,0.6499645830499489,98,genus
11,0.6490467170131804,98,genus
22,0.645485328534109,98,genus
1,0.679652684042928,99,genus
6,0.6970760507894654,99,genus
11,0.6968822646688501,99,genus
22,0.691163094714924,99,genus
