alpha,lambda,AUC,seed,level
0,10,0.577429920338457,22,order
0,20,0.5777848850592753,22,order
0,30,0.5778905360063896,22,order
0,50,0.5775139616968885,22,order
0,1e-4,0.6094839238192897,23,order
0,0.001,0.6094839238192897,23,order
0,0.01,0.6094871003407589,23,order
0,0.1,0.6105614307687478,23,order
0,1,0.6115150097833024,23,order
0,10,0.6137466804783878,23,order
0,20,0.6139904512526464,23,order
0,30,0.6140249796835163,23,order
0,50,0.6140539476758989,23,order
0,1e-4,0.612285596572182,24,order
0,0.001,0.612285596572182,24,order
0,0.01,0.6126848800019532,24,order
0,0.1,0.6113732207817574,24,order
0,1,0.6054879705489462,24,order
0,10,0.6048472244021025,24,order
0,20,0.6047054999250121,24,order
0,30,0.6047155160386868,24,order
0,50,0.6046994991507186,24,order
0,1e-4,0.5996459072312731,25,order
0,0.001,0.5996459072312731,25,order
0,0.01,0.5993198904479392,25,order
0,0.1,0.5962908579311018,25,order
0,1,0.5986152075420368,25,order
0,10,0.6012785355041452,25,order
0,20,0.6014550002964637,25,order
0,30,0.6015586858635639,25,order
0,50,0.6015812432641701,25,order
0,1e-4,0.6014988429195747,26,order
0,0.001,0.6014988429195747,26,order
0,0.01,0.6007905972174264,26,order
0,0.1,0.598277541478761,26,order
0,1,0.6003360791104694,26,order
0,10,0.6018543726653482,26,order
0,20,0.6018805460512777,26,order
0,30,0.6019034583363851,26,order
0,50,0.6019400105680593,26,order
0,1e-4,0.579109375054497,27,order
0,0.001,0.579109375054497,27,order
0,0.01,0.5795038627477652,27,order
0,0.1,0.5835594985229131,27,order
0,1,0.5859545058996278,27,order
0,10,0.586275891745404,27,order
0,20,0.5862460535448341,27,order
0,30,0.5862216990509673,27,order
0,50,0.5846610120573535,27,order
0,1e-4,0.5863448186862821,28,order
0,0.001,0.5863448186862821,28,order
0,0.01,0.5867556214751337,28,order
0,0.1,0.5867264363666803,28,order
0,1,0.5857907995103118,28,order
0,10,0.5886300167763583,28,order
0,20,0.5888148557965631,28,order
0,30,0.5888416255977231,28,order
0,50,0.5884082409936069,28,order
0,1e-4,0.6149118718021157,29,order
0,0.001,0.6149118718021157,29,order
0,0.01,0.6151092808836711,29,order
0,0.1,0.6123487721170648,29,order
0,1,0.612107267546292,29,order
0,10,0.6142909808763467,29,order
0,20,0.614469236658261,29,order
0,30,0.6145347246200905,29,order
0,50,0.614575398569301,29,order
0,1e-4,0.6112924815058961,3,order
0,0.001,0.6112924815058961,3,order
0,0.01,0.6115473400229497,3,order
0,0.1,0.6160424736583273,3,order
0,1,0.6175210742100986,3,order
0,10,0.6169083709144685,3,order
0,20,0.6168453148270221,3,order
0,30,0.6167942960381985,3,order
0,50,0.6167328766048278,3,order
0,1e-4,0.6020557656960096,30,order
0,0.001,0.6020557656960096,30,order
0,0.01,0.6020897142787387,30,order
0,0.1,0.6008475199938614,30,order
0,1,0.60548596680304,30,order
0,10,0.6071276372191007,30,order
0,20,0.6071564159978794,30,order
0,30,0.6071936405046161,30,order
0,50,0.6072074164757092,30,order
0,1e-4,0.5789566718286231,31,order
0,0.001,0.5789566718286231,31,order
0,0.01,0.5792782320648174,31,order
0,0.1,0.5821305800574094,31,order
0,1,0.5845527871076651,31,order
0,10,0.5869800453763868,31,order
0,20,0.587000286000286,31,order
0,30,0.587131520893716,31,order
0,50,0.5858458118397143,31,order
0,1e-4,0.5718780217499729,32,order
0,0.001,0.5718780217499729,32,order
0,0.01,0.5712767427706452,32,order
0,0.1,0.5670476844440259,32,order
0,1,0.5676739945520434,32,order
0,10,0.5724363719119817,32,order
0,20,0.5729218521657546,32,order
0,30,0.5730908722311161,32,order
0,50,0.5732235615406347,32,order
0,1e-4,0.6022649321795663,33,order
0,0.001,0.6022649321795663,33,order
0,0.01,0.6024883010187888,33,order
0,0.1,0.6082991022381267,33,order
0,1,0.6105065248175005,33,order
0,10,0.6086671418805565,33,order
0,20,0.6083580854373537,33,order
0,30,0.6082417356380772,33,order
0,50,0.6081391818647917,33,order
0,1e-4,0.5687823729652998,34,order
0,0.001,0.5687823729652998,34,order
0,0.01,0.568753403229013,34,order
0,0.1,0.5716958761897787,34,order
0,1,0.5803533019081799,34,order
0,10,0.5834114567529202,34,order
0,20,0.5835485947620094,34,order
0,30,0.5835799780616854,34,order
0,50,0.5836485893559065,34,order
0,1e-4,0.59750589090833,35,order
0,0.001,0.59750589090833,35,order
0,0.01,0.5978945966872796,35,order
0,0.1,0.6015907859078591,35,order
0,1,0.6022169695828232,35,order
0,10,0.6029824423726863,35,order
0,20,0.6030581940825843,35,order
0,30,0.6030224998517681,35,order
0,50,0.6030369358905945,35,order
0,1e-4,0.610939435951631,36,order
0,0.001,0.610939435951631,36,order
0,0.01,0.6118726923787899,36,order
0,0.1,0.6155696053196054,36,order
0,1,0.6143383671127574,36,order
0,10,0.61540916787868,36,order
0,20,0.6155046937181083,36,order
0,30,0.6155292714317104,36,order
0,50,0.615600547411523,36,order
0,1e-4,0.5969021050667392,37,order
0,0.001,0.5969021050667392,37,order
0,0.01,0.5975933337518703,37,order
0,0.1,0.6002086093061703,37,order
0,1,0.5996247083320254,37,order
0,10,0.5996536056962887,37,order
0,20,0.599590889670158,37,order
0,30,0.5995275536860902,37,order
0,50,0.5994846841615135,37,order
0,1e-4,0.6320226341323902,38,order
0,0.001,0.6320226341323902,38,order
0,0.01,0.6321527982686519,38,order
0,0.1,0.6355298992372164,38,order
0,1,0.6359108367949832,38,order
0,10,0.636100556131044,38,order
0,20,0.6361846358553676,38,order
0,30,0.6361522349876009,38,order
0,50,0.6362002324624276,38,order
0,1e-4,0.5819287179165228,39,order
0,0.001,0.5819287179165228,39,order
0,0.01,0.582122873744825,39,order
0,0.1,0.5873277563277564,39,order
0,1,0.5916544279471109,39,order
0,10,0.5922439922500898,39,order
0,20,0.5922358935590643,39,order
0,30,0.5922313969021287,39,order
0,50,0.5921738035945353,39,order
0,1e-4,0.5711540643430888,4,order
0,0.001,0.5711540643430888,4,order
0,0.01,0.5719231696853648,4,order
0,0.1,0.5774046755815049,4,order
0,1,0.5826763235360797,4,order
0,10,0.5834412818742087,4,order
0,20,0.5835270322587396,4,order
0,30,0.5835255909219323,4,order
0,50,0.5835035218144974,4,order
0,1e-4,0.5925237842371989,40,order
0,0.001,0.5925237842371989,40,order
0,0.01,0.5923858431602335,40,order
0,0.1,0.591110642872838,40,order
0,1,0.591131692668278,40,order
0,10,0.5931076180710327,40,order
0,20,0.5931998967608724,40,order
0,30,0.5932136151831274,40,order
0,50,0.5932571997084193,40,order
0,1e-4,0.602563358654822,41,order
0,0.001,0.602563358654822,41,order
0,0.01,0.6029448246155563,41,order
0,0.1,0.6077016153784447,41,order
0,1,0.6096011272596639,41,order
0,10,0.6118695367841709,41,order
0,20,0.6121726037884575,41,order
0,30,0.6122301090288895,41,order
0,50,0.6122433443896859,41,order
0,1e-4,0.5862052549064745,42,order
0,0.001,0.5862052549064745,42,order
0,0.01,0.5865080132397206,42,order
0,0.1,0.5910013105439935,42,order
0,1,0.6003427695988671,42,order
0,10,0.6035324723678382,42,order
0,20,0.603597972536997,42,order
0,30,0.6036742997352753,42,order
0,50,0.6032216650448358,42,order
0,1e-4,0.5561615770823088,43,order
0,0.001,0.5561615770823088,43,order
0,0.01,0.5574165803434096,43,order
0,0.1,0.5653320585393756,43,order
0,1,0.5717763190019287,43,order
0,10,0.5727679465179465,43,order
0,20,0.5726569766630742,43,order
0,30,0.5726097037804355,43,order
0,50,0.5726114494285226,43,order
0,1e-4,0.5761056134531745,44,order
0,0.001,0.5761056134531745,44,order
0,0.01,0.5765700186248967,44,order
0,0.1,0.5828275418275418,44,order
0,1,0.5923463498341547,44,order
0,10,0.5952903513269368,44,order
0,20,0.595528981071664,44,order
0,30,0.5956136824978289,44,order
0,50,0.5956159199268956,44,order
0,1e-4,0.5679759742320718,45,order
0,0.001,0.5679759742320718,45,order
0,0.01,0.568381949894145,45,order
0,0.1,0.5709641244031488,45,order
0,1,0.5706094884082689,45,order
0,10,0.5710554631286339,45,order
0,20,0.5711135621684402,45,order
0,30,0.571133188938067,45,order
0,50,0.5712199298601738,45,order
0,1e-4,0.578306159818355,46,order
0,0.001,0.578306159818355,46,order
0,0.01,0.5778319626246455,46,order
0,0.1,0.5743746272404809,46,order
0,1,0.5738870298870299,46,order
0,10,0.573788390306683,46,order
0,20,0.5738720950916073,46,order
0,30,0.5739141127189907,46,order
0,50,0.57387162510943,46,order
0,1e-4,0.5413963458231751,47,order
0,0.001,0.5413963458231751,47,order
0,0.01,0.5418531170543366,47,order
0,0.1,0.544667374691765,47,order
0,1,0.5517773731920074,47,order
0,10,0.5558895254139157,47,order
0,20,0.5561328035352425,47,order
0,30,0.5561822109566013,47,order
0,50,0.5541547374901034,47,order
0,1e-4,0.6119859894737943,48,order
0,0.001,0.6119859894737943,48,order
0,0.01,0.6124983528824992,48,order
0,0.1,0.6180682642572887,48,order
0,1,0.6191790893681137,48,order
0,10,0.6173827590656858,48,order
0,20,0.6172257937379889,48,order
0,30,0.6171943851517022,48,order
0,50,0.6170979690491886,48,order
0,1e-4,0.5879816253535766,49,order
0,0.001,0.5879816253535766,49,order
0,0.01,0.5876733562831123,49,order
0,0.1,0.5851257494428226,49,order
0,1,0.5851270791697621,49,order
0,10,0.5841307788624862,49,order
0,20,0.5839990033587594,49,order
0,30,0.5839416681489852,49,order
0,50,0.5839147169817902,49,order
0,1e-4,0.5976866404732258,5,order
0,0.001,0.5976866404732258,5,order
0,0.01,0.5976526770673112,5,order
0,0.1,0.5944754397254397,5,order
0,1,0.5963535434389093,5,order
0,10,0.5987876090376091,5,order
0,20,0.5989243520524008,5,order
0,30,0.5989871413225072,5,order
0,50,0.5990421309811553,5,order
0,1e-4,0.5833475653353702,50,order
0,0.001,0.5833475653353702,50,order
0,0.01,0.5830674437503706,50,order
0,0.1,0.5820514259904503,50,order
0,1,0.5847774507957435,50,order
0,10,0.5866886773533115,50,order
0,20,0.5868510078022273,50,order
0,30,0.5868539785430029,50,order
0,50,0.58685459850094,50,order
0,1e-4,0.5317840471133154,51,order
0,0.001,0.5317840471133154,51,order
0,0.01,0.5316923944850774,51,order
0,0.1,0.5368288148775954,51,order
0,1,0.5486430943138261,51,order
0,10,0.5521368921185994,51,order
0,20,0.5522949656974048,51,order
0,30,0.5523981123981124,51,order
0,50,0.5499338728972876,51,order
0,1e-4,0.5510698276673887,52,order
0,0.001,0.5510698276673887,52,order
0,0.01,0.5509183966196162,52,order
0,0.1,0.5482718685584539,52,order
0,1,0.5511301536728366,52,order
0,10,0.5537079091286409,52,order
0,20,0.5538218471084325,52,order
0,30,0.5538232256646891,52,order
0,50,0.5538574724550335,52,order
0,1e-4,0.574170797975676,53,order
0,0.001,0.574170797975676,53,order
0,0.01,0.5751166087690478,53,order
0,0.1,0.5836242226547105,53,order
0,1,0.5910553271041076,53,order
0,10,0.592032403483623,53,order
0,20,0.5919929101575443,53,order
0,30,0.5920120093961557,53,order
0,50,0.5909356516795541,53,order
0,1e-4,0.6050809529041237,54,order
0,0.001,0.6050809529041237,54,order
0,0.01,0.6053492386114337,54,order
0,0.1,0.6099776405325186,54,order
0,1,0.6135602170114365,54,order
0,10,0.6151081961752694,54,order
0,20,0.6151928496440692,54,order
0,30,0.6152084732816441,54,order
0,50,0.6153228132313499,54,order
0,1e-4,0.5749746253221864,55,order
0,0.001,0.5749746253221864,55,order
0,0.01,0.5751721259587114,55,order
0,0.1,0.5848089143150119,55,order
0,1,0.5949336932751567,55,order
0,10,0.5968370940627038,55,order
0,20,0.5968882192296826,55,order
0,30,0.5969734909125153,55,order
0,50,0.5969631608960877,55,order
0,1e-4,0.59826134409671,56,order
0,0.001,0.59826134409671,56,order
0,0.01,0.5984044113800211,56,order
0,0.1,0.5998098438159414,56,order
0,1,0.6001442583698682,56,order
0,10,0.600600718314133,56,order
0,20,0.6005844189136872,56,order
0,30,0.6006111712758054,56,order
0,50,0.600624875746827,56,order
0,1e-4,0.5744416489660392,57,order
0,0.001,0.5744416489660392,57,order
0,0.01,0.5742793961208595,57,order
0,0.1,0.5739744988891331,57,order
0,1,0.5777719662170882,57,order
0,10,0.581098049268781,57,order
0,20,0.581260096333267,57,order
0,30,0.5813511595218912,57,order
0,50,0.5810107468095274,57,order
0,1e-4,0.5880864915438087,58,order
0,0.001,0.5880864915438087,58,order
0,0.01,0.5883746577588042,58,order
0,0.1,0.5935523110218233,58,order
0,1,0.5978389208023355,58,order
0,10,0.5986333057796472,58,order
0,20,0.5985717014924332,58,order
0,30,0.598532575258185,58,order
0,50,0.5985028922650873,58,order
0,1e-4,0.5711336650239089,59,order
0,0.001,0.5711336650239089,59,order
0,0.01,0.571321460833656,59,order
0,0.1,0.576199216638241,59,order
0,1,0.5805875160875161,59,order
0,10,0.5818342384196042,59,order
0,20,0.581994260811334,59,order
0,30,0.5819957727762606,59,order
0,50,0.5820282311928654,59,order
0,1e-4,0.5680538029318517,6,order
0,0.001,0.5680538029318517,6,order
0,0.01,0.5676311058445205,6,order
0,0.1,0.5604747578589042,6,order
0,1,0.554110976830489,6,order
0,10,0.5555793990854967,6,order
0,20,0.5557591180030205,6,order
0,30,0.5558334135529257,6,order
0,50,0.5555417726088457,6,order
0,1e-4,0.6013960737741225,60,order
0,0.001,0.6013960737741225,60,order
0,0.01,0.6020106177606178,60,order
0,0.1,0.6073765280960403,60,order
0,1,0.6113497591668323,60,order
0,10,0.6136888683108196,60,order
0,20,0.6137535322779225,60,order
0,30,0.6137806656831047,60,order
0,50,0.6131674775821118,60,order
0,1e-4,0.5775493882384126,61,order
0,0.001,0.5775493882384126,61,order
0,0.01,0.5777115652237603,61,order
0,0.1,0.5787827731913098,61,order
0,1,0.5825665125055369,61,order
0,10,0.5875317111536624,61,order
0,20,0.5879809966761186,61,order
0,30,0.5880439088914698,61,order
0,50,0.58815567832641,61,order
0,1e-4,0.6114429028331467,62,order
0,0.001,0.6114429028331467,62,order
0,0.01,0.6117716139484433,62,order
0,0.1,0.6140874358679237,62,order
0,1,0.6159705663852005,62,order
0,10,0.6179801988399549,62,order
0,20,0.6182019702629459,62,order
0,30,0.6181805716866693,62,order
0,50,0.618257559824633,62,order
0,1e-4,0.6078494993251091,63,order
0,0.001,0.6078494993251091,63,order
0,0.01,0.608380671612379,63,order
0,0.1,0.6122684103964592,63,order
0,1,0.6142662383637993,63,order
0,10,0.613815207193256,63,order
0,20,0.613768685061368,63,order
0,30,0.613697910454008,63,order
0,50,0.6136908520018276,63,order
0,1e-4,0.592024233292526,64,order
0,0.001,0.592024233292526,64,order
0,0.01,0.5921903052878663,64,order
0,0.1,0.5963913050681343,64,order
0,1,0.599007664458884,64,order
0,10,0.5996218474572134,64,order
0,20,0.5995808465259684,64,order
0,30,0.5996346712566225,64,order
0,50,0.599706471279642,64,order
0,1e-4,0.6197021690680228,65,order
0,0.001,0.6197021690680228,65,order
0,0.01,0.6195391375696254,65,order
0,0.1,0.619548971445313,65,order
0,1,0.6154270533599802,65,order
0,10,0.6127128862311789,65,order
0,20,0.6124486088876333,65,order
0,30,0.6123595747315259,65,order
0,50,0.6123132566364273,65,order
0,1e-4,0.5923867944599652,66,order
0,0.001,0.5923867944599652,66,order
0,0.01,0.5926175583248754,66,order
0,0.1,0.5943009202582373,66,order
0,1,0.5935734366770952,66,order
0,10,0.5929149689759446,66,order
0,20,0.5927986401035181,66,order
0,30,0.592787123360294,66,order
0,50,0.5927454728247411,66,order
0,1e-4,0.5709445961641084,67,order
0,0.001,0.5709445961641084,67,order
0,0.01,0.5711240526240526,67,order
0,0.1,0.574995137123186,67,order
0,1,0.5836747880284465,67,order
0,10,0.5897847185164259,67,order
0,20,0.5902092379836282,67,order
0,30,0.5904156656656657,67,order
0,50,0.5905009347326421,67,order
0,1e-4,0.5671795759173808,68,order
0,0.001,0.5671795759173808,68,order
0,0.01,0.5681544331788234,68,order
0,0.1,0.5766770054026151,68,order
0,1,0.5850503037881086,68,order
0,10,0.5865066765371644,68,order
0,20,0.5865867374342985,68,order
0,30,0.5866052786235713,68,order
0,50,0.5865899784802224,68,order
0,1e-4,0.5681743023511316,69,order
0,0.001,0.5681743023511316,69,order
0,0.01,0.5689990617795496,69,order
0,0.1,0.571181313717899,69,order
0,1,0.5760688815993694,69,order
0,10,0.5791863780156463,69,order
0,20,0.5793899116886921,69,order
0,30,0.579474555566019,69,order
0,50,0.5792587299843397,69,order
0,1e-4,0.5788535678535679,7,order
0,0.001,0.5788535678535679,7,order
0,0.01,0.5790688929347466,7,order
0,0.1,0.5808901087498649,7,order
0,1,0.5826527058417302,7,order
0,10,0.5827494977555954,7,order
0,20,0.5826785400382961,7,order
0,30,0.5826544253312546,7,order
0,50,0.5826782209038307,7,order
0,1e-4,0.5732163051553295,70,order
0,0.001,0.5732163051553295,70,order
0,0.01,0.5728672330867453,70,order
0,0.1,0.5704313189496116,70,order
0,1,0.5699436457363287,70,order
0,10,0.5716373594849204,70,order
0,20,0.5717203082873815,70,order
0,30,0.5717073336402605,70,order
0,50,0.5709519371287664,70,order
0,1e-4,0.6007807310795116,71,order
0,0.001,0.6007807310795116,71,order
0,0.01,0.6018062051598637,71,order
0,0.1,0.6088123297513541,71,order
0,1,0.6138709013891941,71,order
0,10,0.6146576995113581,71,order
0,20,0.6147431281455672,71,order
0,30,0.6147061460415119,71,order
0,50,0.6147077643845936,71,order
0,1e-4,0.6231233864526547,72,order
0,0.001,0.6231233864526547,72,order
0,0.01,0.623157470187958,72,order
0,0.1,0.6204941186831431,72,order
0,1,0.6152836721739161,72,order
0,10,0.6145099184550404,72,order
0,20,0.6143326950644024,72,order
0,30,0.6142160697282648,72,order
0,50,0.6141492563992564,72,order
0,1e-4,0.5921119560326877,73,order
0,0.001,0.5921119560326877,73,order
0,0.01,0.591909577696163,73,order
0,0.1,0.5905580911922376,73,order
0,1,0.5922934310617237,73,order
0,10,0.594764785691615,73,order
0,20,0.5949265702985215,73,order
0,30,0.5949599015391699,73,order
0,50,0.5946281150488467,73,order
0,1e-4,0.5739926320048271,74,order
0,0.001,0.5739926320048271,74,order
0,0.01,0.5745230875474778,74,order
0,0.1,0.5766020026995636,74,order
0,1,0.5776601819589624,74,order
0,10,0.578579698165064,74,order
0,20,0.5787238205104058,74,order
0,30,0.578752049959367,74,order
0,50,0.5787884827336047,74,order
0,1e-4,0.6127795452246672,75,order
0,0.001,0.6127795452246672,75,order
0,0.01,0.6130447695081841,75,order
0,0.1,0.6149171288012751,75,order
0,1,0.6172717368936881,75,order
0,10,0.6169462345620882,75,order
0,20,0.6168410352861572,75,order
0,30,0.6167726367482466,75,order
0,50,0.6167710201490689,75,order
0,1e-4,0.5744099622270354,76,order
0,0.001,0.5744099622270354,76,order
0,0.01,0.5738205426681037,76,order
0,0.1,0.5669567433286945,76,order
0,1,0.566616058567278,76,order
0,10,0.5699886454398649,76,order
0,20,0.5703854699647383,76,order
0,30,0.5705396816677305,76,order
0,50,0.570611015196381,76,order
0,1e-4,0.5552663865956549,77,order
0,0.001,0.5552663865956549,77,order
0,0.01,0.5556045043301141,77,order
0,0.1,0.5532599280465135,77,order
0,1,0.5568076002832101,77,order
0,10,0.560126200242054,77,order
0,20,0.5604313939374915,77,order
0,30,0.5605268508927046,77,order
0,50,0.5595284299979422,77,order
0,1e-4,0.5619412382766041,78,order
0,0.001,0.5619412382766041,78,order
0,0.01,0.5616930597845232,78,order
0,0.1,0.55592609857244,78,order
0,1,0.5565480436882876,78,order
0,10,0.557959646057207,78,order
0,20,0.5580651540041784,78,order
0,30,0.5581002832100393,78,order
0,50,0.5581358815261255,78,order
0,1e-4,0.6058444236919847,79,order
0,0.001,0.6058444236919847,79,order
0,0.01,0.6057639817517866,79,order
0,0.1,0.6032725242664267,79,order
0,1,0.600069212069212,79,order
0,10,0.6013497827095389,79,order
0,20,0.6014649824040068,79,order
0,30,0.6015115402859306,79,order
0,50,0.6015080254470498,79,order
0,1e-4,0.5981798688932836,8,order
0,0.001,0.5981798688932836,8,order
0,0.01,0.5980757429903771,8,order
0,0.1,0.5997043149421198,8,order
0,1,0.602020791697621,8,order
0,10,0.6030879581672265,8,order
0,20,0.60321424822034575,8,order
0,30,0.6031872752543485,8,order
0,50,0.6031747932601591,8,order
0,1e-4,0.5453677693372816,80,order
0,0.001,0.5453677693372816,80,order
0,0.01,0.5456869334491286,80,order
0,0.1,0.554668776790728,80,order
0,1,0.5654189546689546,80,order
0,10,0.5672288237715067,80,order
0,20,0.5673348618653496,80,order
0,30,0.5673945007725496,80,order
0,50,0.5673902866280915,80,order
0,1e-4,0.6059415600269259,81,order
0,0.001,0.6059415600269259,81,order
0,0.01,0.6058356483661361,81,order
0,0.1,0.6061748612724223,81,order
0,1,0.6079651437151438,81,order
0,10,0.6090822904786319,81,order
0,20,0.6090062527684479,81,order
0,30,0.6090422521824961,81,order
0,50,0.6090470339677657,81,order
0,1e-4,0.6232430671089207,82,order
0,0.001,0.6232430671089207,82,order
0,0.01,0.6236151918468992,82,order
0,0.1,0.6296977622221525,82,order
0,1,0.632701447091691,82,order
0,10,0.6310077150321053,82,order
0,20,0.6307586454049868,82,order
0,30,0.6306713429457332,82,order
0,50,0.6306128977409465,82,order
0,1e-4,0.5819937341522707,83,order
0,0.001,0.5819937341522707,83,order
0,0.01,0.582470532379069,83,order
0,0.1,0.5857403736489103,83,order
0,1,0.5867620826401314,83,order
0,10,0.5881371371371371,83,order
0,20,0.588262583140632,83,order
0,30,0.5882720970099019,83,order
0,50,0.5875864531779166,83,order
0,1e-4,0.5472373619263863,84,order
0,0.001,0.5472373619263863,84,order
0,0.01,0.5472050578453017,84,order
0,0.1,0.5483674039893552,84,order
0,1,0.5588906938297182,84,order
0,10,0.5649229857034735,84,order
0,20,0.5653473560668683,84,order
0,30,0.5654684013281575,84,order
0,50,0.5655788079019787,84,order
0,1e-4,0.584265548649695,85,order
0,0.001,0.584265548649695,85,order
0,0.01,0.5848142698447577,85,order
0,0.1,0.5876513604196532,85,order
0,1,0.5922188407920115,85,order
0,10,0.5946968248736542,85,order
0,20,0.5948417991161894,85,order
0,30,0.594864455919334,85,order
0,50,0.594833902718049,85,order
0,1e-4,0.5938888383156676,86,order
0,0.001,0.5938888383156676,86,order
0,0.01,0.5946799944543847,86,order
0,0.1,0.6023665730190121,86,order
0,1,0.6093844175185639,86,order
0,10,0.6103216439435951,86,order
0,20,0.6103680570814717,86,order
0,30,0.6103584159071964,86,order
0,50,0.6103449712778981,86,order
0,1e-4,0.5777136169270316,87,order
0,0.001,0.5777136169270316,87,order
0,0.01,0.5778416473965254,87,order
0,0.1,0.5792360609738658,87,order
0,1,0.583029609749122,87,order
0,10,0.5853466096758779,87,order
0,20,0.5854854610708269,87,order
