mtry,AUC,seed,level
1,0.6506915670025426,1,family
4,0.6654332075978417,1,family
7,0.6662476099793173,1,family
14,0.663218330264062,1,family
1,0.6591784279924524,10,family
4,0.6697514352331425,10,family
7,0.6678534052345028,10,family
14,0.6598457451353793,10,family
1,0.6794537878470805,100,family
4,0.6946630267026609,100,family
7,0.6947960473539742,100,family
14,0.691434153229885,100,family
1,0.6564380791941767,11,family
4,0.6709731456194871,11,family
7,0.6719102556389142,11,family
14,0.6690729479479479,11,family
1,0.6744119559454925,12,family
4,0.6951343695611988,12,family
7,0.6936488862555936,12,family
14,0.6883847841744183,12,family
1,0.6598780396249908,13,family
4,0.67378847662994,13,family
7,0.6721664656817096,13,family
14,0.6673355454757894,13,family
1,0.6329633200273445,14,family
4,0.6463167692954278,14,family
7,0.6470081414166781,14,family
14,0.6431938981664591,14,family
1,0.6712239587148123,15,family
4,0.6858042323682567,15,family
7,0.6849793316836,15,family
14,0.6816204763125495,15,family
1,0.6664867628952995,16,family
4,0.6764398143788388,16,family
7,0.6746509580137628,16,family
14,0.667874275843788,16,family
1,0.642581012632842,17,family
4,0.6609484205459816,17,family
7,0.662101853595756,17,family
14,0.6588427778824121,17,family
1,0.6321460859814518,18,family
4,0.641466995741386,18,family
7,0.6388141839574767,18,family
14,0.63126889432987,18,family
1,0.626636306166794,19,family
4,0.6502383546438425,19,family
7,0.649392721990283,19,family
14,0.6442271949649998,19,family
1,0.6666119760875858,2,family
4,0.677953314813071,2,family
7,0.6752604852238998,2,family
14,0.6696522105729423,2,family
1,0.6646155122892928,20,family
4,0.6742341056213007,20,family
7,0.6722789553490773,20,family
14,0.6651363275296203,20,family
1,0.663968559151486,21,family
4,0.6810385917276162,21,family
7,0.6802670144011608,21,family
14,0.6741004427772721,21,family
1,0.6547376104327324,22,family
4,0.6661732638561907,22,family
7,0.6648179520984399,22,family
14,0.6588122987970549,22,family
1,0.6595178693501864,23,family
4,0.6649953738581788,23,family
7,0.6593048017529725,23,family
14,0.6479400772723943,23,family
1,0.6765315328394597,24,family
4,0.6925236905023491,24,family
7,0.6908877531712898,24,family
14,0.6857646348439032,24,family
1,0.6619184027232807,25,family
4,0.6738570312472751,25,family
7,0.6726480548492744,25,family
14,0.6657536408359579,25,family
1,0.650837649496186,26,family
4,0.6637244910415642,26,family
7,0.6627460958345105,26,family
14,0.6560474280901111,26,family
1,0.6492801237648799,27,family
4,0.6610687573461964,27,family
7,0.6603748896980605,27,family
14,0.6531749589310565,27,family
1,0.6516501222476833,28,family
4,0.6671347231377719,28,family
7,0.6663104001213758,28,family
14,0.6608128707976269,28,family
1,0.6584888302937083,29,family
4,0.6704181001559051,29,family
7,0.6696772639364102,29,family
14,0.6643359273908055,29,family
1,0.6672574525745257,3,family
4,0.6745256279798962,3,family
7,0.6736652654396557,3,family
14,0.6671861155580668,3,family
1,0.638287379278233,30,family
4,0.6524480102925225,30,family
7,0.651969922884557,30,family
14,0.6461088483954338,30,family
1,0.663010344403637,31,family
4,0.6805905966942553,31,family
7,0.681540935534838,31,family
14,0.6776945861366593,31,family
1,0.6607530522682962,32,family
4,0.6767786506018213,32,family
7,0.6770034023570609,32,family
14,0.671804882408541,32,family
1,0.6806050493001713,33,family
4,0.6909681885718472,33,family
7,0.6895506673921308,33,family
