threshold,sensitivity,specificity,seed,level
0.61,0.15555555555555556,0.9423076923076923,10,family
0.62,0.13333333333333333,0.9423076923076923,10,family
0.63,0.13333333333333333,0.9615384615384616,10,family
0.64,0.1111111111111111,0.9615384615384616,10,family
0.65,0.1111111111111111,0.9807692307692307,10,family
0.66,0.1111111111111111,0.9807692307692307,10,family
0.67,0.1111111111111111,0.9807692307692307,10,family
0.68,0.1111111111111111,0.9807692307692307,10,family
0.6900000000000001,0.06666666666666667,0.9807692307692307,10,family
0.7000000000000001,0.044444444444444446,0.9807692307692307,10,family
0.71,0.044444444444444446,0.9807692307692307,10,family
0.72,0.044444444444444446,1,10,family
0.73,0.044444444444444446,1,10,family
0.74,0.022222222222222223,1,10,family
0.75,0.022222222222222223,1,10,family
0.76,0.022222222222222223,1,10,family
0.77,0,1,10,family
0.78,0,1,10,family
0.79,0,1,10,family
0.8,0,1,10,family
0.81,0,1,10,family
0.8200000000000001,0,1,10,family
0.8300000000000001,0,1,10,family
0.84,0,1,10,family
0.85,0,1,10,family
0.86,0,1,10,family
0.87,0,1,10,family
0.88,0,1,10,family
0.89,0,1,10,family
0.9,0,1,10,family
0.91,0,1,10,family
0.92,0,1,10,family
0.93,0,1,10,family
0.9400000000000001,0,1,10,family
0.9500000000000001,0,1,10,family
0.96,0,1,10,family
0.97,0,1,10,family
0.98,0,1,10,family
0.99,0,1,10,family
1,0,1,10,family
0,1,0,100,family
0.01,1,0,100,family
0.02,1,0,100,family
0.03,1,0,100,family
0.04,1,0,100,family
0.05,1,0,100,family
0.06,1,0,100,family
0.07,1,0,100,family
0.08,1,0,100,family
0.09,1,0,100,family
0.1,1,0,100,family
0.11,1,0,100,family
0.12,1,0,100,family
0.13,1,0,100,family
0.14,1,0,100,family
0.15,1,0,100,family
0.16,1,0,100,family
0.17,1,0,100,family
0.18,1,0,100,family
0.19,1,0.019230769230769232,100,family
0.2,1,0.019230769230769232,100,family
0.21,1,0.019230769230769232,100,family
0.22,1,0.019230769230769232,100,family
0.23,0.9777777777777777,0.057692307692307696,100,family
0.24,0.9777777777777777,0.057692307692307696,100,family
0.25,0.9555555555555556,0.057692307692307696,100,family
0.26,0.9333333333333333,0.057692307692307696,100,family
0.27,0.9111111111111111,0.057692307692307696,100,family
0.28,0.9111111111111111,0.057692307692307696,100,family
0.29,0.9111111111111111,0.07692307692307693,100,family
0.3,0.8888888888888888,0.09615384615384616,100,family
0.31,0.8222222222222222,0.11538461538461539,100,family
0.32,0.8,0.15384615384615385,100,family
0.33,0.8,0.17307692307692307,100,family
0.34,0.8,0.17307692307692307,100,family
0.35000000000000003,0.8,0.23076923076923078,100,family
0.36,0.8,0.25,100,family
0.37,0.8,0.25,100,family
0.38,0.7555555555555555,0.25,100,family
0.39,0.7333333333333333,0.2692307692307692,100,family
0.4,0.7333333333333333,0.34615384615384615,100,family
0.41000000000000003,0.6666666666666666,0.4230769230769231,100,family
0.42,0.6666666666666666,0.4423076923076923,100,family
0.43,0.6222222222222222,0.4423076923076923,100,family
0.44,0.6222222222222222,0.46153846153846156,100,family
0.45,0.6222222222222222,0.5,100,family
0.46,0.6,0.5576923076923077,100,family
0.47000000000000003,0.6,0.6153846153846154,100,family
0.48,0.5777777777777777,0.6153846153846154,100,family
0.49,0.5333333333333333,0.6923076923076923,100,family
0.5,0.5333333333333333,0.7307692307692307,100,family
0.51,0.5111111111111111,0.75,100,family
0.52,0.4222222222222222,0.8076923076923077,100,family
0.53,0.4,0.8076923076923077,100,family
0.54,0.37777777777777777,0.8461538461538461,100,family
0.55,0.35555555555555557,0.8846153846153846,100,family
0.56,0.35555555555555557,0.9038461538461539,100,family
0.5700000000000001,0.35555555555555557,0.9038461538461539,100,family
0.58,0.3111111111111111,0.9038461538461539,100,family
0.59,0.3111111111111111,0.9230769230769231,100,family
0.6,0.3111111111111111,0.9230769230769231,100,family
0.61,0.28888888888888886,0.9230769230769231,100,family
0.62,0.26666666666666666,0.9230769230769231,100,family
0.63,0.24444444444444444,0.9423076923076923,100,family
0.64,0.24444444444444444,0.9423076923076923,100,family
0.65,0.2,0.9423076923076923,100,family
0.66,0.17777777777777778,0.9615384615384616,100,family
0.67,0.17777777777777778,0.9615384615384616,100,family
0.68,0.17777777777777778,0.9615384615384616,100,family
0.6900000000000001,0.17777777777777778,0.9807692307692307,100,family
0.7000000000000001,0.15555555555555556,0.9807692307692307,100,family
0.71,0.13333333333333333,1,100,family
0.72,0.08888888888888889,1,100,family
0.73,0.08888888888888889,1,100,family
0.74,0.08888888888888889,1,100,family
0.75,0.08888888888888889,1,100,family
0.76,0.08888888888888889,1,100,family
0.77,0.06666666666666667,1,100,family
0.78,0.044444444444444446,1,100,family
0.79,0.022222222222222223,1,100,family
0.8,0.022222222222222223,1,100,family
0.81,0,1,100,family
0.8200000000000001,0,1,100,family
0.8300000000000001,0,1,100,family
0.84,0,1,100,family
0.85,0,1,100,family
0.86,0,1,100,family
0.87,0,1,100,family
0.88,0,1,100,family
0.89,0,1,100,family
0.9,0,1,100,family
0.91,0,1,100,family
0.92,0,1,100,family
0.93,0,1,100,family
0.9400000000000001,0,1,100,family
0.9500000000000001,0,1,100,family
0.96,0,1,100,family
0.97,0,1,100,family
0.98,0,1,100,family
0.99,0,1,100,family
1,0,1,100,family
0,1,0,11,family
0.01,1,0,11,family
0.02,1,0,11,family
0.03,1,0,11,family
0.04,1,0,11,family
0.05,1,0,11,family
0.06,1,0,11,family
0.07,1,0,11,family
0.08,1,0,11,family
0.09,1,0,11,family
0.1,1,0,11,family
0.11,1,0,11,family
0.12,1,0,11,family
0.13,1,0,11,family
0.14,1,0,11,family
0.15,1,0,11,family
0.16,1,0,11,family
0.17,1,0,11,family
0.18,1,0,11,family
0.19,1,0,11,family
0.2,1,0,11,family
0.21,1,0.019230769230769232,11,family
0.22,1,0.019230769230769232,11,family
0.23,1,0.019230769230769232,11,family
0.24,1,0.019230769230769232,11,family
0.25,1,0.057692307692307696,11,family
0.26,1,0.057692307692307696,11,family
0.27,1,0.057692307692307696,11,family
0.28,0.9777777777777777,0.057692307692307696,11,family
0.29,0.9777777777777777,0.09615384615384616,11,family
0.3,0.9555555555555556,0.11538461538461539,11,family
0.31,0.9555555555555556,0.1346153846153846,11,family
0.32,0.9333333333333333,0.15384615384615385,11,family
0.33,0.9111111111111111,0.19230769230769232,11,family
0.34,0.9111111111111111,0.23076923076923078,11,family
0.35000000000000003,0.8888888888888888,0.23076923076923078,11,family
0.36,0.8888888888888888,0.28846153846153844,11,family
0.37,0.8666666666666667,0.3269230769230769,11,family
0.38,0.8666666666666667,0.36538461538461536,11,family
0.39,0.8444444444444444,0.36538461538461536,11,family
0.4,0.8222222222222222,0.40384615384615385,11,family
0.41000000000000003,0.8,0.4807692307692308,11,family
0.42,0.7777777777777778,0.5576923076923077,11,family
0.43,0.7777777777777778,0.5576923076923077,11,family
0.44,0.7555555555555555,0.5769230769230769,11,family
0.45,0.6666666666666666,0.6153846153846154,11,family
0.46,0.6222222222222222,0.6346153846153846,11,family
0.47000000000000003,0.6,0.6923076923076923,11,family
0.48,0.5555555555555556,0.75,11,family
0.49,0.5555555555555556,0.75,11,family
0.5,0.4444444444444444,0.8076923076923077,11,family
0.51,0.4222222222222222,0.8269230769230769,11,family
0.52,0.4222222222222222,0.8269230769230769,11,family
0.53,0.4,0.8653846153846154,11,family
0.54,0.35555555555555557,0.8653846153846154,11,family
0.55,0.3333333333333333,0.9038461538461539,11,family
0.56,0.3333333333333333,0.9230769230769231,11,family
0.5700000000000001,0.28888888888888886,0.9230769230769231,11,family
0.58,0.2,0.9423076923076923,11,family
0.59,0.2,0.9615384615384616,11,family
0.6,0.2,0.9615384615384616,11,family
0.61,0.17777777777777778,0.9615384615384616,11,family
0.62,0.17777777777777778,0.9615384615384616,11,family
0.63,0.15555555555555556,0.9615384615384616,11,family
0.64,0.15555555555555556,0.9615384615384616,11,family
0.65,0.15555555555555556,0.9807692307692307,11,family
0.66,0.15555555555555556,0.9807692307692307,11,family
0.67,0.15555555555555556,1,11,family
0.68,0.15555555555555556,1,11,family
0.6900000000000001,0.13333333333333333,1,11,family
0.7000000000000001,0.1111111111111111,1,11,family
0.71,0.08888888888888889,1,11,family
0.72,0.08888888888888889,1,11,family
0.73,0.08888888888888889,1,11,family
0.74,0.08888888888888889,1,11,family
0.75,0.08888888888888889,1,11,family
0.76,0.06666666666666667,1,11,family
0.77,0.044444444444444446,1,11,family
0.78,0.044444444444444446,1,11,family
0.79,0.022222222222222223,1,11,family
0.8,0.022222222222222223,1,11,family
0.81,0.022222222222222223,1,11,family
0.8200000000000001,0,1,11,family
0.8300000000000001,0,1,11,family
0.84,0,1,11,family
0.85,0,1,11,family
0.86,0,1,11,family
0.87,0,1,11,family
0.88,0,1,11,family
0.89,0,1,11,family
0.9,0,1,11,family
0.91,0,1,11,family
0.92,0,1,11,family
0.93,0,1,11,family
0.9400000000000001,0,1,11,family
0.9500000000000001,0,1,11,family
0.96,0,1,11,family
0.97,0,1,11,family
0.98,0,1,11,family
0.99,0,1,11,family
1,0,1,11,family
0,1,0,12,family
0.01,1,0,12,family
0.02,1,0,12,family
0.03,1,0,12,family
0.04,1,0,12,family
0.05,1,0,12,family
0.06,1,0,12,family
0.07,1,0,12,family
0.08,1,0,12,family
0.09,1,0,12,family
0.1,1,0,12,family
0.11,1,0,12,family
0.12,1,0,12,family
0.13,1,0,12,family
0.14,1,0,12,family
0.15,1,0,12,family
0.16,1,0,12,family
0.17,1,0,12,family
0.18,1,0,12,family
0.19,1,0,12,family
0.2,1,0,12,family
0.21,1,0,12,family
0.22,1,0,12,family
0.23,1,0,12,family
0.24,1,0,12,family
0.25,1,0.019230769230769232,12,family
0.26,1,0.019230769230769232,12,family
0.27,0.9777777777777777,0.057692307692307696,12,family
0.28,0.9777777777777777,0.057692307692307696,12,family
0.29,0.9555555555555556,0.07692307692307693,12,family
0.3,0.9555555555555556,0.09615384615384616,12,family
0.31,0.9555555555555556,0.11538461538461539,12,family
0.32,0.9555555555555556,0.11538461538461539,12,family
0.33,0.9555555555555556,0.11538461538461539,12,family
0.34,0.9111111111111111,0.1346153846153846,12,family
0.35000000000000003,0.8666666666666667,0.19230769230769232,12,family
0.36,0.8222222222222222,0.21153846153846154,12,family
0.37,0.8222222222222222,0.23076923076923078,12,family
0.38,0.7777777777777778,0.25,12,family
0.39,0.7555555555555555,0.34615384615384615,12,family
0.4,0.7333333333333333,0.36538461538461536,12,family
0.41000000000000003,0.6888888888888889,0.4423076923076923,12,family
0.42,0.6888888888888889,0.5,12,family
0.43,0.6666666666666666,0.5192307692307693,12,family
0.44,0.6666666666666666,0.5769230769230769,12,family
0.45,0.6444444444444445,0.5769230769230769,12,family
0.46,0.6222222222222222,0.6153846153846154,12,family
0.47000000000000003,0.6,0.6538461538461539,12,family
0.48,0.5333333333333333,0.6923076923076923,12,family
0.49,0.4888888888888889,0.75,12,family
0.5,0.4444444444444444,0.8076923076923077,12,family
0.51,0.4222222222222222,0.8461538461538461,12,family
0.52,0.37777777777777777,0.8846153846153846,12,family
0.53,0.28888888888888886,0.8846153846153846,12,family
0.54,0.24444444444444444,0.9230769230769231,12,family
0.55,0.2222222222222222,0.9423076923076923,12,family
0.56,0.2222222222222222,0.9615384615384616,12,family
0.5700000000000001,0.2222222222222222,0.9615384615384616,12,family
0.58,0.2,0.9615384615384616,12,family
0.59,0.17777777777777778,0.9615384615384616,12,family
0.6,0.13333333333333333,0.9807692307692307,12,family
0.61,0.13333333333333333,0.9807692307692307,12,family
0.62,0.08888888888888889,0.9807692307692307,12,family
0.63,0.08888888888888889,0.9807692307692307,12,family
0.64,0.044444444444444446,1,12,family
0.65,0.044444444444444446,1,12,family
0.66,0.044444444444444446,1,12,family
0.67,0.044444444444444446,1,12,family
0.68,0.044444444444444446,1,12,family
0.6900000000000001,0.044444444444444446,1,12,family
0.7000000000000001,0.044444444444444446,1,12,family
0.71,0.044444444444444446,1,12,family
0.72,0.022222222222222223,1,12,family
0.73,0.022222222222222223,1,12,family
0.74,0.022222222222222223,1,12,family
0.75,0.022222222222222223,1,12,family
0.76,0.022222222222222223,1,12,family
0.77,0.022222222222222223,1,12,family
0.78,0,1,12,family
0.79,0,1,12,family
0.8,0,1,12,family
0.81,0,1,12,family
0.8200000000000001,0,1,12,family
0.8300000000000001,0,1,12,family
0.84,0,1,12,family
0.85,0,1,12,family
0.86,0,1,12,family
0.87,0,1,12,family
0.88,0,1,12,family
0.89,0,1,12,family
0.9,0,1,12,family
0.91,0,1,12,family
0.92,0,1,12,family
0.93,0,1,12,family
0.9400000000000001,0,1,12,family
0.9500000000000001,0,1,12,family
0.96,0,1,12,family
0.97,0,1,12,family
0.98,0,1,12,family
0.99,0,1,12,family
1,0,1,12,family
0,1,0,13,family
0.01,1,0,13,family
0.02,1,0,13,family
0.03,1,0,13,family
0.04,1,0,13,family
0.05,1,0,13,family
0.06,1,0,13,family
0.07,1,0,13,family
0.08,1,0,13,family
0.09,1,0,13,family
0.1,1,0,13,family
0.11,1,0,13,family
0.12,1,0,13,family
0.13,1,0,13,family
0.14,1,0,13,family
0.15,1,0,13,family
0.16,1,0,13,family
0.17,1,0,13,family
0.18,1,0,13,family
0.19,1,0,13,family
0.2,1,0.019230769230769232,13,family
0.21,1,0.057692307692307696,13,family
0.22,1,0.057692307692307696,13,family
0.23,1,0.057692307692307696,13,family
0.24,1,0.057692307692307696,13,family
0.25,1,0.057692307692307696,13,family
0.26,1,0.07692307692307693,13,family
0.27,0.9777777777777777,0.07692307692307693,13,family
0.28,0.9555555555555556,0.07692307692307693,13,family
0.29,0.9555555555555556,0.07692307692307693,13,family
0.3,0.9555555555555556,0.09615384615384616,13,family
0.31,0.9555555555555556,0.09615384615384616,13,family
0.32,0.9555555555555556,0.09615384615384616,13,family
0.33,0.9555555555555556,0.1346153846153846,13,family
0.34,0.9555555555555556,0.19230769230769232,13,family
0.35000000000000003,0.9555555555555556,0.23076923076923078,13,family
0.36,0.9333333333333333,0.25,13,family
0.37,0.9111111111111111,0.34615384615384615,13,family
0.38,0.8444444444444444,0.40384615384615385,13,family
0.39,0.8,0.40384615384615385,13,family
0.4,0.7777777777777778,0.4423076923076923,13,family
0.41000000000000003,0.7333333333333333,0.5192307692307693,13,family
0.42,0.6888888888888889,0.5576923076923077,13,family
0.43,0.6666666666666666,0.5961538461538461,13,family
0.44,0.6444444444444445,0.6538461538461539,13,family
0.45,0.6222222222222222,0.6730769230769231,13,family
0.46,0.6222222222222222,0.6730769230769231,13,family
0.47000000000000003,0.5333333333333333,0.7115384615384616,13,family
0.48,0.5111111111111111,0.75,13,family
0.49,0.4666666666666667,0.7692307692307693,13,family
0.5,0.4666666666666667,0.7884615384615384,13,family
0.51,0.4444444444444444,0.8461538461538461,13,family
0.52,0.4222222222222222,0.8653846153846154,13,family
0.53,0.35555555555555557,0.9230769230769231,13,family
0.54,0.35555555555555557,0.9230769230769231,13,family
0.55,0.3333333333333333,0.9230769230769231,13,family
0.56,0.3333333333333333,0.9615384615384616,13,family
0.5700000000000001,0.3333333333333333,0.9807692307692307,13,family
0.58,0.3111111111111111,0.9807692307692307,13,family
0.59,0.28888888888888886,0.9807692307692307,13,family
0.6,0.26666666666666666,0.9807692307692307,13,family
0.61,0.24444444444444444,1,13,family
0.62,0.24444444444444444,1,13,family
0.63,0.24444444444444444,1,13,family
0.64,0.2222222222222222,1,13,family
0.65,0.2222222222222222,1,13,family
0.66,0.2,1,13,family
0.67,0.2,1,13,family
0.68,0.17777777777777778,1,13,family
0.6900000000000001,0.17777777777777778,1,13,family
0.7000000000000001,0.17777777777777778,1,13,family
0.71,0.17777777777777778,1,13,family
0.72,0.15555555555555556,1,13,family
0.73,0.15555555555555556,1,13,family
0.74,0.13333333333333333,1,13,family
0.75,0.1111111111111111,1,13,family
0.76,0.1111111111111111,1,13,family
0.77,0.044444444444444446,1,13,family
0.78,0.044444444444444446,1,13,family
0.79,0.022222222222222223,1,13,family
0.8,0.022222222222222223,1,13,family
0.81,0.022222222222222223,1,13,family
0.8200000000000001,0.022222222222222223,1,13,family
0.8300000000000001,0.022222222222222223,1,13,family
0.84,0,1,13,family
0.85,0,1,13,family
0.86,0,1,13,family
0.87,0,1,13,family
0.88,0,1,13,family
0.89,0,1,13,family
0.9,0,1,13,family
0.91,0,1,13,family
0.92,0,1,13,family
0.93,0,1,13,family
0.9400000000000001,0,1,13,family
0.9500000000000001,0,1,13,family
0.96,0,1,13,family
0.97,0,1,13,family
0.98,0,1,13,family
0.99,0,1,13,family
1,0,1,13,family
0,1,0,14,family
0.01,1,0,14,family
0.02,1,0,14,family
0.03,1,0,14,family
0.04,1,0,14,family
0.05,1,0,14,family
0.06,1,0,14,family
0.07,1,0,14,family
0.08,1,0,14,family
0.09,1,0,14,family
0.1,1,0,14,family
0.11,1,0,14,family
0.12,1,0,14,family
0.13,1,0,14,family
0.14,1,0,14,family
0.15,1,0,14,family
0.16,1,0,14,family
0.17,1,0,14,family
0.18,1,0,14,family
0.19,1,0,14,family
0.2,0.9777777777777777,0,14,family
0.21,0.9777777777777777,0.019230769230769232,14,family
0.22,0.9777777777777777,0.057692307692307696,14,family
0.23,0.9777777777777777,0.057692307692307696,14,family
0.24,0.9777777777777777,0.057692307692307696,14,family
0.25,0.9777777777777777,0.057692307692307696,14,family
0.26,0.9777777777777777,0.057692307692307696,14,family
0.27,0.9777777777777777,0.07692307692307693,14,family
0.28,0.9777777777777777,0.07692307692307693,14,family
0.29,0.9777777777777777,0.09615384615384616,14,family
0.3,0.9555555555555556,0.11538461538461539,14,family
0.31,0.9555555555555556,0.11538461538461539,14,family
0.32,0.9555555555555556,0.11538461538461539,14,family
0.33,0.9555555555555556,0.1346153846153846,14,family
0.34,0.9555555555555556,0.1346153846153846,14,family
0.35000000000000003,0.9333333333333333,0.15384615384615385,14,family
0.36,0.9333333333333333,0.17307692307692307,14,family
0.37,0.9111111111111111,0.23076923076923078,14,family
0.38,0.9111111111111111,0.2692307692307692,14,family
0.39,0.9111111111111111,0.3269230769230769,14,family
0.4,0.8888888888888888,0.38461538461538464,14,family
0.41000000000000003,0.8666666666666667,0.4423076923076923,14,family
0.42,0.8444444444444444,0.4807692307692308,14,family
0.43,0.8444444444444444,0.5576923076923077,14,family
0.44,0.8222222222222222,0.5769230769230769,14,family
0.45,0.8,0.6346153846153846,14,family
0.46,0.7555555555555555,0.6730769230769231,14,family
0.47000000000000003,0.6888888888888889,0.6923076923076923,14,family
0.48,0.6888888888888889,0.75,14,family
0.49,0.6666666666666666,0.7692307692307693,14,family
0.5,0.6666666666666666,0.7692307692307693,14,family
0.51,0.6,0.7884615384615384,14,family
0.52,0.5111111111111111,0.8076923076923077,14,family
0.53,0.4222222222222222,0.8269230769230769,14,family
0.54,0.35555555555555557,0.8269230769230769,14,family
0.55,0.35555555555555557,0.8461538461538461,14,family
0.56,0.3333333333333333,0.9230769230769231,14,family
0.5700000000000001,0.3111111111111111,0.9423076923076923,14,family
0.58,0.28888888888888886,0.9423076923076923,14,family
0.59,0.28888888888888886,0.9615384615384616,14,family
0.6,0.26666666666666666,0.9615384615384616,14,family
0.61,0.26666666666666666,0.9615384615384616,14,family
0.62,0.26666666666666666,0.9807692307692307,14,family
0.63,0.26666666666666666,0.9807692307692307,14,family
0.64,0.24444444444444444,0.9807692307692307,14,family
0.65,0.24444444444444444,0.9807692307692307,14,family
0.66,0.24444444444444444,0.9807692307692307,14,family
0.67,0.24444444444444444,1,14,family
0.68,0.2222222222222222,1,14,family
0.6900000000000001,0.2222222222222222,1,14,family
0.7000000000000001,0.17777777777777778,1,14,family
0.71,0.15555555555555556,1,14,family
0.72,0.1111111111111111,1,14,family
0.73,0.08888888888888889,1,14,family
0.74,0.08888888888888889,1,14,family
0.75,0.06666666666666667,1,14,family
0.76,0.044444444444444446,1,14,family
0.77,0.044444444444444446,1,14,family
0.78,0.044444444444444446,1,14,family
0.79,0.044444444444444446,1,14,family
0.8,0.022222222222222223,1,14,family
0.81,0,1,14,family
0.8200000000000001,0,1,14,family
0.8300000000000001,0,1,14,family
0.84,0,1,14,family
0.85,0,1,14,family
0.86,0,1,14,family
0.87,0,1,14,family
0.88,0,1,14,family
0.89,0,1,14,family
0.9,0,1,14,family
0.91,0,1,14,family
0.92,0,1,14,family
0.93,0,1,14,family
0.9400000000000001,0,1,14,family
0.9500000000000001,0,1,14,family
0.96,0,1,14,family
0.97,0,1,14,family
0.98,0,1,14,family
0.99,0,1,14,family
1,0,1,14,family
0,1,0,15,family
0.01,1,0,15,family
0.02,1,0,15,family
0.03,1,0,15,family
0.04,1,0,15,family
0.05,1,0,15,family
0.06,1,0,15,family
0.07,1,0,15,family
0.08,1,0,15,family
0.09,1,0,15,family
0.1,1,0,15,family
0.11,1,0,15,family
0.12,1,0,15,family
0.13,1,0,15,family
0.14,1,0,15,family
0.15,1,0,15,family
0.16,1,0,15,family
0.17,1,0.019230769230769232,15,family
0.18,1,0.019230769230769232,15,family
0.19,1,0.019230769230769232,15,family
0.2,1,0.038461538461538464,15,family
0.21,1,0.038461538461538464,15,family
0.22,1,0.038461538461538464,15,family
0.23,1,0.038461538461538464,15,family
0.24,1,0.057692307692307696,15,family
0.25,1,0.057692307692307696,15,family
