cv_metric_AUC,logLoss,AUC,prAUC,Accuracy,Kappa,F1,Sensitivity,Specificity,Pos_Pred_Value,Neg_Pred_Value,Precision,Recall,Detection_Rate,Balanced_Accuracy,method,seed
0.668342768726915,0.691979850092529,0.527350427350427,0.523773492196545,0.484536082474227,-0.0425623387790198,0.537037037037037,0.557692307692308,0.4,0.517857142857143,0.439024390243902,0.517857142857143,0.557692307692308,0.298969072164948,0.478846153846154,xgbTree,1
0.626419164809409,0.671525458386359,0.626495726495726,0.598996879810478,0.618556701030928,0.217912399215515,0.683760683760684,0.769230769230769,0.444444444444444,0.615384615384615,0.625,0.615384615384615,0.769230769230769,0.412371134020619,0.606837606837607,xgbTree,2
0.615415299445787,0.674736829121048,0.625641025641026,0.585506363856321,0.577319587628866,0.130710382513661,0.453333333333333,0.377777777777778,0.75,0.566666666666667,0.582089552238806,0.566666666666667,0.377777777777778,0.175257731958763,0.563888888888889,xgbTree,3
0.65125264550264494,0.693692261711833,0.571794871794872,0.554548397921307,0.577319587628866,0.14638334406525,0.616822429906542,0.634615384615385,0.511111111111111,0.6,0.547619047619048,0.6,0.634615384615385,0.34020618556701,0.572863247863248,xgbTree,4
0.592775645854914,0.65978478132151,0.702136752136752,0.686513866351381,0.670103092783505,0.322566564818856,0.578947368421053,0.488888888888889,0.826923076923077,0.709677419354839,0.651515151515151,0.709677419354839,0.488888888888889,0.22680412371134,0.657905982905983,xgbTree,5
0.602357444552566,0.636993910045746,0.708547008547008,0.653092507639606,0.701030927835051,0.398031243312647,0.723809523809524,0.730769230769231,0.666666666666667,0.716981132075472,0.681818181818182,0.716981132075472,0.730769230769231,0.391752577319588,0.698717948717949,xgbTree,6
0.610664594472521,0.689098585269307,0.638461538461538,0.619252520597352,0.597938144329897,0.178144688246795,0.660869565217391,0.730769230769231,0.444444444444444,0.603174603174603,0.588235294117647,0.603174603174603,0.730769230769231,0.391752577319588,0.587606837606838,xgbTree,7
0.639226346555615,0.681041758710887,0.574786324786325,0.560418325438642,0.556701030927835,0.0938518357592874,0.626086956521739,0.692307692307692,0.4,0.571428571428571,0.529411764705882,0.571428571428571,0.692307692307692,0.371134020618557,0.546153846153846,xgbTree,8
0.666207778335827,0.699051015008357,0.528205128205128,0.517348052775547,0.474226804123711,-0.0714749837556856,0.548672566371681,0.596153846153846,0.333333333333333,0.508196721311475,0.416666666666667,0.508196721311475,0.596153846153846,0.319587628865979,0.46474358974359,xgbTree,9
0.613438210858943,0.688641050903788,0.692735042735043,0.649219699464588,0.577319587628866,0.122656077652768,0.672,0.807692307692308,0.311111111111111,0.575342465753425,0.583333333333333,0.575342465753425,0.807692307692308,0.43298969072165,0.559401709401709,xgbTree,10
0.640416831465612,0.706287966261754,0.575213675213675,0.556830733482659,0.54639175257732,0.0797757654161276,0.6,0.634615384615385,0.444444444444444,0.568965517241379,0.512820512820513,0.568965517241379,0.634615384615385,0.34020618556701,0.539529914529915,xgbTree,11
0.645906818839746,0.699193242787943,0.567094017094017,0.556194682582722,0.577319587628866,0.128042096031572,0.661157024793388,0.769230769230769,0.355555555555556,0.579710144927536,0.571428571428572,0.579710144927536,0.769230769230769,0.412371134020619,0.562393162393162,xgbTree,12
0.633958856068612,0.689229342385298,0.580769230769231,0.554919044947734,0.608247422680412,0.200433839479392,0.666666666666667,0.730769230769231,0.466666666666667,0.612903225806452,0.6,0.612903225806452,0.730769230769231,0.391752577319588,0.598717948717949,xgbTree,13
0.622053605870679,0.667009197090944,0.661538461538462,0.629126577302004,0.587628865979381,0.140070921985816,0.6875,0.846153846153846,0.288888888888889,0.578947368421053,0.619047619047619,0.578947368421053,0.846153846153846,0.45360824742268,0.567521367521368,xgbTree,14
0.632424125344857,0.687995634703734,0.613247863247863,0.594267640944223,0.597938144329897,0.183113798315699,0.648648648648649,0.692307692307692,0.488888888888889,0.610169491525424,0.578947368421053,0.610169491525424,0.692307692307692,0.371134020618557,0.590598290598291,xgbTree,15
0.631383743499597,0.688995726376218,0.608119658119658,0.588976316105954,0.587628865979381,0.158351409978308,0.649122807017544,0.711538461538462,0.444444444444444,0.596774193548387,0.571428571428572,0.596774193548387,0.711538461538462,0.381443298969072,0.577991452991453,xgbTree,16
0.632757559824633,0.687996818372595,0.604700854700855,0.570094711844287,0.577319587628866,0.151482824834649,0.549450549450549,0.555555555555556,0.596153846153846,0.543478260869565,0.607843137254902,0.543478260869565,0.555555555555556,0.257731958762887,0.575854700854701,xgbTree,17
0.617246338673168,0.655613086482002,0.664102564102564,0.625595190926504,0.597938144329897,0.175637393767705,0.666666666666667,0.75,0.422222222222222,0.6,0.59375,0.6,0.75,0.402061855670103,0.586111111111111,xgbTree,18
0.636592346702103,0.687292614393163,0.547008547008547,0.524481819300749,0.577319587628866,0.135998262003041,0.643478260869565,0.711538461538462,0.422222222222222,0.587301587301587,0.558823529411765,0.587301587301587,0.711538461538462,0.381443298969072,0.566880341880342,xgbTree,19
0.601697322758298,0.662673076788475,0.706410256410256,0.660044468120709,0.670103092783505,0.324630113141862,0.724137931034483,0.807692307692308,0.511111111111111,0.65625,0.696969696969697,0.65625,0.807692307692308,0.43298969072165,0.659401709401709,xgbTree,20
0.639584974347169,0.711940435277533,0.552136752136752,0.535099712693944,0.525773195876289,0.0437205315045007,0.566037735849057,0.576923076923077,0.466666666666667,0.555555555555555,0.488372093023256,0.555555555555556,0.576923076923077,0.309278350515464,0.521794871794872,xgbTree,21
