alpha,lambda,AUC,seed,level
0,1e-4,0.6422527196185733,1,asv
0,0.001,0.6422527196185733,1,asv
0,0.01,0.6422527196185733,1,asv
0,0.1,0.6422527196185733,1,asv
0,1,0.6422769755818536,1,asv
0,10,0.6386917710393321,1,asv
0,20,0.6367915860110982,1,asv
0,30,0.6359588961784084,1,asv
0,50,0.63530822983262,1,asv
0,1e-4,0.5685593973764705,10,asv
0,0.001,0.5685593973764705,10,asv
0,0.01,0.5685593973764705,10,asv
0,0.1,0.5685593973764705,10,asv
0,1,0.5686958230007011,10,asv
0,10,0.5763650907004566,10,asv
0,20,0.5767549082183229,10,asv
0,30,0.5768733376233376,10,asv
0,50,0.5768403019744484,10,asv
0,1e-4,0.5887824470812276,100,asv
0,0.001,0.5887824470812276,100,asv
0,0.01,0.5887824470812276,100,asv
0,0.1,0.5887824470812276,100,asv
0,1,0.5887622247683223,100,asv
0,10,0.5778320655149923,100,asv
0,20,0.5757897671190354,100,asv
0,30,0.5749291172705807,100,asv
0,50,0.5741941872185775,100,asv
0,1e-4,0.6206279485059973,11,asv
0,0.001,0.6206279485059973,11,asv
0,0.01,0.6206279485059973,11,asv
0,0.1,0.6206279485059973,11,asv
0,1,0.6207839485827291,11,asv
0,10,0.6242861363105265,11,asv
0,20,0.623328182712329,11,asv
0,30,0.622800927233854,11,asv
0,50,0.622433210213698,11,asv
0,1e-4,0.6276471192446802,12,asv
0,0.001,0.6276471192446802,12,asv
0,0.01,0.6276471192446802,12,asv
0,0.1,0.6276471192446802,12,asv
0,1,0.6278580549190306,12,asv
0,10,0.6289862658826073,12,asv
0,20,0.6273414180731254,12,asv
0,30,0.626928785928786,12,asv
0,50,0.6263577436321339,12,asv
0,1e-4,0.6332405741978913,13,asv
0,0.001,0.6332405741978913,13,asv
0,0.01,0.6332405741978913,13,asv
0,0.1,0.6332405741978913,13,asv
0,1,0.6335950541133468,13,asv
0,10,0.6397408994360214,13,asv
0,20,0.6385745266172096,13,asv
0,30,0.6379699970004848,13,asv
0,50,0.6374202294629124,13,asv
0,1e-4,0.6007881505198578,14,asv
0,0.001,0.6007881505198578,14,asv
0,0.01,0.6007881505198578,14,asv
0,0.1,0.6007881505198578,14,asv
0,1,0.6007926689755958,14,asv
0,10,0.5940167092179287,14,asv
0,20,0.5923277423765229,14,asv
0,30,0.5917601643455302,14,asv
0,50,0.5912100907527736,14,asv
0,1e-4,0.619418156832791,15,asv
0,0.001,0.619418156832791,15,asv
0,0.01,0.619418156832791,15,asv
0,0.1,0.619418156832791,15,asv
0,1,0.6197582887765815,15,asv
0,10,0.6172789775838556,15,asv
0,20,0.6152019763666106,15,asv
0,30,0.6144017092004896,15,asv
0,50,0.6135372811836226,15,asv
0,1e-4,0.6087403919599041,16,asv
0,0.001,0.6087403919599041,16,asv
0,0.01,0.6087403919599041,16,asv
0,0.1,0.6087403919599041,16,asv
0,1,0.6089546175094955,16,asv
0,10,0.6087355840160719,16,asv
0,20,0.6075891553574481,16,asv
0,30,0.6072220434720434,16,asv
0,50,0.606929091112018,16,asv
0,1e-4,0.6197930099088635,17,asv
0,0.001,0.6197930099088635,17,asv
0,0.01,0.6197930099088635,17,asv
0,0.1,0.6197930099088635,17,asv
0,1,0.6200851548412524,17,asv
0,10,0.6266003817406256,17,asv
0,20,0.6264746750234556,17,asv
0,30,0.6263469000359244,17,asv
0,50,0.6261937137485918,17,asv
0,1e-4,0.5949514819697747,18,asv
0,0.001,0.5949514819697747,18,asv
0,0.01,0.5949514819697747,18,asv
0,0.1,0.5949514819697747,18,asv
0,1,0.5954378463829684,18,asv
0,10,0.6088616944470603,18,asv
0,20,0.6091884035603548,18,asv
0,30,0.6092684705611535,18,asv
0,50,0.6091695135902453,18,asv
0,1e-4,0.5992978588344442,19,asv
0,0.001,0.5992978588344442,19,asv
0,0.01,0.5992978588344442,19,asv
0,0.1,0.5992978588344442,19,asv
0,1,0.5999813297618176,19,asv
0,10,0.6047445973848413,19,asv
0,20,0.604115743792573,19,asv
0,30,0.6038939566744445,19,asv
0,50,0.6034246267173097,19,asv
0,1e-4,0.588062604416263,2,asv
0,0.001,0.588062604416263,2,asv
0,0.01,0.588062604416263,2,asv
0,0.1,0.588062604416263,2,asv
0,1,0.588536178164227,2,asv
0,10,0.6075636368075392,2,asv
0,20,0.608779610621074,2,asv
0,30,0.609097420591323,2,asv
0,50,0.6093758566929298,2,asv
0,1e-4,0.6343545636228564,20,asv
0,0.001,0.6343545636228564,20,asv
0,0.01,0.6343545636228564,20,asv
0,0.1,0.6343545636228564,20,asv
0,1,0.6345433874641192,20,asv
0,10,0.6388180174948468,20,asv
0,20,0.6380685973429876,20,asv
0,30,0.6378010065814944,20,asv
0,50,0.6374749645115498,20,asv
0,1e-4,0.6248032658093634,21,asv
0,0.001,0.6248032658093634,21,asv
0,0.01,0.6248032658093634,21,asv
0,0.1,0.6248032658093634,21,asv
0,1,0.6252765457094726,21,asv
0,10,0.6292698918430626,21,asv
0,20,0.6281742439303415,21,asv
0,30,0.6276680487107317,21,asv
0,50,0.6271038800124166,21,asv
0,1e-4,0.6194852404669478,22,asv
0,0.001,0.6194852404669478,22,asv
0,0.01,0.6194852404669478,22,asv
0,0.1,0.6194852404669478,22,asv
0,1,0.6196879946148239,22,asv
0,10,0.6167655826558266,22,asv
0,20,0.6147376069449241,22,asv
0,30,0.6137682673963162,22,asv
0,50,0.6130674533418435,22,asv
0,1e-4,0.6058350877009414,23,asv
0,0.001,0.6058350877009414,23,asv
0,0.01,0.6058350877009414,23,asv
0,0.1,0.6058350877009414,23,asv
0,1,0.6059377591877592,23,asv
0,10,0.6052032215141971,23,asv
0,20,0.6040793188659043,23,asv
0,30,0.603542679439021,23,asv
0,50,0.6031439697537259,23,asv
0,1e-4,0.6400869807089319,24,asv
0,0.001,0.6400869807089319,24,asv
0,0.01,0.6400869807089319,24,asv
0,0.1,0.6400869807089319,24,asv
0,1,0.6402151480749042,24,asv
0,10,0.6338124378734135,24,asv
0,20,0.631263908507811,24,asv
0,30,0.6303725441469344,24,asv
0,50,0.6295082966241503,24,asv
