threshold,sensitivity,specificity,seed,level
0,1,0,1,phylum
0.01,1,0,1,phylum
0.02,1,0,1,phylum
0.03,1,0,1,phylum
0.04,1,0,1,phylum
0.05,1,0,1,phylum
0.06,1,0,1,phylum
0.07,1,0,1,phylum
0.08,1,0,1,phylum
0.09,1,0,1,phylum
0.1,1,0,1,phylum
0.11,1,0,1,phylum
0.12,1,0,1,phylum
0.13,1,0,1,phylum
0.14,1,0,1,phylum
0.15,1,0,1,phylum
0.16,1,0.019230769230769232,1,phylum
0.17,1,0.019230769230769232,1,phylum
0.18,0.9777777777777777,0.057692307692307696,1,phylum
0.19,0.9555555555555556,0.07692307692307693,1,phylum
0.2,0.9111111111111111,0.07692307692307693,1,phylum
0.21,0.8888888888888888,0.09615384615384616,1,phylum
0.22,0.8444444444444444,0.09615384615384616,1,phylum
0.23,0.8222222222222222,0.1346153846153846,1,phylum
0.24,0.8222222222222222,0.15384615384615385,1,phylum
0.25,0.8,0.17307692307692307,1,phylum
0.26,0.7777777777777778,0.19230769230769232,1,phylum
0.27,0.7777777777777778,0.19230769230769232,1,phylum
0.28,0.7555555555555555,0.23076923076923078,1,phylum
0.29,0.7333333333333333,0.25,1,phylum
0.3,0.7111111111111111,0.2692307692307692,1,phylum
0.31,0.6888888888888889,0.34615384615384615,1,phylum
0.32,0.6444444444444445,0.36538461538461536,1,phylum
0.33,0.6444444444444445,0.40384615384615385,1,phylum
0.34,0.6444444444444445,0.4230769230769231,1,phylum
0.35000000000000003,0.5333333333333333,0.4230769230769231,1,phylum
0.36,0.5333333333333333,0.4423076923076923,1,phylum
0.37,0.4666666666666667,0.4807692307692308,1,phylum
0.38,0.4444444444444444,0.4807692307692308,1,phylum
0.39,0.4222222222222222,0.5,1,phylum
0.4,0.4222222222222222,0.5384615384615384,1,phylum
0.41000000000000003,0.4222222222222222,0.5961538461538461,1,phylum
0.42,0.4222222222222222,0.6346153846153846,1,phylum
0.43,0.4222222222222222,0.6538461538461539,1,phylum
0.44,0.4,0.6730769230769231,1,phylum
0.45,0.4,0.6730769230769231,1,phylum
0.46,0.37777777777777777,0.6730769230769231,1,phylum
0.47000000000000003,0.37777777777777777,0.7115384615384616,1,phylum
0.48,0.35555555555555557,0.7307692307692307,1,phylum
