maxdepth,AUC,seed,level
16,0.5887990359697677,52,otu
30,0.5887147016354334,52,otu
1,0.564203067178677,53,otu
2,0.5729996813015106,53,otu
4,0.5828785205065693,53,otu
8,0.5872211216006947,53,otu
16,0.5881254734699857,53,otu
30,0.5879143743046182,53,otu
1,0.5713348426824036,54,otu
2,0.5802132459114167,54,otu
4,0.5849604377897061,54,otu
8,0.5836883603987263,54,otu
16,0.5836281268202,54,otu
30,0.5835981804975707,54,otu
1,0.5558087669551084,55,otu
2,0.5702386563392661,55,otu
4,0.5711903968428359,55,otu
8,0.5711111719297695,55,otu
16,0.5703268922232337,55,otu
30,0.5706059391272806,55,otu
1,0.5568782305824989,56,otu
2,0.5565957669341816,56,otu
4,0.5654237543292422,56,otu
8,0.5690232342534172,56,otu
16,0.5698289325911278,56,otu
30,0.5699525985044278,56,otu
1,0.5667912106357228,57,otu
2,0.5868536184267892,57,otu
4,0.581967300052666,57,otu
8,0.5784176694115719,57,otu
16,0.5793599400794522,57,otu
30,0.5791011385950411,57,otu
1,0.5495926610408318,58,otu
2,0.5625107999986049,58,otu
4,0.5680651871383579,58,otu
8,0.5693691359041969,58,otu
16,0.5663377270999223,58,otu
30,0.5662533142898997,58,otu
1,0.5644653804501365,59,otu
2,0.5794714649318308,59,otu
4,0.5787974895627335,59,otu
8,0.5733990970500117,59,otu
16,0.5711863832473588,59,otu
30,0.5710827456376237,59,otu
1,0.5833858789102692,6,otu
2,0.6223724791865036,6,otu
4,0.6086321081534496,6,otu
8,0.6032833678626361,6,otu
16,0.6018098817458574,6,otu
30,0.6017556812038519,6,otu
1,0.5645412189192677,60,otu
2,0.5771656940041087,60,otu
4,0.5793876114790749,60,otu
8,0.5755176358850139,60,otu
16,0.572141139833213,60,otu
30,0.572175888867962,60,otu
1,0.563254061116866,61,otu
2,0.5685683353213841,61,otu
4,0.5774011670642768,61,otu
8,0.5748517718502475,61,otu
16,0.5777056998200291,61,otu
30,0.5777530864924157,61,otu
1,0.558507492248346,62,otu
2,0.5708394993425481,62,otu
4,0.5773500078911664,62,otu
8,0.5777699964773135,62,otu
16,0.5800775701659848,62,otu
30,0.5800801441685588,62,otu
1,0.5612860752738802,63,otu
2,0.5639027646984964,63,otu
4,0.5674978894399626,63,otu
8,0.570652064520967,63,otu
16,0.5685742874843485,63,otu
30,0.568688616098677,63,otu
1,0.5551477828002218,64,otu
2,0.5685084631669998,64,otu
4,0.576811022259193,64,otu
8,0.5808223393253881,64,otu
16,0.5806671412265925,64,otu
30,0.5807658161209991,64,otu
1,0.5565188062627087,65,otu
2,0.5697876155772498,65,otu
4,0.5702241143582607,65,otu
8,0.5740666389385901,65,otu
16,0.5765107492073955,65,otu
30,0.5764967648397527,65,otu
1,0.5670073126262151,66,otu
2,0.590259075713344,66,otu
4,0.5863258149264247,66,otu
8,0.5801262447116106,66,otu
16,0.5778078897713044,66,otu
30,0.5777284383686823,66,otu
1,0.5638155363551705,67,otu
2,0.5599023714481032,67,otu
4,0.5654113604022141,67,otu
8,0.5677725979463785,67,otu
16,0.5674844400149278,67,otu
30,0.5672362737301762,67,otu
1,0.550951866500647,68,otu
2,0.5587562069909631,68,otu
4,0.5705285660224685,68,otu
8,0.5679922452940745,68,otu
16,0.5688600974668048,68,otu
30,0.5687587068776093,68,otu
1,0.5494732323787201,69,otu
2,0.5723706031815788,69,otu
4,0.5744377055627056,69,otu
8,0.5729647312818045,69,otu
16,0.5760077023888,69,otu
30,0.5758090215651192,69,otu
1,0.5639986864041742,7,otu
2,0.5890164293213074,7,otu
4,0.5764279933243348,7,otu
8,0.5719648727560313,7,otu
16,0.5729183294793051,7,otu
30,0.5728564548869427,7,otu
1,0.5800007769093135,70,otu
2,0.5910327025631904,70,otu
4,0.5939919466504833,70,otu
8,0.5982275784059321,70,otu
16,0.5983444045090387,70,otu
30,0.5985373217293949,70,otu
1,0.554931741846376,71,otu
2,0.5688018820213943,71,otu
4,0.5747217348010031,71,otu
8,0.5709127524737281,71,otu
16,0.5643909423360643,71,otu
30,0.5643111482562703,71,otu
1,0.5614300380519893,72,otu
2,0.5747849827179096,72,otu
4,0.573133264797899,72,otu
8,0.5721158057011716,72,otu
16,0.5774828630895704,72,otu
30,0.5774423225490298,72,otu
1,0.5861756843951966,73,otu
2,0.6313015114417554,73,otu
4,0.6160314090222627,73,otu
8,0.6043551439069732,73,otu
16,0.6002982180787059,73,otu
30,0.6003072270877149,73,otu
1,0.5427570118027435,74,otu
2,0.5693255616243421,74,otu
4,0.5740884346890445,74,otu
8,0.5638425226184373,74,otu
16,0.5597200146575146,74,otu
30,0.5598788341913342,74,otu
1,0.5676396836732203,75,otu
2,0.5908365294737246,75,otu
4,0.6005292252182496,75,otu
8,0.6006932147740075,75,otu
16,0.5941468208190769,75,otu
30,0.594189291861548,75,otu
1,0.5529822073815976,76,otu
2,0.5675893615741177,76,otu
4,0.5631546080052178,76,otu
8,0.567927890216,76,otu
16,0.5682636791844109,76,otu
30,0.5683172139909944,76,otu
1,0.5673906227656228,77,otu
2,0.5871861133781866,77,otu
4,0.5850628799531239,77,otu
8,0.583731515487613,77,otu
16,0.5804692913732548,77,otu
30,0.5804617838657473,77,otu
1,0.5590481321914249,78,otu
2,0.5662695613732199,78,otu
4,0.5741697235127113,78,otu
8,0.5750396740381497,78,otu
16,0.578767675340846,78,otu
30,0.57870589927907,78,otu
1,0.5551280457286555,79,otu
2,0.559544243721073,79,otu
4,0.5673629252074374,79,otu
8,0.5751058669732451,79,otu
16,0.5760415308601284,79,otu
30,0.576120681439279,79,otu
1,0.554056197748271,8,otu
2,0.5938787746806039,8,otu
4,0.5989610799824214,8,otu
8,0.5948812327135498,8,otu
16,0.5966913695053939,8,otu
30,0.5967308798345384,8,otu
1,0.569545311426409,80,otu
2,0.5737663595651401,80,otu
4,0.5802112500130793,80,otu
8,0.5815472700487945,80,otu
16,0.5835468473700182,80,otu
30,0.5834437512425318,80,otu
1,0.5539293409262921,81,otu
2,0.580063929783442,81,otu
4,0.5800339784470883,81,otu
8,0.5785378555820629,81,otu
16,0.5823467219397097,81,otu
30,0.5822003612933491,81,otu
1,0.5387257361891509,82,otu
2,0.5600881172984832,82,otu
4,0.5646172701447092,82,otu
8,0.5671916825361948,82,otu
16,0.5719774790033937,82,otu
30,0.5719350079609226,82,otu
1,0.5566321552388626,83,otu
2,0.5815995202519593,83,otu
4,0.5913376076424857,83,otu
8,0.5871470806608002,83,otu
16,0.5894596488910513,83,otu
30,0.5894937740440789,83,otu
1,0.56339887884400075,84,otu
2,0.5726620889181865,84,otu
4,0.5762080617202568,84,otu
8,0.5816558651421456,84,otu
16,0.5774156746031747,84,otu
30,0.5775557903286562,84,otu
1,0.557936337033898,85,otu
2,0.5776824982648153,85,otu
4,0.5819368815679792,85,otu
8,0.5813355308705919,85,otu
16,0.580536131296802,85,otu
30,0.5805998378605086,85,otu
1,0.5752655944271798,86,otu
2,0.6048999020797802,86,otu
4,0.606210551143478,86,otu
8,0.5969301054102883,86,otu
16,0.5930888636894734,86,otu
30,0.5930183646189744,86,otu
1,0.5371564478241307,87,otu
2,0.5546094243197902,87,otu
4,0.5553421845190138,87,otu
8,0.5494122515372516,87,otu
16,0.5502461413940073,87,otu
30,0.5501731882143468,87,otu
1,0.55945645994426485,88,otu
2,0.5791835938726183,88,otu
4,0.5767882882882883,88,otu
8,0.5792362408139847,88,otu
16,0.5831876172775563,88,otu
30,0.5829958362107752,88,otu
1,0.5708486042662871,89,otu
2,0.5944867145019584,89,otu
4,0.5917793804257219,89,otu
8,0.5945923593454081,89,otu
16,0.5956187664144982,89,otu
30,0.5955209543166861,89,otu
1,0.5654867716148204,9,otu
2,0.5743369266479023,9,otu
4,0.5747922364873584,9,otu
8,0.5759931808986687,9,otu
16,0.5725994690247739,9,otu
30,0.5725013818260769,9,otu
1,0.5446237308737308,90,otu
2,0.5618130787582007,90,otu
4,0.5635205815571669,90,otu
8,0.5684729997854998,90,otu
16,0.5680706235416602,90,otu
30,0.5680220562461417,90,otu
1,0.5676348016134601,91,otu
2,0.5904833853888732,91,otu
4,0.5917975131054399,91,otu
8,0.5855998010205328,91,otu
16,0.5893251393815419,91,otu
30,0.5892244354546183,91,otu
1,0.5478291388077974,92,otu
2,0.5675099611806929,92,otu
4,0.5761738944955408,92,otu
8,0.5644117835169664,92,otu
16,0.5653439308210649,92,otu
30,0.5655191731365512,92,otu
1,0.5491608389748633,93,otu
2,0.5610159270769027,93,otu
4,0.56309525553428,93,otu
8,0.5599321069763143,93,otu
16,0.5604891810364372,93,otu
30,0.5605175805160562,93,otu
1,0.568874446746398,94,otu
2,0.5958735843857795,94,otu
4,0.6021320431930188,94,otu
8,0.6032543346918346,94,otu
16,0.6037525907876518,94,otu
30,0.6037511677618385,94,otu
1,0.5516720012695623,95,otu
2,0.5590518767896817,95,otu
4,0.5688983491331052,95,otu
8,0.5708905687045931,95,otu
16,0.5721313358218846,95,otu
30,0.5722399304792598,95,otu
1,0.5622269046049534,96,otu
2,0.5736386748246505,96,otu
4,0.5776786267975292,96,otu
8,0.5769179870201212,96,otu
16,0.5819589657165877,96,otu
30,0.5819589657165877,96,otu
1,0.5642126346730005,97,otu
2,0.5823110876555999,97,otu
4,0.5834369835863739,97,otu
8,0.5822634522588791,97,otu
16,0.5872211189848385,97,otu
30,0.5871805784442979,97,otu
1,0.5652138802565632,98,otu
2,0.5757708134964232,98,otu
4,0.5774929995326337,98,otu
8,0.5723256956869762,98,otu
16,0.5700393974113487,98,otu
30,0.570036054783006,98,otu
1,0.5643624491215955,99,otu
2,0.5799436718948914,99,otu
4,0.5753285803224828,99,otu
8,0.5729172449888913,99,otu
16,0.571266874234862,99,otu
30,0.5712750252430131,99,otu
