mtry,AUC,seed,level
2,0.5863902282073014,3,phylum
3,0.5848773878408025,3,phylum
6,0.5824561168311169,3,phylum
1,0.6050871812579129,30,phylum
2,0.5827194145364877,30,phylum
3,0.5785595892059306,30,phylum
6,0.5741193153083397,30,phylum
1,0.6168060390529903,31,phylum
2,0.595593035108279,31,phylum
3,0.592852806203416,31,phylum
6,0.5895112634411415,31,phylum
1,0.6113675217028876,32,phylum
2,0.5943666998880414,32,phylum
3,0.5925959953856296,32,phylum
6,0.5909467429101576,32,phylum
1,0.5737351545796667,33,phylum
2,0.549163552489772,33,phylum
3,0.5473052255216889,33,phylum
6,0.5456849711209467,33,phylum
1,0.6056226474732572,34,phylum
2,0.5847042713445153,34,phylum
3,0.5839867999532634,34,phylum
6,0.5834485500308672,34,phylum
1,0.6215012761018859,35,phylum
2,0.6026262246567125,35,phylum
3,0.6017339281790501,35,phylum
6,0.6040795525490648,35,phylum
1,0.58470356680722535,36,phylum
2,0.5696139676261628,36,phylum
3,0.5695900072546414,36,phylum
6,0.5697781810556201,36,phylum
1,0.6127511592603057,37,phylum
2,0.5941738825061996,37,phylum
3,0.5911435102349737,37,phylum
6,0.5888072135724575,37,phylum
1,0.6235032872593849,38,phylum
2,0.6130902888951669,38,phylum
3,0.6128061144768462,38,phylum
6,0.6124443232431037,38,phylum
1,0.605699712778981,39,phylum
2,0.5888073875268998,39,phylum
3,0.5868592617007251,39,phylum
6,0.5849834076236515,39,phylum
1,0.5712628896317921,4,phylum
2,0.555685555764824,4,phylum
3,0.5535483972648607,4,phylum
6,0.5483526841301232,4,phylum
1,0.5832558464387733,40,phylum
2,0.5634493679219289,40,phylum
3,0.5619634730549364,40,phylum
6,0.5615981578268163,40,phylum
1,0.5750173095569437,41,phylum
2,0.5541893622716794,41,phylum
3,0.5527833486796901,41,phylum
6,0.5511752035136182,41,phylum
1,0.5740950510615145,42,phylum
2,0.5654854920251262,42,phylum
3,0.5660178427556476,42,phylum
6,0.5650174429656137,42,phylum
1,0.5670308662320858,43,phylum
2,0.5419382422492178,43,phylum
3,0.5412725260103309,43,phylum
6,0.5396380308880309,43,phylum
1,0.5627000157823329,44,phylum
2,0.5503784463906415,44,phylum
3,0.5509773170382927,44,phylum
6,0.552383255206426,44,phylum
1,0.589696604705751,45,phylum
2,0.5701706244572098,45,phylum
3,0.5678421378695769,45,phylum
6,0.5643391204793644,45,phylum
1,0.61028960537192245,46,phylum
2,0.5881514027093295,46,phylum
3,0.5851042170219,46,phylum
6,0.5818288188013798,46,phylum
1,0.5728863327613327,47,phylum
2,0.5557380289697363,47,phylum
3,0.5538487415987416,47,phylum
6,0.5491675861401472,47,phylum
1,0.5603210810985201,48,phylum
2,0.5358832813649886,48,phylum
3,0.5330115921670799,48,phylum
6,0.5314254642272935,48,phylum
1,0.5843651338620851,49,phylum
2,0.5602092323159397,49,phylum
3,0.5574811697586088,49,phylum
6,0.5569180753052705,49,phylum
1,0.5623059592693739,5,phylum
2,0.5407333718736158,5,phylum
3,0.5379876034571156,5,phylum
6,0.5361982069177191,5,phylum
1,0.5654813123227758,50,phylum
2,0.5518810600670356,50,phylum
3,0.5546118544502691,50,phylum
6,0.5578471921398751,50,phylum
1,0.5812006488195512,51,phylum
2,0.5649231304475207,51,phylum
3,0.5629220134768915,51,phylum
6,0.5637457187152309,51,phylum
1,0.529649557658704,52,phylum
2,0.5123412223198809,52,phylum
3,0.5108383941432723,52,phylum
6,0.5110008035038522,52,phylum
1,0.5634002499886647,53,phylum
2,0.5440227710288686,53,phylum
3,0.5438500002615856,53,phylum
6,0.5442719649091601,53,phylum
1,0.5956924119241193,54,phylum
2,0.5856895571529718,54,phylum
3,0.5862936673607405,54,phylum
6,0.5852181105321349,54,phylum
1,0.5868487045407778,55,phylum
2,0.5619855783483833,55,phylum
3,0.5583795611813904,55,phylum
6,0.5542415996135508,55,phylum
1,0.5874811026182978,56,phylum
2,0.5675205484229875,56,phylum
3,0.5663320921095312,56,phylum
6,0.5657393813674302,56,phylum
1,0.5654220963123402,57,phylum
2,0.5502335013585014,57,phylum
3,0.549848622141305,57,phylum
6,0.549616362878558,57,phylum
1,0.5533700987572939,58,phylum
2,0.5263579672878453,58,phylum
3,0.5244019001579977,58,phylum
6,0.523146469204396,58,phylum
1,0.5919794986624255,59,phylum
2,0.5824217632266413,59,phylum
3,0.5830957669341815,59,phylum
6,0.5846577051790467,59,phylum
1,0.5979149393295735,6,phylum
2,0.5763526126300517,6,phylum
3,0.5753773093651142,6,phylum
6,0.5746012310219627,6,phylum
1,0.5967897793263647,60,phylum
2,0.5841329766177327,60,phylum
3,0.5848660816740086,60,phylum
6,0.5840240248959762,60,phylum
1,0.5943048043688288,61,phylum
2,0.5846739692654327,61,phylum
3,0.5842898342593464,61,phylum
6,0.5822340432767262,61,phylum
1,0.5682574979160345,62,phylum
2,0.5457169656590388,62,phylum
3,0.5436271131758936,62,phylum
6,0.5417229285034163,62,phylum
1,0.6022610162427235,63,phylum
2,0.5836576471942325,63,phylum
3,0.5806200848060604,63,phylum
6,0.5764091896774823,63,phylum
1,0.5885610261829775,64,phylum
2,0.5711549894842578,64,phylum
3,0.570676641362617,64,phylum
6,0.5685900116144018,64,phylum
1,0.5885117835605641,65,phylum
2,0.5713892891148988,65,phylum
3,0.5727325452630331,65,phylum
6,0.574531507988825,65,phylum
1,0.587747272533858,66,phylum
2,0.5707125169594682,66,phylum
3,0.5707662797815237,66,phylum
6,0.5701378067963434,66,phylum
1,0.6088021767412012,67,phylum
2,0.5944141746275893,67,phylum
3,0.594396506698336,67,phylum
6,0.5936765371643421,67,phylum
1,0.5928464644958548,68,phylum
2,0.5623735556113605,68,phylum
3,0.5592944970231556,68,phylum
6,0.5537333387394363,68,phylum
1,0.5834001383787969,69,phylum
2,0.5674007443855005,69,phylum
3,0.567946442522662,69,phylum
6,0.5688739562733465,69,phylum
1,0.5874431966810015,7,phylum
2,0.5688036948097924,7,phylum
3,0.5670128756805586,7,phylum
6,0.5646672216641729,7,phylum
1,0.6063873747440821,70,phylum
2,0.5884766796413138,70,phylum
3,0.5878897516854834,70,phylum
6,0.5863774279505987,70,phylum
1,0.5629321473040986,71,phylum
2,0.5394092389427755,71,phylum
3,0.5376291151778957,71,phylum
6,0.5368861200050224,71,phylum
1,0.6012017051895101,72,phylum
2,0.581797551907308,72,phylum
3,0.5773331096776219,72,phylum
6,0.5741545709472539,72,phylum
1,0.5810038213300408,73,phylum
2,0.5684238476281159,73,phylum
3,0.5694163082943571,73,phylum
6,0.5693113697321015,73,phylum
1,0.5711172387544339,74,phylum
2,0.5589477181885718,74,phylum
3,0.5575925132449523,74,phylum
6,0.5539142177892178,74,phylum
1,0.5812801329203768,75,phylum
2,0.5577774686707614,75,phylum
3,0.5561286251408203,75,phylum
6,0.5537117404861307,75,phylum
1,0.5801653875129485,76,phylum
2,0.5569605576831187,76,phylum
3,0.5536690344525711,76,phylum
6,0.5519126491474052,76,phylum
1,0.58869793007293,77,phylum
2,0.5658913164035115,77,phylum
3,0.5652208576171991,77,phylum
6,0.5678560646883818,77,phylum
1,0.557836676397652,78,phylum
2,0.5403136716856229,78,phylum
3,0.5406540425442865,78,phylum
6,0.5406232914098767,78,phylum
1,0.5963211696016574,79,phylum
2,0.5702615145633438,79,phylum
3,0.5693055721226453,79,phylum
6,0.5665448030783397,79,phylum
1,0.6258751844178674,8,phylum
2,0.6060472693948303,8,phylum
3,0.6047412848388458,8,phylum
6,0.6025848487860683,8,phylum
1,0.5927379321830542,80,phylum
2,0.5732677773592407,80,phylum
3,0.5719410542947129,80,phylum
6,0.5700157034211912,80,phylum
1,0.5954749570999571,81,phylum
2,0.5722518890842062,81,phylum
3,0.5710294981392543,81,phylum
6,0.5684020562374221,81,phylum
1,0.56952575877271,82,phylum
2,0.5471715535221633,82,phylum
3,0.5453540770735893,82,phylum
6,0.5437588450820158,82,phylum
1,0.5795525625800017,83,phylum
2,0.5626075801411168,83,phylum
3,0.5632482560958171,83,phylum
6,0.5620038535922682,83,phylum
1,0.6062089572150547,84,phylum
2,0.5952895334358749,84,phylum
3,0.5959706252419668,84,phylum
6,0.5971618866253012,84,phylum
1,0.5849309470620446,85,phylum
2,0.5648855780867976,85,phylum
3,0.5647211305382037,85,phylum
6,0.5634701264853704,85,phylum
1,0.5955468059522938,86,phylum
2,0.5789531827123291,86,phylum
3,0.5764343197727344,86,phylum
6,0.5736041856316246,86,phylum
1,0.6008893492795931,87,phylum
2,0.5857534110765819,87,phylum
3,0.5835745152818324,87,phylum
6,0.5802415573238744,87,phylum
1,0.5704328261188018,88,phylum
2,0.5480573286701336,88,phylum
3,0.546258569545155,88,phylum
6,0.5435723946943459,88,phylum
1,0.5798407013285062,89,phylum
2,0.5615065950096438,89,phylum
3,0.5596736924206437,89,phylum
6,0.5552253573259671,89,phylum
1,0.563113235622382,9,phylum
2,0.536353883936201,9,phylum
3,0.5354379558129558,9,phylum
6,0.5330148192617705,9,phylum
1,0.5476997528887773,90,phylum
2,0.5417027005228224,90,phylum
3,0.5449771801418143,90,phylum
6,0.5461901143303582,90,phylum
1,0.5911173503643016,91,phylum
2,0.5703698528668041,91,phylum
3,0.5692669782151489,91,phylum
6,0.5681520030483446,91,phylum
1,0.5755903669348791,92,phylum
2,0.5600019182946012,92,phylum
3,0.5600471625806992,92,phylum
6,0.5607050194794098,92,phylum
1,0.5802162136003599,93,phylum
2,0.5568880400435279,93,phylum
3,0.5565595334009968,93,phylum
6,0.5555396371981738,93,phylum
1,0.5962037128592007,94,phylum
2,0.5753929024843659,94,phylum
3,0.5745862317020853,94,phylum
6,0.5723299955007273,94,phylum
1,0.5862022266168607,95,phylum
2,0.5587031565537663,95,phylum
3,0.5542991222930247,95,phylum
6,0.551172160836795,95,phylum
1,0.569993088471747,96,phylum
2,0.5534006584982195,96,phylum
3,0.5525941660301417,96,phylum
6,0.5518685000331341,96,phylum
1,0.5364060994792702,97,phylum
2,0.515301450841085,97,phylum
3,0.5153926470024031,97,phylum
6,0.5133349429568942,97,phylum
1,0.5625363399113399,98,phylum
2,0.5534498296205613,98,phylum
3,0.552270476922916,98,phylum
6,0.5530958436659656,98,phylum
1,0.5934455291528462,99,phylum
2,0.5727416026653832,99,phylum
3,0.5703703633947537,99,phylum
6,0.5678763789922326,99,phylum
