level,taxa1,taxa2,corr,proc_corr
order,Otu01,Otu02,-0.8168991299810817,-0.8168991299810817
order,Otu01,Otu03,-0.11974613881953662,-0.11974613881953662
order,Otu01,Otu04,-0.0058602367165920604,-0.0058602367165920604
order,Otu01,Otu05,-0.14521181997069754,-0.14521181997069751
order,Otu01,Otu06,-0.35362860978361227,-0.3536286097836123
order,Otu01,Otu07,0.14147763641737127,0.14147763641737127
order,Otu01,Otu08,0.017201386523818772,0.017201386523818772
order,Otu01,Otu09,0.1866161170210983,0.1866161170210983
order,Otu01,Otu10,-0.0164850441301171,-0.0164850441301171
order,Otu01,Otu11,-0.09814125168094304,-0.09814125168094305
order,Otu01,Otu12,-0.10761505412743415,-0.10761505412743415
order,Otu01,Otu13,-0.23425892805899368,-0.2342589280589937
order,Otu01,Otu14,-0.20480499278822242,-0.2048049927882224
order,Otu01,Otu15,0.15806157505649265,0.15806157505649263
order,Otu01,Otu16,-0.08733029745865468,-0.08733029745865468
order,Otu01,Otu17,-0.01758913281458063,-0.01758913281458062
order,Otu01,Otu18,-0.18490572026727953,-0.18490572026727956
order,Otu01,Otu19,-0.13532127690642226,-0.13532127690642226
order,Otu01,Otu20,-0.1445919902752365,-0.14459199027523653
order,Otu01,Otu21,-0.09713507359289884,-0.09713507359289886
order,Otu01,Otu22,-0.11973702865723558,-0.11973702865723557
order,Otu01,Otu23,0.03945973175742601,0.03945973175742601
order,Otu01,Otu25,-0.0876302751095868,-0.08763027510958679
order,Otu01,Otu28,-0.022473977377046112,-0.02247397737704611
order,Otu01,Otu29,-0.04425431260202255,-0.044254312602022554
order,Otu01,Otu31,-0.1826481783132247,-0.18264817831322466
order,Otu01,Otu38,-0.03494337672179275,-0.034943376721792756
order,Otu02,Otu03,-0.12557299355885562,-0.12557299355885562
order,Otu02,Otu04,-0.2340170975000823,-0.2340170975000823
order,Otu02,Otu05,-0.09374032949233085,-0.09374032949233085
order,Otu02,Otu06,0.12980282403312385,0.12980282403312388
order,Otu02,Otu07,-0.3087598642584658,-0.3087598642584658
order,Otu02,Otu08,-0.2664697656266516,-0.2664697656266516
order,Otu02,Otu09,-0.2661987359685073,-0.2661987359685073
order,Otu02,Otu10,-0.10562412123923463,-0.10562412123923465
order,Otu02,Otu11,-0.024909755486380483,-0.024909755486380483
order,Otu02,Otu12,0.04570486120816583,0.04570486120816584
order,Otu02,Otu13,0.16200912276690063,0.1620091227669007
order,Otu02,Otu14,0.16747334787601129,0.16747334787601129
order,Otu02,Otu15,-0.26726081509007565,-0.2672608150900757
order,Otu02,Otu16,0.021486791619277273,0.021486791619277273
order,Otu02,Otu17,-0.04688382118517887,-0.04688382118517888
order,Otu02,Otu18,0.017256738496937127,0.017256738496937127
order,Otu02,Otu19,0.13614508481406845,0.13614508481406848
order,Otu02,Otu20,0.0372414852577637,0.0372414852577637
order,Otu02,Otu21,0.03311930514836866,0.033119305148368666
order,Otu02,Otu22,0.0911969563272251,0.09119695632722512
order,Otu02,Otu23,-0.0863422145068641,-0.08634221450686412
order,Otu02,Otu25,0.07460743270969397,0.07460743270969399
order,Otu02,Otu28,-0.020801745039210295,-0.020801745039210295
order,Otu02,Otu29,-0.043773771084653704,-0.0437737710846537
order,Otu02,Otu31,0.12873656877273154,0.12873656877273154
order,Otu02,Otu38,0.04320848736963881,0.043208487369638816
