level,taxa1,taxa2,corr,proc_corr
class,Otu01,Otu02,-0.8173351421035823,-0.8173351421035824
class,Otu01,Otu03,-0.11811531168706715,-0.11811531168706714
class,Otu01,Otu04,0.07257486111667363,0.07257486111667365
class,Otu01,Otu05,-0.17573191587372636,-0.17573191587372636
class,Otu01,Otu06,-0.35395350811527027,-0.3539535081152702
class,Otu01,Otu07,0.011982659462903684,0.01198265946290368
class,Otu01,Otu08,0.1863299730474066,0.1863299730474066
class,Otu01,Otu09,-0.01300720721447545,-0.013007207214475448
class,Otu01,Otu10,-0.10655174364311887,-0.1065517436431189
class,Otu01,Otu11,-0.23837860161600596,-0.23837860161600596
class,Otu01,Otu12,-0.2284589644516669,-0.2284589644516669
class,Otu01,Otu13,-0.08644338204847309,-0.08644338204847307
class,Otu01,Otu14,-0.18504177185897955,-0.1850417718589796
class,Otu01,Otu15,-0.15098638658173238,-0.15098638658173238
class,Otu01,Otu17,-0.08721106818573227,-0.08721106818573227
class,Otu01,Otu19,-0.022292576989678545,-0.02229257698967855
class,Otu01,Otu21,-0.18271836458601498,-0.18271836458601498
class,Otu01,Otu24,-0.020635350781191466,-0.020635350781191462
class,Otu02,Otu03,-0.12557299355885562,-0.12557299355885562
class,Otu02,Otu04,-0.341070133378822,-0.341070133378822
class,Otu02,Otu05,-0.09386773964997598,-0.09386773964997598
class,Otu02,Otu06,0.12980282403312385,0.12980282403312388
class,Otu02,Otu07,-0.2642875181560899,-0.2642875181560899
class,Otu02,Otu08,-0.2661987359685073,-0.2661987359685073
class,Otu02,Otu09,-0.10562412123923463,-0.10562412123923465
class,Otu02,Otu10,0.04570486120816583,0.04570486120816584
class,Otu02,Otu11,0.16780780240141074,0.16780780240141074
class,Otu02,Otu12,0.1888257041674736,0.1888257041674736
class,Otu02,Otu13,0.021486791619277273,0.021486791619277273
class,Otu02,Otu14,0.017256738496937127,0.017256738496937127
class,Otu02,Otu15,0.12053077626368502,0.12053077626368501
