level,taxa1,taxa2,corr,proc_corr
phylum,Otu01,Otu02,-0.889288002964961,-0.8892880029649611
phylum,Otu01,Otu03,-0.13068268092831722,-0.13068268092831722
phylum,Otu01,Otu04,0.07691622378024296,0.07691622378024299
phylum,Otu01,Otu05,-0.1672927636041692,-0.16729276360416923
phylum,Otu01,Otu06,-0.13104107914563629,-0.1310410791456363
phylum,Otu01,Otu07,-0.09118521396727144,-0.09118521396727146
phylum,Otu01,Otu08,-0.11706715212636996,-0.11706715212636998
phylum,Otu01,Otu12,-0.019484064450705125,-0.01948406445070512
phylum,Otu02,Otu03,-0.12610038777554325,-0.12610038777554325
phylum,Otu02,Otu04,-0.34104595214141203,-0.3410459521414121
phylum,Otu02,Otu05,-0.037400361722862784,-0.037400361722862784
phylum,Otu02,Otu06,0.047597758242425986,0.047597758242425986
phylum,Otu02,Otu07,0.022474795348242513,0.022474795348242517
phylum,Otu02,Otu08,0.018989742151674968,0.01898974215167497
phylum,Otu02,Otu12,0.02626446316035064,0.02626446316035063
phylum,Otu03,Otu04,-0.013426635841328716,-0.013426635841328725
phylum,Otu03,Otu05,-0.09847945384173545,-0.09847945384173545
phylum,Otu03,Otu06,0.027024323302541977,0.027024323302541984
phylum,Otu03,Otu07,0.08768094933356206,0.08768094933356206
phylum,Otu03,Otu08,-0.030771074132343212,-0.03077107413234322
phylum,Otu03,Otu12,0.004947923409071988,0.004947923409071988
phylum,Otu04,Otu05,-0.06434302857162519,-0.0643430285716252
phylum,Otu04,Otu06,-0.0348513952971626,-0.03485139529716261
phylum,Otu04,Otu07,-0.01978355428147305,-0.019783554281473055
phylum,Otu04,Otu08,-0.035088448396289024,-0.035088448396289024
phylum,Otu04,Otu12,-0.005437813284365476,-0.0054378132843654805
phylum,Otu05,Otu06,-0.06312165156677299,-0.063121651566773
phylum,Otu05,Otu07,0.03133536575380865,0.03133536575380865
phylum,Otu05,Otu08,0.10012147640909781,0.10012147640909781
phylum,Otu05,Otu12,-9.83059699692592e-4,-9.83059699692586e-4
phylum,Otu06,Otu07,-7.447929871150585e-4,-7.447929871150557e-4
phylum,Otu06,Otu08,-0.03659249366341353,-0.036592493663413536
phylum,Otu06,Otu12,-0.04175889142753569,-0.0417588914275357
phylum,Otu07,Otu08,0.04003852358585339,0.04003852358585341
phylum,Otu07,Otu12,-0.025698304712372885,-0.025698304712372885
phylum,Otu08,Otu12,-0.02105861439523241,-0.021058614395232413
